hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,0.4,90,1,64,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 32: 0.005, 48: 0.001}",0.8089630156755447,4729256.5,2174.685379543441,0.862046466845195,0.9640294858234364,0.9091835618019104,-0.04383299806493641,0.9025850423560116,-3.630959242582321,43.37052445713635,-1386.3771252987715,0.2,36.216137409210205,no_physics
64,0.4,90,1,64,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 32: 0.005, 48: 0.001}",0.8482154458761215,3757534.5,1938.4360964447603,0.9169473502929859,0.9714536412032134,0.9932211637496948,-0.0032718355115474757,0.9223025392828526,-3.152824193239212,38.261205308770236,-799.3607485782309,0.0,22.94732093811035,physics
