hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score,model_type
256,0.4,90,168,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.7943584620952606,5092760.5,2256.7145366660798,0.8775096443822414,0.9550021090461744,0.9592885375022888,-0.019645821532601027,0.8935967394749106,-2.4256300181150436,17.348463114737214,-1960.1971434592635,0.4,41.48660182952881,0.8343370258808136,4307644.5,2075.4865694578707,0.8179893036386509,0.8766634422565993,0.8961488604545593,-0.04890592529876225,0.9155551781986283,-10.280489176511765,-10.32072040438177,-2480.5533903217543,,29.829915364583332,0.8143477439880371,no_physics
128,0.4,90,336,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8476601839065552,3772730.75,1942.3518605031375,0.9189984006541729,1.0339931735390304,1.007881760597229,0.0038034457271627193,0.9269000608809062,7.023352384567261,9.656734376167027,-997.1039174928645,0.0,19.474228620529175,0.874649703502655,3259416.0,1805.3852774408015,0.9225785412982276,1.0354152067928253,1.034112811088562,0.016064533142639257,0.9401989839971948,4.752327129244804,-7.181271561252443,-1805.3232075545288,,25.924583276112873,0.8611549437046051,physics
