hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
256,0.4,90,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8496631234884262,288990.15625,537.5780466592735,0.754206874612217,0.7817557567994202,0.9068230986595154,-0.050707053062634636,0.9359548920347056,-19.891850650310516,-10.379175451977652,94.12946506167505,0.2,42.369422912597656
256,0.4,90,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8487081080675125,290825.96875,539.2828281616243,0.812639652907517,0.8309810680954968,0.9666391611099243,-0.018155045507023865,0.9263552123431198,-14.43079262971878,-3.969984404513559,-1.9404095320367385,0.2,34.83855485916138
256,0.4,120,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8374472111463547,312472.59375,558.9924809422753,0.7540558332512346,0.7838166980794101,0.9076392650604248,-0.050262913525429005,0.9277310040897403,-20.981235802173615,13.517424473468765,-0.5564947489250262,0.4,44.664883613586426
64,0.4,90,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8366498500108719,314005.34375,560.361797189994,0.7905812802340605,0.8092436315567371,0.9632115364074707,-0.02002035232340578,0.9218027044377853,-17.562325298786163,5.574261517854888,-1.242152109532711,0.2,39.24154996871948
128,0.4,90,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8364247977733612,314437.96875,560.7476872444504,0.7896267717232817,0.8151911129479111,0.9374409914016724,-0.034044754861300715,0.9213301780519947,-16.05403423309326,5.884467519881766,-1.0627090227161686,0.4,41.87077045440674
128,0.4,90,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8334763497114182,320105.71875,565.7788602890708,0.8055383443738622,0.8249228269584995,1.0198171138763428,0.010784503883942803,0.9177163382786889,-14.082188904285431,-6.894837249782873,-2.564935033405895,0.4,41.71126365661621
256,0.4,90,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8309547752141953,324952.90625,570.0464071020884,0.7709076984325043,0.7899389474319983,0.9534182548522949,-0.025349894703403802,0.9213375702732882,-23.53287637233734,4.991975391145216,89.74160130148012,1.0,46.61105155944824
256,0.4,90,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8298060745000839,327161.03125,571.9799220689481,0.7594852057849912,0.7781382801089319,0.9484145045280457,-0.02807292921756692,0.9227751326308795,-20.66967785358429,-6.716644646581105,-1.889091028989975,0.2,43.17727088928223
256,0.4,120,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.829501286149025,327746.9375,572.4918667544545,0.7243106820004681,0.7487039216785966,0.9109041690826416,-0.04848613526582383,0.9298800029059069,-23.20632040500641,-4.6759927410359,-1.5438748844865087,0.2,44.76330280303955
128,0.4,120,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8283538818359375,329952.5625,574.4149741258492,0.75710982120836,0.774934699734115,0.9518764019012451,-0.026188957006817358,0.9223767504178588,-23.071660101413727,13.06334595390636,-0.6975946816058041,0.4,44.1188907623291
256,0.4,120,1,48,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8280729502439499,330492.59375,574.884852600936,0.7433471331300191,0.7673790009206793,0.9222627878189087,-0.04230476415701928,0.9244017810908827,-20.390549302101135,-3.697428555871036,-1.7401579779820031,0.2,46.39803886413574
64,0.4,90,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8274312764406204,331726.09375,575.9566769731904,0.764556061846138,0.7811933297276252,0.9649994969367981,-0.019047330597679133,0.9204232832856328,-21.554812788963318,6.0230730935774215,-0.824785040253991,0.4,42.24663257598877
128,0.4,120,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8267303705215454,333073.40625,577.1251218323458,0.7375696504593279,0.778428386120448,0.8824133276939392,-0.06399091488342448,0.9228697025881715,-19.844377040863037,11.505383966073044,-0.7996967040826931,0.4,47.249717712402344
256,0.4,90,1,48,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8262046575546265,334083.96875,577.9999729671274,0.7936042089918927,0.8228172472117907,0.9380601048469543,-0.03370780927523947,0.9141574461663426,-14.311055839061737,4.820884667056561,-1.2207288103768894,0.4,41.80698871612549
