hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score,model_type
128,0.4,90,336,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.7795844525098801,37744.36328125,194.27908606242207,0.8123284165338418,0.8532637593295621,0.9892257452011108,-0.008244557795386293,0.8834967195821032,-16.279584169387817,-19.85864434407832,32.48629767256087,0.4,39.05837297439575,0.7796382904052734,48132.9765625,219.3922892047485,0.8249258532690114,0.8733578050279459,1.0314671993255615,0.021321534194509228,0.8832844197510488,-13.235288858413696,-22.95872472629316,-1406.7352004231914,,39.24224674701691,0.7796113714575768,no_physics
64,0.4,90,336,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8387292176485062,27616.3046875,166.18154135613258,0.8622964530711648,0.8924456708752174,0.9804881811141968,-0.014930617984529921,0.9162526296110292,-10.701606422662735,-17.950598915735213,24.32185607045713,0.0,31.695904731750492,0.7395309209823608,56893.515625,238.52361649321017,0.8523529168180455,0.9620695045578836,1.048903226852417,0.033135909060159986,0.8659499604958073,-4.828589037060738,-7.2605874675017015,-1399.2596480414652,,38.61088156700134,0.7891300693154335,physics
