hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
64,0.4,120,1,16,256,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8262797445058823,19042.43359375,137.99432449832855,0.834946176782131,0.866210405061604,1.0361779928207397,0.02316462149640521,0.9103659569107921,-21.390996873378754,19.915874985413048,-1357.5835414754613,1.4,33.86039972305298,no_physics
256,0.4,120,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.9983951966278255,175.91134643554688,13.26315748362911,0.99241591123099,0.992474808259239,1.00053071975708,0.0003398042546829432,0.9992201100972252,-0.7581038400530815,4.295828122903498,-69.55670041346382,0.2,2.758333683013916,physics
