hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,0.4,90,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8496631234884262,288990.15625,537.5780466592735,0.754206874612217,0.7817557567994202,0.9068230986595154,-0.050707053062634636,0.9359548920347056,-19.891850650310516,-10.379175451977652,94.12946506167505,0.2,42.369422912597656,no_physics
64,0.4,90,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.894179992377758,203416.09375,451.01673333702377,0.8554353591581135,0.8652973956404154,0.9861860871315002,-0.007517575625882809,0.949370763666135,-14.898598194122314,14.170117746218494,-0.8249287671957743,0.0,26.005623340606686,physics
