hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score,model_type
128,0.4,90,168,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.799723207950592,384241.375,619.8720634130885,0.8292088297505915,0.865943296331989,0.988941490650177,-0.0060241643411385595,0.8947567892556038,-11.156345158815384,-9.542844891596154,-1.9475105947923164,0.8,35.9077262878418,0.7829068303108215,469557.75,685.2428401669002,0.7815010821772947,0.8138733809565034,0.9764346480369568,-0.01209322682516451,0.888002977896784,-21.055790781974792,-25.133956022486714,-3.634624204068577,,42.633083888462615,0.7913150191307068,no_physics
64,0.4,90,336,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8706565201282501,248152.15625,498.14872904585434,0.8423706010155482,0.8560263014915547,0.9902074933052063,-0.0053345036985921685,0.9365751754071703,-15.728889405727386,-0.29943895748743454,-1.7430381513760616,0.0,20.59847593307495,0.8451408445835114,334949.8125,578.7484881189756,0.8757883508502069,0.9112743371661013,1.0328192710876465,0.016842111204415554,0.9195066090634008,-12.592785060405731,-3.251770060223553,-3.1631381917639056,,37.80890532902309,0.8578986823558807,physics
