hidden_size,seq_length,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
128,336,1,32,128,"{0: 0.01, 20: 0.005, 30: 0.001}",0.5,0.8244023754388305,4565970.024057323,2136.8130531371535,0.9114667611268108,1.0022094375768813,0.9872665129693798,-0.0059964767917412,0.912415120717032,4.639087669288493,-7.128950795765662,-2926.12669004504,,25.847340706803095,no_physics
64,168,1,48,64,"{0: 0.01, 20: 0.005, 30: 0.001}",0.5,0.9138252264353572,2240756.0119870584,1496.9154992807903,0.9560345348202578,1.010677816946444,0.9974880822576064,-0.0011829168560665,0.9574249295598376,3.2686081287307744,-8.249513521614691,-2670.226306936419,,22.26001257580761,physics
