_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,custom_peak_penalty,custom_peak_smooth_window,custom_peak_prominence,custom_peak_distance,custom_peak_rel_height,custom_peak_padding,NSE_1D,NSE_1H,_rank_score,model_type
9,64,0.26927486348976437,90,168,1,300,64,7.447913770061961,15,0.4764098252584333,14,0.6460884262906555,5,0.889608345925808,0.8412850261812634,0.8557820221046267,no_physics
1,128,0.29625749775011545,90,336,1,300,64,21.960818788794597,15,0.2579369155085674,14,0.8661125496273654,20,0.8951744632795453,0.8355017095894259,0.8534035356964618,no_physics
13,64,0.36130499524740467,90,336,1,300,64,21.16632217238543,5,0.8801417673077088,14,0.6551920457629682,20,0.8671381622552872,0.8282304260403796,0.8399027469048517,no_physics
5,64,0.2790966842293227,90,336,1,300,64,19.162222304579302,10,0.3326384716242038,14,0.787486098488694,20,0.8547726422548294,0.8356668368531104,0.841398578473626,no_physics
3,128,0.24460500975980418,90,336,1,300,64,11.352095874281293,15,0.4782201550925807,3,0.6666696719535199,10,0.8857225477695465,0.809123686173401,0.8321033446522446,no_physics
