_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,custom_peak_penalty,NSE_1D,NSE_1H,_rank_score,model_type
3,128,0.117107821768559,90,336,1,300,64,84.087356718102,0.8951219152659178,0.8567783826972237,0.8682814424678319,physics
1,256,0.3504162694704807,90,168,1,300,64,41.304870796477,0.8941626232117414,0.8812035782611612,0.8850912917463354,physics
4,128,0.1454554776852127,90,336,1,300,64,23.775814072648245,0.8852220438420773,0.8700470130393239,0.8745995222801497,physics
0,256,0.1304112998071527,90,336,1,300,64,56.21720092562875,0.9001045385375619,0.8520987393248612,0.8665004790886714,physics
2,256,0.2268203714248871,90,336,1,300,64,46.09151741417688,0.9160112589597702,0.8672975998947677,0.8819116976142685,physics
7,128,0.3630757339844362,90,168,1,300,64,20.699041460252097,0.9048043014481664,0.8585444994433487,0.872422440044794,physics
5,256,0.244684629812772,90,168,1,300,64,31.96502256049434,0.9051950192078948,0.8884204569272789,0.8934528256114636,physics
8,128,0.3025955875393574,90,336,1,300,64,196.3617701657602,0.8836019244045019,0.845097863206421,0.8566490815658452,physics
11,128,0.2363349177402318,90,168,1,300,64,210.06525080937396,0.8473979104310274,0.8692493948599936,0.8626939495313037,physics
6,256,0.3850501137704493,90,336,1,300,64,113.7195627030394,0.8894092217087746,0.8314041378579383,0.8488056630131892,physics
10,256,0.1451388666751989,90,168,1,300,64,225.19337922447548,0.8759513590484858,0.8572998764767703,0.8628953212482849,physics
15,128,0.3290080594879224,90,168,1,300,64,42.802607174776135,0.8942438960075378,0.8681017165008862,0.8759443703528815,physics
13,256,0.2097600826868857,90,168,1,300,64,75.49891631755594,0.8894362691789865,0.8488630323171669,0.8610350033757126,physics
9,256,0.125668682095684,90,336,1,300,64,196.1732719339574,0.8873735582455993,0.8499673892745485,0.8611892399658637,physics
16,128,0.2211307756248788,90,168,1,300,64,177.9279904160469,0.8901937939226627,0.8570574439060689,0.866998348911047,physics
17,128,0.3498356914354352,90,168,1,300,64,105.76199055727928,0.892070421949029,0.8610338566746412,0.8703448262569575,physics
14,256,0.3187518742904697,90,168,1,300,64,104.1443449362649,0.8801490273326635,0.8596936122528906,0.8658302367768225,physics
12,256,0.2722365304391404,90,336,1,300,64,150.55090945687357,0.8853843873366714,0.8471784134173447,0.8586402055931426,physics
18,256,0.3934349709428404,90,168,1,300,64,34.36740923120817,0.91247745975852,0.8825116352698771,0.8915013826164699,physics
19,256,0.1871994908655728,90,168,1,300,64,159.68648340140683,0.8685665968805552,0.8408652177815727,0.8491756315112673,physics
20,256,0.2994638849015266,90,168,1,300,64,151.75556481001215,0.8844765210524201,0.8410241215577039,0.8540598414061187,physics
21,256,0.2829440865392955,90,168,1,300,64,156.73783564933586,0.8711240608245134,0.8566457786178963,0.8609892632798813,physics
22,256,0.2822559389148642,90,168,1,300,64,132.71656943926575,0.8985702637583017,0.8495864739277692,0.8642816108769289,physics
23,256,0.2864551278650811,90,168,1,300,64,153.90995820563344,0.8673689207062125,0.8521713569529942,0.8567306260789596,physics
25,256,0.2934684293906014,90,168,1,300,64,152.4944029778214,0.8712013317272067,0.8635492925321511,0.8658449042906677,physics
24,256,0.284080578271378,90,168,1,300,64,145.70080709891417,0.8919999254867435,0.8672037083377989,0.8746425734824823,physics
26,256,0.2840653943982112,90,168,1,300,64,150.04189822661326,0.8943212702870369,0.862398243208168,0.8719751513318286,physics
27,256,0.1900911702199331,90,168,1,300,64,16.848182912174337,0.890716808848083,0.8784893648623171,0.8821575980580469,physics
28,256,0.1888846937288152,90,168,1,300,64,14.007081262999506,0.8832831978797913,0.8778628436592596,0.879488949925419,physics
29,256,0.271571674617021,90,168,1,300,64,11.184025083481709,0.9062472684308888,0.8826384986531901,0.8897211295864996,physics
