number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_hidden_size,params_num_layers,params_output_dropout,params_schedule_pairs,params_seq_length_1D,params_seq_length_1H,state
25,-1000000000.0,2026-02-24 16:49:05.248678,2026-02-24 16:49:05.255650,0 days 00:00:00.006972,128,32,128,1,0.45614061991828386,"((0.5, 0.25), (0.01, 0.005, 0.001))",78,211,COMPLETE
24,-1000000000.0,2026-02-24 16:49:05.243231,2026-02-24 16:49:05.248130,0 days 00:00:00.004899,128,32,128,1,0.20015436955926702,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",109,351,COMPLETE
23,-1000000000.0,2026-02-24 16:49:05.242900,2026-02-24 16:49:05.247904,0 days 00:00:00.005004,128,32,128,1,0.3764989426639555,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",100,367,COMPLETE
22,-1000000000.0,2026-02-24 16:49:05.237452,2026-02-24 16:49:05.242256,0 days 00:00:00.004804,128,32,128,1,0.48858430018853405,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",70,315,COMPLETE
21,-1000000000.0,2026-02-24 16:49:05.237196,2026-02-24 16:49:05.242594,0 days 00:00:00.005398,128,32,128,1,0.48520260813020266,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",70,318,COMPLETE
20,-1000000000.0,2026-02-24 16:49:05.232302,2026-02-24 16:49:05.236659,0 days 00:00:00.004357,128,64,256,1,0.26286622143400773,"((0.7, 0.2), (0.01, 0.002, 0.0005))",94,371,COMPLETE
19,-1000000000.0,2026-02-24 16:49:05.229646,2026-02-24 16:49:05.236345,0 days 00:00:00.006699,32,96,64,1,0.2641472863367302,"((0.7, 0.2), (0.01, 0.002, 0.0005))",60,293,COMPLETE
18,-1000000000.0,2026-02-24 16:49:05.227842,2026-02-24 16:49:05.231776,0 days 00:00:00.003934,32,96,64,1,0.36139620952098406,"((0.7, 0.2), (0.01, 0.002, 0.0005))",60,293,COMPLETE
17,-1000000000.0,2026-02-24 16:49:05.224453,2026-02-24 16:49:05.228753,0 days 00:00:00.004300,128,32,128,1,0.3620804620964362,"((0.7, 0.2), (0.01, 0.002, 0.0005))",83,121,COMPLETE
15,-1000000000.0,2026-02-24 16:49:05.218877,2026-02-24 16:49:05.224021,0 days 00:00:00.005144,128,96,64,1,0.31616843919482657,"((0.7, 0.2), (0.01, 0.002, 0.0005))",116,346,COMPLETE
