_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,NSE_1D,NSE_1H,_rank_score,model_type
5,64,0.1046427931506454,90,240,1,300,128,0.80864919424057,0.8131634026765824,0.8118091401457787,no_physics
2,64,0.5050782123649221,60,240,1,300,128,0.820508249104023,0.7965952187776566,0.8037691278755665,no_physics
0,64,0.1080557695103002,60,336,1,300,64,0.8081882931292057,0.8149427160620689,0.81291638918221,no_physics
10,64,0.2546797353877466,120,240,1,300,128,0.8055237531661987,0.7939165517687797,0.7973987121880053,no_physics
13,64,0.1620462434665331,90,168,2,300,128,0.8101349472999573,0.8275239184498787,0.8223072271049022,no_physics
7,128,0.0507118728486786,90,240,2,300,128,0.8245919570326805,0.8002092748880386,0.8075240795314311,no_physics
14,64,0.1078810496330527,120,240,1,300,64,0.7964029967784881,0.7860802426934242,0.7891770689189433,no_physics
1,128,0.3620774343002054,120,240,2,300,128,0.8173679381608963,0.7808678448200226,0.7918178728222847,no_physics
15,64,0.2413253409527193,60,336,1,300,64,0.8167682692408562,0.808379152417183,0.8108958874642849,no_physics
16,128,0.5339774534158547,60,168,2,300,128,0.8386206731200219,0.8162564486265182,0.8229657159745692,no_physics
6,128,0.5891079724526672,120,336,2,300,64,0.8293693706393241,0.7681324645876885,0.7865035364031792,no_physics
18,128,0.5878620661562617,120,168,1,300,128,0.7833089649677276,0.7943479314446449,0.7910362415015696,no_physics
4,256,0.3261428222030663,60,168,1,300,128,0.8337187439203262,0.8059451103210449,0.8142772004008292,no_physics
17,128,0.276740435431027,60,240,2,300,128,0.8482972502708435,0.7823149979114532,0.8021096736192702,no_physics
9,256,0.3221139446994112,60,168,1,300,128,0.8396926581859588,0.8243576750159264,0.828958169966936,no_physics
26,64,0.3060222124553076,90,240,2,300,64,0.8520837128162384,0.8172755718231202,0.8277180141210556,no_physics
20,128,0.1268026124934303,90,336,1,300,64,0.8606290951371193,0.8154591411352158,0.8290101273357868,no_physics
23,128,0.3692706116916844,120,240,1,300,128,0.7824514344334602,0.7863143354654312,0.7851554651558399,no_physics
30,64,0.052535113251817,60,240,1,300,128,0.8135484337806702,0.8235606044530869,0.8205569532513618,no_physics
28,128,0.3905909450499915,90,240,1,300,64,0.8296692490577697,0.8161164939403533,0.8201823204755783,no_physics
19,256,0.4034232966805852,120,168,1,300,64,0.8232739686965942,0.8012270465493202,0.8078411231935023,no_physics
12,256,0.1279797054058193,90,240,2,300,128,0.8480884365737438,0.8045324429869651,0.8175992410629986,no_physics
27,128,0.4937531482060338,90,336,2,300,128,0.814884826540947,0.8167113631963729,0.8161634021997451,no_physics
8,256,0.4698075074159191,120,336,1,300,128,0.7923364728689194,0.7714202374219894,0.7776951080560683,no_physics
3,384,0.1938583048192513,60,240,2,300,128,0.8350160799920558,0.8077769070863724,0.8159486589580774,no_physics
22,256,0.1866314387588257,90,336,1,300,64,0.8497625850141048,0.8539926946163178,0.8527236617356538,no_physics
35,256,0.5594184470113843,60,168,2,300,64,0.8228491939604282,0.8340913757681847,0.8307187212258578,no_physics
25,256,0.5241036296341753,60,336,2,300,128,0.8477563723921776,0.8307546660304069,0.835855177938938,no_physics
31,256,0.3628180401152621,60,336,2,300,64,0.8525634273886681,0.8317215472459794,0.837974111288786,no_physics
24,384,0.5753514305098096,60,240,2,300,128,0.8324710264801979,0.8185452118515968,0.8227229562401771,no_physics
34,384,0.5985672879426643,60,168,2,300,64,0.8341870158910751,0.8368967175483704,0.8360838070511817,no_physics
33,384,0.274102100131382,90,168,2,300,64,0.8557386547327042,0.848042094707489,0.8503510627150535,no_physics
11,384,0.390237303947697,120,240,1,300,128,0.8309121519327164,0.8097634091973305,0.8161080320179462,no_physics
36,384,0.4140157043306383,90,168,2,300,128,0.840054102241993,0.8085477665066719,0.8179996672272682,no_physics
37,384,0.4466796516424896,90,168,2,300,128,0.8298742458224296,0.8093811571598053,0.8155290837585926,no_physics
39,384,0.4136221841556849,60,168,2,300,128,0.8308481931686401,0.8162830531597137,0.8206525951623915,no_physics
38,384,0.4300868004386552,60,168,2,300,128,0.8438265293836593,0.8123546615242958,0.8217962218821048,no_physics
32,384,0.285929401523341,60,240,2,300,128,0.8599745213985444,0.8102349653840065,0.8251568321883679,no_physics
29,384,0.2535819013174777,90,336,2,300,128,0.8168501272797585,0.8381823241710663,0.8317826651036739,no_physics
21,384,0.3624900478730372,90,336,2,300,128,0.8052614316344261,0.8228362470865249,0.8175638024508952,no_physics
40,384,0.4062875731695398,90,168,2,300,64,0.8518847420811653,0.821052348613739,0.8303020666539668,no_physics
41,384,0.4037279959500893,90,336,1,300,64,0.8275153115391731,0.8149230897426605,0.8187007562816142,no_physics
42,384,0.4137115105318092,90,336,1,300,64,0.8331041365861893,0.8214052751660347,0.8249149335920811,no_physics
45,384,0.1846325793656555,90,336,1,300,64,0.8529804572463036,0.8305209010839463,0.8372587679326533,no_physics
43,384,0.4271119959159572,90,336,1,300,64,0.8369603410363198,0.8425537645816803,0.840875737518072,no_physics
45,256,0.201210620381763,90,336,1,300,64,0.8499834574759007,0.810516245663166,0.8223564092069864,no_physics
47,256,0.2114652411347079,90,336,1,300,64,0.844961866736412,0.8277254819869995,0.8328963974118233,no_physics
46,256,0.2136990885235713,90,336,1,300,64,0.8494189277291297,0.810905621945858,0.8224596136808395,no_physics
