_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,NSE_1D,NSE_1H,_rank_score
6,128,0.1,90,336,2,300,64,0.8718391163274646,0.8627273837960546,0.8654609035554776
0,128,0.1,90,168,1,300,64,0.8696599947288632,0.8607538408965709,0.8634256870462587
16,256,0.1,90,168,1,300,64,0.8623618148267269,0.8635084903073929,0.863164487663193
26,256,0.4,90,168,2,300,64,0.8584865052253008,0.8642984880634553,0.8625548932120088
3,128,0.1,90,168,2,300,128,0.8458092100918293,0.867283780969272,0.8608414097060391
8,128,0.4,90,168,1,300,64,0.8642867002636194,0.8572651041373895,0.8593715829752584
10,128,0.4,90,168,2,300,64,0.8732905760407448,0.8523661699857447,0.8586434918022448
12,128,0.4,90,336,1,300,64,0.880696615204215,0.8408508907462746,0.8528046080836567
25,256,0.4,90,168,1,300,128,0.8509330116212368,0.850460558746929,0.8506022946092213
2,128,0.1,90,168,2,300,64,0.8660130240023136,0.8428741309415958,0.8498157988598112
18,256,0.1,90,168,2,300,64,0.8582927258685231,0.8458555734632722,0.8495867191848474
27,256,0.4,90,168,2,300,128,0.8383083082735538,0.8531451365622164,0.8486940880756175
24,256,0.4,90,168,1,300,64,0.869833747856319,0.838373487038407,0.8478115652837805
14,128,0.4,90,336,2,300,64,0.8521123984828591,0.8441222354677135,0.8465192843722571
7,128,0.1,90,336,2,300,128,0.8563759569078684,0.8402703556044417,0.8451020359954697
22,256,0.1,90,336,2,300,64,0.8762098401784897,0.8283913001307344,0.8427368621450608
20,256,0.1,90,336,1,300,64,0.882700146175921,0.8221499083743256,0.8403149797148042
19,256,0.1,90,168,2,300,128,0.8710724748671055,0.8252559784043872,0.8390009273432026
29,256,0.4,90,336,1,300,128,0.8447383930906653,0.8344672735987809,0.8375486094463462
9,128,0.4,90,168,1,300,128,0.86007428355515,0.8272531585131918,0.8370994960257793
11,128,0.4,90,168,2,300,128,0.8486978318542242,0.8320090123561124,0.8370156582055458
1,128,0.1,90,168,1,300,128,0.8540141955018044,0.8221305207000408,0.8316956231405698
31,256,0.4,90,336,2,300,128,0.8594892919063568,0.8193569176296447,0.8313966299126583
28,256,0.4,90,336,1,300,64,0.8689665775746107,0.8142118423328568,0.8306382629053829
17,256,0.1,90,168,1,300,128,0.8326739594340324,0.8296436721520251,0.8305527583366272
4,128,0.1,90,336,1,300,64,0.85699244402349,0.8189983405731243,0.8303965716082339
23,256,0.1,90,336,2,300,128,0.834727831184864,0.8247480155879677,0.8277419602670366
15,128,0.4,90,336,2,300,128,0.8561051320284605,0.8140378601259859,0.8266580416967282
5,128,0.1,90,336,1,300,128,0.8554479721933603,0.810403902813263,0.8239171236272922
30,256,0.4,90,336,2,300,64,0.8716547507792711,0.7930397920071108,0.8166242796387588
21,256,0.1,90,336,1,300,128,0.8517588330432773,0.7994149496350985,0.8151181146575521
13,128,0.4,90,336,1,300,128,0.856478781439364,0.7806869481571237,0.8034244981417957
