_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,custom_peak_penalty,NSE_1D,NSE_1H,_rank_score,model_type
0,128,0.1019324569155274,90,168,1,300,64,63.57268079844252,0.7297937795519829,0.6638898756953098,0.6836610468523117,no_physics
2,128,0.161148707017286,90,168,1,300,64,194.75563819938392,0.7207575812935829,0.656439260794021,0.6757347569438896,no_physics
1,128,0.281018842090973,90,336,1,300,64,15.757277388424855,0.767443461343646,0.6989028335523749,0.7194650218897563,no_physics
3,128,0.358335237738713,90,336,1,300,64,138.1545545016417,0.7501859162002802,0.6527249911151121,0.6819632686406625,no_physics
4,128,0.1660203842339951,90,336,1,300,64,23.63429873678725,0.7519917152822018,0.6804773550008409,0.7019316630852491,no_physics
5,256,0.3531468506896891,90,168,1,300,64,112.7141946104704,0.7202631291002035,0.5949717020149443,0.632559130140522,no_physics
9,256,0.2613722535878057,90,168,1,300,64,123.69075427650904,0.7061562314629555,0.7032148301489172,0.7040972505431287,no_physics
7,256,0.1356038888648701,90,336,1,300,64,10.133452671757963,0.7015343941748142,0.6363561254426787,0.6559096060623193,no_physics
6,256,0.1292326880317664,90,336,1,300,64,138.51816545238427,0.6986575201153755,0.6679149240089961,0.6771377028409099,no_physics
13,128,0.1884707340442745,90,168,1,300,64,42.26113878079768,0.7446980644017458,0.6456201665213332,0.675343535885457,no_physics
12,128,0.3584754334586145,90,336,1,300,64,90.78590037098658,0.720953281968832,0.652295517512907,0.6728928468496845,no_physics
14,128,0.2524867090276526,90,168,1,300,64,162.62485572780088,0.7718293648213148,0.6834080221671481,0.7099344249633981,no_physics
10,256,0.1585475523682379,90,336,1,300,64,230.5553648465948,0.740554703399539,0.6462570394668115,0.6745463386466297,no_physics
11,256,0.1906468460975864,90,336,1,300,64,68.71284367027656,0.7725269794464111,0.6099087136266392,0.6586941933725707,no_physics
17,128,0.3912941743867164,90,336,1,300,64,45.2310744720731,0.7505960203707218,0.6278706179951078,0.6646882387077919,no_physics
18,128,0.2747647129485315,90,336,1,300,64,209.29963454034944,0.7206071708351374,0.694285605679856,0.7021820752264404,no_physics
19,128,0.2593587367457871,90,336,1,300,64,244.21834742748345,0.7290047742426395,0.6746173303614345,0.6909335635257959,no_physics
16,256,0.1430280095870392,90,336,1,300,64,108.62814753574207,0.7687125243246555,0.6530907912883337,0.6877773111992302,no_physics
20,128,0.2931633166056399,90,336,1,300,64,207.969160274169,0.7558806072920561,0.6621438665271328,0.6902648887566097,no_physics
15,256,0.2483646717836771,90,336,1,300,64,55.76906196515429,0.7118802964687347,0.6699834426288065,0.6825524987807849,no_physics
22,128,0.2656074320141371,90,168,1,300,64,202.6662515682413,0.7403890267014503,0.6318351553300461,0.6644013167414673,no_physics
21,128,0.279282249069801,90,336,1,300,64,230.1658726642352,0.7275756001472473,0.6786704044550682,0.6933419631627219,no_physics
23,128,0.2732122272445725,90,168,1,300,64,174.62751762684323,0.7854652404785156,0.6319708012322485,0.6780191330061286,no_physics
24,128,0.2841575209804488,90,168,1,300,64,171.58792901390885,0.7514722794294357,0.6401372140598165,0.6735377336707022,no_physics
25,128,0.2670149388005484,90,168,1,300,64,185.15433720134592,0.7207688800990582,0.6621805111841297,0.6797570218586082,no_physics
26,128,0.2978289664134123,90,168,1,300,64,170.12520870769117,0.7011647559702396,0.6440591456137036,0.6611908287206644,no_physics
27,128,0.3029044053875516,90,168,1,300,64,172.41914561658407,0.7182668708264828,0.6398161384681516,0.6633513581756509,no_physics
28,128,0.3029766860022662,90,168,1,300,64,172.19895288953842,0.7291625253856182,0.626727090488107,0.6574577209573604,no_physics
29,128,0.2963341204759266,90,168,1,300,64,169.8330794111279,0.7419421188533306,0.6632076072352242,0.6868279607206561,no_physics
30,128,0.3104639610539259,90,168,1,300,64,165.75680212809084,0.7528415620326996,0.6631855739647321,0.6900823703851223,no_physics
32,256,0.2272630318562883,90,168,1,300,64,164.6159748288119,0.7075438015162945,0.6665389708986716,0.6788404200839585,no_physics
31,256,0.2328926012908366,90,168,1,300,64,163.9591619229673,0.7720102332532406,0.6450265993007163,0.6831216894864736,no_physics
33,256,0.2266644766659793,90,168,1,300,64,155.4748891549181,0.7130281738936901,0.6100727691934793,0.6409593906035426,no_physics
34,256,0.2252874242288829,90,168,1,300,64,161.97291352327017,0.739656250923872,0.6199423824064776,0.6558565429616959,no_physics
35,256,0.2275651034805106,90,168,1,300,64,148.36297062410304,0.7164316289126873,0.6524627753697695,0.6716534314326448,no_physics
36,256,0.229042645938342,90,168,1,300,64,152.3977349508986,0.7045625261962414,0.6459624879159983,0.6635424994000712,no_physics
37,256,0.2321326673779376,90,168,1,300,64,151.00367372984695,0.7354523800313473,0.7042410526951806,0.7136044508960305,no_physics
38,256,0.2269476556303572,90,168,1,300,64,147.44589767281673,0.7018744572997093,0.6701128653402983,0.6796413429281216,no_physics
8,256,0.1147889015707609,90,168,1,300,64,172.8754666922447,0.7409144043922424,0.6767220362628249,0.6959797467016502,no_physics
39,256,0.2323602171398971,90,336,1,300,64,149.96776535144528,0.7035608626902103,0.6110700302235279,0.6388172799635325,no_physics
43,128,0.3315300506725167,90,336,1,300,64,213.96929869813425,0.7065572254359722,0.6219632470927989,0.6473414405957509,no_physics
44,128,0.2474943830202066,90,336,1,300,64,92.58151487458018,0.7621137723326683,0.6437998744056922,0.679294043783785,no_physics
40,256,0.2294938987047454,90,336,1,300,64,79.14924373283496,0.7795090209692717,0.6818838364979195,0.7111713918393251,no_physics
41,256,0.2295155431090813,90,336,1,300,64,146.7049233201011,0.6986997984349728,0.654050817707619,0.667445511925825,no_physics
42,256,0.229919289867882,90,336,1,300,64,147.06529838243569,0.6950541771948338,0.6474722403603481,0.6617468214106939,no_physics
45,128,0.3299496439003449,90,336,1,300,64,125.1314063511667,0.728682029992342,0.6607330909436591,0.6811177726582639,no_physics
46,128,0.3340288826517235,90,336,1,300,64,110.85499945128336,0.751243282109499,0.6571329477769483,0.6853660480767134,no_physics
47,256,0.3289084021107323,90,168,1,300,64,126.75482828689324,0.7126164771616459,0.6514128586927292,0.6697739442334042,no_physics
