_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,custom_peak_penalty,custom_peak_smooth_window,custom_peak_prominence,custom_peak_distance,custom_peak_rel_height,custom_peak_padding,NSE_1D,NSE_1H,_rank_score,model_type
12,64,0.3752478177275238,90,168,1,300,64,20.88720302129873,5,0.31132631670654487,3,0.6727320311924684,20,0.7071419544517994,0.6697799299059256,0.6809885372696877,no_physics
8,64,0.17612061098526358,90,168,1,300,64,8.981739990374447,10,0.8720377995960982,14,0.6707522454912551,10,0.7094640098512173,0.6794172915041355,0.68843130700826,no_physics
0,64,0.16385801338735792,90,336,1,300,64,15.916105459607984,30,0.5051635140600952,7,0.8287077896269978,10,0.7264672257006168,0.6537057028468324,0.6755341597029676,no_physics
10,64,0.2626648188628331,90,336,1,300,64,27.781927122140424,10,0.873449314790258,7,0.772461204354965,5,0.700360469520092,0.6712343759435483,0.6799722040165114,no_physics
19,128,0.16377192344978383,90,336,1,300,64,9.57755982433627,5,0.7849295881442411,7,0.8898908871956184,5,0.7572018355131149,0.5970065715620898,0.6450651507473973,no_physics
11,256,0.3261643988814855,90,336,1,300,64,5.031211855737936,30,0.2450927348884716,3,0.8591304640220873,10,0.7332608923316002,0.6727443046327801,0.6908992809424261,no_physics
16,128,0.2770593749782203,90,336,1,300,64,26.57200505652453,15,0.590697520293199,14,0.8666212126578352,5,0.7178183384239674,0.647767115908525,0.6687824826631577,no_physics
21,128,0.2940473363009727,90,336,1,300,64,27.980204779604403,30,0.5782858152984187,3,0.7045257525100989,20,0.6905404590070248,0.6404958756887057,0.6555092506842014,no_physics
1,64,0.33953362234945506,90,336,1,300,64,21.868420807836774,15,0.22704386279732855,14,0.6582759783118324,20,0.7308251988142729,0.7058328828813335,0.7133305776612153,no_physics
