hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,value,NSE_1H,NSE_1D
256,0.3915771666693634,65,195,1,2,32,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",0.5816724121570587,0.651146650314331,0.4195658564567566
256,0.38260423445413355,130,175,1,3,64,"((0.7, 0.2), (0.01, 0.002, 0.0005))",0.6317902207374573,0.6054087281227112,0.6933470368385315
64,0.3790257323957934,69,390,1,2,64,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",0.3955435395240784,0.4626309871673584,0.2390061616897583
