hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
64,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8444252014160156,26651.865234375,163.25398994932712,0.8414219641723051,0.8631226291008919,1.0116232633590698,0.008892449981489577,0.9207757711410522,-15.010288,-18.880623,36.015373,0.2,39.608406
256,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8120235204696655,32202.662109375,179.45100197372818,0.855801883924244,0.9129662103121747,0.9392619729042053,-0.04646805571397699,0.9023828506469727,-10.964179,-19.428267,25.99134,0.2,37.00612
128,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8104902505874634,32465.337890625,180.18140273242685,0.7095125536101058,0.7331821876127409,0.9155490398406982,-0.06460981864209366,0.9221588373184204,-25.665936,-26.361456,0.88540816,0.2,32.628494
