hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,0.4,90,1,32,256,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8177656978368759,31218.966796875,176.68889834077012,0.8066186400381758,0.8306036513567059,0.9869747757911682,-0.009965028906635365,0.907633496432344,-16.826526820659637,-17.232231802723074,38.498533200401596,0.4,45.430049896240234,no_physics
64,0.4,120,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8563601225614548,24607.267578125,156.86703789555344,0.870011185163227,0.8983534904365894,1.0333735942840576,0.02553273222081558,0.9261672005081247,-7.893615961074829,-14.337074701180509,35.38290669782651,0.2,32.43121385574341,physics
