seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5979648232460022,70119.533203125,245.38756092392282,0.5759918359843189,0.6927184718521773,1.0692501962184906,0.06802918212573308,0.8233159482479095,-31.655487060546875,-4.956153869628906,-156.86685180664062,0.25,55.97268295288086,no_physics
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7408066242933273,45687.7998046875,195.74143703013675,0.7529124694674686,0.8069489586346137,1.0343361645936966,0.03376534824748792,0.8699971437454224,-18.319660186767578,-11.224028587341309,-69.21106719970703,0.375,41.588748931884766,physics
