hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
256,0.4,90,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.7065927609801292,43689.544921875,199.147149529405,0.7516369308848032,0.8268594466956538,1.009644255042076,0.00988377016911819,0.8451987878296874,-16.833516024053097,-3.7406030594735267,-55.74742010164316,0.25,42.25834161043167
128,0.4,90,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.7045623324811459,44379.6162109375,201.02981551988563,0.7791029085055873,0.8983718056049074,0.9848618358373642,-0.004387184100161841,0.8471737234671086,-9.32086170068942,0.3721119142278875,-61.50255818668502,0.25,39.2692856490612
64,0.4,90,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.6971242912113667,45732.49462890625,204.23410518891956,0.7387180219431491,0.8230486970092248,1.0152810513973236,0.021909110038317792,0.8437578387709839,-16.543985716998577,-1.2964435010527904,-1644.2174732475817,0.25,43.15466657280922
256,0.4,90,1,48,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.6931398138403893,45396.944091796875,204.73457563305385,0.7302892907338596,0.8509272879831684,0.9902792274951935,0.004426113077937433,0.8479013148859698,-12.992716021835804,-14.48500697993877,-58.31770431521616,0.25,38.371146470308304
64,0.4,90,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.6902392953634262,44129.01171875,202.59732314340584,0.8080111842639488,0.9123222543168207,1.0110663622617722,0.011482956203761122,0.834588833129227,-9.153926651924849,-3.8883366097333187,-1247.387856478617,0.5,36.20827570557594
64,0.4,90,1,48,256,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.6775107532739639,52471.7138671875,216.2027293619896,0.7645003068667088,0.8887551287835321,1.0662564784288406,0.05467262287985413,0.8366953965317038,-10.598027613013983,4.201922826341596,-1695.1241089692012,0.5,39.39777389168739
64,0.4,90,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.6770797818899155,51424.9580078125,214.45097779569917,0.7365933684053556,0.8448001939346496,1.0455519258975983,0.0464279592793818,0.8325754537895373,-17.096824944019318,6.331356804412477,-1101.3585569530962,0.25,45.323703810572624
128,0.4,90,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.6712664440274239,52335.2109375,216.02416301051565,0.7401456817463474,0.8534439639637805,1.018569529056549,0.0262628976775045,0.8288043559434026,-13.240438047796488,-0.5768464260435309,-2588.300561595961,0.25,46.38801924884319
256,0.4,90,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.6685617752373219,48543.49267578125,211.42039493158893,0.702580480345361,0.8029222688291944,1.0191548764705658,0.02322388303447623,0.8321793702482384,-18.34827847778797,-18.15129951121273,-1848.025992171957,0.25,44.93788555264473
64,0.4,90,1,48,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.6668163202702999,48098.6474609375,211.7355115103707,0.733455801437138,0.9172078690212165,1.0780524164438248,0.07402708558321629,0.842540805500135,-6.853410974144936,5.832892210266048,-1613.5123738488442,0.25,35.78792788321152
