seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7408066242933273,45687.7998046875,195.74143703013675,0.7529124694674686,0.8069489586346137,1.0343361645936966,0.03376534824748792,0.8699971437454224,-18.31966,-11.224029,-69.21107,0.375,41.58875
120,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.6835065186023712,58603.259521484375,218.75672427955365,0.6924157226950008,0.774933914729315,0.9635549187660217,-0.016743491905055335,0.8521724194288254,-24.406097,5.112768,-273.25714,0.125,47.772545
