hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
64,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7261791229248047,46908.87109375,216.58455876112222,0.6498722768768549,0.7061962691746563,0.8555479645729065,-0.11051404561755689,0.8758935928344727,-29.283845901489258,-26.0677433013916,54.10132598876953,0.4,51.708473205566406,no_physics
64,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8444252014160156,26651.865234375,163.25398994932712,0.8414219641723051,0.8631226291008919,1.0116232633590698,0.008892449981489577,0.9207757711410522,-15.01028823852539,-18.88062286376953,36.01537322998047,0.2,39.60840606689453,physics
