hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
64,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7487448453903198,43043.08203125,207.46826752843432,0.7798939572129401,0.8557459619370257,0.8977348804473877,-0.07823866596955502,0.8689302206039429,-15.920075,-14.006003,16.863045,0.4,44.674908
