seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5818464905023575,73100.8115234375,247.4762682607316,0.6871329458580492,0.8675430503983682,1.0644177496433258,0.05407618178521439,0.791674941778183,-16.418304443359375,21.95061683654785,-1562.141357421875,0.25,49.565731048583984,no_physics
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7179167568683624,49624.646240234375,204.03259209622533,0.7177414718184063,0.7677905918751395,0.9543581455945969,-0.030986005786917837,0.8559567332267761,-21.92270278930664,-14.774015426635742,-101.2672119140625,0.125,43.276161193847656,physics
