seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5979648232460022,70119.533203125,245.38756092392282,0.5759918359843189,0.6927184718521773,1.0692501962184906,0.06802918212573308,0.8233159482479095,-31.655487,-4.956154,-156.86685,0.25,55.972683
120,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5702808648347855,82307.99755859375,257.22526308343595,0.5660628268455128,0.6428126874931266,0.9821701645851135,-0.004761867000179547,0.7781340330839157,-38.960407,-3.3848968,-1271.0414,0.25,62.39739
