seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5818464905023575,73100.8115234375,247.4762682607316,0.6871329458580492,0.8675430503983682,1.0644177496433258,0.05407618178521439,0.791674941778183,-16.418304,21.950617,-1562.1414,0.25,49.56573
120,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5320519655942917,86540.01025390625,266.8941227543663,0.5145966698779276,0.59818035658125,0.9363905042409897,-0.05052415426124519,0.7615659534931183,-42.508232,-5.7770147,-1370.1808,0.5,67.04439
