seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7179167568683624,49624.646240234375,204.03259209622533,0.7177414718184063,0.7677905918751395,0.9543581455945969,-0.030986005786917837,0.8559567332267761,-21.922703,-14.774015,-101.26721,0.125,43.27616
120,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.6814515739679337,58713.606689453125,217.41671842483714,0.6863724434061155,0.75126965452044,0.9670260101556778,-0.022897217411823545,0.8505829870700836,-25.271484,-13.773225,12.971773,0.125,46.202644
