hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,0.4,90,1,48,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.7065927609801292,43689.544921875,199.147149529405,0.7516369308848032,0.8268594466956538,1.009644255042076,0.00988377016911819,0.8451987878296874,-16.833516024053097,-3.7406030594735267,-55.74742010164316,0.25,42.25834161043167,no_physics
128,0.4,90,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.7712479345500469,33621.208740234375,174.69103795371223,0.7913391178342855,0.8472324688721502,0.984508603811264,-0.004830069585792166,0.8824192912849597,-15.331360325217247,-13.422440994168024,-37.68826166430073,0.375,35.18459675833583,physics
