<<<<<<< HEAD
hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
128,0.4,120,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7945281606867326,35199.83984375,187.61620357461132,0.7605226920847491,0.7835703694637397,0.9831782987573462,-0.012869554061417291,0.8988831043243408,-22.296009063720703,-18.21772003173828,39.53581619262695,0.4,46.74385452270508,no_physics
64,0.4,120,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8504321836960845,25622.787109375,160.07119387752127,0.8500996131765272,0.8716153872810805,0.9870498584257404,-0.009907591669167411,0.9237123131752014,-12.386993408203125,-14.925639152526855,-21.156694412231445,0.2,36.18613052368164,physics
=======
seq_length,num_layers,epochs,learning_rate,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5818464905023575,73100.8115234375,247.4762682607316,0.6871329458580492,0.8675430503983682,1.0644177496433258,0.05407618178521439,0.791674941778183,-16.418304443359375,21.95061683654785,-1562.141357421875,0.25,49.565731048583984,no_physics
90,1,16,"{0: 0.01, 30: 0.005, 40: 0.001}",0.7179167568683624,49624.646240234375,204.03259209622533,0.7177414718184063,0.7677905918751395,0.9543581455945969,-0.030986005786917837,0.8559567332267761,-21.92270278930664,-14.774015426635742,-101.2672119140625,0.125,43.276161193847656,physics
>>>>>>> origin/cross_validation
