hidden_size,seq_length,num_layers,epochs,batch_size,schedule_pairs,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
128,90,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",0.6335746645927429,62773.14453125,250.54569349970876,0.6412675823049624,0.7006725834148686,1.0090320110321045,0.006910016715047155,0.8024893219025511,-45.3820526599884,4.81274591044916,-2144.5684823099077,0.6,67.57064819335938
64,90,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",0.5340112149715424,79829.578125,282.54128569998403,0.529901276382303,0.6059742837488009,0.9993849396705627,-0.00047055770156673155,0.7436093477123074,-53.35270166397095,0.8499210085039368,41.27761042117969,0.6,75.65101623535156
