hidden_size,output_dropout,seq_length,num_layers,epochs,batch_size,learning_rate,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
64,0.4,90,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8099860548973083,32551.7109375,180.4209271052003,0.7844159303322851,0.8178252903622152,0.93370521068573,-0.05071929638420398,0.9056926965713501,-17.048592,-13.540463,32.743423,0.2,31.99327
