hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score
256,0.4,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9243103425135776,230620.84116125377,480.2299877779956,0.8833617072036214,0.9313906941216059,1.086928665482076,0.052693395940482224,0.9633849537642785,-13.571024096019366,-8.557032235219491,,0.0,19.753261338251576,0.9008766690832221,333896.091542488,577.8374265677917,0.9443625597699445,1.0073931785439656,0.9748241707539432,-0.01483152665553248,0.9509383725489723,-2.7157101067046465,4.543739967723116,,,28.33817586183863,0.9079067711123286
128,0.1,90,336,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.933034533439761,204038.87056363645,451.7066200130749,0.9483436652398004,1.0179678280704854,0.9640938389449758,-0.021765174360869884,0.9674995127178384,-9.264582871845164,18.490415056518884,,0.0,17.754925553870894,0.888855382716617,374389.69174739206,611.8739181787307,0.9317806887602581,1.0280050273518042,1.0317268146225322,0.01869082810223327,0.9464929714620878,0.7591414695599384,-8.68933077004741,,,31.388353845449547,0.9021091279335601
256,0.1,90,336,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9281306301269863,218980.70468632938,467.95374203689124,0.9138020983945964,0.9623014127058274,1.0688069409486207,0.04170858212020569,0.964299865063399,-11.985001717618665,-4.815081853697748,,0.0,20.474753225424973,0.8830820879040624,393836.98589505284,627.5643280931866,0.856346739641406,0.9125223462362742,1.0980565595968985,0.057766854994021635,0.9419583733543968,-12.204831172322205,-35.28499017482914,,,29.888009955464373,0.8965966505709395
128,0.1,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9102448388436617,273477.40037206234,522.9506672450685,0.8905321222383737,0.9121004348196474,0.9522939269943167,-0.02891790619024684,0.9554914244092703,-20.33422167551867,-7.718797568005452,,0.0,20.852144152346376,0.8876520944309058,378442.9580357815,615.1771761336579,0.9304842480220332,0.9614491406142945,1.004777520552073,0.0028145219258874908,0.9423506607925097,-10.33093798266847,3.13289331092029,,,26.87753394521569,0.8944299177547325
256,0.1,90,168,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9312718795050773,209409.5479665018,457.61288002688667,0.9003309725390891,0.963144744837408,0.9136876994964777,-0.05231977506779703,0.9664471762187785,-13.081788880868586,14.45970208377308,,0.0,27.223933205044794,0.8776344944147603,408831.6869556409,639.3994736904629,0.8475851991978085,0.8909441983361712,0.9123960998081476,-0.05130887501757436,0.9394800834583579,-17.792671867505412,-9.232148984961846,,,31.78739413859019,0.8937257099418554
256,0.1,90,168,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9164665315764542,254520.35843088484,504.5001074637,0.8736790648479966,0.9737991476000672,1.1169351532860337,0.0708823757651319,0.9600417227953281,-8.582716292022111,-31.07321728020496,,0.0,19.750210014583082,0.8839046636754984,387882.61422387144,622.8022272149253,0.8983676963577807,0.994091489152949,1.0838250102198528,0.049095610621196245,0.9428372297309157,-5.619370102568564,-14.70370445916212,,,30.0428243868054,0.8936732240457851
128,0.4,90,168,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9246137912075936,229696.2552219421,479.26637188722316,0.8986041639765758,0.9352036853845545,0.9314181330165333,-0.04157214943144891,0.9628640242324589,-16.746143132284722,24.273605288318347,,0.0,23.63542420259789,0.8780938037213099,407297.10253388755,638.1983253925754,0.8727074475241514,0.9362279494708965,0.9085312877006293,-0.05357246329340217,0.9385997218457026,-11.925512077557903,9.365985090538766,,,31.381735204125803,0.8920497999671949
256,0.1,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9093189469497388,276298.5251398577,525.6410611242787,0.8640172982096668,0.8809507318205958,0.9502249758344283,-0.030172038668238192,0.9570929620986981,-20.802209013216235,-15.133188609664705,,0.0,24.69088880942196,0.8833724541119409,392858.889809803,626.7845641125848,0.8830322746381345,0.9028265143387478,0.9729492019043707,-0.015936103994333855,0.9407799292202321,-16.091595583375362,4.292852864994283,,,27.82141745163954,0.8911564019632802
128,0.1,90,168,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9227511792830099,235371.4972968785,485.15100463348364,0.924399335689678,0.9591381758501958,0.9496867361953296,-0.03049830244160465,0.9610853850509334,-16.18172305509525,18.834006465448397,,0.25,22.07002296842425,0.8772305764188617,410181.2051459607,640.4539055591438,0.9227493392918056,1.0137875768907718,1.0465490706324723,0.027263403136563676,0.9399104724050293,-3.239974385953323,-11.528904117131653,,,29.803221721995143,0.8908867572781061
128,0.1,90,168,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9193356182172416,245778.46163234787,495.76048817180646,0.9235270786722054,0.9705563406597821,0.9421826702436223,-0.035047028873374526,0.959523648868672,-15.699482585014637,14.004599317059538,,0.0,22.442342829988092,0.87693973610084,411152.9229293577,641.2120732872687,0.9150389159554577,0.9448793810899092,0.9877603973797439,-0.007168633356873172,0.9365153931988979,-16.547208234924955,17.87595829151366,,,30.064447258263215,0.8896585007357605
128,0.4,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9328851474527434,204494.03872171522,452.21017096225864,0.9056860648582811,0.9229627665586164,0.9565643519952836,-0.026329310194182956,0.9672322184451785,-15.169233073447746,-0.19138675575106312,,0.0,21.227306011105103,0.8693470059379338,440103.4919041824,663.4029634424181,0.7910214454192168,0.8215131492782873,0.9082977161545522,-0.05402343866945276,0.94164615238352,-18.882184445013888,-23.08220948881246,,,42.758733852014515,0.8884084483923766
256,0.4,90,336,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9272277620581844,221731.67754575989,470.88393213801623,0.9188403731445245,0.9472126906645948,0.9502930677626409,-0.03013076350412796,0.9635362386471329,-13.32643791459931,2.112508326101213,,0.0,24.152153910677615,0.8682860765057552,443677.22361326165,666.0910025013561,0.8986304220360151,1.0188970436479854,1.0767588583185028,0.04522000217241817,0.9365431583861711,-1.9306874163878027,-13.362674499892185,,,31.147759568948626,0.8859685821714838
128,0.4,90,336,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9290412072212743,216206.24299102402,464.9798307357256,0.9194204795218806,0.9510080471844756,0.9467764950486329,-0.03226239818809685,0.9645020254028921,-15.193502923743962,10.123658071951786,,0.0,22.87730192066872,0.8669732133540254,448099.59189970227,669.4024140229121,0.8340565676297066,0.8716450578915629,0.9177154564645698,-0.048475281145911216,0.9344905695465167,-18.289014196707207,-9.207353893021342,,,35.89786447155284,0.8855936115142
256,0.4,90,168,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9040553985784134,292336.1714075233,540.6812105182898,0.914984719480366,0.946401756559071,0.955564127890239,-0.026935614277008118,0.9512118919025963,-15.4497973517065,-15.4824361961362,,0.0,27.025269295282193,0.8736240523472669,422230.8535594112,649.792931293817,0.8890372559815376,0.9113163643891646,1.0150202363441938,0.008797227379499112,0.9350204968077167,-13.501721147544815,-3.4570155175736277,,,32.84730771796306,0.8827534562166108
128,0.4,90,168,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9373348348274373,190936.16728544122,436.9624323502436,0.9264938531709278,0.933457713694827,1.001488267167794,0.0009021402859792104,0.9688060452046431,-13.448560376049844,-9.439338338993197,,0.0,19.15089794542856,0.8573042617368573,476756.4120009514,690.4754970315395,0.9092958555858986,1.0589344368387106,1.0210242913922787,0.01231375243587404,0.9343345361712053,5.182695034807683,-9.997028240574892,,,29.800231348069378,0.8813134336640313
256,0.4,90,168,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.9257642139320847,226191.00146305497,475.59541783227365,0.9441547535837489,0.9852318772987828,1.0388671422560196,0.023560027116645173,0.9627181095969647,-10.929762040856541,6.309357440919966,,0.0,19.445857089791318,0.8545185311831024,486063.73203569854,697.182710654602,0.8633798303452651,0.8879412306518393,1.0228136473746163,0.013361763337884755,0.9252508163112738,-10.887982135949423,-24.216059096094945,,,35.675789217834854,0.8758922360077971
