hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score,model_type
128,0.4,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8119981096852159,56104.8664671314,236.8646585439276,0.7260874983827255,0.7784414447613469,0.8613035960581532,-0.10699145303987963,0.9181270943694179,-27.384758911423134,36.55614006993349,-51.20219783524664,0.0,29.74485634170379,0.7705426329537264,87174.48364274617,295.2532533990882,0.7603727424207705,0.843846283587198,0.8599841446336243,-0.09731336270832915,0.8841000445580983,-21.197409358129406,24.77418236716989,14.703012341025639,,41.54374591911558,0.7829792759731732,no_physics
256,0.1,90,336,2,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8811388494117567,35471.393243531544,188.33850706515528,0.816763857334058,0.8354263283157218,0.9398865412004745,-0.046371975923116586,0.9463589463320616,-23.468803147689435,36.961536434906975,-3.529236004030122,0.5,46.76460416882456,0.8128627774193747,71096.39127652755,266.63906554840673,0.8065709831610056,0.8332678606485665,0.9776018973653443,-0.01556705617346864,0.9045353297760812,-20.802489629839112,-9.296304635550445,34.982312023788324,,32.708675409985766,0.8333455990170893,physics
