hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score,model_type
64,0.2,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8392747648020803,47964.77219740074,219.0086121534967,0.784420957791765,0.8011516816536647,0.9641456062305893,-0.02765834991684423,0.9248459437043981,-23.824055953064747,-3.0329339374460615,31.282581279420413,0.0,34.38609428374274,0.7589242906933789,91588.4759426953,302.63588013105004,0.7156187378631675,0.7537647119383449,0.9199953896310566,-0.05560454302294584,0.8823558438024006,-25.960961721474966,9.23755365493773,45.807832952054234,,41.04806171683105,0.7830294329259893,no_physics
