hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,_rank_score,model_type
64,0.4,90,168,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.896108838749447,86078.18446341073,293.3908390925162,0.8489506109347316,0.871612345593658,0.9377754358559269,-0.03058655222195353,0.9503952446825039,-14.089958009758345,-9.604122903832604,-89.2934520481473,0.0,32.96556637246728,0.8706066538417055,128728.21507214993,358.7871445190727,0.8540699668835144,0.8853928669394774,0.9374720120222761,-0.0283452392516105,0.9348000741067609,-9.64805449205287,-9.020309719478108,-981.7104839322399,,41.28087082953179,0.878257309314028,no_physics
128,0.4,90,336,1,300,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.8706981559686935,107132.00091337628,327.3102517694432,0.8562925539277373,0.8724302216408036,0.9863997194932217,-0.006685232683842153,0.9352480573562867,-15.332618019293584,-11.516782440205862,-0.1657684922804906,0.0,29.384356388867893,0.8596173242379688,140980.7991123201,375.4740991231221,0.8477278593851824,0.8675464187186557,0.974671168075068,-0.011538507122188454,0.9292801026126051,-13.659162662610491,2.724985039990909,-61.78816435412333,,34.625866014237516,0.8629415737571862,physics
