Date,MF_TuleR_S10_ET_POTENTIAL_IN,MF_TuleR_S10_FLOW_CFS,MF_TuleR_S10_PRECIP_INC_IN,MF_TuleR_S10_SATURATION_FRACTION_ININ,MF_TuleR_S10_STORAGE_GW_1_IN,MF_TuleR_S10_STORAGE_GW_2_IN,MF_TuleR_S10_STORAGE_SOIL_IN,MF_TuleR_S10_SWE_OBSERVED_IN,MF_TuleR_S10_TEMPERATURE_AIR_DEGF,MF_TuleR_S20_ET_POTENTIAL_IN,MF_TuleR_S20_FLOW_CFS,MF_TuleR_S20_PRECIP_INC_IN,MF_TuleR_S20_SATURATION_FRACTION_ININ,MF_TuleR_S20_STORAGE_GW_1_IN,MF_TuleR_S20_STORAGE_GW_2_IN,MF_TuleR_S20_STORAGE_SOIL_IN,MF_TuleR_S20_SWE_OBSERVED_IN,MF_TuleR_S20_TEMPERATURE_AIR_DEGF,NF_TuleR_S10_ET_POTENTIAL_IN,NF_TuleR_S10_FLOW_CFS,NF_TuleR_S10_PRECIP_INC_IN,NF_TuleR_S10_SATURATION_FRACTION_ININ,NF_TuleR_S10_STORAGE_GW_1_IN,NF_TuleR_S10_STORAGE_GW_2_IN,NF_TuleR_S10_STORAGE_SOIL_IN,NF_TuleR_S10_SWE_OBSERVED_IN,NF_TuleR_S10_TEMPERATURE_AIR_DEGF,ReservoirInflow_FLOW_CFS,ReservoirInflow_FLOW_OBSERVED_CFS,SF_TuleR_S10_ET_POTENTIAL_IN,SF_TuleR_S10_FLOW_CFS,SF_TuleR_S10_PRECIP_INC_IN,SF_TuleR_S10_SATURATION_FRACTION_ININ,SF_TuleR_S10_STORAGE_GW_1_IN,SF_TuleR_S10_STORAGE_GW_2_IN,SF_TuleR_S10_STORAGE_SOIL_IN,SF_TuleR_S10_SWE_OBSERVED_IN,SF_TuleR_S10_TEMPERATURE_AIR_DEGF,TuleR_S10_ET_POTENTIAL_IN,TuleR_S10_FLOW_CFS,TuleR_S10_PRECIP_INC_IN,TuleR_S10_SATURATION_FRACTION_ININ,TuleR_S10_STORAGE_GW_1_IN,TuleR_S10_STORAGE_GW_2_IN,TuleR_S10_STORAGE_SOIL_IN,TuleR_S10_SWE_OBSERVED_IN,TuleR_S10_TEMPERATURE_AIR_DEGF,TuleR_S20_ET_POTENTIAL_IN,TuleR_S20_FLOW_CFS,TuleR_S20_PRECIP_INC_IN,TuleR_S20_SATURATION_FRACTION_ININ,TuleR_S20_STORAGE_GW_1_IN,TuleR_S20_STORAGE_GW_2_IN,TuleR_S20_STORAGE_SOIL_IN,TuleR_S20_SWE_OBSERVED_IN,TuleR_S20_TEMPERATURE_AIR_DEGF
3/20/1983,0.005109271,109.06,0.03447,0.60362,1.8303,9.5707,3.0181,0.0005,38.841,0.001122926,277.2,0.04260,0.62044,1.2001,10.551,3.1022,26.449,29.724,0.00432121,406.6,0.04124,0.60372,1.5398,12.955,3.0186,6.6695,38.168,1302,1857.3,0.004029816,433.6,0.03866,0.60161,1.5539,9.2184,3.0081,4.7033,36.763,0.008031904,19.717,0.02346,0.60000,0.29096,6.8634,3.0000,0,51.532,0.006782405,56.13,0.02811,0.62857,1.3120,8.9547,3.1428,0.00000,46.589
3/21/1983,0.003892496,109.86,0.04363,0.60210,1.8503,9.5923,3.0105,0.0004,35.725,0.000261016,265.8,0.06752,0.60347,1.1309,10.513,3.0174,26.849,25.966,0.003386371,389.5,0.04608,0.60013,1.4552,12.989,3.0007,6.8158,35.232,1245,2542.9,0.002725777,400.6,0.04562,0.60020,1.4077,9.2274,3.0010,4.7771,33.414,0.007751079,21.291,0.02947,0.60000,0.36392,6.9232,3.0000,0,50.407,0.006386066,57.81,0.03421,0.63264,1.3651,9.0005,3.1632,0.00000,44.778
3/22/1983,0.004746551,111.86,0.05183,0.60031,1.8918,9.6098,3.0016,0.0722,36.988,0.000588921,243.8,0.08520,0.59970,1.0079,10.465,2.9985,27.471,27.543,0.003566267,368.8,0.05520,0.60000,1.3596,13.013,3.0000,7.0856,36.141,1171,2368.8,0.003031827,367.4,0.06096,0.60000,1.2760,9.2241,3.0000,5.0491,34.951,0.007512963,20.684,0.02764,0.60000,0.32822,6.9923,3.0000,0,49.448,0.006340594,58.05,0.03680,0.63843,1.3602,9.0443,3.1921,0.01488,44.551
3/23/1983,0.005048355,119.53,0.06124,0.60590,2.0458,9.6285,3.0295,0.1587,38.306,0.001620626,227.3,0.09225,0.59970,0.9189,10.412,2.9985,28.065,30.300,0.004451585,370.1,0.06303,0.60000,1.3704,13.035,3.0000,7.3251,37.497,1191,2337.1,0.004141517,390.4,0.06213,0.60000,1.3807,9.2241,3.0000,5.2946,36.920,0.00727693,22.617,0.03684,0.60000,0.41527,7.0628,3.0000,0,48.472,0.006297164,60.67,0.04717,0.64944,1.4555,9.0866,3.2472,0.02459,44.356
3/24/1983,0.0048763,127.67,0.06882,0.62234,2.2012,9.6524,3.1117,0.1510,37.552,0.000612295,213.8,0.10380,0.59970,0.8437,10.359,2.9985,28.558,28.236,0.003911199,377.7,0.06785,0.60000,1.4051,13.065,3.0000,7.4871,36.678,1205,2739.1,0.003543361,397.7,0.07654,0.60000,1.4047,9.2351,3.0000,5.4121,35.597,0.007333783,23.932,0.03841,0.60000,0.46883,7.1668,3.0000,0,48.602,0.006333285,63.65,0.05198,0.66211,1.5585,9.1425,3.3105,0.01200,44.386
3/25/1983,0.004273946,133.37,0.05914,0.64881,2.3065,9.6775,3.2441,0.1504,36.450,0.000267041,194.4,0.09223,0.59970,0.7365,10.304,2.9985,29.059,25.879,0.003467457,375.9,0.06969,0.60000,1.3904,13.102,3.0000,7.7099,35.124,1189,2449.1,0.002941024,393.5,0.06907,0.60000,1.3809,9.2453,3.0000,5.6097,33.754,0.007316347,25.318,0.02491,0.60000,0.51949,7.2863,3.0000,0,48.426,0.006213037,66.16,0.03965,0.68075,1.6487,9.2071,3.4037,0.01141,43.740
3/26/1983,0.004727224,133.56,0.03675,0.65699,2.3040,9.6971,3.2849,0.1407,36.599,0.000585337,175.6,0.06555,0.59970,0.6349,10.244,2.9985,29.410,27.775,0.003481187,352.6,0.05740,0.60000,1.2764,13.129,3.0000,7.8716,35.688,1105,2069.9,0.002938763,356.8,0.04080,0.60000,1.2216,9.2435,3.0000,5.6877,34.299,0.007353282,22.898,0.00510,0.60000,0.39156,7.3607,3.0000,0,48.474,0.006233654,63.99,0.01766,0.68539,1.5877,9.2580,3.4269,0.00869,43.733
3/27/1983,0.005590893,130.95,0.02450,0.64970,2.2511,9.7064,3.2485,0.0826,40.712,0.001948285,159.6,0.03772,0.59970,0.5505,10.181,2.9985,29.534,32.545,0.005176966,337.7,0.03411,0.60000,1.2089,13.140,3.0000,7.8894,40.129,1041,1880.1,0.004909528,330.1,0.03630,0.60000,1.1142,9.2243,3.0000,5.6329,38.736,0.008357987,20.933,0.00487,0.59875,0.29318,7.3554,2.9938,0,52.037,0.00720021,61.29,0.01341,0.68322,1.4901,9.2777,3.4161,0.00292,47.669
3/28/1983,0.006211872,127.25,0.01457,0.63215,2.1745,9.7072,3.1607,0.0147,43.515,0.00426621,157.3,0.02360,0.59970,0.5441,10.118,2.9985,29.559,35.624,0.00613027,331.0,0.01628,0.60000,1.1750,13.138,3.0000,7.8407,42.869,1032,1869.0,0.005908944,337.9,0.02077,0.60000,1.1537,9.1997,3.0000,5.5549,41.871,0.009064368,19.854,0.00422,0.59544,0.23604,7.3099,2.9772,0,54.284,0.007856969,59.22,0.00915,0.67786,1.4126,9.2751,3.3893,0.00000,50.073
3/29/1983,0.006750651,117.89,0.00773,0.62042,1.9868,9.6991,3.1021,0.0015,45.782,0.005243465,168.7,0.01591,0.59970,0.6106,10.061,2.9985,29.569,38.843,0.006607137,315.6,0.00888,0.60000,1.1040,13.124,3.0000,7.7685,44.976,1014,1714.3,0.006466784,336.0,0.00995,0.60000,1.1443,9.1774,3.0000,5.4913,44.406,0.009033029,19.052,0.00113,0.58836,0.19207,7.2449,2.9418,0,54.111,0.008079622,57.01,0.00378,0.66839,1.3211,9.2576,3.3419,0.00000,50.850
3/30/1983,0.008007358,106.87,0.00471,0.61472,1.7728,9.6810,3.0736,0.0000,50.510,0.006234983,196.3,0.00964,0.59970,0.7696,10.016,2.9985,29.456,43.474,0.007795331,329.1,0.00517,0.60038,1.1752,13.105,3.0019,7.6289,49.548,1068,1658.1,0.007632077,362.6,0.00800,0.59980,1.2657,9.1580,2.9990,5.3515,48.985,0.010215617,18.456,0.00043,0.57636,0.15944,7.1695,2.8818,0,57.614,0.009344555,54.88,0.00197,0.65620,1.2349,9.2279,3.2810,0.00000,54.970
3/31/1983,0.008207787,96.42,0.00132,0.60790,1.5703,9.6550,3.0395,0.0000,51.100,0.006153681,253.7,0.00356,0.59970,1.0861,10.025,2.9985,29.311,42.994,0.007988832,351.9,0.00051,0.59936,1.2812,13.093,2.9968,7.4858,50.058,1179,1676.6,0.007759341,405.9,0.00267,0.59875,1.4474,9.1592,2.9938,5.2030,49.290,0.01084749,17.980,0.00009,0.56072,0.13409,7.0886,2.8036,0,59.287,0.009836069,53.01,0.00043,0.63773,1.1597,9.1893,3.1887,0.00000,56.344
4/1/1983,0.008149771,86.54,0.00000,0.59560,1.3781,9.6226,2.9780,0.0000,50.825,0.006034653,287.6,0.00000,0.59960,1.2633,10.123,2.9980,29.181,42.363,0.007882566,358.2,0.00000,0.59160,1.3075,13.091,2.9580,7.3849,49.606,1226,1637.7,0.007658138,424.3,0.00000,0.59532,1.5192,9.1764,2.9766,5.0853,48.838,0.010544113,17.566,0.00000,0.54371,0.11339,7.0048,2.7185,0,58.361,0.009638019,51.35,0.00000,0.61470,1.0933,9.1439,3.0735,0.00000,55.674
4/2/1983,0.007575288,76.44,0.00000,0.58325,1.1828,9.5836,2.9163,0.0000,48.630,0.005570286,318.2,0.00000,0.60180,1.4202,10.255,3.0090,29.079,40.096,0.007427661,363.2,0.00000,0.58629,1.3272,13.091,2.9315,7.3092,47.758,1259,1599.4,0.007139074,434.4,0.00000,0.59388,1.5574,9.1922,2.9694,4.9967,46.705,0.010194236,17.186,0.00000,0.52711,0.09589,6.9195,2.6356,0,57.276,0.009216308,49.85,0.00000,0.59029,1.0343,9.0929,2.9515,0.00000,54.254
4/3/1983,0.005908485,67.36,0.00000,0.57148,1.0078,9.5382,2.8574,0.0000,41.563,0.001965664,297.0,0.00002,0.59735,1.2917,10.354,2.9867,29.052,31.627,0.005510065,342.3,0.00013,0.57525,1.2208,13.075,2.8762,7.2916,40.853,1183,1526.7,0.004988536,410.7,0.00000,0.58393,1.4492,9.1938,2.9196,4.9730,39.272,0.008691573,16.825,0.00000,0.51199,0.08077,6.8334,2.5599,0,52.554,0.007672131,48.50,0.00002,0.56747,0.9817,9.0372,2.8373,0.00000,48.837
4/4/1983,0.005530535,59.15,0.00387,0.56309,0.8497,9.4868,2.8154,0.0000,39.702,0.000742767,258.9,0.00903,0.59562,1.0852,10.372,2.9781,29.098,28.770,0.004625143,306.5,0.00335,0.56746,1.0501,13.032,2.8373,7.2969,38.470,1055,1413.3,0.004345635,366.3,0.00606,0.57495,1.2585,9.1708,2.8748,4.9870,37.215,0.007905553,16.478,0.00032,0.49881,0.06756,6.7470,2.4941,0,49.764,0.007013921,47.25,0.00150,0.54719,0.9340,8.9774,2.7360,0.00000,46.281
4/5/1983,0.006008062,51.80,0.00546,0.55957,0.7087,9.4293,2.7979,0.0000,41.848,0.001573774,228.3,0.01260,0.59537,0.9215,10.348,2.9768,29.185,29.943,0.005295194,274.7,0.00349,0.56309,0.9012,12.972,2.8155,7.3078,40.406,939,1305.7,0.004744263,322.8,0.01023,0.57267,1.0772,9.1298,2.8633,5.0224,39.243,0.008750096,16.141,0.00041,0.48626,0.05598,6.6605,2.4313,0,52.562,0.007681461,45.43,0.00200,0.53550,0.8626,8.9138,2.6775,0.00000,48.738
4/6/1983,0.006036725,45.35,0.00159,0.55657,0.5854,9.3658,2.7828,0.0000,41.856,0.001548287,203.8,0.00359,0.59537,0.7898,10.304,2.9768,29.217,29.484,0.005370152,248.0,0.00027,0.55734,0.7759,12.901,2.7867,7.3092,40.545,842,1221.2,0.004727996,286.1,0.00418,0.57122,0.9237,9.0773,2.8561,5.0392,38.932,0.009304683,15.817,0.00009,0.47235,0.04586,6.5740,2.3618,0,54.235,0.008041304,43.33,0.00052,0.52574,0.7834,8.8459,2.6287,0.00000,49.877
4/7/1983,0.006428434,39.73,0.00012,0.55097,0.4781,9.2962,2.7548,0.0000,43.528,0.002072048,183.1,0.00034,0.59520,0.6785,10.250,2.9760,29.201,32.131,0.005928935,224.5,0.00153,0.55010,0.6660,12.824,2.7505,7.2940,42.368,758,1144.8,0.005381623,254.2,0.00000,0.56820,0.7911,9.0166,2.8410,5.0248,40.800,0.009615805,15.505,0.00000,0.45730,0.03707,6.4877,2.2865,0,55.107,0.008404006,41.37,0.00002,0.51330,0.7100,8.7746,2.5665,0.00000,51.069
4/8/1983,0.007257411,34.88,0.00101,0.54240,0.3859,9.2206,2.7120,0.0000,46.846,0.004545136,165.6,0.00487,0.59490,0.5847,10.190,2.9745,29.157,36.248,0.007079992,203.5,0.00181,0.54393,0.5681,12.742,2.7196,7.2548,45.693,687,1111.9,0.006729485,228.0,0.00029,0.56337,0.6820,8.9498,2.8169,4.9867,44.345,0.010521687,15.206,0.00000,0.44119,0.02952,6.4016,2.2060,0,57.652,0.009275538,39.52,0.00003,0.49923,0.6420,8.7005,2.4962,0.00000,53.846
4/9/1983,0.00750015,30.73,0.00101,0.53308,0.3074,9.1392,2.6654,0.0000,47.707,0.00519947,156.3,0.00487,0.59528,0.5381,10.127,2.9764,29.096,37.619,0.007325979,189.1,0.00181,0.53709,0.5037,12.656,2.6854,7.2004,46.619,638,1079.1,0.006940157,209.1,0.00029,0.55628,0.6051,8.8784,2.7814,4.9435,45.176,0.010701199,14.922,0.00000,0.42421,0.02313,6.3157,2.1211,0,58.064,0.009498416,37.78,0.00003,0.48426,0.5790,8.6241,2.4213,0.00000,54.455
4/10/1983,0.006602747,27.21,0.00409,0.52435,0.2414,9.0523,2.6217,0.0000,44.067,0.003352943,152.4,0.00757,0.59476,0.5157,10.064,2.9738,29.110,34.199,0.006176783,179.9,0.00553,0.53123,0.4612,12.568,2.6561,7.1860,43.059,605,1074.2,0.006069953,194.7,0.00214,0.54875,0.5451,8.8044,2.7437,4.9297,41.845,0.009382045,14.652,0.00241,0.40897,0.01780,6.2302,2.0448,0,54.143,0.008337239,36.15,0.00319,0.47113,0.5205,8.5457,2.3557,0.00000,50.636
4/11/1983,0.005526548,24.28,0.02616,0.52458,0.1867,8.9602,2.6229,0.0000,39.072,0.000744402,139.7,0.03236,0.59450,0.4457,10.001,2.9725,29.253,28.224,0.004399154,165.3,0.02650,0.53037,0.3925,12.478,2.6519,7.2475,37.911,554,1069.3,0.004193285,175.2,0.02016,0.54569,0.4632,8.7270,2.7285,4.9502,36.987,0.008372405,14.397,0.01685,0.40272,0.01344,6.1450,2.0136,0,50.777,0.007227936,34.61,0.02265,0.46760,0.4662,8.4657,2.3380,0.00000,46.486
4/12/1983,0.00452764,23.34,0.03660,0.56815,0.1758,8.8647,2.8408,0.0000,36.331,0.000286614,126.6,0.05550,0.59469,0.3759,9.935,2.9734,29.506,24.340,0.003644725,151.1,0.03957,0.55410,0.3277,12.385,2.7705,7.3776,34.988,505,1120.6,0.00322301,156.6,0.03308,0.56039,0.3865,8.6451,2.8019,5.0072,33.858,0.007977363,14.156,0.01574,0.41875,0.00994,6.0603,2.0937,0,49.309,0.006765278,33.34,0.02521,0.50188,0.4241,8.3842,2.5094,0.00000,44.517
4/13/1983,0.004556288,26.52,0.02985,0.58470,0.2423,8.7797,2.9235,0.0000,36.489,0.000284871,115.1,0.05334,0.59473,0.3150,9.865,2.9737,29.801,24.984,0.003634622,140.4,0.04135,0.57082,0.2816,12.289,2.8541,7.5365,35.162,469,1012.4,0.003186798,140.5,0.03032,0.56998,0.3213,8.5594,2.8499,5.0689,33.863,0.007926846,13.927,0.00264,0.42372,0.00720,5.9761,2.1186,0,49.044,0.006749397,32.88,0.01251,0.51230,0.4134,8.3031,2.5615,0.00000,44.379
4/14/1983,0.005739877,30.40,0.01582,0.59363,0.3158,8.7175,2.9682,0.0000,39.891,0.000764539,105.0,0.02392,0.59498,0.2620,9.793,2.9749,29.913,29.052,0.004787019,142.7,0.02428,0.58200,0.2950,12.198,2.9100,7.5964,38.628,456,958.1,0.004476139,132.0,0.02824,0.57755,0.2893,8.4730,2.8878,5.1077,37.280,0.008706293,13.710,0.00142,0.42121,0.00509,5.8925,2.1060,0,51.630,0.007494643,32.47,0.00706,0.51713,0.4032,8.2231,2.5856,0.00000,47.242
4/15/1983,0.00713157,28.01,0.00088,0.59468,0.2678,8.6616,2.9734,0.0000,45.809,0.004223679,97.1,0.00326,0.59800,0.2228,9.718,2.9900,29.851,35.150,0.006810777,132.6,0.00014,0.58598,0.2473,12.113,2.9299,7.5171,44.443,443,934.4,0.006574507,140.9,0.01315,0.58591,0.3336,8.3948,2.9295,5.1225,43.175,0.010146274,13.502,0.00008,0.41026,0.00352,5.8097,2.0513,0,55.983,0.008962418,31.25,0.00028,0.51583,0.3614,8.1425,2.5791,0.00000,52.288
4/16/1983,0.008807344,25.56,0.00100,0.59142,0.2215,8.5946,2.9571,0.0000,51.728,0.00616649,107.7,0.00463,0.59924,0.2918,9.647,2.9962,29.698,41.671,0.008457274,141.1,0.00029,0.58529,0.3006,12.026,2.9264,7.3796,50.225,467,928.3,0.008152882,149.3,0.00034,0.58551,0.3715,8.3280,2.9276,5.0846,49.212,0.011995335,13.302,0.00000,0.39427,0.00237,5.7277,1.9713,0,60.837,0.010718974,29.98,0.00001,0.50613,0.3190,8.0600,2.5307,0.00000,57.436
4/17/1983,0.009514939,22.59,0.00352,0.58197,0.1662,8.5170,2.9098,0.0000,53.867,0.006754709,142.4,0.00474,0.59877,0.4858,9.600,2.9938,29.513,44.091,0.009184663,169.1,0.00352,0.57637,0.4341,11.954,2.8818,7.2330,52.513,548,932.7,0.008878628,171.6,0.00237,0.58011,0.4699,8.2706,2.9006,5.0314,51.569,0.01282094,13.109,0.00393,0.37724,0.00156,5.6465,1.8862,0,62.746,0.011510348,28.79,0.00377,0.49037,0.2802,7.9761,2.4519,0.00000,59.458
4/18/1983,0.008384807,20.07,0.00765,0.57623,0.1202,8.4295,2.8812,0.0000,50.095,0.005838576,179.9,0.01294,0.59852,0.6836,9.619,2.9926,29.427,39.992,0.008229128,183.9,0.00820,0.57153,0.5020,11.900,2.8576,7.1378,49.132,612,996.8,0.00786999,187.2,0.00502,0.57447,0.5317,8.2353,2.8724,5.0057,47.941,0.011974457,12.922,0.00715,0.36823,0.00100,5.5662,1.8412,0,60.613,0.010568114,27.69,0.00716,0.48198,0.2446,7.8912,2.4099,0.00000,56.805
4/19/1983,0.007915112,18.16,0.01093,0.57538,0.0860,8.3348,2.8769,0.0000,48.386,0.005268473,180.6,0.01916,0.59857,0.6867,9.664,2.9928,29.370,38.257,0.007723792,180.1,0.01212,0.57005,0.4849,11.849,2.8503,7.0598,47.276,594,947.6,0.007454532,176.0,0.01305,0.57148,0.4840,8.2023,2.8574,4.9899,46.323,0.01167933,12.738,0.00550,0.36287,0.00062,5.4869,1.8143,0,59.774,0.010101081,26.65,0.00747,0.47836,0.2119,7.8053,2.3918,0.00000,55.389
4/20/1983,0.008212874,17.40,0.02787,0.57940,0.0780,8.2356,2.8970,0.0000,49.349,0.005302324,205.9,0.03709,0.59931,0.8281,9.726,2.9965,29.291,38.328,0.00797716,190.6,0.02399,0.57125,0.5403,11.801,2.8562,6.9624,48.060,631,989.9,0.007609513,178.8,0.02616,0.57408,0.5017,8.1668,2.8704,4.9646,46.769,0.012115708,12.559,0.02729,0.35921,0.00038,5.4087,1.7960,0,60.784,0.010522029,25.68,0.02593,0.47756,0.1822,7.7186,2.3878,0.00000,56.494
4/21/1983,0.007668384,24.15,0.04494,0.59702,0.2216,8.1562,2.9851,0.0000,47.337,0.00472842,221.2,0.06547,0.59960,0.9109,9.792,2.9980,29.357,36.261,0.007431441,207.4,0.05139,0.58768,0.6296,11.758,2.9384,6.9145,45.994,679,1651.1,0.007049832,187.9,0.04178,0.58746,0.5467,8.1373,2.9373,4.9646,44.571,0.011435656,12.382,0.02744,0.40168,0.00022,5.3314,2.0084,0,58.979,0.009882978,25.67,0.03264,0.51028,0.1945,7.6328,2.5514,0.00000,54.576
4/22/1983,0.007952328,33.76,0.03463,0.59989,0.4033,8.1498,2.9995,0.0000,48.347,0.005680596,241.9,0.04551,0.60100,1.0263,9.817,3.0050,29.408,39.000,0.007685402,257.6,0.04674,0.60450,0.8703,11.735,3.0225,6.8790,47.052,797,1200.0,0.007451161,225.3,0.04083,0.59064,0.7101,8.1252,2.9532,4.9641,46.231,0.010955545,12.208,0.00481,0.41106,0.00013,5.2552,2.0553,0,57.653,0.009723155,26.66,0.01896,0.52237,0.2405,7.5556,2.6119,0.00000,54.100
4/23/1983,0.008320354,33.18,0.01980,0.60000,0.3854,8.1799,3.0000,0.0000,49.534,0.005957576,270.5,0.01667,0.60287,1.1759,9.887,3.0144,29.380,40.220,0.008128177,276.5,0.02193,0.60605,0.9504,11.754,3.0303,6.8312,48.516,874,1118.3,0.007779146,255.1,0.02212,0.59182,0.8289,8.1488,2.9591,4.9359,47.339,0.011392458,12.036,0.01238,0.40870,0.00007,5.1801,2.0435,0,58.739,0.010230863,26.69,0.01772,0.52795,0.2477,7.4856,2.6398,0.00000,55.490
4/24/1983,0.007649219,29.86,0.01364,0.60000,0.3217,8.1912,3.0000,0.0000,47.032,0.005066704,261.9,0.01961,0.60515,1.1205,9.978,3.0258,29.383,36.907,0.007523142,267.1,0.01613,0.60733,0.9021,11.776,3.0367,6.7918,46.128,838,1202.2,0.007097386,241.5,0.00973,0.59342,0.7641,8.1747,2.9671,4.9104,44.565,0.011393652,11.867,0.01028,0.41055,0.00004,5.1060,2.0527,0,58.642,0.009897578,26.17,0.01125,0.53743,0.2340,7.4167,2.6871,0.00000,54.372
4/25/1983,0.007249504,25.72,0.00563,0.60000,0.2427,8.1737,3.0000,0.0000,45.483,0.004649111,245.0,0.01201,0.60367,1.0281,10.005,3.0184,29.362,35.586,0.00699153,247.4,0.00823,0.60630,0.8088,11.766,3.0315,6.7488,44.405,765,1104.9,0.006762924,209.7,0.00260,0.59349,0.6295,8.1679,2.9674,4.8977,43.215,0.01044594,11.699,0.00029,0.40896,0.00002,5.0330,2.0448,0,56.026,0.009172536,25.09,0.00186,0.53801,0.1988,7.3454,2.6900,0.00000,52.146
4/26/1983,0.007748662,21.43,0.00101,0.59962,0.1611,8.1255,2.9981,0.0000,47.327,0.005218491,230.1,0.00290,0.59986,0.9487,9.989,2.9993,29.329,37.500,0.007430861,226.2,0.00214,0.60362,0.7102,11.727,3.0181,6.7134,45.814,697,1044.6,0.007231875,183.7,0.00018,0.59102,0.5230,8.1320,2.9551,4.8796,45.099,0.010124237,11.534,0.00001,0.39792,0.00001,4.9610,1.9896,0,55.060,0.009214809,24.02,0.00016,0.53210,0.1650,7.2700,2.6605,0.00000,52.290
4/27/1983,0.008517295,18.43,0.00441,0.59604,0.1056,8.0540,2.9802,0.0000,49.930,0.005997485,228.0,0.00577,0.59994,0.9420,9.959,2.9997,29.266,40.064,0.008150227,211.1,0.00522,0.60105,0.6412,11.669,3.0052,6.6470,48.348,661,1005.4,0.007954276,169.0,0.00271,0.58420,0.4645,8.0800,2.9210,4.8453,47.699,0.010972103,11.370,0.00547,0.38440,0.00001,4.8900,1.9220,0,57.330,0.010005189,23.07,0.00486,0.52023,0.1360,7.1912,2.6012,0.00000,54.597
4/28/1983,0.008757346,16.43,0.01618,0.59333,0.0691,7.9683,2.9667,0.0000,50.588,0.006063838,238.2,0.02041,0.60417,0.9996,9.952,3.0209,29.159,40.272,0.008523292,203.6,0.01848,0.60190,0.6099,11.605,3.0095,6.5453,49.395,655,1048.0,0.008186101,163.0,0.01063,0.57986,0.4410,8.0221,2.8993,4.7994,48.318,0.012216509,11.208,0.01291,0.37948,0.00000,4.8201,1.8974,0,60.414,0.010843548,22.24,0.01473,0.51508,0.1111,7.1101,2.5754,0.00000,56.801
4/29/1983,0.0081867,18.52,0.03986,0.59805,0.1242,7.8809,2.9902,0.0000,48.509,0.005007629,256.5,0.05046,0.61646,1.0961,9.987,3.0823,29.103,37.100,0.008087984,212.9,0.04183,0.61076,0.6639,11.546,3.0538,6.4644,47.592,682,1081.9,0.007611931,161.5,0.02985,0.58201,0.4373,7.9637,2.9101,4.6638,45.984,0.012579673,11.050,0.02896,0.38311,0.00006,4.7511,1.9156,0,61.196,0.010841658,21.72,0.03632,0.52434,0.1018,7.0275,2.6217,0.00000,56.616
4/30/1983,0.007278565,32.68,0.06170,0.60000,0.4078,7.8755,3.0000,0.0000,45.146,0.002337986,252.5,0.08086,0.62136,1.0692,10.020,3.1068,29.241,33.134,0.006743329,254.3,0.06830,0.61603,0.8652,11.531,3.0802,6.4902,43.992,756,1416.8,0.00636423,181.4,0.06378,0.59570,0.5347,7.9186,2.9785,4.4995,42.523,0.011405241,11.138,0.03873,0.42631,0.01319,4.6859,2.1316,0,58.206,0.009695507,24.00,0.04932,0.56634,0.2060,6.9602,2.8317,0.00000,53.294
5/1/1983,0.006951127,45.02,0.04886,0.60000,0.6360,7.9975,3.0000,0.0000,43.884,0.002269688,248.4,0.07455,0.60846,1.0460,10.019,3.0423,29.155,32.223,0.006314111,287.1,0.05737,0.61257,1.0125,11.589,3.0629,6.4650,42.356,856,1387.4,0.005907946,236.5,0.06268,0.59878,0.7635,7.9416,2.9939,4.4286,41.511,0.010259761,11.427,0.02032,0.46167,0.03274,4.6370,2.3083,0,55.038,0.008790758,27.20,0.03012,0.58580,0.3334,6.9485,2.9290,0.00000,50.506
5/2/1983,0.007256469,42.35,0.01915,0.60000,0.5710,8.1337,3.0000,0.0000,45.047,0.003671303,237.3,0.03500,0.60024,0.9830,10.001,3.0012,28.415,34.694,0.006691718,278.0,0.02315,0.61415,0.9609,11.659,3.0707,6.2848,43.659,833,1269.6,0.006736269,237.6,0.03023,0.59929,0.7571,8.0016,2.9964,4.4135,43.080,0.010301813,11.081,0.00337,0.46563,0.02247,4.5921,2.3281,0,55.092,0.00893713,26.48,0.00885,0.58834,0.3056,6.9539,2.9417,0.00000,50.939
5/3/1983,0.008389516,33.85,0.00678,0.60000,0.4051,8.1938,3.0000,0.0000,49.061,0.005996913,230.3,0.01420,0.60001,0.9504,9.970,3.0000,27.535,39.686,0.008141308,255.4,0.00826,0.61564,0.8547,11.684,3.0782,6.1019,47.883,777,1187.9,0.007958546,222.0,0.01285,0.59923,0.6919,8.0324,2.9961,4.3964,47.288,0.011594439,10.680,0.00033,0.45961,0.01054,4.5385,2.2981,0,58.492,0.010203864,24.55,0.00216,0.58689,0.2361,6.9293,2.9345,0.00000,54.691
5/4/1983,0.008375496,26.91,0.00249,0.59940,0.2734,8.1874,2.9970,0.0000,48.935,0.005955693,251.3,0.00640,0.60563,1.0671,9.972,3.0282,26.654,39.432,0.008134031,239.1,0.00263,0.61672,0.7781,11.673,3.0836,5.9249,47.766,760,1214.9,0.007944093,209.7,0.00338,0.59824,0.6399,8.0343,2.9912,4.2256,47.139,0.011728958,10.415,0.00100,0.44390,0.00478,4.4791,2.2195,0,58.765,0.01028834,23.01,0.00101,0.57878,0.1820,6.8795,2.8939,0.00000,54.851
