Date,MF_TuleR_S10_ET_POTENTIAL_IN,MF_TuleR_S10_FLOW_CFS,MF_TuleR_S10_PRECIP_INC_IN,MF_TuleR_S10_SATURATION_FRACTION_ININ,MF_TuleR_S10_STORAGE_GW_1_IN,MF_TuleR_S10_STORAGE_GW_2_IN,MF_TuleR_S10_STORAGE_SOIL_IN,MF_TuleR_S10_SWE_OBSERVED_IN,MF_TuleR_S10_TEMPERATURE_AIR_DEGF,MF_TuleR_S20_ET_POTENTIAL_IN,MF_TuleR_S20_FLOW_CFS,MF_TuleR_S20_PRECIP_INC_IN,MF_TuleR_S20_SATURATION_FRACTION_ININ,MF_TuleR_S20_STORAGE_GW_1_IN,MF_TuleR_S20_STORAGE_GW_2_IN,MF_TuleR_S20_STORAGE_SOIL_IN,MF_TuleR_S20_SWE_OBSERVED_IN,MF_TuleR_S20_TEMPERATURE_AIR_DEGF,NF_TuleR_S10_ET_POTENTIAL_IN,NF_TuleR_S10_FLOW_CFS,NF_TuleR_S10_PRECIP_INC_IN,NF_TuleR_S10_SATURATION_FRACTION_ININ,NF_TuleR_S10_STORAGE_GW_1_IN,NF_TuleR_S10_STORAGE_GW_2_IN,NF_TuleR_S10_STORAGE_SOIL_IN,NF_TuleR_S10_SWE_OBSERVED_IN,NF_TuleR_S10_TEMPERATURE_AIR_DEGF,ReservoirInflow_FLOW_CFS,ReservoirInflow_FLOW_OBSERVED_CFS,SF_TuleR_S10_ET_POTENTIAL_IN,SF_TuleR_S10_FLOW_CFS,SF_TuleR_S10_PRECIP_INC_IN,SF_TuleR_S10_SATURATION_FRACTION_ININ,SF_TuleR_S10_STORAGE_GW_1_IN,SF_TuleR_S10_STORAGE_GW_2_IN,SF_TuleR_S10_STORAGE_SOIL_IN,SF_TuleR_S10_SWE_OBSERVED_IN,SF_TuleR_S10_TEMPERATURE_AIR_DEGF,TuleR_S10_ET_POTENTIAL_IN,TuleR_S10_FLOW_CFS,TuleR_S10_PRECIP_INC_IN,TuleR_S10_SATURATION_FRACTION_ININ,TuleR_S10_STORAGE_GW_1_IN,TuleR_S10_STORAGE_GW_2_IN,TuleR_S10_STORAGE_SOIL_IN,TuleR_S10_SWE_OBSERVED_IN,TuleR_S10_TEMPERATURE_AIR_DEGF,TuleR_S20_ET_POTENTIAL_IN,TuleR_S20_FLOW_CFS,TuleR_S20_PRECIP_INC_IN,TuleR_S20_SATURATION_FRACTION_ININ,TuleR_S20_STORAGE_GW_1_IN,TuleR_S20_STORAGE_GW_2_IN,TuleR_S20_STORAGE_SOIL_IN,TuleR_S20_SWE_OBSERVED_IN,TuleR_S20_TEMPERATURE_AIR_DEGF
10/1/1981,0.010898552,0.02,0.00541,0.39323,0.0000,0.9575,1.9661,0.0000,61.258,0.00780141,0.1,0.00391,0.39531,0.0000,1.434,1.9766,0.000,51.371,0.010722953,0.1,0.00487,0.39433,0.0000,1.432,1.9717,0.0000,60.402,0,16.3,0.010305096,0.1,0.00654,0.39365,0.0000,0.9514,1.9683,0.0000,59.263,0.013883536,0.031,0.00578,0.39070,0.00000,0.9582,1.9535,0,68.741,0.013040862,0.04,0.00685,0.39174,0.0000,0.9566,1.9587,0.00000,66.746
10/2/1981,0.00955075,0.13,0.00515,0.38720,0.0000,0.9786,1.9360,0.0000,57.297,0.006425594,0.7,0.00352,0.39069,0.0000,1.477,1.9535,0.000,45.944,0.009620138,0.8,0.00327,0.38613,0.0000,1.477,1.9306,0.0000,56.908,3,14.2,0.00895627,0.6,0.00654,0.38891,0.0000,0.9786,1.9445,0.0000,54.939,0.014370011,0.180,0.00577,0.37993,0.00000,0.9786,1.8996,0,69.888,0.012740286,0.22,0.00677,0.38435,0.0000,0.9786,1.9217,0.00000,65.973
10/3/1981,0.008346219,0.29,0.00000,0.37983,0.0000,0.9646,1.8991,0.0000,53.445,0.005650788,1.6,0.00000,0.38567,0.0000,1.461,1.9284,0.000,42.527,0.008401928,1.8,0.00000,0.37555,0.0000,1.461,1.8777,0.0000,53.056,6,12.1,0.007834828,1.3,0.00000,0.38488,0.0000,0.9646,1.9244,0.0000,51.188,0.013071879,0.401,0.00000,0.36535,0.00000,0.9646,1.8268,0,67.056,0.011342738,0.48,0.00000,0.37433,0.0000,0.9646,1.8717,0.00000,62.510
10/4/1981,0.007660142,0.47,0.00000,0.36706,0.0000,0.9508,1.8353,0.0000,51.162,0.005376448,2.5,0.00000,0.37738,0.0000,1.446,1.8869,0.000,41.310,0.007638141,2.9,0.00000,0.36283,0.0000,1.446,1.8141,0.0000,50.636,9,15.8,0.007192053,2.1,0.00000,0.37469,0.0000,0.9508,1.8734,0.0000,49.025,0.011266067,0.640,0.00000,0.34688,0.00000,0.9508,1.7344,0,62.659,0.009973654,0.77,0.00000,0.35764,0.0000,0.9508,1.7882,0.00000,58.855
10/5/1981,0.008005927,0.63,0.00000,0.35480,0.0000,0.9372,1.7740,0.0000,52.565,0.005825566,3.4,0.00000,0.36850,0.0000,1.431,1.8425,0.000,43.644,0.00800067,3.9,0.00000,0.35103,0.0000,1.431,1.7551,0.0000,52.183,13,19.8,0.007548086,2.9,0.00000,0.36311,0.0000,0.9372,1.8156,0.0000,50.600,0.011221947,0.870,0.00000,0.33174,0.00000,0.9372,1.6587,0,62.653,0.010142435,1.05,0.00000,0.34285,0.0000,0.9372,1.7142,0.00000,59.491
10/6/1981,0.009699522,0.78,0.00000,0.34196,0.0000,0.9238,1.7098,0.0000,58.297,0.007229762,4.2,0.00000,0.35826,0.0000,1.417,1.7913,0.000,49.793,0.009594074,4.9,0.00000,0.33891,0.0000,1.417,1.6946,0.0000,57.689,16,20.0,0.009180994,3.6,0.00000,0.35052,0.0000,0.9238,1.7526,0.0000,56.448,0.012853506,1.075,0.00000,0.31789,0.00000,0.9238,1.5895,0,66.878,0.011794173,1.29,0.00000,0.32871,0.0000,0.9238,1.6435,0.00000,64.168
10/7/1981,0.009512753,0.91,0.00000,0.32955,0.0000,0.9106,1.6478,0.0000,57.779,0.006863873,4.9,0.00000,0.34774,0.0000,1.402,1.7387,0.000,48.381,0.009365658,5.7,0.00000,0.32725,0.0000,1.402,1.6362,0.0000,56.974,18,16.3,0.008977978,4.2,0.00000,0.33802,0.0000,0.9106,1.6901,0.0000,55.795,0.013288911,1.249,0.00000,0.30514,0.00000,0.9106,1.5257,0,67.992,0.011897867,1.50,0.00000,0.31556,0.0000,0.9106,1.5778,0.00000,64.498
10/8/1981,0.00797994,1.01,0.00000,0.31960,0.0000,0.8976,1.5980,0.0000,52.749,0.0057698,5.5,0.00000,0.33901,0.0000,1.387,1.6951,0.000,43.641,0.007891376,6.3,0.00000,0.31787,0.0000,1.387,1.5894,0.0000,52.068,21,13.2,0.00755258,4.7,0.00000,0.32784,0.0000,0.8976,1.6392,0.0000,50.891,0.011362194,1.392,0.00000,0.29471,0.00000,0.8976,1.4735,0,63.322,0.010123436,1.67,0.00000,0.30508,0.0000,0.8976,1.5254,0.00000,59.734
10/9/1981,0.008308929,1.10,0.00000,0.31137,0.0000,0.8847,1.5568,0.0000,54.067,0.006116495,6.0,0.00000,0.33147,0.0000,1.373,1.6573,0.000,45.373,0.008183204,6.9,0.00000,0.31006,0.0000,1.373,1.5503,0.0000,53.324,22,15.8,0.007847626,5.0,0.00000,0.31936,0.0000,0.8847,1.5968,0.0000,52.175,0.011224418,1.506,0.00000,0.28588,0.00000,0.8847,1.4294,0,63.065,0.010191101,1.81,0.00000,0.29646,0.0000,0.8847,1.4823,0.00000,60.083
10/10/1981,0.00810318,1.16,0.02539,0.30759,0.0000,0.8721,1.5379,0.0000,53.368,0.005582039,6.4,0.03072,0.32782,0.0000,1.359,1.6391,0.012,42.874,0.00800521,7.3,0.01981,0.30496,0.0000,1.359,1.5248,0.0013,52.570,24,16.9,0.007545122,5.3,0.01654,0.31356,0.0000,0.8721,1.5678,0.0000,50.939,0.011834295,1.593,0.02312,0.28004,0.00000,0.8721,1.4002,0,64.754,0.010483162,1.92,0.02417,0.29145,0.0000,0.8721,1.4572,0.00000,60.951
10/11/1981,0.006283154,1.21,0.04133,0.36096,0.0000,0.8596,1.8048,0.0000,46.159,0.003163406,6.6,0.05598,0.35651,0.0000,1.345,1.7826,0.140,34.716,0.006012804,7.6,0.04259,0.33888,0.0000,1.345,1.6944,0.0610,45.514,25,31.1,0.005816793,5.6,0.04294,0.33888,0.0000,0.8596,1.6944,0.0087,43.530,0.009750398,1.659,0.02579,0.31739,0.00000,0.8596,1.5869,0,59.051,0.008531307,1.99,0.03344,0.33514,0.0000,0.8596,1.6757,0.00000,54.907
10/12/1981,0.005360898,1.24,0.02083,0.40940,0.0000,0.8473,2.0470,0.0000,41.872,0.001571773,6.8,0.03414,0.36513,0.0000,1.331,1.8257,0.323,30.490,0.004859402,7.8,0.02949,0.37852,0.0000,1.331,1.8926,0.1409,41.176,25,45.1,0.004250696,5.7,0.02879,0.37339,0.0000,0.8473,1.8670,0.0224,39.243,0.008238701,1.706,0.00323,0.32776,0.00000,0.8473,1.6388,0,54.224,0.007224311,2.05,0.01164,0.36186,0.0000,0.8473,1.8093,0.00000,50.245
10/13/1981,0.00549139,1.27,0.00563,0.42362,0.0000,0.8352,2.1181,0.0000,42.616,0.001762114,7.0,0.00957,0.36709,0.0000,1.317,1.8354,0.376,30.914,0.005162584,8.0,0.00897,0.39037,0.0000,1.317,1.9518,0.1506,41.849,26,32.9,0.004562246,5.8,0.00243,0.37915,0.0000,0.8352,1.8958,0.0257,39.990,0.008316487,1.737,0.00059,0.32596,0.00000,0.8352,1.6298,0,54.598,0.00734219,2.09,0.00270,0.36553,0.0000,0.8352,1.8276,0.00000,50.818
10/14/1981,0.005811076,1.28,0.00073,0.42452,0.0000,0.8232,2.1226,0.0000,44.298,0.00186905,7.1,0.00070,0.36921,0.0000,1.303,1.8460,0.376,32.564,0.005414787,8.1,0.00226,0.39255,0.0000,1.303,1.9628,0.1487,43.338,26,25.4,0.005048649,5.9,0.00003,0.38158,0.0000,0.8232,1.9079,0.0257,41.634,0.008520885,1.756,0.00003,0.31974,0.00000,0.8232,1.5987,0,55.404,0.007594401,2.11,0.00033,0.36410,0.0000,0.8232,1.8205,0.00000,51.919
10/15/1981,0.00608129,1.29,0.00293,0.42357,0.0000,0.8114,2.1178,0.0000,45.665,0.002624831,7.2,0.00520,0.37332,0.0000,1.290,1.8666,0.392,33.922,0.005651075,8.2,0.00401,0.39312,0.0000,1.290,1.9656,0.1346,44.663,26,27.8,0.005516659,5.9,0.00154,0.38519,0.0000,0.8114,1.9259,0.0273,42.948,0.008903173,1.765,0.00035,0.31148,0.00000,0.8114,1.5574,0,56.780,0.007919919,2.12,0.00152,0.35804,0.0000,0.8114,1.7902,0.00000,53.226
10/16/1981,0.00647739,1.29,0.00409,0.42169,0.0000,0.7998,2.1085,0.0000,47.587,0.004064976,7.2,0.00833,0.38000,0.0000,1.277,1.9000,0.409,36.999,0.006353684,8.2,0.00444,0.39687,0.0000,1.277,1.9844,0.1136,46.628,27,27.1,0.005998101,5.9,0.00207,0.38987,0.0000,0.7998,1.9494,0.0268,45.076,0.009236269,1.767,0.00036,0.30355,0.00000,0.7998,1.5177,0,57.955,0.008235752,2.12,0.00174,0.35081,0.0000,0.7998,1.7541,0.00000,54.484
10/17/1981,0.007477405,1.28,0.00137,0.41781,0.0000,0.7884,2.0891,0.0000,51.855,0.00546353,7.2,0.00356,0.40577,0.0000,1.263,2.0288,0.334,43.001,0.007209681,8.2,0.00220,0.40823,0.0000,1.263,2.0412,0.0804,50.574,26,25.1,0.006959577,5.9,0.00053,0.39767,0.0000,0.7884,1.9884,0.0169,49.593,0.009746623,1.762,0.00001,0.29555,0.00000,0.7884,1.4777,0,59.647,0.008874872,2.12,0.00029,0.34186,0.0000,0.7884,1.7093,0.00000,56.837
10/18/1981,0.008582275,1.28,0.00086,0.40896,0.0000,0.7771,2.0448,0.0000,55.954,0.006413068,7.2,0.00291,0.46642,0.0000,1.250,2.3321,0.171,47.560,0.008261225,8.2,0.00196,0.42004,0.0000,1.250,2.1002,0.0366,54.645,26,27.8,0.00800239,5.9,0.00028,0.40797,0.0000,0.7771,2.0398,0.0049,53.740,0.01069094,1.753,0.00000,0.28719,0.00000,0.7771,1.4359,0,62.515,0.009940224,2.11,0.00010,0.33097,0.0000,0.7771,1.6549,0.00000,60.302
10/19/1981,0.009154421,1.27,0.00068,0.39721,0.0000,0.7660,1.9861,0.0000,57.901,0.006693644,7.5,0.00251,0.53063,0.0020,1.238,2.6531,0.045,48.835,0.008930718,8.2,0.00020,0.42175,0.0000,1.237,2.1087,0.0062,56.897,27,24.3,0.008522522,5.8,0.00195,0.40225,0.0000,0.7660,2.0113,0.0000,55.576,0.011877009,1.740,0.00002,0.27840,0.00000,0.7660,1.3920,0,65.798,0.010981217,2.09,0.00008,0.31962,0.0000,0.7660,1.5981,0.00000,63.348
10/20/1981,0.009379886,1.26,0.00003,0.38410,0.0000,0.7550,1.9205,0.0000,58.688,0.006698544,7.4,0.00003,0.53844,0.0012,1.229,2.6922,0.010,48.922,0.009190032,8.1,0.00000,0.41074,0.0000,1.225,2.0537,0.0013,57.745,26,24.9,0.00871823,5.8,0.00167,0.39426,0.0000,0.7550,1.9713,0.0000,56.257,0.012491596,1.725,0.00002,0.26938,0.00000,0.7550,1.3469,0,67.442,0.011483969,2.07,0.00005,0.30844,0.0000,0.7550,1.5422,0.00000,64.780
10/21/1981,0.009329118,1.24,0.00000,0.37088,0.0000,0.7442,1.8544,0.0000,58.629,0.006635119,7.1,0.00000,0.53010,0.0002,1.217,2.6505,0.000,48.735,0.009133265,8.1,0.00000,0.39833,0.0000,1.212,1.9917,0.0000,57.655,26,22.2,0.008685491,5.7,0.00000,0.38436,0.0000,0.7442,1.9218,0.0000,56.238,0.012258051,1.707,0.00000,0.26059,0.00000,0.7442,1.3029,0,66.968,0.011350949,2.05,0.00000,0.29786,0.0000,0.7442,1.4893,0.00000,64.539
10/22/1981,0.009378364,1.23,0.00000,0.35832,0.0000,0.7336,1.7916,0.0000,58.896,0.006742766,7.0,0.00000,0.51940,0.0000,1.205,2.5970,0.000,49.292,0.009170469,8.0,0.00000,0.38637,0.0000,1.199,1.9318,0.0000,57.912,26,22.0,0.008750434,5.7,0.00000,0.37309,0.0000,0.7336,1.8654,0.0000,56.581,0.012117708,1.688,0.00000,0.25222,0.00000,0.7336,1.2611,0,66.719,0.011293719,2.03,0.00000,0.28808,0.0000,0.7336,1.4404,0.00000,64.498
10/23/1981,0.00939096,1.22,0.00000,0.34630,0.0000,0.7231,1.7315,0.0000,59.030,0.006778521,7.0,0.00000,0.50858,0.0000,1.192,2.5429,0.000,49.539,0.009198901,8.0,0.00000,0.37495,0.0000,1.187,1.8747,0.0000,58.099,25,20.1,0.008794578,5.6,0.00000,0.36229,0.0000,0.7231,1.8114,0.0000,56.821,0.012239253,1.668,0.00000,0.24413,0.00000,0.7231,1.2207,0,67.124,0.011342867,2.01,0.00000,0.27895,0.0000,0.7231,1.3947,0.00000,64.726
10/24/1981,0.008920752,1.20,0.00000,0.33504,0.0000,0.7127,1.6752,0.0000,57.606,0.00654909,6.9,0.00000,0.49794,0.0000,1.180,2.4897,0.000,48.680,0.008801972,7.9,0.00000,0.36429,0.0000,1.175,1.8214,0.0000,56.902,25,20.0,0.0084308,5.5,0.00000,0.35213,0.0000,0.7127,1.7607,0.0000,55.685,0.011894525,1.648,0.00000,0.23638,0.00000,0.7127,1.1819,0,66.345,0.010897699,1.98,0.00000,0.27052,0.0000,0.7127,1.3526,0.00000,63.597
10/25/1981,0.008828352,1.18,0.00000,0.32473,0.0000,0.7025,1.6236,0.0000,57.415,0.006680039,6.9,0.00000,0.48745,0.0000,1.168,2.4372,0.000,49.364,0.008724673,7.8,0.00000,0.35432,0.0000,1.162,1.7716,0.0000,56.811,25,23.8,0.008390768,5.4,0.00000,0.34260,0.0000,0.7025,1.7130,0.0000,55.707,0.011456111,1.627,0.00000,0.22911,0.00000,0.7025,1.1455,0,65.305,0.010617279,1.96,0.00000,0.26280,0.0000,0.7025,1.3140,0.00000,62.926
10/26/1981,0.008512189,1.17,0.00000,0.31533,0.0000,0.6925,1.5766,0.0000,56.465,0.006529144,6.8,0.00000,0.47705,0.0000,1.156,2.3853,0.000,48.818,0.008369811,7.8,0.00000,0.34492,0.0000,1.150,1.7246,0.0000,55.753,25,17.4,0.008115918,5.4,0.00000,0.33357,0.0000,0.6925,1.6679,0.0000,54.886,0.010539125,1.605,0.00000,0.22247,0.00000,0.6925,1.1123,0,62.885,0.00993871,1.93,0.00000,0.25570,0.0000,0.6925,1.2785,0.00000,61.078
10/27/1981,0.007947224,1.15,0.00411,0.30768,0.0000,0.6826,1.5384,0.0000,54.545,0.005895256,6.7,0.00318,0.46824,0.0000,1.144,2.3412,0.000,46.012,0.007781817,7.7,0.00498,0.33727,0.0000,1.139,1.6863,0.0000,53.673,24,23.6,0.007535691,5.3,0.00247,0.32586,0.0000,0.6826,1.6293,0.0000,52.759,0.010191437,1.583,0.00440,0.21687,0.00000,0.6826,1.0844,0,61.970,0.009433442,1.90,0.00471,0.24976,0.0000,0.6826,1.2488,0.00000,59.611
10/28/1981,0.006577158,1.14,0.03535,0.31167,0.0000,0.6728,1.5583,0.0000,49.103,0.004487765,6.7,0.02744,0.46572,0.0000,1.132,2.3286,0.024,38.565,0.006488512,7.6,0.03661,0.34065,0.0000,1.127,1.7033,0.0052,48.268,24,30.6,0.006139858,5.2,0.03080,0.32623,0.0000,0.6728,1.6311,0.0019,46.753,0.009807559,1.562,0.04643,0.22436,0.00000,0.6728,1.1218,0,60.891,0.00859541,1.88,0.04368,0.25698,0.0000,0.6728,1.2849,0.00000,56.834
10/29/1981,0.005203182,1.12,0.06788,0.39888,0.0000,0.6632,1.9944,0.0000,42.579,0.001693922,6.6,0.08522,0.47467,0.0000,1.120,2.3733,0.147,31.994,0.004928016,7.5,0.06804,0.40692,0.0000,1.115,2.0346,0.0347,42.166,24,109.8,0.004415128,5.2,0.08325,0.38184,0.0000,0.6632,1.9092,0.0327,40.289,0.008237573,1.540,0.04840,0.32343,0.00000,0.6632,1.6171,0,55.839,0.007122054,1.85,0.06042,0.35624,0.0000,0.6632,1.7812,0.00000,51.403
10/30/1981,0.005196112,1.30,0.04670,0.50869,0.0044,0.6556,2.5434,0.0000,42.737,0.003456414,6.5,0.07935,0.48705,0.0000,1.108,2.4353,0.346,34.445,0.00496782,7.8,0.04701,0.47870,0.0016,1.104,2.3935,0.0777,42.471,24,79.4,0.004931482,5.1,0.06889,0.46143,0.0001,0.6537,2.3072,0.0846,41.046,0.007399297,1.519,0.00766,0.35238,0.00000,0.6537,1.7619,0,52.845,0.006628505,1.83,0.02659,0.42485,0.0000,0.6537,2.1242,0.00000,49.564
10/31/1981,0.006452315,1.62,0.01165,0.54084,0.0100,0.6655,2.7042,0.0000,48.979,0.0049694,7.2,0.02203,0.53170,0.0054,1.098,2.6585,0.377,41.721,0.006346177,8.5,0.01284,0.51779,0.0054,1.099,2.5890,0.0806,48.319,28,56.4,0.006089015,6.9,0.01456,0.53017,0.0097,0.6485,2.6509,0.0852,47.174,0.007914574,1.498,0.00133,0.35436,0.00000,0.6443,1.7718,0,54.898,0.007512095,1.80,0.00560,0.44103,0.0001,0.6444,2.2052,0.00000,53.342
11/1/1981,0.008075214,1.18,0.00322,0.54291,0.0018,0.6687,2.7145,0.0000,55.522,0.006093905,29.2,0.00532,0.58854,0.1372,1.161,2.9427,0.219,47.432,0.007874011,17.2,0.00460,0.53938,0.0510,1.121,2.6969,0.0439,54.601,78,45.6,0.007496862,26.7,0.00330,0.56067,0.0984,0.7085,2.8034,0.0457,53.175,0.009244327,1.476,0.00020,0.34917,0.00000,0.6351,1.7458,0,59.545,0.009130838,1.78,0.00127,0.44084,0.0000,0.6353,2.2042,0.00000,59.153
11/2/1981,0.008515934,1.08,0.00163,0.54175,0.0001,0.6609,2.7088,0.0000,57.130,0.006297105,57.7,0.00168,0.59724,0.2808,1.502,2.9862,0.111,48.408,0.008380705,20.8,0.00236,0.53985,0.0625,1.213,2.6992,0.0164,56.397,110,45.0,0.007914766,27.5,0.00270,0.56004,0.0899,0.8784,2.8002,0.0202,54.738,0.010231976,1.456,0.00016,0.33876,0.00000,0.6260,1.6938,0,62.666,0.009984327,1.75,0.00081,0.43363,0.0000,0.6262,2.1682,0.00000,61.874
11/3/1981,0.008461371,1.06,0.00000,0.53456,0.0000,0.6515,2.6728,0.0000,57.013,0.006279164,43.8,0.00000,0.59609,0.1905,1.899,2.9804,0.058,48.393,0.008395245,11.4,0.00000,0.53391,0.0173,1.268,2.6696,0.0082,56.486,70,38.4,0.007929737,10.3,0.00000,0.55442,0.0198,0.9470,2.7721,0.0077,54.836,0.010319966,1.435,0.00000,0.32710,0.00000,0.6171,1.6355,0,63.016,0.010028905,1.73,0.00000,0.41959,0.0000,0.6172,2.0979,0.00000,62.089
11/4/1981,0.008101703,1.05,0.00000,0.52211,0.0000,0.6422,2.6106,0.0000,55.826,0.005957346,16.1,0.00000,0.59053,0.0443,2.056,2.9527,0.023,47.015,0.008022018,8.0,0.00000,0.52331,0.0029,1.268,2.6166,0.0032,55.241,34,38.0,0.007580651,6.1,0.00000,0.54447,0.0036,0.9488,2.7224,0.0016,53.625,0.010011484,1.415,0.00000,0.31642,0.00000,0.6083,1.5821,0,62.195,0.009644637,1.70,0.00000,0.40441,0.0000,0.6084,2.0220,0.00000,61.006
11/5/1981,0.007373528,1.04,0.00000,0.50974,0.0000,0.6330,2.5487,0.0000,53.177,0.00533041,9.0,0.00000,0.58203,0.0077,2.069,2.9102,0.005,44.012,0.007259526,7.5,0.00000,0.51130,0.0005,1.258,2.5565,0.0007,52.437,26,37.1,0.006893446,5.6,0.00000,0.53320,0.0007,0.9380,2.6660,0.0000,50.968,0.009388625,1.394,0.00000,0.30704,0.00000,0.5996,1.5352,0,60.362,0.008848578,1.68,0.00000,0.39064,0.0000,0.5997,1.9532,0.00000,58.532
11/6/1981,0.006882351,1.03,0.00000,0.49834,0.0000,0.6240,2.4917,0.0000,51.275,0.004911433,8.3,0.00000,0.57385,0.0014,2.054,2.8692,0.000,41.819,0.006734245,7.5,0.00000,0.50012,0.0001,1.245,2.5006,0.0000,50.364,26,29.5,0.006418507,5.6,0.00000,0.52272,0.0001,0.9251,2.6136,0.0000,49.000,0.008811005,1.375,0.00000,0.29877,0.00000,0.5910,1.4939,0,58.566,0.008233199,1.65,0.00000,0.37852,0.0000,0.5911,1.8926,0.00000,56.507
11/7/1981,0.006764384,1.02,0.00000,0.48743,0.0000,0.6151,2.4371,0.0000,50.870,0.004909379,8.6,0.00000,0.56599,0.0002,2.034,2.8299,0.000,41.917,0.006625253,7.6,0.00000,0.48945,0.0000,1.232,2.4473,0.0000,50.019,26,34.6,0.006294883,5.8,0.00000,0.51279,0.0000,0.9119,2.5640,0.0000,48.564,0.008865807,1.355,0.00000,0.29110,0.00000,0.5825,1.4555,0,58.831,0.008184476,1.63,0.00000,0.36754,0.0000,0.5827,1.8377,0.00000,56.399
11/8/1981,0.007023352,1.01,0.00000,0.47640,0.0000,0.6063,2.3820,0.0000,52.026,0.00517655,9.1,0.00000,0.55792,0.0000,2.013,2.7896,0.000,43.469,0.006959078,7.6,0.00000,0.47861,0.0000,1.219,2.3931,0.0000,51.491,27,39.7,0.006563503,5.9,0.00000,0.50283,0.0000,0.8989,2.5142,0.0000,49.834,0.009150003,1.336,0.00000,0.28360,0.00000,0.5742,1.4180,0,59.857,0.008541985,1.61,0.00000,0.35710,0.0000,0.5743,1.7855,0.00000,57.731
11/9/1981,0.007459942,1.00,0.00000,0.46480,0.0000,0.5976,2.3240,0.0000,53.820,0.005351576,9.5,0.00000,0.54949,0.0000,1.992,2.7475,0.000,44.426,0.007436951,7.7,0.00000,0.46715,0.0000,1.207,2.3358,0.0000,53.375,27,35.3,0.006964426,6.0,0.00000,0.49245,0.0000,0.8861,2.4623,0.0000,51.516,0.009668986,1.317,0.00000,0.27605,0.00000,0.5660,1.3802,0,61.590,0.009136783,1.58,0.00000,0.34675,0.0000,0.5661,1.7338,0.00000,59.802
11/10/1981,0.00720394,0.99,0.00000,0.45309,0.0000,0.5890,2.2655,0.0000,52.882,0.005151821,9.8,0.00000,0.54110,0.0000,1.972,2.7055,0.000,43.463,0.007175925,7.7,0.00000,0.45566,0.0000,1.194,2.2783,0.0000,52.417,27,34.1,0.006725615,6.1,0.00000,0.48206,0.0000,0.8734,2.4103,0.0000,50.586,0.009709363,1.298,0.00000,0.26859,0.00000,0.5579,1.3430,0,61.793,0.008981417,1.56,0.00000,0.33679,0.0000,0.5580,1.6839,0.00000,59.352
11/11/1981,0.007210943,0.98,0.00000,0.44162,0.0000,0.5806,2.2081,0.0000,53.025,0.005362707,10.1,0.00000,0.53268,0.0000,1.951,2.6634,0.000,44.670,0.007168447,7.7,0.00000,0.44464,0.0000,1.182,2.2232,0.0000,52.581,28,34.9,0.006793735,6.2,0.00000,0.47190,0.0000,0.8609,2.3595,0.0000,51.053,0.009356888,1.279,0.00000,0.26158,0.00000,0.5499,1.3079,0,60.775,0.008722295,1.54,0.00000,0.32751,0.0000,0.5500,1.6375,0.00000,58.606
11/12/1981,0.007290015,0.96,0.00081,0.43052,0.0000,0.5723,2.1526,0.0000,53.433,0.005440249,10.3,0.00049,0.52419,0.0000,1.931,2.6210,0.000,45.168,0.007178043,7.7,0.00201,0.43452,0.0000,1.170,2.1726,0.0000,52.753,28,31.3,0.006849517,6.2,0.00012,0.46174,0.0000,0.8486,2.3087,0.0000,51.408,0.009509523,1.261,0.00114,0.25509,0.00000,0.5420,1.2755,0,61.335,0.008787748,1.52,0.00135,0.31894,0.0000,0.5422,1.5947,0.00000,58.912
11/13/1981,0.006679059,0.95,0.01133,0.42359,0.0000,0.5641,2.1180,0.0000,50.944,0.004842218,10.4,0.01106,0.51843,0.0000,1.911,2.5922,0.000,42.048,0.006585239,7.6,0.01813,0.43038,0.0000,1.158,2.1519,0.0000,50.271,28,33.8,0.00625351,6.2,0.00556,0.45349,0.0000,0.8364,2.2675,0.0000,48.811,0.009699762,1.243,0.01117,0.25067,0.00000,0.5343,1.2533,0,61.979,0.00855069,1.49,0.01372,0.31384,0.0000,0.5344,1.5692,0.00000,58.093
11/14/1981,0.00623524,0.94,0.02834,0.43448,0.0000,0.5560,2.1724,0.0000,49.035,0.004595234,10.8,0.04686,0.53732,0.0030,1.891,2.6866,0.046,40.666,0.006316734,8.8,0.04060,0.46161,0.0076,1.147,2.3081,0.0098,49.067,29,45.3,0.005972066,6.2,0.02278,0.45426,0.0000,0.8245,2.2713,0.0009,47.491,0.00906934,1.225,0.01294,0.25369,0.00000,0.5266,1.2684,0,60.074,0.008087442,1.47,0.02029,0.32402,0.0000,0.5268,1.6201,0.00000,56.527
11/15/1981,0.006443199,0.94,0.02335,0.48039,0.0005,0.5481,2.4019,0.0000,50.037,0.004846718,32.7,0.05457,0.59072,0.1300,1.945,2.9536,0.088,42.199,0.006591842,23.6,0.03070,0.50179,0.0782,1.198,2.5089,0.0170,50.348,68,79.8,0.006215109,8.0,0.02075,0.48874,0.0088,0.8161,2.4437,0.0012,48.704,0.009263992,1.208,0.00311,0.25695,0.00000,0.5191,1.2847,0,60.790,0.008330722,1.45,0.00933,0.34150,0.0000,0.5192,1.7075,0.00000,57.474
