hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,daily avg NSE_1D,daily avg MSE_1D,daily avg RMSE_1D,daily avg KGE_1D,daily avg Alpha-NSE_1D,daily avg Beta-KGE_1D,daily avg Beta-NSE_1D,daily avg Pearson-r_1D,daily avg FHV_1D,daily avg FMS_1D,daily avg FLV_1D,daily avg Peak-Timing_1D,daily avg Peak-MAPE_1D,hourly avg NSE_1H,hourly avg MSE_1H,hourly avg RMSE_1H,hourly avg KGE_1H,hourly avg Alpha-NSE_1H,hourly avg Beta-KGE_1H,hourly avg Beta-NSE_1H,hourly avg Pearson-r_1H,hourly avg FHV_1H,hourly avg FMS_1H,hourly avg FLV_1H,hourly avg Peak-Timing_1H,hourly avg Peak-MAPE_1H,model_type
16,0.4,30,24,1,1,256,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},-1.2633453905582428,42970942.0,6322.646788840904,-1.4219498684065208,0.31068836151462437,3.022288829088211,0.9015758334523265,0.06985944136977196,-65.17976379394531,-84.8675765991211,7.880589485168457,2.5,81.46202087402344,-1.2633453905582428,42970942.0,6322.646788840904,-1.4219498684065208,0.31068836151462437,3.022288829088211,0.9015758334523265,0.06985944136977196,-65.17976379394531,-84.8675765991211,7.880589485168457,4.625,81.46202087402344,no_physics
16,0.4,30,24,1,1,256,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},-0.33663567900657654,29758268.5,5158.421557884728,-0.45987553693761474,0.4578921723573769,1.9670237302780151,0.4366432381009781,0.3228130806237459,-67.15180206298828,-55.88947296142578,-701.9157104492188,2.125,86.09486389160156,-0.33663567900657654,29758268.5,5158.421557884728,-0.45987553693761474,0.4578921723573769,1.9670237302780151,0.4366432381009781,0.3228130806237459,-67.15180206298828,-55.88947296142578,-701.9157104492188,5.375,86.09486389160156,physics
