hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,daily avg NSE_1D,daily avg MSE_1D,daily avg RMSE_1D,daily avg KGE_1D,daily avg Alpha-NSE_1D,daily avg Beta-KGE_1D,daily avg Beta-NSE_1D,daily avg Pearson-r_1D,daily avg FHV_1D,daily avg FMS_1D,daily avg FLV_1D,daily avg Peak-Timing_1D,daily avg Peak-MAPE_1D,hourly avg NSE_1H,hourly avg MSE_1H,hourly avg RMSE_1H,hourly avg KGE_1H,hourly avg Alpha-NSE_1H,hourly avg Beta-KGE_1H,hourly avg Beta-NSE_1H,hourly avg Pearson-r_1H,hourly avg FHV_1H,hourly avg FMS_1H,hourly avg FLV_1H,hourly avg Peak-Timing_1H,hourly avg Peak-MAPE_1H
16,0.4,30,24,1,1,256,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},-1.2633453905582428,42970942.0,6322.646788840904,-1.4219498684065208,0.31068836151462437,3.022288829088211,0.9015758334523265,0.06985944136977196,-65.17976,-84.86758,7.8805895,2.5,81.46202,-1.2633453905582428,42970942.0,6322.646788840904,-1.4219498684065208,0.31068836151462437,3.022288829088211,0.9015758334523265,0.06985944136977196,-65.17976,-84.86758,7.8805895,4.625,81.46202
