hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,daily avg NSE_1D,daily avg MSE_1D,daily avg RMSE_1D,daily avg KGE_1D,daily avg Alpha-NSE_1D,daily avg Beta-KGE_1D,daily avg Beta-NSE_1D,daily avg Pearson-r_1D,daily avg FHV_1D,daily avg FMS_1D,daily avg FLV_1D,daily avg Peak-Timing_1D,daily avg Peak-MAPE_1D,hourly avg NSE_1H,hourly avg MSE_1H,hourly avg RMSE_1H,hourly avg KGE_1H,hourly avg Alpha-NSE_1H,hourly avg Beta-KGE_1H,hourly avg Beta-NSE_1H,hourly avg Pearson-r_1H,hourly avg FHV_1H,hourly avg FMS_1H,hourly avg FLV_1H,hourly avg Peak-Timing_1H,hourly avg Peak-MAPE_1H
16,0.4,30,24,1,1,256,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},-0.1449538767337799,34277869.125,5337.58188037785,-0.35732337042342704,0.3050285734342207,1.3172387927770615,0.14454791362643232,0.01526367972837761,-79.48754,-74.312775,-3914.2388,0.875,88.064835,-0.1449538767337799,34277869.125,5337.58188037785,-0.35732337042342704,0.3050285734342207,1.3172387927770615,0.14454791362643232,0.01526367972837761,-79.48754,-74.312775,-3914.2388,2.125,88.064835
