hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,daily avg NSE_1D,daily avg MSE_1D,daily avg RMSE_1D,daily avg KGE_1D,daily avg Alpha-NSE_1D,daily avg Beta-KGE_1D,daily avg Beta-NSE_1D,daily avg Pearson-r_1D,daily avg FHV_1D,daily avg FMS_1D,daily avg FLV_1D,daily avg Peak-Timing_1D,daily avg Peak-MAPE_1D,hourly avg NSE_1H,hourly avg MSE_1H,hourly avg RMSE_1H,hourly avg KGE_1H,hourly avg Alpha-NSE_1H,hourly avg Beta-KGE_1H,hourly avg Beta-NSE_1H,hourly avg Pearson-r_1H,hourly avg FHV_1H,hourly avg FMS_1H,hourly avg FLV_1H,hourly avg Peak-Timing_1H,hourly avg Peak-MAPE_1H
16,0.4,30,24,1,1,256,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},-0.6312660872936249,35295862.5,5643.804731709262,-0.9264777737992191,0.24248273068211718,2.300768405199051,0.5781950921842217,0.10649418272078037,-75.05817,-79.57382,38.341408,2.125,87.38575,-0.6312660872936249,35295862.5,5643.804731709262,-0.9264777737992191,0.24248273068211718,2.300768405199051,0.5781950921842217,0.10649418272078037,-75.05817,-79.57382,38.341408,6.75,87.38575
