2026-03-05 18:22:14,533 | 48730 | INFO | [+   0.00s]
2026-03-05 18:22:14,534 | 48730 | INFO | Basin: guerneville, GPU: -1, Verbose: False
2026-03-05 18:22:14,534 | 48730 | INFO | [+   0.00s]
2026-03-05 18:22:14,534 | 48730 | INFO | Pre-warming numba JIT ...
2026-03-05 18:22:15,093 | 48730 | INFO | [+   0.56s]
2026-03-05 18:22:15,093 | 48730 | INFO | Numba JIT pre-compiled.
2026-03-05 18:22:15,093 | 48730 | INFO | YAML PATH:
2026-03-05 18:22:15,093 | 48730 | INFO | /Users/maxwellfung/UCB-USACE-RR-PROJECT/UCB_training/configs/guerneville_mtslstm2.yaml
2026-03-05 18:22:15,093 | 48730 | INFO | [+   0.56s]
2026-03-05 18:22:15,093 | 48730 | INFO | 48 combinations, 48 workers
2026-03-05 18:22:15,093 | 48730 | INFO | run_gridsearch =
2026-03-05 18:22:15,093 | 48730 | INFO | True
2026-03-05 18:22:15,093 | 48730 | INFO | hparams_exists =
2026-03-05 18:22:15,093 | 48730 | INFO | False
2026-03-05 18:22:15,097 | 48730 | ERROR | Traceback (most recent call last):
2026-03-05 18:22:15,097 | 48730 | ERROR | File "/Users/maxwellfung/UCB-USACE-RR-PROJECT/run_hyperparam_search.py", line 1195, in <module>
2026-03-05 18:22:15,097 | 48730 | ERROR | main()
2026-03-05 18:22:15,098 | 48730 | ERROR | File "/Users/maxwellfung/UCB-USACE-RR-PROJECT/run_hyperparam_search.py", line 861, in main
2026-03-05 18:22:15,098 | 48730 | ERROR | EXTERNAL_CV_FOLDS = generate_cv_folds_external(
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | File "/Users/maxwellfung/UCB-USACE-RR-PROJECT/run_hyperparam_search.py", line 636, in generate_cv_folds_external
2026-03-05 18:22:15,098 | 48730 | ERROR | lookback = int(seq_length)
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,098 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | ^
2026-03-05 18:22:15,099 | 48730 | ERROR | TypeError
2026-03-05 18:22:15,099 | 48730 | ERROR | :
2026-03-05 18:22:15,099 | 48730 | ERROR | int() argument must be a string, a bytes-like object or a real number, not 'dict'
