_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,NSE_1D,NSE_1H,_rank_score,model_type
0,64,0.587721620496671,90,168,2,300,64,0.9141429178416728,0.8647348475033068,0.8795572686048165,physics
1,64,0.4273189705822843,60,240,2,300,64,0.8707467466592789,0.8647688568874732,0.8665622238190148,physics
8,64,0.4016214978329602,120,336,1,300,64,0.8907479429617524,0.8657585667057579,0.8732553795825562,physics
4,128,0.1358960722099603,90,240,1,300,128,0.8699021004140377,0.8669611576323075,0.8678434404668265,physics
12,64,0.3898233159884161,60,240,2,300,64,0.8910093028098345,0.8449912485098112,0.8587966647998182,physics
14,64,0.1233873747679361,60,240,1,300,128,0.8348814938217402,0.823385043979769,0.8268339789323602,physics
6,128,0.2624364316981751,120,336,2,300,128,0.8415664825588465,0.8744224352099428,0.8645656494146139,physics
18,64,0.1535338563557618,90,240,1,300,64,0.8682689648121595,0.8857482690340903,0.8805044777675111,physics
5,256,0.2995699066103029,60,168,1,300,64,0.8746482245624065,0.8641158545737281,0.8672755655703316,physics
21,128,0.0543073625317821,60,168,1,300,128,0.8338447008281946,0.8278521731316508,0.8296499314406139,physics
9,256,0.2652106564650811,90,240,1,300,128,0.8599862093105912,0.8861970046700871,0.8783337660622383,physics
15,128,0.5421007845768784,120,336,1,300,64,0.8864970942959189,0.8772615231741933,0.8800321945107108,physics
22,64,0.4702557805007333,120,240,1,300,128,0.8703524190932512,0.8693157905260234,0.8696267790961916,physics
23,128,0.2374752774408572,60,168,2,300,128,0.8628182858228683,0.8378075660350894,0.8453107819714231,physics
19,128,0.2128888643925148,60,336,2,300,64,0.90912870131433,0.8489565279181384,0.8670081799369959,physics
7,256,0.2841633912019627,90,240,2,300,64,0.9135922370478512,0.8397115483832218,0.8618757549826106,physics
28,64,0.1408771208681922,90,240,1,300,64,0.9094389714300632,0.8664233769161427,0.8793280552703188,physics
16,256,0.1627764533634655,60,240,1,300,64,0.8618460521101952,0.8578309844575647,0.8590355047533538,physics
2,256,0.0804009410864044,120,336,1,300,128,0.8680075323209167,0.9066120237842048,0.8950306763452183,physics
29,64,0.144912656256489,60,240,2,300,128,0.8495420422405005,0.8506446447941081,0.8503138640280257,physics
10,384,0.2400881598492503,60,168,2,300,128,0.8550305590033531,0.8512900157713705,0.8524121787409653,physics
31,64,0.2514491315427672,120,168,2,300,64,0.8807834563776851,0.8682130772790444,0.8719841910086366,physics
32,64,0.5940399015195504,90,240,2,300,64,0.8840519450604916,0.8703544887939239,0.8744637256738941,physics
13,384,0.0863833317676485,90,168,2,300,128,0.843180981464684,0.8132737568170089,0.8222459242113114,physics
25,256,0.1384994625496644,60,240,2,300,64,0.8863644283264875,0.8313323911096485,0.8478420022747002,physics
34,128,0.1100596631339218,90,336,2,300,128,0.8758266419172287,0.8660573750670439,0.8689881551220993,physics
36,128,0.0946692818995776,60,336,1,300,128,0.841300692409277,0.8074694865347316,0.8176188482970952,physics
35,128,0.1247214470486854,90,336,2,300,64,0.8870044834911823,0.8077863328520339,0.8315517780437784,physics
17,384,0.3334753616447078,60,168,2,300,64,0.8731225170195103,0.8452981796119474,0.8536454808342162,physics
37,128,0.3469399913586554,90,240,1,300,128,0.8864892963320017,0.8593016010468337,0.867457909632384,physics
11,384,0.2182432322886899,90,336,1,300,128,0.8889265079051256,0.837181846438553,0.8527052448785247,physics
30,256,0.252052810758769,120,168,1,300,64,0.8863322110846639,0.9105489181612556,0.903283906038278,physics
20,384,0.0981699287109879,90,240,2,300,64,0.9028596999123693,0.8360086113975469,0.8560639379519936,physics
26,256,0.2587618195089294,90,336,1,300,128,0.8990759141743183,0.8393389832836345,0.8572600625508395,physics
24,384,0.376645312815262,90,168,1,300,128,0.876934620551765,0.830726838172959,0.8445891728866008,physics
3,384,0.5186947051128545,60,336,1,300,64,0.9035955853760242,0.8569630806169471,0.8709528320446702,physics
44,128,0.5755449341999908,120,336,1,300,64,0.8974274154752493,0.8746772773193949,0.8815023187661511,physics
33,256,0.2292503075489078,90,336,2,300,128,0.8752239597961307,0.865798326457799,0.8686260164592985,physics
27,384,0.2068264611451618,120,240,2,300,64,0.881198656745255,0.9201300752967592,0.908450649731308,physics
38,256,0.319894131602441,90,336,1,300,64,0.9030788606032728,0.8514322988321374,0.866926267363478,physics
41,384,0.2091535846568341,90,240,1,300,64,0.8885370269417763,0.8266257246670183,0.8451991153494457,physics
39,384,0.2065736622654007,90,240,1,300,64,0.8694474771618843,0.8363044036114976,0.8462473256766135,physics
40,384,0.1723256769061931,90,240,1,300,64,0.891973165795207,0.8142280335078418,0.8375515731940513,physics
42,384,0.5893712324572427,120,336,1,300,64,0.8905196264386177,0.9084475772895826,0.903069192034293,physics
43,384,0.5748429836402714,90,336,1,300,64,0.922607191838324,0.8425384433337213,0.8665590678851021,physics
45,384,0.5506318050700195,120,336,1,300,64,0.8904290851205587,0.908170913272304,0.9028483648267804,physics
46,384,0.5694446563049432,120,336,1,300,64,0.8881878238171339,0.9168250567394344,0.9082338868627442,physics
47,384,0.5892492315466714,120,336,1,300,64,0.8875658977776766,0.892932613616839,0.8913225988650901,physics
