_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,custom_peak_penalty,custom_peak_smooth_window,custom_peak_prominence,custom_peak_distance,custom_peak_rel_height,custom_peak_padding,NSE_1D,NSE_1H,_rank_score,model_type
7,64,0.3571258903884861,90,168,1,300,64,17.572785372817552,15,0.6584813162229178,7,0.7450921448184843,20,0.8825968438759446,0.7933054547985762,0.8200928715217867,no_physics
15,64,0.20039688617228063,90,336,1,300,64,5.809733373118629,30,0.22724826182733215,7,0.7133495187694535,10,0.8207568395882845,0.8512452149134514,0.8420987023159012,no_physics
