ordinate,date,time,capella gage flow,ef russian 20 et-potential,ef russian 20 flow,ef russian 20 flow-base,ef russian 20 infiltration,ef russian 20 perc-soil,ef russian 20 saturation fraction
2,1994-10-01 01:00:00,01:00:00,586.723761,0,489.723761,489.723761,0,0,0.7
3,1994-10-01 02:00:00,02:00:00,572.217931,0,475.217931,475.217931,0,0,0.7
4,1994-10-01 03:00:00,03:00:00,558.904771,0,461.904771,461.904771,0,0,0.7
5,1994-10-01 04:00:00,04:00:00,546.701684,0,449.701684,449.701684,0,0,0.7
6,1994-10-01 05:00:00,05:00:00,535.521337,0,438.521337,438.521337,0,0,0.7
7,1994-10-01 06:00:00,06:00:00,525.282679,0,428.282679,428.282679,0,0,0.7
8,1994-10-01 07:00:00,07:00:00,515.910504,0,418.910504,418.910504,0,0,0.7
9,1994-10-01 08:00:00,08:00:00,507.335048,0.001547,410.335048,410.335048,0,0,0.699845
10,1994-10-01 09:00:00,09:00:00,499.491614,0.004158,402.491614,402.491614,0,0,0.699429
11,1994-10-01 10:00:00,10:00:00,492.32022,0.00657,395.32022,395.32022,0,0,0.698772
12,1994-10-01 11:00:00,11:00:00,485.765274,0.008188,388.765274,388.765274,0,0,0.697954
13,1994-10-01 12:00:00,12:00:00,479.775267,0.008948,382.775267,382.775267,0,0,0.697059
14,1994-10-01 13:00:00,13:00:00,474.302495,0.009832,377.302495,377.302495,0,0,0.696076
15,1994-10-01 14:00:00,14:00:00,469.302789,0.008964,372.302789,372.302789,0,0,0.695179
16,1994-10-01 15:00:00,15:00:00,464.735271,0.005276,367.735271,367.735271,0,0,0.694652
17,1994-10-01 16:00:00,16:00:00,460.562127,0.00614,363.562127,363.562127,0,0,0.694038
18,1994-10-01 17:00:00,17:00:00,456.74839,0.00364,359.74839,359.74839,0,0,0.693674
19,1994-10-01 18:00:00,18:00:00,453.261743,0.000766,356.261743,356.261743,0,0,0.693597
20,1994-10-01 19:00:00,19:00:00,450.072332,0.000389,353.072332,353.072332,0,0,0.693558
21,1994-10-01 20:00:00,20:00:00,447.152592,0.001223,350.152592,350.152592,0,0,0.693436
22,1994-10-01 21:00:00,21:00:00,444.477089,0.00051,347.477089,347.477089,0,0,0.693385
23,1994-10-01 22:00:00,22:00:00,442.022366,0,345.022366,345.022366,0,0,0.693385
24,1994-10-01 23:00:00,23:00:00,439.766805,0,342.766805,342.766805,0,0,0.693385
25,1994-10-02 00:00:00,00:00:00,437.690496,0,340.690496,340.690496,0,0,0.693385
26,1994-10-02 01:00:00,01:00:00,435.775115,0,338.775115,338.775115,0,0,0.693385
27,1994-10-02 02:00:00,02:00:00,434.00381,0,337.00381,337.00381,0,0,0.693385
28,1994-10-02 03:00:00,03:00:00,432.361094,0,335.361094,335.361094,0,0,0.693385
29,1994-10-02 04:00:00,04:00:00,430.832752,0,333.832752,333.832752,0,0,0.693385
30,1994-10-02 05:00:00,05:00:00,429.405743,0,332.405743,332.405743,0,0,0.693385
31,1994-10-02 06:00:00,06:00:00,428.068116,0,331.068116,331.068116,0,0,0.693385
32,1994-10-02 07:00:00,07:00:00,426.808933,0.001134,329.808933,329.808933,0,0,0.693271
33,1994-10-02 08:00:00,08:00:00,425.618193,0.00433,328.618193,328.618193,0,0,0.692839
34,1994-10-02 09:00:00,09:00:00,424.486761,0.007676,327.486761,327.486761,0,0,0.692071
35,1994-10-02 10:00:00,10:00:00,423.406308,0.010997,326.406308,326.406308,0,0,0.690971
36,1994-10-02 11:00:00,11:00:00,422.369247,0.013497,325.369247,325.369247,0,0,0.689621
37,1994-10-02 12:00:00,12:00:00,421.368679,0.014781,324.368679,324.368679,0,0,0.688143
38,1994-10-02 13:00:00,13:00:00,420.398341,0.014699,323.398341,323.398341,0,0,0.686673
39,1994-10-02 14:00:00,14:00:00,419.452559,0.015787,322.452559,322.452559,0,0,0.685095
40,1994-10-02 15:00:00,15:00:00,418.526201,0.015927,321.526201,321.526201,0,0,0.683502
41,1994-10-02 16:00:00,16:00:00,417.614636,0.005537,320.614636,320.614636,0,0,0.682948
42,1994-10-02 17:00:00,17:00:00,416.713694,0.002573,319.713694,319.713694,0,0,0.682691
43,1994-10-02 18:00:00,18:00:00,415.819634,0.00208,318.819634,318.819634,0,0,0.682483
44,1994-10-02 19:00:00,19:00:00,414.929105,0.001733,317.929105,317.929105,0,0,0.68231
45,1994-10-02 20:00:00,20:00:00,414.039119,0,317.039119,317.039119,0,0,0.68231
46,1994-10-02 21:00:00,21:00:00,413.147019,0,316.147019,316.147019,0,0,0.68231
47,1994-10-02 22:00:00,22:00:00,412.250455,0,315.250455,315.250455,0,0,0.68231
48,1994-10-02 23:00:00,23:00:00,411.347356,0,314.347356,314.347356,0,0,0.68231
49,1994-10-03 00:00:00,00:00:00,410.43591,0,313.43591,313.43591,0,0,0.68231
50,1994-10-03 01:00:00,01:00:00,412.514541,0,312.514541,312.514541,0,0,0.68231
51,1994-10-03 02:00:00,02:00:00,411.581886,0,311.581886,311.581886,0,0,0.68231
52,1994-10-03 03:00:00,03:00:00,410.636785,0,310.636785,310.636785,0,0,0.68231
53,1994-10-03 04:00:00,04:00:00,409.678252,0,309.678252,309.678252,0,0,0.68231
54,1994-10-03 05:00:00,05:00:00,408.705471,0,308.705471,308.705471,0,0,0.68231
55,1994-10-03 06:00:00,06:00:00,407.717773,0,307.717773,307.717773,0,0,0.68231
56,1994-10-03 07:00:00,07:00:00,406.714626,0,306.714626,306.714626,0,0,0.68231
57,1994-10-03 08:00:00,08:00:00,405.695622,0.00031,305.695622,305.695622,0,0,0.682279
58,1994-10-03 09:00:00,09:00:00,404.660464,0.005405,304.660464,304.660464,0,0,0.681738
59,1994-10-03 10:00:00,10:00:00,403.608957,0.008355,303.608957,303.608957,0,0,0.680903
60,1994-10-03 11:00:00,11:00:00,402.540999,0.01177,302.540999,302.540999,0,0,0.679726
61,1994-10-03 12:00:00,12:00:00,401.456568,0.0136,301.456568,301.456568,0,0,0.678366
62,1994-10-03 13:00:00,13:00:00,400.355718,0.014481,300.355718,300.355718,0,0,0.676918
63,1994-10-03 14:00:00,14:00:00,399.238567,0.014182,299.238567,299.238567,0,0,0.675499
64,1994-10-03 15:00:00,15:00:00,398.105293,0.012175,298.105293,298.105293,0,0,0.674282
65,1994-10-03 16:00:00,16:00:00,396.956127,0.008442,296.956127,296.956127,0,0,0.673438
66,1994-10-03 17:00:00,17:00:00,395.791346,0.003341,295.791346,295.791346,0,0,0.673104
67,1994-10-03 18:00:00,18:00:00,394.611267,0.000835,294.611267,294.611267,0,0,0.67302
68,1994-10-03 19:00:00,19:00:00,393.416244,0,293.416244,293.416244,0,0,0.67302
69,1994-10-03 20:00:00,20:00:00,392.206659,0.000283,292.206659,292.206659,0,0,0.672992
70,1994-10-03 21:00:00,21:00:00,390.982926,0.000877,290.982926,290.982926,0,0,0.672904
71,1994-10-03 22:00:00,22:00:00,389.745476,0.001212,289.745476,289.745476,0,0,0.672783
72,1994-10-03 23:00:00,23:00:00,388.494763,0.001116,288.494763,288.494763,0,0,0.672671
73,1994-10-04 00:00:00,00:00:00,387.231256,0.001034,287.231256,287.231256,0,0,0.672568
74,1994-10-04 01:00:00,01:00:00,364.955435,0.001111,285.955435,285.955435,0,0,0.672457
75,1994-10-04 02:00:00,02:00:00,363.667794,0.00098,284.667794,284.667794,0,0,0.672359
76,1994-10-04 03:00:00,03:00:00,362.36883,0.000337,283.36883,283.36883,0,0,0.672325
77,1994-10-04 04:00:00,04:00:00,361.059051,0,282.059051,282.059051,0,0,0.672325
78,1994-10-04 05:00:00,05:00:00,359.738963,0,280.738963,280.738963,0,0,0.672325
79,1994-10-04 06:00:00,06:00:00,358.409077,0,279.409077,279.409077,0,0,0.672325
80,1994-10-04 07:00:00,07:00:00,357.069903,0,278.069903,278.069903,0,0,0.672325
81,1994-10-04 08:00:00,08:00:00,355.721949,0.001135,276.721949,276.721949,0,0,0.672211
82,1994-10-04 09:00:00,09:00:00,354.365722,0.004017,275.365722,275.365722,0,0,0.67181
83,1994-10-04 10:00:00,10:00:00,353.001724,0.00378,274.001724,274.001724,0,0,0.671432
84,1994-10-04 11:00:00,11:00:00,351.63045,0.003583,272.63045,272.63045,0,0,0.671073
85,1994-10-04 12:00:00,12:00:00,350.252392,0.003415,271.252392,271.252392,0,0,0.670732
86,1994-10-04 13:00:00,13:00:00,348.868034,0.002139,269.868034,269.868034,0,0,0.670518
87,1994-10-04 14:00:00,14:00:00,347.477852,0.001818,268.477852,268.477852,0,0,0.670336
88,1994-10-04 15:00:00,15:00:00,346.082314,0.001326,267.082314,267.082314,0,0,0.670204
89,1994-10-04 16:00:00,16:00:00,344.681879,0.000712,265.681879,265.681879,0,0,0.670204
90,1994-10-04 17:00:00,17:00:00,343.276999,0.001394,264.276999,264.276999,0,0,0.670204
91,1994-10-04 18:00:00,18:00:00,341.868114,0.000112,262.868114,262.868114,0,0,0.670204
92,1994-10-04 19:00:00,19:00:00,340.455655,0,261.455655,261.455655,0,0,0.670204
93,1994-10-04 20:00:00,20:00:00,339.040042,0.000093,260.040042,260.040042,0,0,0.670204
94,1994-10-04 21:00:00,21:00:00,337.621687,0.000076,258.621687,258.621687,0,0,0.670204
95,1994-10-04 22:00:00,22:00:00,336.200987,0,257.200987,257.200987,0,0,0.670204
96,1994-10-04 23:00:00,23:00:00,334.778334,0,255.778334,255.778334,0,0,0.670204
97,1994-10-05 00:00:00,00:00:00,333.354105,0.000054,254.354105,254.354105,0,0,0.670204
98,1994-10-05 01:00:00,01:00:00,340.928667,0.000049,252.928667,252.928667,0,0,0.670204
99,1994-10-05 02:00:00,02:00:00,339.502379,0,251.502379,251.502379,0,0,0.670204
100,1994-10-05 03:00:00,03:00:00,338.075584,0,250.075584,250.075584,0,0,0.670204
101,1994-10-05 04:00:00,04:00:00,336.64862,0,248.64862,248.64862,0,0,0.670204
102,1994-10-05 05:00:00,05:00:00,335.22181,0,247.22181,247.22181,0,0,0.670204
103,1994-10-05 06:00:00,06:00:00,333.795469,0,245.795469,245.795469,0,0,0.670204
104,1994-10-05 07:00:00,07:00:00,332.3699,0.00044,244.3699,244.3699,0,0,0.670204
105,1994-10-05 08:00:00,08:00:00,330.945396,0.001165,242.945396,242.945396,0,0,0.670204
106,1994-10-05 09:00:00,09:00:00,329.52224,0.002066,241.52224,241.52224,0,0,0.670204
107,1994-10-05 10:00:00,10:00:00,328.100706,0.003125,240.100706,240.100706,0,0,0.670204
108,1994-10-05 11:00:00,11:00:00,326.681056,0.00941,238.681056,238.681056,0,0,0.670204
109,1994-10-05 12:00:00,12:00:00,325.263545,0.006882,237.263545,237.263545,0,0,0.670204
110,1994-10-05 13:00:00,13:00:00,323.848415,0.007545,235.848415,235.848415,0,0,0.670204
111,1994-10-05 14:00:00,14:00:00,322.435902,0.007074,234.435902,234.435902,0,0,0.670204
112,1994-10-05 15:00:00,15:00:00,321.02623,0.005829,233.02623,233.02623,0,0,0.670204
113,1994-10-05 16:00:00,16:00:00,319.619617,0.004785,231.619617,231.619617,0,0,0.670204
114,1994-10-05 17:00:00,17:00:00,318.21627,0.002893,230.21627,230.21627,0,0,0.670204
115,1994-10-05 18:00:00,18:00:00,316.816389,0.001766,228.816389,228.816389,0,0,0.670204
116,1994-10-05 19:00:00,19:00:00,315.420164,0.000348,227.420164,227.420164,0,0,0.670204
117,1994-10-05 20:00:00,20:00:00,314.027778,0.000041,226.027778,226.027778,0,0,0.670204
118,1994-10-05 21:00:00,21:00:00,312.639407,0,224.639407,224.639407,0,0,0.670204
119,1994-10-05 22:00:00,22:00:00,311.255217,0,223.255217,223.255217,0,0,0.670204
120,1994-10-05 23:00:00,23:00:00,309.875368,0,221.875368,221.875368,0,0,0.670204
121,1994-10-06 00:00:00,00:00:00,308.500014,0,220.500014,220.500014,0,0,0.670204
122,1994-10-06 01:00:00,01:00:00,307.129299,0,219.129299,219.129299,0,0,0.670204
123,1994-10-06 02:00:00,02:00:00,305.763361,0,217.763361,217.763361,0,0,0.670204
124,1994-10-06 03:00:00,03:00:00,304.402334,0,216.402334,216.402334,0,0,0.670204
125,1994-10-06 04:00:00,04:00:00,303.046343,0,215.046343,215.046343,0,0,0.670204
126,1994-10-06 05:00:00,05:00:00,301.695506,0,213.695506,213.695506,0,0,0.670204
127,1994-10-06 06:00:00,06:00:00,300.349938,0,212.349938,212.349938,0,0,0.670204
128,1994-10-06 07:00:00,07:00:00,299.009746,0.000857,211.009746,211.009746,0,0,0.670204
129,1994-10-06 08:00:00,08:00:00,297.67503,0.003692,209.67503,209.67503,0,0,0.670204
130,1994-10-06 09:00:00,09:00:00,296.345888,0.006108,208.345888,208.345888,0,0,0.670204
131,1994-10-06 10:00:00,10:00:00,295.022411,0.008855,207.022411,207.022411,0,0,0.670204
132,1994-10-06 11:00:00,11:00:00,293.704663,0.01123,205.704663,205.704663,0,0,0.669469
133,1994-10-06 12:00:00,12:00:00,292.392804,0.012489,204.392804,204.392804,0,0,0.66822
134,1994-10-06 13:00:00,13:00:00,291.086815,0.012692,203.086815,203.086815,0,0,0.666951
135,1994-10-06 14:00:00,14:00:00,289.786804,0.012038,201.786804,201.786804,0,0,0.665747
136,1994-10-06 15:00:00,15:00:00,288.492839,0.009959,200.492839,200.492839,0,0,0.664751
137,1994-10-06 16:00:00,16:00:00,287.204982,0.007041,199.204982,199.204982,0,0,0.664047
138,1994-10-06 17:00:00,17:00:00,285.923291,0.001286,197.923291,197.923291,0,0,0.663919
139,1994-10-06 18:00:00,18:00:00,284.647822,0,196.647822,196.647822,0,0,0.663919
140,1994-10-06 19:00:00,19:00:00,283.378624,0,195.378624,195.378624,0,0,0.663919
141,1994-10-06 20:00:00,20:00:00,282.115745,0,194.115745,194.115745,0,0,0.663919
142,1994-10-06 21:00:00,21:00:00,280.859228,0,192.859228,192.859228,0,0,0.663919
143,1994-10-06 22:00:00,22:00:00,279.609113,0,191.609113,191.609113,0,0,0.663919
144,1994-10-06 23:00:00,23:00:00,278.365436,0,190.365436,190.365436,0,0,0.663919
145,1994-10-07 00:00:00,00:00:00,277.128231,0,189.128231,189.128231,0,0,0.663919
146,1994-10-07 01:00:00,01:00:00,275.897528,0,187.897528,187.897528,0,0,0.663919
147,1994-10-07 02:00:00,02:00:00,274.673354,0,186.673354,186.673354,0,0,0.663919
148,1994-10-07 03:00:00,03:00:00,273.455734,0,185.455734,185.455734,0,0,0.663919
149,1994-10-07 04:00:00,04:00:00,272.24469,0,184.24469,184.24469,0,0,0.663919
150,1994-10-07 05:00:00,05:00:00,271.04024,0,183.04024,183.04024,0,0,0.663919
151,1994-10-07 06:00:00,06:00:00,269.842403,0,181.842403,181.842403,0,0,0.663919
152,1994-10-07 07:00:00,07:00:00,268.65119,0.000064,180.65119,180.65119,0,0,0.663912
153,1994-10-07 08:00:00,08:00:00,267.466616,0.002961,179.466616,179.466616,0,0,0.663616
154,1994-10-07 09:00:00,09:00:00,266.288689,0.006292,178.288689,178.288689,0,0,0.662987
155,1994-10-07 10:00:00,10:00:00,265.117416,0.009454,177.117416,177.117416,0,0,0.662042
156,1994-10-07 11:00:00,11:00:00,263.952805,0.011922,175.952805,175.952805,0,0,0.660849
157,1994-10-07 12:00:00,12:00:00,262.794857,0.013251,174.794857,174.794857,0,0,0.659524
158,1994-10-07 13:00:00,13:00:00,261.643575,0.013927,173.643575,173.643575,0,0,0.658132
159,1994-10-07 14:00:00,14:00:00,260.498959,0.012662,172.498959,172.498959,0,0,0.656866
160,1994-10-07 15:00:00,15:00:00,259.361007,0.009122,171.361007,171.361007,0,0,0.655953
161,1994-10-07 16:00:00,16:00:00,258.229715,0.008423,170.229715,170.229715,0,0,0.655111
162,1994-10-07 17:00:00,17:00:00,257.105078,0.003712,169.105078,169.105078,0,0,0.65474
163,1994-10-07 18:00:00,18:00:00,255.987091,0,167.987091,167.987091,0,0,0.65474
164,1994-10-07 19:00:00,19:00:00,254.875744,0,166.875744,166.875744,0,0,0.65474
165,1994-10-07 20:00:00,20:00:00,253.771029,0,165.771029,165.771029,0,0,0.65474
166,1994-10-07 21:00:00,21:00:00,252.672935,0,164.672935,164.672935,0,0,0.65474
167,1994-10-07 22:00:00,22:00:00,251.581451,0,163.581451,163.581451,0,0,0.65474
168,1994-10-07 23:00:00,23:00:00,250.496562,0,162.496562,162.496562,0,0,0.65474
169,1994-10-08 00:00:00,00:00:00,249.418256,0,161.418256,161.418256,0,0,0.65474
170,1994-10-08 01:00:00,01:00:00,248.346516,0,160.346516,160.346516,0,0,0.65474
171,1994-10-08 02:00:00,02:00:00,247.281326,0,159.281326,159.281326,0,0,0.65474
172,1994-10-08 03:00:00,03:00:00,246.22267,0,158.22267,158.22267,0,0,0.65474
173,1994-10-08 04:00:00,04:00:00,245.170528,0,157.170528,157.170528,0,0,0.65474
174,1994-10-08 05:00:00,05:00:00,244.124882,0,156.124882,156.124882,0,0,0.65474
175,1994-10-08 06:00:00,06:00:00,243.085712,0,155.085712,155.085712,0,0,0.65474
176,1994-10-08 07:00:00,07:00:00,242.052997,0.000014,154.052997,154.052997,0,0,0.654738
177,1994-10-08 08:00:00,08:00:00,241.026716,0.002918,153.026716,153.026716,0,0,0.654447
178,1994-10-08 09:00:00,09:00:00,240.006846,0.006259,152.006846,152.006846,0,0,0.653821
179,1994-10-08 10:00:00,10:00:00,238.993364,0.009492,150.993364,150.993364,0,0,0.652871
180,1994-10-08 11:00:00,11:00:00,237.986248,0.011702,149.986248,149.986248,0,0,0.651701
181,1994-10-08 12:00:00,12:00:00,236.985472,0.012892,148.985472,148.985472,0,0,0.650412
182,1994-10-08 13:00:00,13:00:00,235.991012,0.013808,147.991012,147.991012,0,0,0.649031
183,1994-10-08 14:00:00,14:00:00,235.002843,0.010291,147.002843,147.002843,0,0,0.648002
184,1994-10-08 15:00:00,15:00:00,234.020939,0.008723,146.020939,146.020939,0,0,0.64713
185,1994-10-08 16:00:00,16:00:00,233.045273,0.006674,145.045273,145.045273,0,0,0.646462
186,1994-10-08 17:00:00,17:00:00,232.07582,0.001907,144.07582,144.07582,0,0,0.646272
187,1994-10-08 18:00:00,18:00:00,231.112551,0,143.112551,143.112551,0,0,0.646272
188,1994-10-08 19:00:00,19:00:00,230.155439,0,142.155439,142.155439,0,0,0.646272
189,1994-10-08 20:00:00,20:00:00,229.204457,0.00024,141.204457,141.204457,0,0,0.646248
190,1994-10-08 21:00:00,21:00:00,228.259576,0.000177,140.259576,140.259576,0,0,0.64623
191,1994-10-08 22:00:00,22:00:00,227.320767,0,139.320767,139.320767,0,0,0.64623
192,1994-10-08 23:00:00,23:00:00,226.388002,0,138.388002,138.388002,0,0,0.64623
193,1994-10-09 00:00:00,00:00:00,225.461251,0,137.461251,137.461251,0,0,0.64623
194,1994-10-09 01:00:00,01:00:00,222.540485,0,136.540485,136.540485,0,0,0.64623
195,1994-10-09 02:00:00,02:00:00,221.625675,0,135.625675,135.625675,0,0,0.64623
196,1994-10-09 03:00:00,03:00:00,220.716789,0,134.716789,134.716789,0,0,0.64623
197,1994-10-09 04:00:00,04:00:00,219.813799,0,133.813799,133.813799,0,0,0.64623
198,1994-10-09 05:00:00,05:00:00,218.916673,0,132.916673,132.916673,0,0,0.64623
199,1994-10-09 06:00:00,06:00:00,218.025382,0,132.025382,132.025382,0,0,0.64623
200,1994-10-09 07:00:00,07:00:00,217.139894,0.000032,131.139894,131.139894,0,0,0.646227
201,1994-10-09 08:00:00,08:00:00,216.260179,0.001533,130.260179,130.260179,0,0,0.646074
202,1994-10-09 09:00:00,09:00:00,215.386206,0.003098,129.386206,129.386206,0,0,0.645764
203,1994-10-09 10:00:00,10:00:00,214.517944,0.005221,128.517944,128.517944,0,0,0.645242
204,1994-10-09 11:00:00,11:00:00,213.655362,0.011535,127.655362,127.655362,0,0,0.644088
205,1994-10-09 12:00:00,12:00:00,212.798429,0.013821,126.798429,126.798429,0,0,0.642706
206,1994-10-09 13:00:00,13:00:00,211.947112,0.012105,125.947112,125.947112,0,0,0.641495
207,1994-10-09 14:00:00,14:00:00,211.101382,0.0114,125.101382,125.101382,0,0,0.640355
208,1994-10-09 15:00:00,15:00:00,210.261206,0.010002,124.261206,124.261206,0,0,0.639355
209,1994-10-09 16:00:00,16:00:00,209.426554,0.006026,123.426554,123.426554,0,0,0.638753
210,1994-10-09 17:00:00,17:00:00,208.597393,0.003675,122.597393,122.597393,0,0,0.638385
211,1994-10-09 18:00:00,18:00:00,207.773692,0.002441,121.773692,121.773692,0,0,0.638141
212,1994-10-09 19:00:00,19:00:00,206.95542,0.000367,120.95542,120.95542,0,0,0.638104
213,1994-10-09 20:00:00,20:00:00,206.142545,0,120.142545,120.142545,0,0,0.638104
214,1994-10-09 21:00:00,21:00:00,205.335036,0,119.335036,119.335036,0,0,0.638104
215,1994-10-09 22:00:00,22:00:00,204.532861,0,118.532861,118.532861,0,0,0.638104
216,1994-10-09 23:00:00,23:00:00,203.735989,0,117.735989,117.735989,0,0,0.638104
217,1994-10-10 00:00:00,00:00:00,202.944388,0,116.944388,116.944388,0,0,0.638104
218,1994-10-10 01:00:00,01:00:00,202.158027,0,116.158027,116.158027,0,0,0.638104
219,1994-10-10 02:00:00,02:00:00,201.376874,0,115.376874,115.376874,0,0,0.638104
220,1994-10-10 03:00:00,03:00:00,200.600899,0,114.600899,114.600899,0,0,0.638104
221,1994-10-10 04:00:00,04:00:00,199.83007,0,113.83007,113.83007,0,0,0.638104
222,1994-10-10 05:00:00,05:00:00,199.064356,0,113.064356,113.064356,0,0,0.638104
223,1994-10-10 06:00:00,06:00:00,198.303726,0,112.303726,112.303726,0,0,0.638104
224,1994-10-10 07:00:00,07:00:00,197.548148,0.000367,111.548148,111.548148,0,0,0.638068
225,1994-10-10 08:00:00,08:00:00,196.797592,0.003215,110.797592,110.797592,0,0,0.637746
226,1994-10-10 09:00:00,09:00:00,196.052028,0.006409,110.052028,110.052028,0,0,0.637105
227,1994-10-10 10:00:00,10:00:00,195.311423,0.009067,109.311423,109.311423,0,0,0.636199
228,1994-10-10 11:00:00,11:00:00,194.575748,0.011587,108.575748,108.575748,0,0,0.63504
229,1994-10-10 12:00:00,12:00:00,193.844972,0.01266,107.844972,107.844972,0,0,0.633774
230,1994-10-10 13:00:00,13:00:00,193.119064,0.013479,107.119064,107.119064,0,0,0.632426
231,1994-10-10 14:00:00,14:00:00,192.397994,0.013194,106.397994,106.397994,0,0,0.631107
232,1994-10-10 15:00:00,15:00:00,191.681731,0.010746,105.681731,105.681731,0,0,0.630032
233,1994-10-10 16:00:00,16:00:00,190.970247,0.002165,104.970247,104.970247,0,0,0.629816
234,1994-10-10 17:00:00,17:00:00,190.263509,0,104.263509,104.263509,0,0,0.629816
235,1994-10-10 18:00:00,18:00:00,189.56149,0,103.56149,103.56149,0,0,0.629816
236,1994-10-10 19:00:00,19:00:00,188.864157,0,102.864157,102.864157,0,0,0.629816
237,1994-10-10 20:00:00,20:00:00,188.171483,0,102.171483,102.171483,0,0,0.629816
238,1994-10-10 21:00:00,21:00:00,187.483437,0,101.483437,101.483437,0,0,0.629816
239,1994-10-10 22:00:00,22:00:00,186.79999,0,100.79999,100.79999,0,0,0.629816
240,1994-10-10 23:00:00,23:00:00,186.121113,0,100.121113,100.121113,0,0,0.629816
241,1994-10-11 00:00:00,00:00:00,185.446776,0,99.446776,99.446776,0,0,0.629816
242,1994-10-11 01:00:00,01:00:00,186.77695,0,98.77695,98.77695,0,0,0.629816
243,1994-10-11 02:00:00,02:00:00,186.111607,0,98.111607,98.111607,0,0,0.629816
244,1994-10-11 03:00:00,03:00:00,185.450717,0,97.450717,97.450717,0,0,0.629816
245,1994-10-11 04:00:00,04:00:00,184.794252,0,96.794252,96.794252,0,0,0.629816
246,1994-10-11 05:00:00,05:00:00,184.142184,0,96.142184,96.142184,0,0,0.629816
247,1994-10-11 06:00:00,06:00:00,183.494483,0,95.494483,95.494483,0,0,0.629816
248,1994-10-11 07:00:00,07:00:00,182.851122,0,94.851122,94.851122,0,0,0.629816
249,1994-10-11 08:00:00,08:00:00,182.212073,0.002625,94.212073,94.212073,0,0,0.629553
250,1994-10-11 09:00:00,09:00:00,181.577307,0.00525,93.577307,93.577307,0,0,0.629028
251,1994-10-11 10:00:00,10:00:00,180.946797,0.008002,92.946797,92.946797,0,0,0.628228
252,1994-10-11 11:00:00,11:00:00,180.320515,0.010779,92.320515,92.320515,0,0,0.62715
253,1994-10-11 12:00:00,12:00:00,179.698434,0.007603,91.698434,91.698434,0,0,0.62639
254,1994-10-11 13:00:00,13:00:00,179.080526,0.011024,91.080526,91.080526,0,0,0.625287
255,1994-10-11 14:00:00,14:00:00,178.466764,0.009922,90.466764,90.466764,0,0,0.624295
256,1994-10-11 15:00:00,15:00:00,177.857121,0.008507,89.857121,89.857121,0,0,0.623444
257,1994-10-11 16:00:00,16:00:00,177.25157,0.004853,89.25157,89.25157,0,0,0.622959
258,1994-10-11 17:00:00,17:00:00,176.650084,0.002339,88.650084,88.650084,0,0,0.622725
259,1994-10-11 18:00:00,18:00:00,176.052636,0.001607,88.052636,88.052636,0,0,0.622564
260,1994-10-11 19:00:00,19:00:00,175.459201,0.000194,87.459201,87.459201,0,0,0.622545
261,1994-10-11 20:00:00,20:00:00,174.869751,0.000112,86.869751,86.869751,0,0,0.622534
262,1994-10-11 21:00:00,21:00:00,174.28426,0.000452,86.28426,86.28426,0,0,0.622489
263,1994-10-11 22:00:00,22:00:00,173.702703,0,85.702703,85.702703,0,0,0.622489
264,1994-10-11 23:00:00,23:00:00,173.125054,0,85.125054,85.125054,0,0,0.622489
265,1994-10-12 00:00:00,00:00:00,172.551286,0,84.551286,84.551286,0,0,0.622489
266,1994-10-12 01:00:00,01:00:00,169.981374,0,83.981374,83.981374,0,0,0.622489
267,1994-10-12 02:00:00,02:00:00,169.415292,0.000637,83.415292,83.415292,0,0,0.622425
268,1994-10-12 03:00:00,03:00:00,168.853016,0.00061,82.853016,82.853016,0,0,0.622364
269,1994-10-12 04:00:00,04:00:00,168.294521,0,82.294521,82.294521,0,0,0.622364
270,1994-10-12 05:00:00,05:00:00,167.73978,0.000562,81.73978,81.73978,0,0,0.622308
271,1994-10-12 06:00:00,06:00:00,167.18877,0.001132,81.18877,81.18877,0,0,0.622194
272,1994-10-12 07:00:00,07:00:00,166.641465,0.000495,80.641465,80.641465,0,0,0.622145
273,1994-10-12 08:00:00,08:00:00,166.097842,0.002308,80.097842,80.097842,0,0,0.621914
274,1994-10-12 09:00:00,09:00:00,165.557875,0.004909,79.557875,79.557875,0,0,0.621423
275,1994-10-12 10:00:00,10:00:00,165.02154,0.008544,79.02154,79.02154,0,0,0.620569
276,1994-10-12 11:00:00,11:00:00,164.488814,0.010855,78.488814,78.488814,0,0,0.619483
277,1994-10-12 12:00:00,12:00:00,163.959671,0.012013,77.959671,77.959671,0,0,0.618282
278,1994-10-12 13:00:00,13:00:00,163.43409,0.011745,77.43409,77.43409,0,0,0.617108
279,1994-10-12 14:00:00,14:00:00,162.912045,0.011856,76.912045,76.912045,0,0,0.615922
280,1994-10-12 15:00:00,15:00:00,162.393513,0.009311,76.393513,76.393513,0,0,0.614991
281,1994-10-12 16:00:00,16:00:00,161.878471,0.004978,75.878471,75.878471,0,0,0.614493
282,1994-10-12 17:00:00,17:00:00,161.366896,0.002778,75.366896,75.366896,0,0,0.614215
283,1994-10-12 18:00:00,18:00:00,160.858764,0.002835,74.858764,74.858764,0,0,0.613932
284,1994-10-12 19:00:00,19:00:00,160.354053,0.001746,74.354053,74.354053,0,0,0.613757
285,1994-10-12 20:00:00,20:00:00,159.852739,0.000079,73.852739,73.852739,0,0,0.613749
286,1994-10-12 21:00:00,21:00:00,159.354801,0.000107,73.354801,73.354801,0,0,0.613739
