Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
   Ordinate,Date,Time,Guerneville Gage FLOW,Big Sulphur Cr ET-POTENTIAL,Big Sulphur Cr FLOW,Big Sulphur Cr FLOW-BASE,Big Sulphur Cr INFILTRATION,Big Sulphur Cr PERC-SOIL,Big Sulphur Cr SATURATION FRACTION,Dry Creek 10 ET-POTENTIAL,Dry Creek 10 FLOW,Dry Creek 10 FLOW-BASE,Dry Creek 10 INFILTRATION,Dry Creek 10 PERC-SOIL,Dry Creek 10 SATURATION FRACTION,Green Valley ET-POTENTIAL,Green Valley FLOW,Green Valley FLOW-BASE,Green Valley INFILTRATION,Green Valley PERC-SOIL,Green Valley SATURATION FRACTION,Laguna ET-POTENTIAL,Laguna FLOW,Laguna FLOW-BASE,Laguna INFILTRATION,Laguna PERC-SOIL,Laguna SATURATION FRACTION,Russian 20 ET-POTENTIAL,Russian 20 FLOW,Russian 20 FLOW-BASE,Russian 20 INFILTRATION,Russian 20 PERC-SOIL,Russian 20 SATURATION FRACTION,Russian 30 ET-POTENTIAL,Russian 30 FLOW,Russian 30 FLOW-BASE,Russian 30 INFILTRATION,Russian 30 PERC-SOIL,Russian 30 SATURATION FRACTION,Russian 40 ET-POTENTIAL,Russian 40 FLOW,Russian 40 FLOW-BASE,Russian 40 INFILTRATION,Russian 40 PERC-SOIL,Russian 40 SATURATION FRACTION,Russian 50 ET-POTENTIAL,Russian 50 FLOW,Russian 50 FLOW-BASE,Russian 50 INFILTRATION,Russian 50 PERC-SOIL,Russian 50 SATURATION FRACTION,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,Santa Rosa Cr 10 ET-POTENTIAL,Santa Rosa Cr 10 FLOW,Santa Rosa Cr 10 FLOW-BASE,Santa Rosa Cr 10 INFILTRATION,Santa Rosa Cr 10 PERC-SOIL,Santa Rosa Cr 10 SATURATION FRACTION,Santa Rosa Cr 20 ET-POTENTIAL,Santa Rosa Cr 20 FLOW,Santa Rosa Cr 20 FLOW-BASE,Santa Rosa Cr 20 INFILTRATION,Santa Rosa Cr 20 PERC-SOIL,Santa Rosa Cr 20 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION
Units, ,,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type, ,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1,1-Oct-94,24:00:00,227.219915,0.033206,0,0,0,0,0,0.038812,0,0,0,0,0,0.038825,0,0,0,0,0,0.038842,0,0,0,0,0,0.038806,0,0,0,0,0,0.038839,0,0,0,0,0,0.033098,0,0,0,0,0,0.033126,0,0,0,0,0,0.042553,0,0,0,0,0,0.04253,0,0,0,0,0,0.03884,0,0,0,0,0,0.03886,0,0,0,0,0,0.04249,0,0,0,0,0
2,2-Oct-94,24:00:00,236.94987,0.055489,0,0,0,0,0,0.054847,0,0,0,0,0,0.054862,0,0,0,0,0,0.054881,0,0,0,0,0,0.054848,0,0,0,0,0,0.054877,0,0,0,0,0,0.055411,0,0,0,0,0,0.05541,0,0,0,0,0,0.07121,0,0,0,0,0,0.071192,0,0,0,0,0,0.054879,0,0,0,0,0,0.054909,0,0,0,0,0,0.071186,0,0,0,0,0
3,3-Oct-94,24:00:00,241.598901,0.048841,0,0,0,0,0,0.046906,0,0,0,0,0,0.046923,0,0,0,0,0,0.046944,0,0,0,0,0,0.046906,0,0,0,0,0,0.046939,0,0,0,0,0,0.048742,0,0,0,0,0,0.048753,0,0,0,0,0,0.062642,0,0,0,0,0,0.062619,0,0,0,0,0,0.046941,0,0,0,0,0,0.046963,0,0,0,0,0,0.062601,0,0,0,0,0
4,4-Oct-94,24:00:00,292.687745,0.013093,1.425108,0,0.312911,0,0.018471,0.013062,1.422699,0,0.441197,0,0.028702,0.013073,6.451425,0,0.960193,0,0.048476,0.013088,41.85731,0,0.797184,0,0.040181,0.013062,9.142441,0,0.624025,0,0.036055,0.013084,6.73958,0,0.550484,0,0.029032,0.013049,4.670691,0,0.156302,0,0.012404,0.013063,0.520889,0,0.193312,0,0.012221,0.016779,0.271435,0,0.108304,0,0.005993,0.01677,0.583148,0,0.014952,0,0.000756,0.013085,19.799401,0,0.696714,0,0.039485,0.013095,104.775186,0,0.76989,0,0.042283,0.016759,0,0,0,0,0
5,5-Oct-94,24:00:00,880.089134,0.026788,1.302547,0,0,0,0.044702,0.038742,3.412917,0,0,0,0.073533,0.038759,30.876623,0,0,0,0.160032,0.038776,163.025352,0,0,0,0.132864,0.038738,19.389735,0,0,0,0.104004,0.038771,5.082608,0,0,0,0.078641,0.026729,1.569229,0,0,0,0.022329,0.026737,0.747794,0,0,0,0.027616,0.034353,0.337323,0,0,0,0.015472,0.03434,0.674703,0,0,0,0.002136,0.038773,58.745383,0,0,0,0.116119,0.038807,280.441685,0,0,0,0.128315,0.034317,0,0,0,0,0
6,6-Oct-94,24:00:00,415.577293,0.04321,0.128683,0,0,0,0.044702,0.04253,0.879628,0,0,0,0.073533,0.042542,9.123613,0,0,0,0.160032,0.042559,40.467604,0,0,0,0.132864,0.042528,3.496599,0,0,0,0.104004,0.042553,0.2091,0,0,0,0.078641,0.043148,0.05864,0,0,0,0.022329,0.043151,0.150887,0,0,0,0.027616,0.055455,0.021995,0,0,0,0.015472,0.055441,0.029484,0,0,0,0.002136,0.042555,14.202601,0,0,0,0.116119,0.042573,58.321354,0,0,0,0.128315,0.055418,0,0,0,0,0
7,7-Oct-94,24:00:00,271.15325,0.046005,0.000927,0,0,0,0.043758,0.04986,0.224864,0,0,0,0.071302,0.049881,2.61322,0,0,0,0.157811,0.049906,9.858458,0,0,0,0.130638,0.049863,0.605588,0,0,0,0.101774,0.049898,0,0,0,0,0.076722,0.045928,0,0,0,0,0.021398,0.045932,0.030296,0,0,0,0.026684,0.059022,0,0,0,0,0.01213,0.059002,0,0,0,0,0.000943,0.049901,3.402232,0,0,0,0.11388,0.04993,12.018547,0,0,0,0.126083,0.05897,0,0,0,0,0
8,8-Oct-94,24:00:00,232.247803,0.042663,0,0,0,0,0.039235,0.043203,0.047541,0,0,0,0.064648,0.043224,0.74795,0,0,0,0.151163,0.043247,1.925918,0,0,0,0.123983,0.043206,0.000613,0,0,0,0.095119,0.043239,0,0,0,0,0.07101,0.042583,0,0,0,0,0.016896,0.042588,0.000882,0,0,0,0.022181,0.054722,0,0,0,0,0.004416,0.054702,0,0,0,0,0,0.043243,0.605,0,0,0,0.107214,0.04327,0.910973,0,0,0,0.119421,0.054669,0,0,0,0,0
9,9-Oct-94,24:00:00,221.050442,0.040753,0,0,0,0,0.033426,0.03091,0,0,0,0,0.05857,0.030931,0.054903,0,0,0,0.145081,0.030951,0,0,0,0,0.117898,0.030906,0,0,0,0,0.089041,0.030941,0,0,0,0,0.065795,0.040666,0,0,0,0,0.011098,0.040674,0,0,0,0,0.016382,0.052259,0,0,0,0,0.000182,0.052237,0,0,0,0,0,0.030945,0,0,0,0,0.10113,0.030976,0,0,0,0,0.113331,0.0522,0,0,0,0,0
10,10-Oct-94,24:00:00,219.062266,0.041511,0,0,0,0,0.027337,0.031866,0,0,0,0,0.05348,0.031877,0,0,0,0,0.139989,0.031892,0,0,0,0,0.112803,0.031864,0,0,0,0,0.083952,0.031885,0,0,0,0,0.061429,0.041462,0,0,0,0,0.005021,0.041463,0,0,0,0,0.010304,0.05329,0,0,0,0,0,0.053278,0,0,0,0,0,0.031888,0,0,0,0,0.096035,0.031905,0,0,0,0,0.108233,0.053259,0,0,0,0,0
11,11-Oct-94,24:00:00,222.008699,0.036802,0,0,0,0,0.02186,0.035557,0,0,0,0,0.047847,0.035569,0,0,0,0,0.134355,0.035587,0,0,0,0,0.107165,0.035552,0,0,0,0,0.07832,0.035578,0,0,0,0,0.056598,0.036687,0,0,0,0,0.000863,0.036697,0,0,0,0,0.004835,0.047133,0,0,0,0,0,0.047104,0,0,0,0,0,0.035582,0,0,0,0,0.090399,0.0356,0,0,0,0,0.102594,0.047055,0,0,0,0,0
12,12-Oct-94,24:00:00,235.360347,0.043944,0,0,0,0,0.016073,0.056142,0,0,0,0,0.040216,0.056176,0,0,0,0,0.126719,0.056206,0,0,0,0,0.099526,0.056155,0,0,0,0,0.070688,0.056192,0,0,0,0,0.050052,0.043841,0,0,0,0,0,0.043843,0,0,0,0,0.000811,0.056322,0,0,0,0,0,0.056295,0,0,0,0,0,0.056198,0,0,0,0,0.082761,0.056238,0,0,0,0,0.09495,0.056249,0,0,0,0,0
13,13-Oct-94,24:00:00,247.375691,0.044935,0,0,0,0,0.009859,0.05096,0,0,0,0,0.031411,0.050979,0,0,0,0,0.117911,0.051,0,0,0,0,0.090713,0.050964,0,0,0,0,0.061882,0.05099,0,0,0,0,0.0425,0.044843,0,0,0,0,0,0.044844,0,0,0,0,0,0.057615,0,0,0,0,0,0.05759,0,0,0,0,0,0.050995,0,0,0,0,0.073949,0.051018,0,0,0,0,0.086134,0.05755,0,0,0,0,0
14,14-Oct-94,24:00:00,236.621129,0.040884,0,0,0,0,0.003973,0.053048,0,0,0,0,0.023009,0.053079,0,0,0,0,0.109504,0.053109,0,0,0,0,0.082303,0.053049,0,0,0,0,0.05348,0.053091,0,0,0,0,0.035293,0.040768,0,0,0,0,0,0.040778,0,0,0,0,0,0.052379,0,0,0,0,0,0.052349,0,0,0,0,0,0.0531,0,0,0,0,0.06554,0.053141,0,0,0,0,0.077719,0.052298,0,0,0,0,0
15,15-Oct-94,24:00:00,219.055267,0.04522,0,0,0,0,0.000078,0.057579,0,0,0,0,0.013195,0.057611,0,0,0,0,0.099685,0.057646,0,0,0,0,0.072477,0.057586,0,0,0,0,0.043665,0.057628,0,0,0,0,0.026874,0.04511,0,0,0,0,0,0.045107,0,0,0,0,0,0.057942,0,0,0,0,0,0.057911,0,0,0,0,0,0.057636,0,0,0,0,0.055716,0.057676,0,0,0,0,0.067888,0.057861,0,0,0,0,0
16,16-Oct-94,24:00:00,211.948535,0.039243,0,0,0,0,0,0.050698,0,0,0,0,0.004303,0.050729,0,0,0,0,0.090785,0.050762,0,0,0,0,0.063573,0.050705,0,0,0,0,0.03477,0.050744,0,0,0,0,0.019243,0.03918,0,0,0,0,0,0.039178,0,0,0,0,0,0.050179,0,0,0,0,0,0.050173,0,0,0,0,0,0.050753,0,0,0,0,0.046813,0.050789,0,0,0,0,0.058979,0.050162,0,0,0,0,0
17,17-Oct-94,24:00:00,211.241194,0.026922,0,0,0,0,0,0.033117,0,0,0,0,0,0.0319,0,0,0,0,0.083891,0.031928,0,0,0,0,0.056673,0.033115,0,0,0,0,0.027815,0.03191,0,0,0,0,0.013332,0.026818,0,0,0,0,0,0.026839,0,0,0,0,0,0.034394,0,0,0,0,0,0.034386,0,0,0,0,0,0.031918,0,0,0,0,0.039915,0.031951,0,0,0,0,0.052076,0.034371,0,0,0,0,0
18,18-Oct-94,24:00:00,213.558148,0.039874,0,0,0,0,0,0.04143,0,0,0,0,0,0.040947,0,0,0,0,0.07778,0.040954,0,0,0,0,0.050558,0.04143,0,0,0,0,0.021508,0.040953,0,0,0,0,0.008093,0.039857,0,0,0,0,0,0.039859,0,0,0,0,0,0.051241,0,0,0,0,0,0.051241,0,0,0,0,0,0.040952,0,0,0,0,0.033801,0.040964,0,0,0,0,0.045957,0.051241,0,0,0,0,0
19,19-Oct-94,24:00:00,221.12854,0.038206,0,0,0,0,0,0.030568,0,0,0,0,0,0.030569,0,0,0,0,0.071912,0.030568,0,0,0,0,0.04469,0.030566,0,0,0,0,0.015615,0.03056,0,0,0,0,0.003063,0.038206,0,0,0,0,0,0.038206,0,0,0,0,0,0.049121,0,0,0,0,0,0.049121,0,0,0,0,0,0.030567,0,0,0,0,0.027933,0.030561,0,0,0,0,0.040089,0.049121,0,0,0,0,0
20,20-Oct-94,24:00:00,218.797594,0.033989,0,0,0,0,0,0.033075,0,0,0,0,0,0.033076,0,0,0,0,0.066602,0.033075,0,0,0,0,0.039381,0.033073,0,0,0,0,0.010307,0.033068,0,0,0,0,0.000309,0.033987,0,0,0,0,0,0.033988,0,0,0,0,0,0.043699,0,0,0,0,0,0.043698,0,0,0,0,0,0.033074,0,0,0,0,0.022624,0.03307,0,0,0,0,0.034781,0.043697,0,0,0,0,0
21,21-Oct-94,24:00:00,211.863413,0.035313,0,0,0,0,0,0.041506,0,0,0,0,0,0.041506,0,0,0,0,0.060348,0.041506,0,0,0,0,0.033127,0.041506,0,0,0,0,0.004053,0.041506,0,0,0,0,0,0.035312,0,0,0,0,0,0.035312,0,0,0,0,0,0.045401,0,0,0,0,0,0.045401,0,0,0,0,0,0.041506,0,0,0,0,0.01637,0.041506,0,0,0,0,0.028527,0.045401,0,0,0,0,0
22,22-Oct-94,24:00:00,220.037194,0.033109,0,0,0,0,0,0.040137,0,0,0,0,0,0.040137,0,0,0,0,0.053541,0.040137,0,0,0,0,0.026319,0.040137,0,0,0,0,0.000173,0.040137,0,0,0,0,0,0.033102,0,0,0,0,0,0.033103,0,0,0,0,0,0.04256,0,0,0,0,0,0.042559,0,0,0,0,0,0.040137,0,0,0,0,0.009563,0.040137,0,0,0,0,0.02172,0.042559,0,0,0,0,0
23,23-Oct-94,24:00:00,231.149962,0.039396,0,0,0,0,0,0.041641,0,0,0,0,0,0.04166,0,0,0,0,0.046692,0.041677,0,0,0,0,0.01947,0.041642,0,0,0,0,0,0.041664,0,0,0,0,0,0.039338,0,0,0,0,0,0.039342,0,0,0,0,0,0.050557,0,0,0,0,0,0.050541,0,0,0,0,0,0.04167,0,0,0,0,0.002983,0.041691,0,0,0,0,0.014869,0.050514,0,0,0,0,0
24,24-Oct-94,24:00:00,236.862012,0.032025,0,0,0,0,0,0.035636,0,0,0,0,0,0.035657,0,0,0,0,0.040219,0.035673,0,0,0,0,0.012994,0.035637,0,0,0,0,0,0.035658,0,0,0,0,0,0.031933,0,0,0,0,0,0.031944,0,0,0,0,0,0.04103,0,0,0,0,0,0.041003,0,0,0,0,0,0.035665,0,0,0,0,0,0.035687,0,0,0,0,0.00839,0.040958,0,0,0,0,0
25,25-Oct-94,24:00:00,240.54012,0.020589,0,0,0,0,0,0.019777,0,0,0,0,0,0.019795,0,0,0,0,0.03569,0.019795,0,0,0,0,0.008464,0.019775,0,0,0,0,0,0.019782,0,0,0,0,0,0.020508,0,0,0,0,0,0.020517,0,0,0,0,0,0.026342,0,0,0,0,0,0.026318,0,0,0,0,0,0.019788,0,0,0,0,0,0.019808,0,0,0,0,0.003858,0.026279,0,0,0,0,0
26,26-Oct-94,24:00:00,247.759001,0.021418,0,0,0,0,0,0.020863,0,0,0,0,0,0.020881,0,0,0,0,0.03222,0.02089,0,0,0,0,0.004992,0.020861,0,0,0,0,0,0.020876,0,0,0,0,0,0.021358,0,0,0,0,0,0.021366,0,0,0,0,0,0.027441,0,0,0,0,0,0.027421,0,0,0,0,0,0.020883,0,0,0,0,0,0.020903,0,0,0,0,0.000936,0.027389,0,0,0,0,0
27,27-Oct-94,24:00:00,250.305294,0.022045,0,0,0,0,0,0.029076,0,0,0,0,0,0.029102,0,0,0,0,0.028099,0.029119,0,0,0,0,0.001489,0.029074,0,0,0,0,0,0.029098,0,0,0,0,0,0.021969,0,0,0,0,0,0.021976,0,0,0,0,0,0.028218,0,0,0,0,0,0.028194,0,0,0,0,0,0.029108,0,0,0,0,0,0.029135,0,0,0,0,0,0.028155,0,0,0,0,0
28,28-Oct-94,24:00:00,250.758148,0.029286,0,0,0,0,0,0.032264,0,0,0,0,0,0.032297,0,0,0,0,0.022985,0.032322,0,0,0,0,0,0.032266,0,0,0,0,0,0.032297,0,0,0,0,0,0.029213,0,0,0,0,0,0.02922,0,0,0,0,0,0.037537,0,0,0,0,0,0.037516,0,0,0,0,0,0.032309,0,0,0,0,0,0.032344,0,0,0,0,0,0.037482,0,0,0,0,0
29,29-Oct-94,24:00:00,254.986041,0.030651,0,0,0,0,0,0.030106,0,0,0,0,0,0.030113,0,0,0,0,0.017608,0.030132,0,0,0,0,0,0.030107,0,0,0,0,0,0.030114,0,0,0,0,0,0.030585,0,0,0,0,0,0.030587,0,0,0,0,0,0.039295,0,0,0,0,0,0.039276,0,0,0,0,0,0.030123,0,0,0,0,0,0.030147,0,0,0,0,0,0.039246,0,0,0,0,0
30,30-Oct-94,24:00:00,256.635103,0.030023,0,0,0,0,0,0.030417,0,0,0,0,0,0.030437,0,0,0,0,0.012636,0.030456,0,0,0,0,0,0.030419,0,0,0,0,0,0.030436,0,0,0,0,0,0.029935,0,0,0,0,0,0.029939,0,0,0,0,0,0.038449,0,0,0,0,0,0.038423,0,0,0,0,0,0.030445,0,0,0,0,0,0.030471,0,0,0,0,0,0.03838,0,0,0,0,0
31,31-Oct-94,24:00:00,251.997477,0.023505,0,0,0,0,0,0.027259,0,0,0,0,0,0.027296,0,0,0,0,0.007786,0.027322,0,0,0,0,0,0.027261,0,0,0,0,0,0.027292,0,0,0,0,0,0.023411,0,0,0,0,0,0.023419,0,0,0,0,0,0.030066,0,0,0,0,0,0.030037,0,0,0,0,0,0.027306,0,0,0,0,0,0.027342,0,0,0,0,0,0.029991,0,0,0,0,0
32,1-Nov-94,24:00:00,237.038928,0.016916,0,0,0,0,0,0.018763,0,0,0,0,0,0.018784,0,0,0,0,0.004422,0.018799,0,0,0,0,0,0.018765,0,0,0,0,0,0.018772,0,0,0,0,0,0.016879,0,0,0,0,0,0.016881,0,0,0,0,0,0.021686,0,0,0,0,0,0.021675,0,0,0,0,0,0.018791,0,0,0,0,0,0.018801,0,0,0,0,0,0.021656,0,0,0,0,0
33,2-Nov-94,24:00:00,220.83895,0.030239,0,0,0,0,0,0.039005,0,0,0,0,0,0.039034,0,0,0,0,0.000974,0.039057,0,0,0,0,0,0.039009,0,0,0,0,0,0.039038,0,0,0,0,0,0.030149,0,0,0,0,0,0.03015,0,0,0,0,0,0.038723,0,0,0,0,0,0.038697,0,0,0,0,0,0.039045,0,0,0,0,0,0.039077,0,0,0,0,0,0.038656,0,0,0,0,0
34,3-Nov-94,24:00:00,211.150566,0.025464,0,0,0,0,0,0.029914,0,0,0,0,0,0.029947,0,0,0,0,0,0.029972,0,0,0,0,0,0.029919,0,0,0,0,0,0.029946,0,0,0,0,0,0.025396,0,0,0,0,0,0.025397,0,0,0,0,0,0.032618,0,0,0,0,0,0.032596,0,0,0,0,0,0.029959,0,0,0,0,0,0.02999,0,0,0,0,0,0.032561,0,0,0,0,0
35,4-Nov-94,24:00:00,206.092725,0.012398,0.029221,0,0.193916,0,0.001469,0.015099,0.02279,0,0.371904,0,0.003192,0.015118,0.037703,0,0.415504,0,0.002579,0.015127,0.228325,0,0.320809,0,0.001905,0.015099,0.096481,0,0.312449,0,0.002337,0.015104,0.145584,0,0.249315,0,0.001735,0.012378,0.423134,0,0.307419,0,0.002551,0.01238,0.045084,0,0.394702,0,0.004406,0.015906,0.181363,0,0.597829,0,0.009689,0.015898,7.528745,0,0.858499,0,0.017021,0.015112,0.083747,0,0.250441,0,0.001546,0.015129,0.347058,0,0.219995,0,0.001233,0.015888,14.703797,0,1.162646,0,0.024676
36,5-Nov-94,24:00:00,1207.74,0.008197,10.905133,0,1.646318,0,0.173405,0.00583,15.905602,0,2.062525,0,0.286579,0.005836,70.177193,0,2.789802,0,0.358605,0.005841,399.11536,0,2.347364,0,0.295026,0.005831,68.0902,0,2.050347,0,0.266958,0.005835,34.343203,0,1.904602,0,0.202315,0.008173,57.774015,0,1.578956,0,0.193041,0.008174,6.738069,0,1.198638,0,0.167086,0.010498,6.515524,0,0.904324,0,0.172511,0.010491,102.614207,0,0.608856,0,0.187352,0.005838,149.768077,0,2.11317,0,0.254734,0.005843,691.630989,0,2.182923,0,0.253721,0.010479,56.274038,0,0.426563,0,0.213142
37,6-Nov-94,24:00:00,1921.67,0.00868,6.66493,0,0.170475,0,0.285346,0.007863,13.621426,0,0.101499,0,0.421715,0.00787,75.04149,0,0.217493,0,0.568308,0.007876,388.361077,0,0.190737,0,0.474551,0.007864,51.998854,0,0.165628,0,0.419483,0.007869,15.893098,0,0.186517,0,0.332307,0.008648,20.728414,0,0.096322,0,0.282412,0.00865,4.996351,0,0.161649,0,0.248939,0.011107,2.622044,0,0.136745,0,0.232608,0.011096,23.842332,0,0.105017,0,0.223441,0.007872,154.010577,0,0.204913,0,0.425633,0.00788,687.413802,0,0.265224,0,0.439332,0.01108,3.615271,0,0.021847,0,0.229956
38,7-Nov-94,24:00:00,780.178581,0.0215,0.731475,0,0,0,0.287244,0.023333,3.749202,0,0,0,0.422655,0.023363,23.822262,0,0,0,0.570467,0.023388,105.08285,0,0,0,0.476485,0.023335,10.412655,0,0,0,0.421404,0.023362,0.769985,0,0,0,0.334348,0.021424,0.971556,0,0,0,0.283243,0.021421,1.160906,0,0,0,0.250713,0.027503,0.221157,0,0,0,0.234128,0.027477,1.390283,0,0,0,0.224625,0.023375,41.487411,0,0,0,0.428087,0.023401,166.886134,0,0,0,0.44469,0.027436,0,0,0,0,0.230151
39,8-Nov-94,24:00:00,332.550998,0.021582,0.029531,0,0,0,0.287244,0.019027,0.958276,0,0,0,0.422655,0.019059,6.823263,0,0,0,0.570467,0.019076,25.538683,0,0,0,0.476485,0.019027,1.578895,0,0,0,0.421404,0.019048,0.000244,0,0,0,0.334348,0.021489,0.000353,0,0,0,0.283243,0.021492,0.213908,0,0,0,0.250713,0.027591,0.004679,0,0,0,0.234128,0.027555,0.005804,0,0,0,0.224625,0.019061,9.899465,0,0,0,0.428087,0.01909,32.828136,0,0,0,0.44469,0.027505,0,0,0,0,0.230151
40,9-Nov-94,24:00:00,535.257177,0.007195,11.287601,0,1.729431,0,0.450918,0.006742,13.169662,0,2.038802,0,0.64806,0.006761,17.645699,0,0.769207,0,0.649269,0.006766,82.387174,0,0.554637,0,0.531352,0.006745,43.673955,0,1.464353,0,0.580361,0.006755,27.857753,0,1.584822,0,0.480484,0.007154,60.97593,0,1.86695,0,0.463566,0.007153,7.558394,0,1.760745,0,0.425588,0.009175,7.32004,0,1.686204,0,0.402707,0.009161,114.6635,0,1.665045,0,0.391934,0.00676,69.552453,0,1.034531,0,0.537441,0.006773,282.647864,0,0.925685,0,0.540122,0.009139,78.413123,0,1.719183,0,0.40309
41,10-Nov-94,24:00:00,856.524405,0.016952,4.126692,0,0,0,0.534306,0.016884,11.013109,0,0,0,0.762455,0.016906,17.42023,0,0,0,0.698668,0.016921,76.555431,0,0,0,0.568925,0.016885,27.339703,0,0,0,0.665463,0.0169,6.597146,0,0,0,0.560751,0.016884,13.833629,0,0,0,0.54995,0.016887,4.577974,0,0,0,0.502248,0.021677,2.372174,0,0,0,0.475015,0.021653,27.879574,0,0,0,0.462488,0.01691,57.990897,0,0,0,0.600509,0.016931,215.694819,0,0,0,0.598971,0.021615,1.186394,0,0,0,0.475748
42,11-Nov-94,24:00:00,437.563,0.010953,0.377574,0,0,0,0.534306,0.02217,2.815489,0,0,0,0.762455,0.022191,4.953438,0,0,0,0.698668,0.022204,18.646991,0,0,0,0.568925,0.022172,4.92008,0,0,0,0.665463,0.02219,0.182697,0,0,0,0.560751,0.010899,0.423593,0,0,0,0.54995,0.010901,0.923729,0,0,0,0.502248,0.013989,0.128055,0,0,0,0.475015,0.01397,0.817497,0,0,0,0.462488,0.022195,13.890988,0,0,0,0.600509,0.022218,44.449214,0,0,0,0.598971,0.013943,0,0,0,0,0.475748
43,12-Nov-94,24:00:00,248.373581,0.02431,0,0,0,0,0.534306,0.024247,0.719738,0,0,0,0.762455,0.024281,1.418783,0,0,0,0.698668,0.0243,4.54266,0,0,0,0.568925,0.02425,0.701592,0,0,0,0.665463,0.024265,0,0,0,0,0.560751,0.024236,0,0,0,0,0.54995,0.024237,0.169753,0,0,0,0.502248,0.031127,0,0,0,0,0.475015,0.031104,0,0,0,0,0.462488,0.024284,3.327585,0,0,0,0.600509,0.024309,8.830834,0,0,0,0.598971,0.031068,0,0,0,0,0.475748
44,13-Nov-94,24:00:00,188.82159,0.020647,0,0,0,0,0.534306,0.023947,0.110008,0,0,0,0.762455,0.023977,0.372359,0,0,0,0.698668,0.023997,0.593919,0,0,0,0.568925,0.023952,0,0,0,0,0.665463,0.023973,0,0,0,0,0.560751,0.02056,0,0,0,0,0.54995,0.020557,0.000324,0,0,0,0.502248,0.026389,0,0,0,0,0.475015,0.026361,0,0,0,0,0.462488,0.023983,0.355176,0,0,0,0.600509,0.024011,0.051042,0,0,0,0.598971,0.026319,0,0,0,0,0.475748
45,14-Nov-94,24:00:00,177.410399,0.02417,0,0,0,0,0.534306,0.025292,0,0,0,0,0.761716,0.025321,0,0,0,0,0.697746,0.02534,0,0,0,0,0.567995,0.025296,0,0,0,0,0.664723,0.025314,0,0,0,0,0.560111,0.024083,0,0,0,0,0.54995,0.024084,0,0,0,0,0.502248,0.030919,0,0,0,0,0.473633,0.030892,0,0,0,0,0.461116,0.025327,0,0,0,0,0.599674,0.025352,0,0,0,0,0.598125,0.030852,0,0,0,0,0.474425
