Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
2527,31-Aug-01,24:00:00,373.476837,0.073913,0,0,0,0,0,0.056313,0,0,0,0,0,0.056306,0,0,0,0,0,0.056318,0,0,0,0,0,0.056309,0,0,0,0,0,0.056329,0,0,0,0,0,0.073817,0,0,0,0,0,0.073835,0,0,0,0,0,0.094903,0.004991,0.004991,0,0,0,0.09489,0.005416,0.005416,0,0,0,0.056323,0,0,0,0,0,0.056339,0,0,0,0,0,0.094865,0.006051,0.006051,0,0,0
2528,1-Sep-01,24:00:00,375.8351,0.073632,0,0,0,0,0,0.062222,0,0,0,0,0,0.062224,0,0,0,0,0,0.062234,0,0,0,0,0,0.062218,0,0,0,0,0,0.062246,0,0,0,0,0,0.073551,0,0,0,0,0,0.073566,0,0,0,0,0,0.094562,0.0047,0.0047,0,0,0,0.094551,0.005101,0.005101,0,0,0,0.06224,0,0,0,0,0,0.062258,0,0,0,0,0,0.094529,0.005698,0.005698,0,0,0
2529,2-Sep-01,24:00:00,376.798573,0.076851,0,0,0,0,0,0.073496,0,0,0,0,0,0.0735,0,0,0,0,0,0.073523,0,0,0,0,0,0.073494,0,0,0,0,0,0.073535,0,0,0,0,0,0.076756,0,0,0,0,0,0.076773,0,0,0,0,0,0.098681,0.004426,0.004426,0,0,0,0.098667,0.004804,0.004804,0,0,0,0.073529,0,0,0,0,0,0.073552,0,0,0,0,0,0.098642,0.005366,0.005366,0,0,0
2530,3-Sep-01,24:00:00,376.982154,0.075498,0,0,0,0,0,0.075021,0,0,0,0,0,0.075026,0,0,0,0,0,0.075048,0,0,0,0,0,0.07502,0,0,0,0,0,0.075059,0,0,0,0,0,0.075391,0,0,0,0,0,0.075409,0,0,0,0,0,0.096923,0.004168,0.004168,0,0,0,0.096907,0.004524,0.004524,0,0,0,0.075053,0,0,0,0,0,0.075076,0,0,0,0,0,0.096878,0.005054,0.005054,0,0,0
2531,4-Sep-01,24:00:00,376.677089,0.074229,0,0,0,0,0,0.06916,0,0,0,0,0,0.069165,0,0,0,0,0,0.069184,0,0,0,0,0,0.069159,0,0,0,0,0,0.069194,0,0,0,0,0,0.07411,0,0,0,0,0,0.074128,0,0,0,0,0,0.095275,0.003926,0.003926,0,0,0,0.095259,0.00426,0.00426,0,0,0,0.069189,0,0,0,0,0,0.069209,0,0,0,0,0,0.095229,0.00476,0.00476,0,0,0
2532,5-Sep-01,24:00:00,375.435335,0.074536,0,0,0,0,0,0.069049,0,0,0,0,0,0.069054,0,0,0,0,0,0.069077,0,0,0,0,0,0.069047,0,0,0,0,0,0.06909,0,0,0,0,0,0.074433,0,0,0,0,0,0.074449,0,0,0,0,0,0.095688,0.003697,0.003697,0,0,0,0.095673,0.004012,0.004012,0,0,0,0.069083,0,0,0,0,0,0.069108,0,0,0,0,0,0.095644,0.004482,0.004482,0,0,0
2533,6-Sep-01,24:00:00,374.802104,0.064191,0,0,0,0,0,0.074086,0,0,0,0,0,0.074093,0,0,0,0,0,0.074122,0,0,0,0,0,0.074085,0,0,0,0,0,0.074132,0,0,0,0,0,0.064116,0,0,0,0,0,0.064128,0,0,0,0,0,0.082427,0.003482,0.003482,0,0,0,0.082415,0.003779,0.003779,0,0,0,0.074126,0,0,0,0,0,0.074155,0,0,0,0,0,0.082394,0.004221,0.004221,0,0,0
2534,7-Sep-01,24:00:00,396.92836,0.079373,0,0,0,0,0,0.067189,0,0,0,0,0,0.067194,0,0,0,0,0,0.067212,0,0,0,0,0,0.067189,0,0,0,0,0,0.067219,0,0,0,0,0,0.07925,0,0,0,0,0,0.079268,0,0,0,0,0,0.101876,0.003279,0.003279,0,0,0,0.101857,0.003559,0.003559,0,0,0,0.067215,0,0,0,0,0,0.067233,0,0,0,0,0,0.101821,0.003976,0.003976,0,0,0
2535,8-Sep-01,24:00:00,459.623519,0.071541,0,0,0,0,0,0.045289,0,0,0,0,0,0.045283,0,0,0,0,0,0.045296,0,0,0,0,0,0.045277,0,0,0,0,0,0.045302,0,0,0,0,0,0.071426,0,0,0,0,0,0.071442,0,0,0,0,0,0.091817,0.003088,0.003088,0,0,0,0.091798,0.003351,0.003351,0,0,0,0.045299,0,0,0,0,0,0.045305,0,0,0,0,0,0.091765,0.003744,0.003744,0,0,0
2536,9-Sep-01,24:00:00,478.513035,0.050265,0,0,0,0,0,0.036431,0,0,0,0,0,0.036421,0,0,0,0,0,0.03656,0,0,0,0,0,0.036415,0,0,0,0,0,0.036568,0,0,0,0,0,0.049986,0,0,0,0,0,0.049993,0,0,0,0,0,0.06428,0.002908,0.002908,0,0,0,0.064276,0.003156,0.003156,0,0,0,0.036563,0,0,0,0,0,0.036571,0,0,0,0,0,0.064269,0.003526,0.003526,0,0,0
2537,10-Sep-01,24:00:00,441.586119,0.059163,0,0,0,0,0,0.057973,0,0,0,0,0,0.057967,0,0,0,0,0,0.058068,0,0,0,0,0,0.057966,0,0,0,0,0,0.058072,0,0,0,0,0,0.059104,0,0,0,0,0,0.059112,0,0,0,0,0,0.076002,0.002739,0.002739,0,0,0,0.076002,0.002972,0.002972,0,0,0,0.05807,0,0,0,0,0,0.058077,0,0,0,0,0,0.076001,0.003321,0.003321,0,0,0
2538,11-Sep-01,24:00:00,375.841167,0.055958,0,0,0,0,0,0.061021,0,0,0,0,0,0.061021,0,0,0,0,0,0.061021,0,0,0,0,0,0.061021,0,0,0,0,0,0.061021,0,0,0,0,0,0.055957,0,0,0,0,0,0.055959,0,0,0,0,0,0.071947,0.002579,0.002579,0,0,0,0.071947,0.002799,0.002799,0,0,0,0.061021,0,0,0,0,0,0.061021,0,0,0,0,0,0.071947,0.003127,0.003127,0,0,0
2539,12-Sep-01,24:00:00,344.217523,0.067247,0,0,0,0,0,0.039549,0,0,0,0,0,0.039548,0,0,0,0,0,0.039537,0,0,0,0,0,0.039546,0,0,0,0,0,0.039539,0,0,0,0,0,0.067245,0,0,0,0,0,0.067247,0,0,0,0,0,0.086461,0.002429,0.002429,0,0,0,0.086461,0.002636,0.002636,0,0,0,0.039538,0,0,0,0,0,0.039539,0,0,0,0,0,0.086461,0.002945,0.002945,0,0,0
2540,13-Sep-01,24:00:00,340.277318,0.042961,0,0,0,0,0,0.043722,0,0,0,0,0,0.04372,0,0,0,0,0,0.043709,0,0,0,0,0,0.043718,0,0,0,0,0,0.043711,0,0,0,0,0,0.04296,0,0,0,0,0,0.042962,0,0,0,0,0,0.055237,0.002288,0.002288,0,0,0,0.055237,0.002483,0.002483,0,0,0,0.04371,0,0,0,0,0,0.043711,0,0,0,0,0,0.055237,0.002774,0.002774,0,0,0
2541,14-Sep-01,24:00:00,339.160507,0.068474,0,0,0,0,0,0.058681,0,0,0,0,0,0.05868,0,0,0,0,0,0.058672,0,0,0,0,0,0.058679,0,0,0,0,0,0.058673,0,0,0,0,0,0.068473,0,0,0,0,0,0.068475,0,0,0,0,0,0.088039,0.002154,0.002154,0,0,0,0.088039,0.002338,0.002338,0,0,0,0.058673,0,0,0,0,0,0.058673,0,0,0,0,0,0.088039,0.002612,0.002612,0,0,0
2542,15-Sep-01,24:00:00,329.418031,0.070006,0,0,0,0,0,0.048333,0,0,0,0,0,0.048337,0,0,0,0,0,0.048336,0,0,0,0,0,0.048328,0,0,0,0,0,0.048341,0,0,0,0,0,0.070005,0,0,0,0,0,0.070007,0,0,0,0,0,0.090009,0.002029,0.002029,0,0,0,0.090009,0.002202,0.002202,0,0,0,0.048338,0,0,0,0,0,0.048352,0,0,0,0,0,0.090009,0.00246,0.00246,0,0,0
2543,16-Sep-01,24:00:00,311.28453,0.064432,0,0,0,0,0,0.042591,0,0,0,0,0,0.042591,0,0,0,0,0,0.042583,0,0,0,0,0,0.042587,0,0,0,0,0,0.042594,0,0,0,0,0,0.064431,0,0,0,0,0,0.064432,0,0,0,0,0,0.082841,0.001911,0.001911,0,0,0,0.082842,0.002074,0.002074,0,0,0,0.042585,0,0,0,0,0,0.042589,0,0,0,0,0,0.082842,0.002317,0.002317,0,0,0
2544,17-Sep-01,24:00:00,300.950785,0.066742,0,0,0,0,0,0.04253,0,0,0,0,0,0.042529,0,0,0,0,0,0.042527,0,0,0,0,0,0.042526,0,0,0,0,0,0.042529,0,0,0,0,0,0.066741,0,0,0,0,0,0.066743,0,0,0,0,0,0.085812,0.0018,0.0018,0,0,0,0.085812,0.001953,0.001953,0,0,0,0.042528,0,0,0,0,0,0.04252,0,0,0,0,0,0.085812,0.002182,0.002182,0,0,0
2545,18-Sep-01,24:00:00,300.378957,0.061354,0,0,0,0,0,0.0406,0,0,0,0,0,0.04059,0,0,0,0,0,0.040588,0,0,0,0,0,0.040587,0,0,0,0,0,0.04059,0,0,0,0,0,0.061353,0,0,0,0,0,0.061355,0,0,0,0,0,0.078885,0.001695,0.001695,0,0,0,0.078885,0.001839,0.001839,0,0,0,0.040589,0,0,0,0,0,0.040581,0,0,0,0,0,0.078885,0.002055,0.002055,0,0,0
2546,19-Sep-01,24:00:00,322.518738,0.064499,0,0,0,0,0,0.04259,0,0,0,0,0,0.04258,0,0,0,0,0,0.042579,0,0,0,0,0,0.042578,0,0,0,0,0,0.04258,0,0,0,0,0,0.064498,0,0,0,0,0,0.064499,0,0,0,0,0,0.082928,0.001596,0.001596,0,0,0,0.082928,0.001732,0.001732,0,0,0,0.042579,0,0,0,0,0,0.042571,0,0,0,0,0,0.082928,0.001935,0.001935,0,0,0
2547,20-Sep-01,24:00:00,353.119177,0.062869,0,0,0,0,0,0.04012,0,0,0,0,0,0.04011,0,0,0,0,0,0.040108,0,0,0,0,0,0.040107,0,0,0,0,0,0.04011,0,0,0,0,0,0.062868,0,0,0,0,0,0.06287,0,0,0,0,0,0.080833,0.001503,0.001503,0,0,0,0.080833,0.001631,0.001631,0,0,0,0.040109,0,0,0,0,0,0.040101,0,0,0,0,0,0.080833,0.001822,0.001822,0,0,0
2548,21-Sep-01,24:00:00,352.91497,0.061311,0,0,0,0,0,0.044641,0,0,0,0,0,0.044631,0,0,0,0,0,0.044629,0,0,0,0,0,0.044629,0,0,0,0,0,0.04463,0,0,0,0,0,0.061309,0,0,0,0,0,0.06131,0,0,0,0,0,0.078828,0.001416,0.001416,0,0,0,0.078828,0.001536,0.001536,0,0,0,0.04463,0,0,0,0,0,0.044631,0,0,0,0,0,0.078828,0.001716,0.001716,0,0,0
2549,22-Sep-01,24:00:00,332.380976,0.065791,0,0,0,0,0,0.052567,0,0,0,0,0,0.052572,0,0,0,0,0,0.052581,0,0,0,0,0,0.052565,0,0,0,0,0,0.052582,0,0,0,0,0,0.065774,0,0,0,0,0,0.065776,0,0,0,0,0,0.084569,0.001333,0.001333,0,0,0,0.084569,0.001447,0.001447,0,0,0,0.052581,0,0,0,0,0,0.052593,0,0,0,0,0,0.084569,0.001616,0.001616,0,0,0
2550,23-Sep-01,24:00:00,317.560899,0.057201,0,0,0,0,0,0.032747,0,0,0,0,0,0.032755,0,0,0,0,0,0.032765,0,0,0,0,0,0.032741,0,0,0,0,0,0.032767,0,0,0,0,0,0.057173,0,0,0,0,0,0.057174,0,0,0,0,0,0.07351,0.001256,0.001256,0,0,0,0.07351,0.001363,0.001363,0,0,0,0.032766,0,0,0,0,0,0.032785,0,0,0,0,0,0.07351,0.001522,0.001522,0,0,0
2551,24-Sep-01,24:00:00,305.347939,0.038857,0,0,0,0,0,0.033894,0,0,0,0,0,0.033901,0,0,0,0,0,0.033907,0,0,0,0,0,0.033888,0,0,0,0,0,0.033909,0,0,0,0,0,0.038816,0,0,0,0,0,0.038822,0,0,0,0,0,0.049906,0.001182,0.001182,0,0,0,0.049898,0.001283,0.001283,0,0,0,0.033907,0,0,0,0,0,0.033924,0,0,0,0,0,0.049885,0.001434,0.001434,0,0,0
2552,25-Sep-01,24:00:00,284.701926,0.040447,0,0,0,0,0,0.036003,0,0,0,0,0,0.036007,0,0,0,0,0,0.036004,0,0,0,0,0,0.035996,0,0,0,0,0,0.036006,0,0,0,0,0,0.040377,0,0,0,0,0,0.040392,0,0,0,0,0,0.051921,0.001114,0.001114,0,0,0,0.051915,0.001209,0.001209,0,0,0,0.036004,0,0,0,0,0,0.036023,0,0,0,0,0,0.051902,0.00135,0.00135,0,0,0
2553,26-Sep-01,24:00:00,266.716112,0.050665,0,0,0,0,0,0.054792,0,0,0,0,0,0.054792,0,0,0,0,0,0.054791,0,0,0,0,0,0.054792,0,0,0,0,0,0.054792,0,0,0,0,0,0.050579,0,0,0,0,0,0.050589,0,0,0,0,0,0.065034,0.001049,0.001049,0,0,0,0.065028,0.001138,0.001138,0,0,0,0.054791,0,0,0,0,0,0.054809,0,0,0,0,0,0.065017,0.001271,0.001271,0,0,0
2554,27-Sep-01,24:00:00,246.142139,0.057725,0,0,0,0,0,0.057341,0,0,0,0,0,0.057359,0,0,0,0,0,0.057374,0,0,0,0,0,0.057339,0,0,0,0,0,0.057373,0,0,0,0,0,0.057643,0,0,0,0,0,0.057645,0,0,0,0,0,0.074115,0.000988,0.000988,0,0,0,0.074115,0.001072,0.001072,0,0,0,0.057373,0,0,0,0,0,0.057408,0,0,0,0,0,0.074114,0.001197,0.001197,0,0,0
2555,28-Sep-01,24:00:00,239.020823,0.056834,0,0,0,0,0,0.0552,0,0,0,0,0,0.055209,0,0,0,0,0,0.055242,0,0,0,0,0,0.0552,0,0,0,0,0,0.055239,0,0,0,0,0,0.056744,0,0,0,0,0,0.056753,0,0,0,0,0,0.072955,0.00093,0.00093,0,0,0,0.072955,0.001009,0.001009,0,0,0,0.05524,0,0,0,0,0,0.055279,0,0,0,0,0,0.072955,0.001128,0.001128,0,0,0
2556,29-Sep-01,24:00:00,243.406866,0.054681,0,0,0,0,0,0.061296,0,0,0,0,0,0.061312,0,0,0,0,0,0.06134,0,0,0,0,0,0.061297,0,0,0,0,0,0.061336,0,0,0,0,0,0.054593,0,0,0,0,0,0.054602,0,0,0,0,0,0.070175,0.000876,0.000876,0,0,0,0.070175,0.000951,0.000951,0,0,0,0.061337,0,0,0,0,0,0.06137,0,0,0,0,0,0.070175,0.001062,0.001062,0,0,0
2557,30-Sep-01,24:00:00,277.739808,0.059863,0,0,0,0,0,0.062029,0,0,0,0,0,0.062053,0,0,0,0,0,0.062087,0,0,0,0,0,0.06203,0,0,0,0,0,0.062082,0,0,0,0,0,0.059737,0,0,0,0,0,0.059749,0,0,0,0,0,0.076771,0.000825,0.000825,0,0,0,0.076751,0.000895,0.000895,0,0,0,0.062084,0,0,0,0,0,0.062124,0,0,0,0,0,0.076751,0.001,0.001,0,0,0
2558,1-Oct-01,24:00:00,310.592738,0.058175,0,0,0,0,0,0.06318,0,0,0,0,0,0.063199,0,0,0,0,0,0.063225,0,0,0,0,0,0.06318,0,0,0,0,0,0.06322,0,0,0,0,0,0.058059,0,0,0,0,0,0.05807,0,0,0,0,0,0.074615,0.000777,0.000777,0,0,0,0.074589,0.000843,0.000843,0,0,0,0.063222,0,0,0,0,0,0.063253,0,0,0,0,0,0.074573,0.000942,0.000942,0,0,0
2559,2-Oct-01,24:00:00,325.25515,0.064397,0,0,0,0,0,0.049484,0,0,0,0,0,0.0495,0,0,0,0,0,0.04952,0,0,0,0,0,0.049484,0,0,0,0,0,0.049516,0,0,0,0,0,0.064243,0,0,0,0,0,0.064258,0,0,0,0,0,0.082556,0.000732,0.000732,0,0,0,0.08252,0.000794,0.000794,0,0,0,0.049517,0,0,0,0,0,0.049536,0,0,0,0,0,0.082467,0.000887,0.000887,0,0,0
2560,3-Oct-01,24:00:00,345.751451,0.058339,0,0,0,0,0,0.048078,0,0,0,0,0,0.048088,0,0,0,0,0,0.048102,0,0,0,0,0,0.048077,0,0,0,0,0,0.048099,0,0,0,0,0,0.05818,0,0,0,0,0,0.058193,0,0,0,0,0,0.074754,0.000689,0.000689,0,0,0,0.074717,0.000748,0.000748,0,0,0,0.0481,0,0,0,0,0,0.048111,0,0,0,0,0,0.074655,0.000835,0.000835,0,0,0
2561,4-Oct-01,24:00:00,384.611013,0.042678,0,0,0,0,0,0.020757,0,0,0,0,0,0.02077,0,0,0,0,0,0.020785,0,0,0,0,0,0.020754,0,0,0,0,0,0.020781,0,0,0,0,0,0.042592,0,0,0,0,0,0.042607,0,0,0,0,0,0.054744,0.000649,0.000649,0,0,0,0.054724,0.000704,0.000704,0,0,0,0.020782,0,0,0,0,0,0.020794,0,0,0,0,0,0.054689,0.000787,0.000787,0,0,0
2562,5-Oct-01,24:00:00,409.425359,0.035661,0,0,0,0,0,0.041685,0,0,0,0,0,0.041699,0,0,0,0,0,0.041714,0,0,0,0,0,0.041683,0,0,0,0,0,0.041709,0,0,0,0,0,0.035566,0,0,0,0,0,0.035584,0,0,0,0,0,0.045711,0.000611,0.000611,0,0,0,0.045689,0.000663,0.000663,0,0,0,0.041711,0,0,0,0,0,0.041731,0,0,0,0,0,0.045651,0.000741,0.000741,0,0,0
2563,6-Oct-01,24:00:00,410.891762,0.042805,0,0,0,0,0,0.037686,0,0,0,0,0,0.037697,0,0,0,0,0,0.037715,0,0,0,0,0,0.03768,0,0,0,0,0,0.037709,0,0,0,0,0,0.042748,0,0,0,0,0,0.042753,0,0,0,0,0,0.054942,0.000576,0.000576,0,0,0,0.054927,0.000625,0.000625,0,0,0,0.037711,0,0,0,0,0,0.037731,0,0,0,0,0,0.054901,0.000698,0.000698,0,0,0
2564,7-Oct-01,24:00:00,410.029914,0.045302,0,0,0,0,0,0.027317,0,0,0,0,0,0.027319,0,0,0,0,0,0.02733,0,0,0,0,0,0.027306,0,0,0,0,0,0.027326,0,0,0,0,0,0.045208,0,0,0,0,0,0.045213,0,0,0,0,0,0.05809,0.000542,0.000542,0,0,0,0.058067,0.000588,0.000588,0,0,0,0.027328,0,0,0,0,0,0.027335,0,0,0,0,0,0.058028,0.000657,0.000657,0,0,0
2565,8-Oct-01,24:00:00,398.191491,0.051717,0,0,0,0,0,0.046362,0,0,0,0,0,0.046387,0,0,0,0,0,0.046413,0,0,0,0,0,0.046367,0,0,0,0,0,0.046403,0,0,0,0,0,0.051615,0,0,0,0,0,0.051619,0,0,0,0,0,0.066323,0.00051,0.00051,0,0,0,0.066296,0.000554,0.000554,0,0,0,0.046407,0,0,0,0,0,0.04644,0,0,0,0,0,0.066253,0.000619,0.000619,0,0,0
2566,9-Oct-01,24:00:00,355.804729,0.044313,0,0,0,0,0,0.052612,0,0,0,0,0,0.052645,0,0,0,0,0,0.052684,0,0,0,0,0,0.052618,0,0,0,0,0,0.052669,0,0,0,0,0,0.044228,0,0,0,0,0,0.044231,0,0,0,0,0,0.056831,0.000481,0.000481,0,0,0,0.05681,0.000522,0.000522,0,0,0,0.052676,0,0,0,0,0,0.05272,0,0,0,0,0,0.056774,0.000583,0.000583,0,0,0
2567,10-Oct-01,24:00:00,305.223113,0.052122,0,0,0,0,0,0.048974,0,0,0,0,0,0.048998,0,0,0,0,0,0.049025,0,0,0,0,0,0.048979,0,0,0,0,0,0.049014,0,0,0,0,0,0.052027,0,0,0,0,0,0.05203,0,0,0,0,0,0.066853,0.000453,0.000453,0,0,0,0.066828,0.000491,0.000491,0,0,0,0.049019,0,0,0,0,0,0.04905,0,0,0,0,0,0.066787,0.000549,0.000549,0,0,0
2568,11-Oct-01,24:00:00,264.352342,0.05245,0,0,0,0,0,0.059766,0,0,0,0,0,0.059797,0,0,0,0,0,0.059827,0,0,0,0,0,0.059766,0,0,0,0,0,0.05981,0,0,0,0,0,0.052342,0,0,0,0,0,0.052344,0,0,0,0,0,0.06725,0.000426,0.000426,0,0,0,0.067221,0.000463,0.000463,0,0,0,0.059818,0,0,0,0,0,0.059858,0,0,0,0,0,0.067174,0.000517,0.000517,0,0,0
2569,12-Oct-01,24:00:00,251.318623,0.053956,0,0,0,0,0,0.0819,0,0,0,0,0,0.081949,0,0,0,0,0,0.082003,0,0,0,0,0,0.081911,0,0,0,0,0,0.081978,0,0,0,0,0,0.05386,0,0,0,0,0,0.053861,0,0,0,0,0,0.069206,0.000402,0.000402,0,0,0,0.06918,0.000436,0.000436,0,0,0,0.08199,0,0,0,0,0,0.08205,0,0,0,0,0,0.069137,0.000487,0.000487,0,0,0
2570,13-Oct-01,24:00:00,248.519968,0.040505,0,0,0,0,0,0.055677,0,0,0,0,0,0.055718,0,0,0,0,0,0.055764,0,0,0,0,0,0.055686,0,0,0,0,0,0.055742,0,0,0,0,0,0.040416,0,0,0,0,0,0.040416,0,0,0,0,0,0.051923,0.000378,0.000378,0,0,0,0.051898,0.00041,0.00041,0,0,0,0.055752,0,0,0,0,0,0.055804,0,0,0,0,0,0.051859,0.000458,0.000458,0,0,0
2571,14-Oct-01,24:00:00,248.07482,0.041319,0,0,0,0,0,0.043295,0,0,0,0,0,0.043318,0,0,0,0,0,0.043341,0,0,0,0,0,0.043297,0,0,0,0,0,0.043328,0,0,0,0,0,0.041226,0,0,0,0,0,0.041225,0,0,0,0,0,0.05296,0.000356,0.000356,0,0,0,0.052934,0.000387,0.000387,0,0,0,0.043334,0,0,0,0,0,0.043355,0,0,0,0,0,0.052892,0.000432,0.000432,0,0,0
2572,15-Oct-01,24:00:00,247.500331,0.050568,0,0,0,0,0,0.046784,0,0,0,0,0,0.046811,0,0,0,0,0,0.046838,0,0,0,0,0,0.046788,0,0,0,0,0,0.046822,0,0,0,0,0,0.050428,0,0,0,0,0,0.050426,0,0,0,0,0,0.064766,0.000335,0.000335,0,0,0,0.064726,0.000364,0.000364,0,0,0,0.04683,0,0,0,0,0,0.046871,0,0,0,0,0,0.064662,0.000407,0.000407,0,0,0
2573,16-Oct-01,24:00:00,247.005045,0.04213,0,0,0,0,0,0.026248,0,0,0,0,0,0.026267,0,0,0,0,0,0.026285,0,0,0,0,0,0.026249,0,0,0,0,0,0.026273,0,0,0,0,0,0.042045,0,0,0,0,0,0.042044,0,0,0,0,0,0.05377,0.000316,0.000316,0,0,0,0.053761,0.000343,0.000343,0,0,0,0.026278,0,0,0,0,0,0.026296,0,0,0,0,0,0.053747,0.000383,0.000383,0,0,0
2574,17-Oct-01,24:00:00,247.001289,0.037548,0,0,0,0,0,0.026835,0,0,0,0,0,0.027116,0,0,0,0,0,0.027135,0,0,0,0,0,0.026835,0,0,0,0,0,0.027122,0,0,0,0,0,0.037533,0,0,0,0,0,0.037532,0,0,0,0,0,0.048179,0.000297,0.000297,0,0,0,0.048179,0.000323,0.000323,0,0,0,0.027128,0,0,0,0,0,0.027142,0,0,0,0,0,0.048179,0.000361,0.000361,0,0,0
2575,18-Oct-01,24:00:00,247.001061,0.039571,0,0,0,0,0,0.041376,0,0,0,0,0,0.041489,0,0,0,0,0,0.041495,0,0,0,0,0,0.041376,0,0,0,0,0,0.041493,0,0,0,0,0,0.039571,0,0,0,0,0,0.039571,0,0,0,0,0,0.050877,0.00028,0.00028,0,0,0,0.050877,0.000304,0.000304,0,0,0,0.041493,0,0,0,0,0,0.041501,0,0,0,0,0,0.050877,0.00034,0.00034,0,0,0
2576,19-Oct-01,24:00:00,247.000979,0.040502,0,0,0,0,0,0.041069,0,0,0,0,0,0.041069,0,0,0,0,0,0.041069,0,0,0,0,0,0.041069,0,0,0,0,0,0.041069,0,0,0,0,0,0.040501,0,0,0,0,0,0.040501,0,0,0,0,0,0.052072,0.000264,0.000264,0,0,0,0.052072,0.000286,0.000286,0,0,0,0.041069,0,0,0,0,0,0.041069,0,0,0,0,0,0.052072,0.00032,0.00032,0,0,0
2577,20-Oct-01,24:00:00,247.000919,0.040663,0,0,0,0,0,0.027756,0,0,0,0,0,0.027766,0,0,0,0,0,0.027775,0,0,0,0,0,0.027755,0,0,0,0,0,0.027758,0,0,0,0,0,0.040661,0,0,0,0,0,0.040662,0,0,0,0,0,0.052279,0.000248,0.000248,0,0,0,0.052279,0.00027,0.00027,0,0,0,0.027771,0,0,0,0,0,0.027774,0,0,0,0,0,0.052279,0.000301,0.000301,0,0,0
2578,21-Oct-01,24:00:00,247.000102,0.032902,0,0,0,0,0,0.020672,0,0,0,0,0,0.020676,0,0,0,0,0,0.020678,0,0,0,0,0,0.02067,0,0,0,0,0,0.020672,0,0,0,0,0,0.03289,0,0,0,0,0,0.03289,0,0,0,0,0,0.042288,0.000234,0.000234,0,0,0,0.042287,0.000254,0.000254,0,0,0,0.020673,0,0,0,0,0,0.020678,0,0,0,0,0,0.042287,0.000284,0.000284,0,0,0
2579,22-Oct-01,24:00:00,246.667917,0.042807,0,0,0,0,0,0.046503,0,0,0,0,0,0.046503,0,0,0,0,0,0.046502,0,0,0,0,0,0.046502,0,0,0,0,0,0.0465,0,0,0,0,0,0.042769,0,0,0,0,0,0.042771,0,0,0,0,0,0.054991,0.00022,0.00022,0,0,0,0.05499,0.000239,0.000239,0,0,0,0.046501,0,0,0,0,0,0.046501,0,0,0,0,0,0.054989,0.000267,0.000267,0,0,0
2580,23-Oct-01,24:00:00,244.911288,0.038862,0,0,0,0,0,0.052069,0,0,0,0,0,0.05207,0,0,0,0,0,0.052069,0,0,0,0,0,0.052068,0,0,0,0,0,0.052068,0,0,0,0,0,0.038803,0,0,0,0,0,0.038805,0,0,0,0,0,0.049891,0.000208,0.000208,0,0,0,0.04989,0.000225,0.000225,0,0,0,0.052068,0,0,0,0,0,0.052068,0,0,0,0,0,0.049889,0.000252,0.000252,0,0,0
2581,24-Oct-01,24:00:00,243.406127,0.04579,0,0,0,0,0,0.049547,0,0,0,0,0,0.049547,0,0,0,0,0,0.049547,0,0,0,0,0,0.049547,0,0,0,0,0,0.049547,0,0,0,0,0,0.045715,0,0,0,0,0,0.045717,0,0,0,0,0,0.058778,0.000195,0.000195,0,0,0,0.058777,0.000212,0.000212,0,0,0,0.049547,0,0,0,0,0,0.049547,0,0,0,0,0,0.058776,0.000237,0.000237,0,0,0
2582,25-Oct-01,24:00:00,243.071098,0.032292,0,0,0,0,0,0.042369,0,0,0,0,0,0.042369,0,0,0,0,0,0.042369,0,0,0,0,0,0.042369,0,0,0,0,0,0.042369,0,0,0,0,0,0.032195,0,0,0,0,0,0.032198,0,0,0,0,0,0.041395,0.000184,0.000184,0,0,0,0.041394,0.0002,0.0002,0,0,0,0.042369,0,0,0,0,0,0.042369,0,0,0,0,0,0.041392,0.000223,0.000223,0,0,0
2583,26-Oct-01,24:00:00,243.355033,0.038669,0,0,0,0,0,0.034172,0,0,0,0,0,0.034172,0,0,0,0,0,0.034172,0,0,0,0,0,0.034172,0,0,0,0,0,0.034172,0,0,0,0,0,0.038629,0,0,0,0,0,0.038631,0,0,0,0,0,0.049667,0.000173,0.000173,0,0,0,0.049667,0.000188,0.000188,0,0,0,0.034172,0,0,0,0,0,0.034178,0,0,0,0,0,0.049665,0.00021,0.00021,0,0,0
2584,27-Oct-01,24:00:00,242.960915,0.012639,0,0,0,0,0,0.013161,0,0,0,0,0,0.013174,0,0,0,0,0,0.013171,0,0,0,0,0,0.01316,0,0,0,0,0,0.013161,0,0,0,0,0,0.012609,0,0,0,0,0,0.012613,0,0,0,0,0,0.0162,0.000163,0.000163,0,0,0,0.016189,0.000177,0.000177,0,0,0,0.013166,0,0,0,0,0,0.01318,0,0,0,0,0,0.016171,0.000198,0.000198,0,0,0
