Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
4552,17-Mar-07,24:00:00,827.077978,0.002156,42.481331,42.481331,0.0,0.0,0.910265,0.001683,39.043645,39.043645,0.0,0.0,0.901481,0.001683,7.610526,7.610526,0.0,0.0,0.898346,0.001683,10.455425,10.455425,0.0,0.0,0.89833,0.001683,13.046684,13.046684,0.0,0.0,0.901483,0.001683,57.754942,57.754942,0.0,0.0,0.915538,0.002155,31.773415,31.773415,0.0,0.0,0.910353,0.002156,70.179955,70.179955,0.0,0.0,0.910341,0.002772,73.961691,73.961691,0.0,0.0,0.88253,0.002771,83.638701,83.638701,0.0,0.0,0.882542,0.001683,22.818775,22.818775,0.0,0.0,0.901458,0.001683,11.013726,11.013726,0.0,0.0,0.901429,0.002771,105.443485,105.443485,0.0,0.0,0.882564
4553,18-Mar-07,24:00:00,774.900838,0.001638,37.677551,37.677551,0.0,0.0,0.903645,0.001277,34.628597,34.628597,0.0,0.0,0.895457,0.001277,6.749929,6.749929,0.0,0.0,0.892322,0.001277,9.273128,9.273128,0.0,0.0,0.892306,0.001277,11.571367,11.571367,0.0,0.0,0.895459,0.001277,51.224026,51.224026,0.0,0.0,0.910375,0.001637,28.180484,28.180484,0.0,0.0,0.903737,0.001637,62.244021,62.244021,0.0,0.0,0.903723,0.002105,69.654495,69.654495,0.0,0.0,0.874022,0.002105,78.76796,78.76796,0.0,0.0,0.874034,0.001277,20.238432,20.238432,0.0,0.0,0.895434,0.001278,9.768296,9.768296,0.0,0.0,0.895404,0.002104,99.302931,99.302931,0.0,0.0,0.874057
4554,19-Mar-07,24:00:00,734.274619,0.001722,33.416982,33.416982,0.0,0.0,0.898092,0.001727,30.712803,30.712803,0.0,0.0,0.889843,0.001727,5.986648,5.986648,0.0,0.0,0.886707,0.001728,8.224525,8.224525,0.0,0.0,0.88669,0.001727,10.26288,10.26288,0.0,0.0,0.889846,0.001728,45.431624,45.431624,0.0,0.0,0.90556,0.001722,24.993841,24.993841,0.0,0.0,0.898186,0.001722,55.20548,55.20548,0.0,0.0,0.898171,0.002214,65.598131,65.598131,0.0,0.0,0.866884,0.002214,74.180869,74.180869,0.0,0.0,0.866897,0.001728,17.949874,17.949874,0.0,0.0,0.889818,0.001729,8.663699,8.663699,0.0,0.0,0.889785,0.002214,93.519976,93.519976,0.0,0.0,0.866919
4555,20-Mar-07,24:00:00,701.776594,0.002024,29.638197,29.638197,0.0,0.0,0.891516,0.002649,27.239805,27.239805,0.0,0.0,0.880835,0.002649,5.309679,5.309679,0.0,0.0,0.877697,0.002649,7.294497,7.294497,0.0,0.0,0.877678,0.002649,9.102355,9.102355,0.0,0.0,0.88084,0.002649,40.294226,40.294226,0.0,0.0,0.897835,0.002024,22.167543,22.167543,0.0,0.0,0.89161,0.002024,48.962857,48.962857,0.0,0.0,0.891594,0.002602,61.777992,61.777992,0.0,0.0,0.858428,0.002602,69.860909,69.860909,0.0,0.0,0.858441,0.002649,15.920107,15.920107,0.0,0.0,0.880805,0.00265,7.68401,7.68401,0.0,0.0,0.880769,0.002602,88.073793,88.073793,0.0,0.0,0.858463
4556,21-Mar-07,24:00:00,668.496746,0.001983,26.286716,26.286716,0.0,0.0,0.884673,0.002306,24.159534,24.159534,0.0,0.0,0.871039,0.002305,4.709262,4.709262,0.0,0.0,0.867902,0.002305,6.469637,6.469637,0.0,0.0,0.867882,0.002305,8.073063,8.073063,0.0,0.0,0.871045,0.002305,35.737763,35.737763,0.0,0.0,0.889439,0.001983,19.660842,19.660842,0.0,0.0,0.884767,0.001983,43.426147,43.426147,0.0,0.0,0.884752,0.00255,58.18032,58.18032,0.0,0.0,0.84963,0.00255,65.792524,65.792524,0.0,0.0,0.849643,0.002305,14.119864,14.119864,0.0,0.0,0.871009,0.002305,6.815104,6.815104,0.0,0.0,0.870973,0.00255,82.944772,82.944772,0.0,0.0,0.849665
4557,22-Mar-07,24:00:00,631.870402,0.002233,23.314219,23.314219,0.0,0.0,0.877431,0.002244,21.427579,21.427579,0.0,0.0,0.861817,0.002244,4.176739,4.176739,0.0,0.0,0.85868,0.002244,5.738052,5.738052,0.0,0.0,0.85866,0.002244,7.160163,7.160163,0.0,0.0,0.861823,0.002244,31.696545,31.696545,0.0,0.0,0.881534,0.002233,17.437598,17.437598,0.0,0.0,0.877525,0.002233,38.515528,38.515528,0.0,0.0,0.877509,0.002871,54.79216,54.79216,0.0,0.0,0.840318,0.002871,61.961064,61.961064,0.0,0.0,0.840331,0.002244,12.523193,12.523193,0.0,0.0,0.861788,0.002244,6.044453,6.044453,0.0,0.0,0.861751,0.002871,78.114442,78.114442,0.0,0.0,0.840353
4558,23-Mar-07,24:00:00,599.271268,0.002442,20.677853,20.677853,0.0,0.0,0.869521,0.00166,19.004553,19.004553,0.0,0.0,0.853751,0.00166,3.704435,3.704435,0.0,0.0,0.850614,0.00166,5.089194,5.089194,0.0,0.0,0.850594,0.00166,6.350493,6.350493,0.0,0.0,0.853756,0.00166,28.112306,28.112306,0.0,0.0,0.87462,0.002442,15.465758,15.465758,0.0,0.0,0.869615,0.002442,34.1602,34.1602,0.0,0.0,0.869599,0.003139,51.601311,51.601311,0.0,0.0,0.830148,0.003139,58.352731,58.352731,0.0,0.0,0.830161,0.00166,11.107073,11.107073,0.0,0.0,0.853721,0.00166,5.360948,5.360948,0.0,0.0,0.853685,0.003139,73.565409,73.565409,0.0,0.0,0.830183
4559,24-Mar-07,24:00:00,571.420224,0.001304,18.339605,18.339605,0.0,0.0,0.862811,0.001686,16.855522,16.855522,0.0,0.0,0.847109,0.001686,3.285538,3.285538,0.0,0.0,0.843972,0.001699,4.513709,4.513709,0.0,0.0,0.843937,0.001686,5.632381,5.632381,0.0,0.0,0.847116,0.0017,24.933373,24.933373,0.0,0.0,0.868914,0.001301,13.716894,13.716894,0.0,0.0,0.862909,0.001302,30.297372,30.297372,0.0,0.0,0.862892,0.001674,48.596283,48.596283,0.0,0.0,0.821525,0.001673,54.954531,54.954531,0.0,0.0,0.821538,0.001699,9.851088,9.851088,0.0,0.0,0.847065,0.0017,4.754733,4.754733,0.0,0.0,0.847027,0.001673,69.281291,69.281291,0.0,0.0,0.821561
4560,25-Mar-07,24:00:00,553.980347,0.000902,17.888491,16.265767,0.012403,0.0,0.881924,0.000677,16.098055,14.949503,0.010005,0.0,0.863885,0.000677,4.755502,2.91401,0.004391,0.0,0.849757,0.000682,9.420347,4.0033,0.001751,0.0,0.844114,0.000677,7.550447,4.995472,0.004304,0.0,0.852532,0.000682,24.501927,22.113912,0.006443,0.0,0.876717,0.0009,19.521898,12.16579,0.010755,0.0,0.879246,0.000954,27.710119,26.871352,0.010779,0.0,0.879549,0.001225,46.642371,45.766255,0.010481,0.0,0.837122,0.001225,66.938383,51.754226,0.011045,0.0,0.838193,0.000682,11.057668,8.737129,0.001829,0.0,0.847208,0.000683,9.34101,4.217069,0.000869,0.0,0.845145,0.001224,80.450216,65.246661,0.014922,0.0,0.842868
4561,26-Mar-07,24:00:00,572.159608,0.001461,15.424985,14.426437,0.0,0.0,0.902982,0.001794,14.841806,13.259017,0.0,0.0,0.88362,0.001795,5.195294,2.584494,0.0,0.0,0.857936,0.001795,9.756196,3.550608,0.0,0.0,0.847284,0.001794,6.787569,4.430585,0.0,0.0,0.860734,0.001796,20.570771,19.613276,0.0,0.0,0.88787,0.001457,13.719563,10.790085,0.0,0.0,0.897435,0.001505,24.720311,23.832745,0.0,0.0,0.897498,0.001934,43.655836,43.101034,0.0,0.0,0.85444,0.001934,56.097741,48.740293,0.0,0.0,0.856389,0.001796,10.643178,7.749136,0.0,0.0,0.850724,0.001797,9.537242,3.740204,0.0,0.0,0.846843,0.001932,62.825104,61.446989,0.0,0.0,0.869576
4562,27-Mar-07,24:00:00,530.654156,0.002039,12.891872,12.795099,0.0,0.0,0.902982,0.002484,12.164307,11.75969,0.0,0.0,0.883126,0.002484,3.040035,2.29224,0.0,0.0,0.857272,0.002486,4.660871,3.149106,0.0,0.0,0.84648,0.002484,4.353741,3.929576,0.0,0.0,0.860072,0.002486,17.429611,17.395411,0.0,0.0,0.887441,0.002036,9.685843,9.569945,0.0,0.0,0.897435,0.002036,21.316834,21.137743,0.0,0.0,0.897498,0.002617,40.625086,40.591024,0.0,0.0,0.853478,0.002617,46.184334,45.901878,0.0,0.0,0.855429,0.002486,7.566133,6.872866,0.0,0.0,0.850056,0.002488,4.511884,3.317262,0.0,0.0,0.84617,0.002616,57.868593,57.868593,0.0,0.0,0.869062
4563,28-Mar-07,24:00:00,477.419864,0.002247,11.348232,11.348232,0.0,0.0,0.900291,0.002355,10.533341,10.429907,0.0,0.0,0.877456,0.002355,2.247221,2.033034,0.0,0.0,0.851285,0.002357,3.161292,2.793005,0.0,0.0,0.840257,0.002355,3.551629,3.48522,0.0,0.0,0.85409,0.002357,15.428342,15.428342,0.0,0.0,0.882567,0.002243,8.487777,8.487777,0.0,0.0,0.894767,0.002244,18.783269,18.747492,0.0,0.0,0.894624,0.002883,38.227186,38.227186,0.0,0.0,0.847158,0.002883,43.228759,43.228759,0.0,0.0,0.849112,0.002357,6.261755,6.095683,0.0,0.0,0.844059,0.002358,3.188328,2.942147,0.0,0.0,0.840162,0.002881,54.498587,54.498587,0.0,0.0,0.863462
4564,29-Mar-07,24:00:00,443.626277,0.002553,10.064976,10.064976,0.0,0.0,0.892699,0.002079,9.269862,9.250495,0.0,0.0,0.868562,0.002079,1.862104,1.803139,0.0,0.0,0.84239,0.002079,2.529932,2.477173,0.0,0.0,0.831358,0.002078,3.091112,3.091112,0.0,0.0,0.845197,0.002079,13.683708,13.683708,0.0,0.0,0.874938,0.002549,7.527981,7.527981,0.0,0.0,0.887203,0.002549,16.627706,16.62753,0.0,0.0,0.886911,0.003276,36.001007,36.001007,0.0,0.0,0.836764,0.003276,40.711311,40.711311,0.0,0.0,0.83872,0.002079,5.429289,5.406385,0.0,0.0,0.835159,0.00208,2.613517,2.609449,0.0,0.0,0.831259,0.003275,51.324835,51.324835,0.0,0.0,0.853074
4565,30-Mar-07,24:00:00,419.258946,0.00253,8.926831,8.926831,0.0,0.0,0.883875,0.002232,8.204451,8.204451,0.0,0.0,0.85979,0.002233,1.599241,1.599241,0.0,0.0,0.833618,0.002234,2.197055,2.197055,0.0,0.0,0.822583,0.002232,2.74157,2.74157,0.0,0.0,0.836426,0.002234,12.136357,12.136357,0.0,0.0,0.867416,0.002526,6.676719,6.676719,0.0,0.0,0.878392,0.002527,14.747292,14.747292,0.0,0.0,0.878099,0.003247,33.90447,33.90447,0.0,0.0,0.825438,0.003246,38.340468,38.340468,0.0,0.0,0.827397,0.002234,4.795032,4.795032,0.0,0.0,0.826384,0.002234,2.314374,2.314374,0.0,0.0,0.822481,0.003245,48.335908,48.335908,0.0,0.0,0.841756
4566,31-Mar-07,24:00:00,403.661468,0.002404,7.917387,7.917387,0.0,0.0,0.875414,0.001781,7.276694,7.276694,0.0,0.0,0.851877,0.001781,1.418399,1.418399,0.0,0.0,0.825705,0.001781,1.948612,1.948612,0.0,0.0,0.814667,0.00178,2.431554,2.431554,0.0,0.0,0.828514,0.001782,10.763981,10.763981,0.0,0.0,0.860629,0.0024,5.921717,5.921717,0.0,0.0,0.869945,0.002401,13.079671,13.079671,0.0,0.0,0.86965,0.003086,31.930026,31.930026,0.0,0.0,0.814581,0.003085,36.107692,36.107692,0.0,0.0,0.816542,0.001781,4.252811,4.252811,0.0,0.0,0.818467,0.001782,2.052665,2.052665,0.0,0.0,0.814561,0.003084,45.521042,45.521042,0.0,0.0,0.830905
4567,01-Apr-07,24:00:00,390.060461,0.002423,7.02209,7.02209,0.0,0.0,0.867125,0.002412,6.453847,6.453847,0.0,0.0,0.843509,0.002412,1.258006,1.258006,0.0,0.0,0.817336,0.002413,1.728264,1.728264,0.0,0.0,0.806295,0.002412,2.156594,2.156594,0.0,0.0,0.820147,0.002414,9.546792,9.546792,0.0,0.0,0.853452,0.00242,5.25209,5.25209,0.0,0.0,0.861668,0.002421,11.600625,11.600625,0.0,0.0,0.861372,0.003111,30.070566,30.070566,0.0,0.0,0.80394,0.003111,34.004942,34.004942,0.0,0.0,0.805904,0.002413,3.771904,3.771904,0.0,0.0,0.810094,0.002414,1.82055,1.82055,0.0,0.0,0.806184,0.00311,42.870102,42.870102,0.0,0.0,0.82027
4568,02-Apr-07,24:00:00,388.260324,0.002485,6.228034,6.228034,0.0,0.0,0.858722,0.002393,5.724047,5.724047,0.0,0.0,0.833905,0.002393,1.115751,1.115751,0.0,0.0,0.807731,0.002394,1.532832,1.532832,0.0,0.0,0.796686,0.002393,1.912727,1.912727,0.0,0.0,0.810543,0.002394,8.467243,8.467243,0.0,0.0,0.845215,0.002481,4.658185,4.658185,0.0,0.0,0.853277,0.002482,10.288829,10.288829,0.0,0.0,0.852979,0.003189,28.319391,28.319391,0.0,0.0,0.793154,0.003189,32.024648,32.024648,0.0,0.0,0.795119,0.002394,3.345378,3.345378,0.0,0.0,0.800485,0.002395,1.614682,1.614682,0.0,0.0,0.796571,0.003187,40.37354,40.37354,0.0,0.0,0.809489
4569,03-Apr-07,24:00:00,395.37802,0.002247,5.523769,5.523769,0.0,0.0,0.85044,0.00176,5.076773,5.076773,0.0,0.0,0.825534,0.00176,0.989582,0.989582,0.0,0.0,0.799359,0.001761,1.3595,1.3595,0.0,0.0,0.788311,0.00176,1.696436,1.696436,0.0,0.0,0.802172,0.001762,7.509769,7.509769,0.0,0.0,0.838034,0.002243,4.131439,4.131439,0.0,0.0,0.84501,0.002244,9.12537,9.12537,0.0,0.0,0.84471,0.002884,26.670197,26.670197,0.0,0.0,0.782527,0.002883,30.159676,30.159676,0.0,0.0,0.784494,0.001761,2.967083,2.967083,0.0,0.0,0.792109,0.001762,1.432094,1.432094,0.0,0.0,0.788193,0.002882,38.022367,38.022367,0.0,0.0,0.798869
4570,04-Apr-07,24:00:00,391.008985,0.002784,4.899143,4.899143,0.0,0.0,0.842064,0.002214,4.502693,4.502693,0.0,0.0,0.817465,0.002214,0.877681,0.877681,0.0,0.0,0.791289,0.002215,1.205768,1.205768,0.0,0.0,0.780239,0.002214,1.504604,1.504604,0.0,0.0,0.794104,0.002215,6.660566,6.660566,0.0,0.0,0.831114,0.00278,3.664256,3.664256,0.0,0.0,0.836648,0.00278,8.093475,8.093475,0.0,0.0,0.836345,0.003573,25.117045,25.117045,0.0,0.0,0.771777,0.003573,28.403313,28.403313,0.0,0.0,0.773747,0.002215,2.631566,2.631566,0.0,0.0,0.784035,0.002216,1.270154,1.270154,0.0,0.0,0.780116,0.003571,35.808115,35.808115,0.0,0.0,0.788125
4571,05-Apr-07,24:00:00,382.024511,0.002773,4.345149,4.345149,0.0,0.0,0.832468,0.001784,3.993529,3.993529,0.0,0.0,0.809632,0.001784,0.778433,0.778433,0.0,0.0,0.783457,0.001785,1.06942,1.06942,0.0,0.0,0.772405,0.001784,1.334463,1.334463,0.0,0.0,0.786273,0.001785,5.90739,5.90739,0.0,0.0,0.824397,0.002769,3.249903,3.249903,0.0,0.0,0.827065,0.002769,7.178267,7.178267,0.0,0.0,0.82676,0.003559,23.654342,23.654342,0.0,0.0,0.759458,0.003559,26.749232,26.749232,0.0,0.0,0.761429,0.001785,2.333989,2.333989,0.0,0.0,0.7762,0.001785,1.126525,1.126525,0.0,0.0,0.772279,0.003558,33.722812,33.722812,0.0,0.0,0.775812
4572,06-Apr-07,24:00:00,373.759279,0.001627,3.8538,3.8538,0.0,0.0,0.824962,0.001342,3.541942,3.541942,0.0,0.0,0.803362,0.001342,0.690408,0.690408,0.0,0.0,0.777187,0.001342,0.94849,0.94849,0.0,0.0,0.766134,0.001341,1.183563,1.183563,0.0,0.0,0.780005,0.001343,5.239384,5.239384,0.0,0.0,0.81902,0.001623,2.882405,2.882405,0.0,0.0,0.819573,0.001625,6.36655,6.36655,0.0,0.0,0.819265,0.002088,22.276819,22.276819,0.0,0.0,0.749825,0.002088,25.191477,25.191477,0.0,0.0,0.751798,0.001342,2.070062,2.070062,0.0,0.0,0.769928,0.001344,0.999138,0.999138,0.0,0.0,0.766004,0.002086,31.758947,31.758947,0.0,0.0,0.766184
4573,07-Apr-07,24:00:00,364.092758,0.00246,3.418013,3.418013,0.0,0.0,0.817943,0.002484,3.14142,3.14142,0.0,0.0,0.795827,0.002484,0.612337,0.612337,0.0,0.0,0.769652,0.002485,0.841235,0.841235,0.0,0.0,0.758595,0.002484,1.049726,1.049726,0.0,0.0,0.772471,0.002486,4.646916,4.646916,0.0,0.0,0.812556,0.002457,2.556463,2.556463,0.0,0.0,0.812567,0.002458,5.646622,5.646622,0.0,0.0,0.812255,0.003159,20.979518,20.979518,0.0,0.0,0.740816,0.003159,23.724439,23.724439,0.0,0.0,0.74279,0.002486,1.83598,1.83598,0.0,0.0,0.762388,0.002486,0.886155,0.886155,0.0,0.0,0.75846,0.003158,29.909449,29.909449,0.0,0.0,0.75718
4574,08-Apr-07,24:00:00,355.636704,0.002329,3.031505,3.031505,0.0,0.0,0.809579,0.002753,2.786189,2.786189,0.0,0.0,0.785606,0.002753,0.543094,0.543094,0.0,0.0,0.75943,0.002754,0.746108,0.746108,0.0,0.0,0.74837,0.002753,0.931023,0.931023,0.0,0.0,0.76225,0.002755,4.121443,4.121443,0.0,0.0,0.80379,0.002325,2.267379,2.267379,0.0,0.0,0.804216,0.002326,5.008103,5.008103,0.0,0.0,0.803901,0.002989,19.757765,19.757765,0.0,0.0,0.730079,0.002988,22.342834,22.342834,0.0,0.0,0.732054,0.002754,1.628368,1.628368,0.0,0.0,0.752162,0.002755,0.785949,0.785949,0.0,0.0,0.74823,0.002987,28.167658,28.167658,0.0,0.0,0.746447
4575,09-Apr-07,24:00:00,349.622064,0.002406,2.688703,2.688703,0.0,0.0,0.801543,0.002818,2.471127,2.471127,0.0,0.0,0.773855,0.002819,0.481681,0.481681,0.0,0.0,0.747678,0.00282,0.661738,0.661738,0.0,0.0,0.736613,0.002818,0.825743,0.825743,0.0,0.0,0.7505,0.002821,3.655391,3.655391,0.0,0.0,0.79371,0.002403,2.010984,2.010984,0.0,0.0,0.796192,0.002404,4.441788,4.441788,0.0,0.0,0.795875,0.00309,18.607162,18.607162,0.0,0.0,0.719764,0.003089,21.041688,21.041688,0.0,0.0,0.721741,0.00282,1.444232,1.444232,0.0,0.0,0.740404,0.002822,0.697074,0.697074,0.0,0.0,0.736466,0.003088,26.5273,26.5273,0.0,0.0,0.736137
4576,10-Apr-07,24:00:00,342.264945,0.00129,2.724353,2.384665,0.002361,0.0,0.801729,0.001578,2.191692,2.191692,0.0,0.0,0.768087,0.001578,0.427212,0.427212,0.0,0.0,0.739217,0.001578,0.586909,0.586909,0.0,0.0,0.72815,0.001578,0.732368,0.732368,0.0,0.0,0.74473,0.001579,3.242041,3.242041,0.0,0.0,0.788761,0.001287,4.232753,1.783582,0.003265,0.0,0.798424,0.001288,4.618706,3.939512,0.006988,0.0,0.806904,0.001655,18.560143,17.523565,0.010177,0.0,0.737284,0.001655,40.384497,19.816315,0.01283,0.0,0.744899,0.001579,1.280919,1.280919,0.0,0.0,0.733856,0.001579,0.618249,0.618249,0.0,0.0,0.727998,0.001654,42.315932,24.98247,0.016031,0.0,0.764269
4577,11-Apr-07,24:00:00,346.005989,0.002131,2.277421,2.115008,0.0,0.0,0.805197,0.002652,1.943856,1.943856,0.0,0.0,0.765109,0.002652,0.378903,0.378903,0.0,0.0,0.730501,0.002653,0.520542,0.520542,0.0,0.0,0.719431,0.002652,0.649552,0.649552,0.0,0.0,0.739562,0.002654,2.875431,2.875431,0.0,0.0,0.785549,0.002128,2.266873,1.581895,0.0,0.0,0.802951,0.002128,3.961383,3.494032,0.0,0.0,0.815398,0.002735,16.868805,16.503071,0.0,0.0,0.748955,0.002734,24.42264,18.662302,0.0,0.0,0.760027,0.002653,1.136073,1.136073,0.0,0.0,0.726829,0.002655,0.548338,0.548338,0.0,0.0,0.719275,0.002733,24.007892,23.527603,0.0,0.0,0.7854
4578,12-Apr-07,24:00:00,345.796928,0.002476,1.891213,1.875843,0.0,0.0,0.803615,0.002538,1.724046,1.724046,0.0,0.0,0.755892,0.002538,0.336057,0.336057,0.0,0.0,0.720231,0.002539,0.461679,0.461679,0.0,0.0,0.709157,0.002538,0.576101,0.576101,0.0,0.0,0.729293,0.00254,2.550278,2.550278,0.0,0.0,0.777164,0.002472,1.426677,1.403015,0.0,0.0,0.801382,0.002473,3.193228,3.098928,0.0,0.0,0.813827,0.003178,15.562202,15.542006,0.0,0.0,0.744781,0.003178,17.758222,17.575494,0.0,0.0,0.756124,0.00254,1.007606,1.007606,0.0,0.0,0.716554,0.002541,0.486332,0.486332,0.0,0.0,0.708995,0.003177,22.157462,22.157462,0.0,0.0,0.782201
4579,13-Apr-07,24:00:00,317.224238,0.001614,1.663723,1.663723,0.0,0.0,0.800743,0.0015,1.529091,1.529091,0.0,0.0,0.75041,0.0015,0.298056,0.298056,0.0,0.0,0.714627,0.001501,0.409472,0.409472,0.0,0.0,0.701402,0.0015,0.510956,0.510956,0.0,0.0,0.723813,0.001501,2.261893,2.261893,0.0,0.0,0.772462,0.001611,1.244362,1.244362,0.0,0.0,0.798532,0.001612,2.766298,2.748502,0.0,0.0,0.811174,0.002072,14.63691,14.63691,0.0,0.0,0.739453,0.002072,16.551976,16.551976,0.0,0.0,0.750991,0.001501,0.893666,0.893666,0.0,0.0,0.71107,0.001501,0.431337,0.431337,0.0,0.0,0.703508,0.002072,20.867111,20.867111,0.0,0.0,0.776913
4580,14-Apr-07,24:00:00,307.065539,0.002375,1.47559,1.47559,0.0,0.0,0.799452,0.002868,1.356182,1.356182,0.0,0.0,0.746942,0.002868,0.264352,0.264352,0.0,0.0,0.714371,0.002869,0.363169,0.363169,0.0,0.0,0.69251,0.002868,0.453177,0.453177,0.0,0.0,0.719028,0.00287,2.006119,2.006119,0.0,0.0,0.770025,0.002371,1.10365,1.10365,0.0,0.0,0.796154,0.002372,2.437702,2.437702,0.0,0.0,0.809456,0.003048,13.784522,13.784522,0.0,0.0,0.737744,0.003048,15.588064,15.588064,0.0,0.0,0.74959,0.00287,0.79261,0.79261,0.0,0.0,0.706302,0.002871,0.382562,0.382562,0.0,0.0,0.698845,0.003047,19.651904,19.651904,0.0,0.0,0.770192
4581,15-Apr-07,24:00:00,303.287557,0.002945,1.30873,1.30873,0.0,0.0,0.792851,0.003067,1.202825,1.202825,0.0,0.0,0.73621,0.003067,0.234459,0.234459,0.0,0.0,0.708298,0.003068,0.322102,0.322102,0.0,0.0,0.68077,0.003066,0.401932,0.401932,0.0,0.0,0.707445,0.003069,1.779267,1.779267,0.0,0.0,0.761289,0.002941,0.978849,0.978849,0.0,0.0,0.788398,0.002942,2.162047,2.162047,0.0,0.0,0.802228,0.003781,12.981774,12.981774,0.0,0.0,0.729028,0.003781,14.680285,14.680285,0.0,0.0,0.741266,0.003068,0.702982,0.702982,0.0,0.0,0.694721,0.003069,0.339302,0.339302,0.0,0.0,0.687312,0.00378,18.507466,18.507466,0.0,0.0,0.758928
4582,16-Apr-07,24:00:00,299.861471,0.001925,1.160739,1.160739,0.0,0.0,0.784063,0.002229,1.06681,1.06681,0.0,0.0,0.725319,0.002229,0.207946,0.207946,0.0,0.0,0.697407,0.00223,0.285679,0.285679,0.0,0.0,0.669875,0.002229,0.356481,0.356481,0.0,0.0,0.696555,0.002231,1.578068,1.578068,0.0,0.0,0.751947,0.00192,0.868161,0.868161,0.0,0.0,0.779627,0.001921,1.917563,1.917563,0.0,0.0,0.793453,0.002469,12.225774,12.225774,0.0,0.0,0.71775,0.002469,13.825372,13.825372,0.0,0.0,0.72999,0.00223,0.623489,0.623489,0.0,0.0,0.683824,0.002232,0.300934,0.300934,0.0,0.0,0.67641,0.002468,17.429674,17.429674,0.0,0.0,0.747656
4583,17-Apr-07,24:00:00,297.392454,0.001992,1.029483,1.029483,0.0,0.0,0.777352,0.002425,0.946175,0.946175,0.0,0.0,0.716092,0.002425,0.184432,0.184432,0.0,0.0,0.68818,0.002426,0.253374,0.253374,0.0,0.0,0.660644,0.002424,0.31617,0.31617,0.0,0.0,0.687329,0.002427,1.399621,1.399621,0.0,0.0,0.744032,0.001988,0.76999,0.76999,0.0,0.0,0.772931,0.001989,1.700726,1.700726,0.0,0.0,0.786754,0.002556,11.5138,11.5138,0.0,0.0,0.709141,0.002556,13.020244,13.020244,0.0,0.0,0.721383,0.002426,0.552985,0.552985,0.0,0.0,0.674592,0.002428,0.266904,0.266904,0.0,0.0,0.667174,0.002554,16.414649,16.414649,0.0,0.0,0.739053
4584,18-Apr-07,24:00:00,294.909868,0.001034,0.921706,0.913069,0.002943,0.0,0.77266,0.000825,0.843117,0.839182,0.002978,0.0,0.710002,0.000825,0.236065,0.163576,0.006719,0.0,0.683788,0.000825,0.575228,0.224723,0.004517,0.0,0.655342,0.000825,0.320394,0.280418,0.003349,0.0,0.681421,0.000826,1.260473,1.241352,0.001898,0.0,0.738525,0.001031,0.716768,0.68292,0.001962,0.0,0.768009,0.001032,1.508408,1.508408,0.0,0.0,0.781483,0.001327,10.843288,10.843288,0.0,0.0,0.702367,0.001327,12.262004,12.262004,0.0,0.0,0.71461,0.000825,0.523469,0.490454,0.002248,0.0,0.668315,0.000826,0.377009,0.236723,0.001903,0.0,0.660793,0.001326,15.458734,15.458734,0.0,0.0,0.732283
4585,19-Apr-07,24:00:00,359.551584,0.002212,1.712061,0.80982,0.00175,0.0,0.78634,0.002253,1.766183,0.744287,0.00159,0.0,0.725862,0.002254,8.580342,0.145079,0.003836,0.0,0.720978,0.002254,29.610779,0.199311,0.000841,0.0,0.673578,0.002253,4.814495,0.248708,0.001302,0.0,0.697433,0.002255,2.753462,1.10098,0.001473,0.0,0.748302,0.002208,3.893252,0.605695,0.00169,0.0,0.778364,0.002209,1.425311,1.337837,0.000654,0.0,0.781884,0.002839,10.211824,10.211824,0.0,0.0,0.697299,0.002838,11.54792,11.54792,0.0,0.0,0.707798,0.002254,8.11095,0.434993,0.001007,0.0,0.679106,0.002256,29.929744,0.209954,0.000886,0.0,0.669822,0.002837,14.558486,14.558486,0.0,0.0,0.725472
4586,20-Apr-07,24:00:00,328.092316,0.00065,2.415041,0.718245,0.041509,0.0,0.812628,0.000777,1.850715,0.660124,0.042889,0.0,0.755118,0.000777,4.79969,0.128674,0.043155,0.0,0.744158,0.000777,17.019548,0.176773,0.034312,0.0,0.690669,0.000777,4.640845,0.220584,0.038899,0.0,0.720365,0.000777,5.107376,0.976481,0.03684,0.0,0.768882,0.000648,9.991775,0.537203,0.039705,0.0,0.803587,0.000649,2.109835,1.186555,0.045309,0.0,0.813254,0.000834,10.842695,9.617133,0.052168,0.0,0.730874,0.000834,37.226953,10.875421,0.058204,0.0,0.74591,0.000777,6.202385,0.385804,0.031928,0.0,0.695156,0.000777,21.990374,0.186213,0.02995,0.0,0.683739,0.000834,45.23822,13.710666,0.062973,0.0,0.765989
