Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
   Ordinate,Date,Time,Guerneville Gage FLOW,Big Sulphur Cr ET-POTENTIAL,Big Sulphur Cr FLOW,Big Sulphur Cr FLOW-BASE,Big Sulphur Cr INFILTRATION,Big Sulphur Cr PERC-SOIL,Big Sulphur Cr SATURATION FRACTION,Dry Creek 10 ET-POTENTIAL,Dry Creek 10 FLOW,Dry Creek 10 FLOW-BASE,Dry Creek 10 INFILTRATION,Dry Creek 10 PERC-SOIL,Dry Creek 10 SATURATION FRACTION,Green Valley ET-POTENTIAL,Green Valley FLOW,Green Valley FLOW-BASE,Green Valley INFILTRATION,Green Valley PERC-SOIL,Green Valley SATURATION FRACTION,Laguna ET-POTENTIAL,Laguna FLOW,Laguna FLOW-BASE,Laguna INFILTRATION,Laguna PERC-SOIL,Laguna SATURATION FRACTION,Russian 20 ET-POTENTIAL,Russian 20 FLOW,Russian 20 FLOW-BASE,Russian 20 INFILTRATION,Russian 20 PERC-SOIL,Russian 20 SATURATION FRACTION,Russian 30 ET-POTENTIAL,Russian 30 FLOW,Russian 30 FLOW-BASE,Russian 30 INFILTRATION,Russian 30 PERC-SOIL,Russian 30 SATURATION FRACTION,Russian 40 ET-POTENTIAL,Russian 40 FLOW,Russian 40 FLOW-BASE,Russian 40 INFILTRATION,Russian 40 PERC-SOIL,Russian 40 SATURATION FRACTION,Russian 50 ET-POTENTIAL,Russian 50 FLOW,Russian 50 FLOW-BASE,Russian 50 INFILTRATION,Russian 50 PERC-SOIL,Russian 50 SATURATION FRACTION,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,Santa Rosa Cr 10 ET-POTENTIAL,Santa Rosa Cr 10 FLOW,Santa Rosa Cr 10 FLOW-BASE,Santa Rosa Cr 10 INFILTRATION,Santa Rosa Cr 10 PERC-SOIL,Santa Rosa Cr 10 SATURATION FRACTION,Santa Rosa Cr 20 ET-POTENTIAL,Santa Rosa Cr 20 FLOW,Santa Rosa Cr 20 FLOW-BASE,Santa Rosa Cr 20 INFILTRATION,Santa Rosa Cr 20 PERC-SOIL,Santa Rosa Cr 20 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION
Units,, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type,, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1,30-Sep-94,24:00:00,227.236758,0.001444,0.0,0.0,0.0,0.0,0.0,0.001687,0.0,0.0,0.0,0.0,0.0,0.001688,0.0,0.0,0.0,0.0,0.0,0.001689,0.0,0.0,0.0,0.0,0.0,0.001687,0.0,0.0,0.0,0.0,0.0,0.001689,0.0,0.0,0.0,0.0,0.0,0.001439,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0,0.0,0.0,0.0,0.001849,0.0,0.0,0.0,0.0,0.0,0.001689,0.0,0.0,0.0,0.0,0.0,0.00169,0.0,0.0,0.0,0.0,0.0,0.001847,0.0,0.0,0.0,0.0,0.0
2,01-Oct-94,24:00:00,236.9429,0.002312,0.0,0.0,0.0,0.0,0.0,0.002285,0.0,0.0,0.0,0.0,0.0,0.002286,0.0,0.0,0.0,0.0,0.0,0.002287,0.0,0.0,0.0,0.0,0.0,0.002285,0.0,0.0,0.0,0.0,0.0,0.002287,0.0,0.0,0.0,0.0,0.0,0.002309,0.0,0.0,0.0,0.0,0.0,0.002309,0.0,0.0,0.0,0.0,0.0,0.002967,0.0,0.0,0.0,0.0,0.0,0.002966,0.0,0.0,0.0,0.0,0.0,0.002287,0.0,0.0,0.0,0.0,0.0,0.002288,0.0,0.0,0.0,0.0,0.0,0.002966,0.0,0.0,0.0,0.0,0.0
3,02-Oct-94,24:00:00,241.414533,0.002013,0.0,0.0,0.0,0.0,0.0,0.001933,0.0,0.0,0.0,0.0,0.0,0.001933,0.0,0.0,0.0,0.0,0.0,0.001934,0.0,0.0,0.0,0.0,0.0,0.001933,0.0,0.0,0.0,0.0,0.0,0.001934,0.0,0.0,0.0,0.0,0.0,0.002009,0.0,0.0,0.0,0.0,0.0,0.00201,0.0,0.0,0.0,0.0,0.0,0.002582,0.0,0.0,0.0,0.0,0.0,0.002581,0.0,0.0,0.0,0.0,0.0,0.001934,0.0,0.0,0.0,0.0,0.0,0.001935,0.0,0.0,0.0,0.0,0.0,0.002581,0.0,0.0,0.0,0.0,0.0
4,03-Oct-94,24:00:00,284.487083,0.000566,1.355581,0.0,0.013038,0.0,0.01754,0.000565,1.304136,0.0,0.018383,0.0,0.02717,0.000566,5.604208,0.0,0.040008,0.0,0.045142,0.000566,36.616495,0.0,0.033216,0.0,0.037413,0.000565,8.326732,0.0,0.026001,0.0,0.033888,0.000566,6.405341,0.0,0.022937,0.0,0.027394,0.000564,4.569611,0.0,0.006513,0.0,0.011939,0.000565,0.489662,0.0,0.008055,0.0,0.011646,0.000725,0.251299,0.0,0.004513,0.0,0.00567,0.000725,0.538779,0.0,0.000623,0.0,0.000712,0.000566,17.747106,0.0,0.02903,0.0,0.037066,0.000567,94.25345,0.0,0.032079,0.0,0.03961,0.000724,0.0,0.0,0.0,0.0,0.0
5,04-Oct-94,24:00:00,881.319439,0.001117,1.36517,0.0,0.0,0.0,0.044702,0.001615,3.497907,0.0,0.0,0.0,0.073533,0.001616,31.390877,0.0,0.0,0.0,0.160032,0.001616,166.692601,0.0,0.0,0.0,0.132864,0.001615,20.053161,0.0,0.0,0.0,0.104004,0.001616,5.400271,0.0,0.0,0.0,0.078641,0.001115,1.664914,0.0,0.0,0.0,0.022329,0.001115,0.77272,0.0,0.0,0.0,0.027616,0.001433,0.356063,0.0,0.0,0.0,0.015472,0.001432,0.716872,0.0,0.0,0.0,0.002136,0.001616,60.241828,0.0,0.0,0.0,0.116119,0.001618,288.54699,0.0,0.0,0.0,0.128315,0.001431,0.0,0.0,0.0,0.0,0.0
6,05-Oct-94,24:00:00,421.162369,0.0018,0.135165,0.0,0.0,0.0,0.044702,0.001772,0.904618,0.0,0.0,0.0,0.073533,0.001773,9.361207,0.0,0.0,0.0,0.160032,0.001773,41.657827,0.0,0.0,0.0,0.132864,0.001772,3.621478,0.0,0.0,0.0,0.104004,0.001773,0.225676,0.0,0.0,0.0,0.078641,0.001798,0.064035,0.0,0.0,0.0,0.022329,0.001798,0.155917,0.0,0.0,0.0,0.027616,0.002311,0.023391,0.0,0.0,0.0,0.015472,0.00231,0.031684,0.0,0.0,0.0,0.002136,0.001773,14.625298,0.0,0.0,0.0,0.116119,0.001774,60.23982,0.0,0.0,0.0,0.128315,0.002309,0.0,0.0,0.0,0.0,0.0
7,06-Oct-94,24:00:00,272.567598,0.001917,0.001351,0.0,0.0,0.0,0.043809,0.002078,0.231252,0.0,0.0,0.0,0.071411,0.002078,2.681273,0.0,0.0,0.0,0.157919,0.00208,10.148412,0.0,0.0,0.0,0.130747,0.002078,0.63238,0.0,0.0,0.0,0.101882,0.002079,0.0,0.0,0.0,0.0,0.076816,0.001914,0.0,0.0,0.0,0.0,0.021447,0.001914,0.031359,0.0,0.0,0.0,0.026734,0.002459,0.0,0.0,0.0,0.0,0.012279,0.002458,0.0,0.0,0.0,0.0,0.000987,0.002079,3.503489,0.0,0.0,0.0,0.113989,0.00208,12.413894,0.0,0.0,0.0,0.126192,0.002457,0.0,0.0,0.0,0.0,0.0
8,07-Oct-94,24:00:00,232.676387,0.001778,0.0,0.0,0.0,0.0,0.039362,0.0018,0.049735,0.0,0.0,0.0,0.064798,0.001801,0.76798,0.0,0.0,0.0,0.151313,0.001802,2.019305,0.0,0.0,0.0,0.124133,0.0018,0.001227,0.0,0.0,0.0,0.095269,0.001802,0.0,0.0,0.0,0.0,0.071138,0.001774,0.0,0.0,0.0,0.0,0.017023,0.001774,0.001091,0.0,0.0,0.0,0.022307,0.00228,0.0,0.0,0.0,0.0,0.004579,0.002279,0.0,0.0,0.0,0.0,0.0,0.001802,0.636897,0.0,0.0,0.0,0.107365,0.001803,1.013591,0.0,0.0,0.0,0.119571,0.002278,0.0,0.0,0.0,0.0,0.0
9,08-Oct-94,24:00:00,221.149502,0.001698,0.0,0.0,0.0,0.0,0.033547,0.001288,0.0,0.0,0.0,0.0,0.058677,0.001289,0.062188,0.0,0.0,0.0,0.145189,0.00129,0.0,0.0,0.0,0.0,0.118005,0.001288,0.0,0.0,0.0,0.0,0.089149,0.001289,0.0,0.0,0.0,0.0,0.065887,0.001694,0.0,0.0,0.0,0.0,0.011219,0.001695,0.0,0.0,0.0,0.0,0.016503,0.002177,0.0,0.0,0.0,0.0,0.000193,0.002177,0.0,0.0,0.0,0.0,0.0,0.001289,0.0,0.0,0.0,0.0,0.101238,0.001291,0.0,0.0,0.0,0.0,0.113439,0.002175,0.0,0.0,0.0,0.0,0.0
10,09-Oct-94,24:00:00,219.062804,0.00173,0.0,0.0,0.0,0.0,0.027461,0.001328,0.0,0.0,0.0,0.0,0.05359,0.001328,0.0,0.0,0.0,0.0,0.1401,0.001329,0.0,0.0,0.0,0.0,0.112913,0.001328,0.0,0.0,0.0,0.0,0.084063,0.001328,0.0,0.0,0.0,0.0,0.061524,0.001728,0.0,0.0,0.0,0.0,0.005144,0.001728,0.0,0.0,0.0,0.0,0.010427,0.00222,0.0,0.0,0.0,0.0,0.0,0.00222,0.0,0.0,0.0,0.0,0.0,0.001329,0.0,0.0,0.0,0.0,0.096146,0.001329,0.0,0.0,0.0,0.0,0.108344,0.002219,0.0,0.0,0.0,0.0,0.0
11,10-Oct-94,24:00:00,221.839843,0.001533,0.0,0.0,0.0,0.0,0.021969,0.001482,0.0,0.0,0.0,0.0,0.047971,0.001482,0.0,0.0,0.0,0.0,0.134478,0.001483,0.0,0.0,0.0,0.0,0.107289,0.001481,0.0,0.0,0.0,0.0,0.078444,0.001482,0.0,0.0,0.0,0.0,0.056704,0.001529,0.0,0.0,0.0,0.0,0.000908,0.001529,0.0,0.0,0.0,0.0,0.004945,0.001964,0.0,0.0,0.0,0.0,0.0,0.001963,0.0,0.0,0.0,0.0,0.0,0.001483,0.0,0.0,0.0,0.0,0.090523,0.001483,0.0,0.0,0.0,0.0,0.102718,0.001961,0.0,0.0,0.0,0.0,0.0
12,11-Oct-94,24:00:00,234.996511,0.001831,0.0,0.0,0.0,0.0,0.016204,0.002339,0.0,0.0,0.0,0.0,0.040411,0.002341,0.0,0.0,0.0,0.0,0.126914,0.002342,0.0,0.0,0.0,0.0,0.099721,0.00234,0.0,0.0,0.0,0.0,0.070883,0.002341,0.0,0.0,0.0,0.0,0.050219,0.001827,0.0,0.0,0.0,0.0,0.0,0.001827,0.0,0.0,0.0,0.0,0.000856,0.002347,0.0,0.0,0.0,0.0,0.0,0.002346,0.0,0.0,0.0,0.0,0.0,0.002342,0.0,0.0,0.0,0.0,0.082956,0.002343,0.0,0.0,0.0,0.0,0.095146,0.002344,0.0,0.0,0.0,0.0,0.0
13,12-Oct-94,24:00:00,247.367412,0.001872,0.0,0.0,0.0,0.0,0.009993,0.002123,0.0,0.0,0.0,0.0,0.031588,0.002124,0.0,0.0,0.0,0.0,0.118088,0.002125,0.0,0.0,0.0,0.0,0.09089,0.002124,0.0,0.0,0.0,0.0,0.062059,0.002125,0.0,0.0,0.0,0.0,0.042651,0.001869,0.0,0.0,0.0,0.0,0.0,0.001869,0.0,0.0,0.0,0.0,0.0,0.002401,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.002125,0.0,0.0,0.0,0.0,0.074126,0.002126,0.0,0.0,0.0,0.0,0.086311,0.002398,0.0,0.0,0.0,0.0,0.0
14,13-Oct-94,24:00:00,237.010793,0.001667,0.0,0.0,0.0,0.0,0.004095,0.002174,0.0,0.0,0.0,0.0,0.023193,0.002175,0.0,0.0,0.0,0.0,0.109689,0.002176,0.0,0.0,0.0,0.0,0.082487,0.002174,0.0,0.0,0.0,0.0,0.053664,0.002175,0.0,0.0,0.0,0.0,0.035451,0.001662,0.0,0.0,0.0,0.0,0.0,0.001662,0.0,0.0,0.0,0.0,0.0,0.002135,0.0,0.0,0.0,0.0,0.0,0.002134,0.0,0.0,0.0,0.0,0.0,0.002176,0.0,0.0,0.0,0.0,0.065724,0.002177,0.0,0.0,0.0,0.0,0.077904,0.002132,0.0,0.0,0.0,0.0,0.0
15,14-Oct-94,24:00:00,219.309062,0.001919,0.0,0.0,0.0,0.0,9.2e-05,0.002434,0.0,0.0,0.0,0.0,0.013395,0.002436,0.0,0.0,0.0,0.0,0.099885,0.002437,0.0,0.0,0.0,0.0,0.072677,0.002434,0.0,0.0,0.0,0.0,0.043865,0.002436,0.0,0.0,0.0,0.0,0.027045,0.001915,0.0,0.0,0.0,0.0,0.0,0.001914,0.0,0.0,0.0,0.0,0.0,0.002459,0.0,0.0,0.0,0.0,0.0,0.002458,0.0,0.0,0.0,0.0,0.0,0.002437,0.0,0.0,0.0,0.0,0.055916,0.002438,0.0,0.0,0.0,0.0,0.068088,0.002456,0.0,0.0,0.0,0.0,0.0
16,15-Oct-94,24:00:00,212.025059,0.001637,0.0,0.0,0.0,0.0,0.0,0.002114,0.0,0.0,0.0,0.0,0.004479,0.002115,0.0,0.0,0.0,0.0,0.090961,0.002117,0.0,0.0,0.0,0.0,0.063749,0.002114,0.0,0.0,0.0,0.0,0.034946,0.002116,0.0,0.0,0.0,0.0,0.019395,0.001634,0.0,0.0,0.0,0.0,0.0,0.001634,0.0,0.0,0.0,0.0,0.0,0.002093,0.0,0.0,0.0,0.0,0.0,0.002093,0.0,0.0,0.0,0.0,0.0,0.002117,0.0,0.0,0.0,0.0,0.046989,0.002118,0.0,0.0,0.0,0.0,0.059155,0.002092,0.0,0.0,0.0,0.0,0.0
17,16-Oct-94,24:00:00,211.209378,0.001122,0.0,0.0,0.0,0.0,0.0,0.00138,0.0,0.0,0.0,0.0,0.0,0.001329,0.0,0.0,0.0,0.0,0.084002,0.00133,0.0,0.0,0.0,0.0,0.056784,0.00138,0.0,0.0,0.0,0.0,0.02793,0.00133,0.0,0.0,0.0,0.0,0.013427,0.001117,0.0,0.0,0.0,0.0,0.0,0.001118,0.0,0.0,0.0,0.0,0.0,0.001433,0.0,0.0,0.0,0.0,0.0,0.001433,0.0,0.0,0.0,0.0,0.0,0.00133,0.0,0.0,0.0,0.0,0.040026,0.001331,0.0,0.0,0.0,0.0,0.052186,0.001432,0.0,0.0,0.0,0.0,0.0
18,17-Oct-94,24:00:00,213.497245,0.001662,0.0,0.0,0.0,0.0,0.0,0.001726,0.0,0.0,0.0,0.0,0.0,0.001706,0.0,0.0,0.0,0.0,0.077922,0.001706,0.0,0.0,0.0,0.0,0.0507,0.001726,0.0,0.0,0.0,0.0,0.021652,0.001706,0.0,0.0,0.0,0.0,0.008214,0.001661,0.0,0.0,0.0,0.0,0.0,0.001661,0.0,0.0,0.0,0.0,0.0,0.002135,0.0,0.0,0.0,0.0,0.0,0.002135,0.0,0.0,0.0,0.0,0.0,0.001706,0.0,0.0,0.0,0.0,0.033944,0.001707,0.0,0.0,0.0,0.0,0.046099,0.002135,0.0,0.0,0.0,0.0,0.0
19,18-Oct-94,24:00:00,220.881851,0.001592,0.0,0.0,0.0,0.0,0.0,0.001274,0.0,0.0,0.0,0.0,0.0,0.001274,0.0,0.0,0.0,0.0,0.072018,0.001274,0.0,0.0,0.0,0.0,0.044796,0.001274,0.0,0.0,0.0,0.0,0.015722,0.001273,0.0,0.0,0.0,0.0,0.003154,0.001592,0.0,0.0,0.0,0.0,0.0,0.001592,0.0,0.0,0.0,0.0,0.0,0.002047,0.0,0.0,0.0,0.0,0.0,0.002047,0.0,0.0,0.0,0.0,0.0,0.001274,0.0,0.0,0.0,0.0,0.02804,0.001273,0.0,0.0,0.0,0.0,0.040195,0.002047,0.0,0.0,0.0,0.0,0.0
20,19-Oct-94,24:00:00,219.12041,0.001416,0.0,0.0,0.0,0.0,0.0,0.001378,0.0,0.0,0.0,0.0,0.0,0.001378,0.0,0.0,0.0,0.0,0.066717,0.001378,0.0,0.0,0.0,0.0,0.039496,0.001378,0.0,0.0,0.0,0.0,0.010421,0.001378,0.0,0.0,0.0,0.0,0.000325,0.001416,0.0,0.0,0.0,0.0,0.0,0.001416,0.0,0.0,0.0,0.0,0.0,0.001821,0.0,0.0,0.0,0.0,0.0,0.001821,0.0,0.0,0.0,0.0,0.0,0.001378,0.0,0.0,0.0,0.0,0.022739,0.001378,0.0,0.0,0.0,0.0,0.034896,0.001821,0.0,0.0,0.0,0.0,0.0
21,20-Oct-94,24:00:00,211.814165,0.001471,0.0,0.0,0.0,0.0,0.0,0.001729,0.0,0.0,0.0,0.0,0.0,0.001729,0.0,0.0,0.0,0.0,0.060492,0.001729,0.0,0.0,0.0,0.0,0.033271,0.001729,0.0,0.0,0.0,0.0,0.004197,0.001729,0.0,0.0,0.0,0.0,0.0,0.001471,0.0,0.0,0.0,0.0,0.0,0.001471,0.0,0.0,0.0,0.0,0.0,0.001892,0.0,0.0,0.0,0.0,0.0,0.001892,0.0,0.0,0.0,0.0,0.0,0.001729,0.0,0.0,0.0,0.0,0.016514,0.001729,0.0,0.0,0.0,0.0,0.028671,0.001892,0.0,0.0,0.0,0.0,0.0
22,21-Oct-94,24:00:00,219.760629,0.00138,0.0,0.0,0.0,0.0,0.0,0.001672,0.0,0.0,0.0,0.0,0.0,0.001672,0.0,0.0,0.0,0.0,0.05368,0.001672,0.0,0.0,0.0,0.0,0.026459,0.001672,0.0,0.0,0.0,0.0,0.000183,0.001672,0.0,0.0,0.0,0.0,0.0,0.001379,0.0,0.0,0.0,0.0,0.0,0.001379,0.0,0.0,0.0,0.0,0.0,0.001773,0.0,0.0,0.0,0.0,0.0,0.001773,0.0,0.0,0.0,0.0,0.0,0.001672,0.0,0.0,0.0,0.0,0.009702,0.001672,0.0,0.0,0.0,0.0,0.021859,0.001773,0.0,0.0,0.0,0.0,0.0
23,22-Oct-94,24:00:00,230.986271,0.001642,0.0,0.0,0.0,0.0,0.0,0.001735,0.0,0.0,0.0,0.0,0.0,0.001736,0.0,0.0,0.0,0.0,0.046837,0.001737,0.0,0.0,0.0,0.0,0.019614,0.001735,0.0,0.0,0.0,0.0,0.0,0.001736,0.0,0.0,0.0,0.0,0.0,0.001639,0.0,0.0,0.0,0.0,0.0,0.001639,0.0,0.0,0.0,0.0,0.0,0.002107,0.0,0.0,0.0,0.0,0.0,0.002106,0.0,0.0,0.0,0.0,0.0,0.001736,0.0,0.0,0.0,0.0,0.003111,0.001737,0.0,0.0,0.0,0.0,0.015014,0.002105,0.0,0.0,0.0,0.0,0.0
24,23-Oct-94,24:00:00,236.792497,0.001334,0.0,0.0,0.0,0.0,0.0,0.001485,0.0,0.0,0.0,0.0,0.0,0.001486,0.0,0.0,0.0,0.0,0.040343,0.001486,0.0,0.0,0.0,0.0,0.013118,0.001485,0.0,0.0,0.0,0.0,0.0,0.001486,0.0,0.0,0.0,0.0,0.0,0.001331,0.0,0.0,0.0,0.0,0.0,0.001331,0.0,0.0,0.0,0.0,0.0,0.00171,0.0,0.0,0.0,0.0,0.0,0.001708,0.0,0.0,0.0,0.0,0.0,0.001486,0.0,0.0,0.0,0.0,0.0,0.001487,0.0,0.0,0.0,0.0,0.008514,0.001707,0.0,0.0,0.0,0.0,0.0
25,24-Oct-94,24:00:00,240.475895,0.000858,0.0,0.0,0.0,0.0,0.0,0.000824,0.0,0.0,0.0,0.0,0.0,0.000825,0.0,0.0,0.0,0.0,0.035759,0.000825,0.0,0.0,0.0,0.0,0.008533,0.000824,0.0,0.0,0.0,0.0,0.0,0.000824,0.0,0.0,0.0,0.0,0.0,0.000855,0.0,0.0,0.0,0.0,0.0,0.000855,0.0,0.0,0.0,0.0,0.0,0.001098,0.0,0.0,0.0,0.0,0.0,0.001097,0.0,0.0,0.0,0.0,0.0,0.000824,0.0,0.0,0.0,0.0,0.0,0.000825,0.0,0.0,0.0,0.0,0.003927,0.001095,0.0,0.0,0.0,0.0,0.0
26,25-Oct-94,24:00:00,247.508229,0.000892,0.0,0.0,0.0,0.0,0.0,0.000869,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0,0.0,0.0,0.032292,0.00087,0.0,0.0,0.0,0.0,0.005065,0.000869,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0,0.0,0.0,0.0,0.00089,0.0,0.0,0.0,0.0,0.0,0.00089,0.0,0.0,0.0,0.0,0.0,0.001143,0.0,0.0,0.0,0.0,0.0,0.001143,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0,0.0,0.0,0.0,0.000871,0.0,0.0,0.0,0.0,0.000979,0.001141,0.0,0.0,0.0,0.0,0.0
27,26-Oct-94,24:00:00,250.395933,0.000919,0.0,0.0,0.0,0.0,0.0,0.001211,0.0,0.0,0.0,0.0,0.0,0.001213,0.0,0.0,0.0,0.0,0.0282,0.001213,0.0,0.0,0.0,0.0,0.001556,0.001211,0.0,0.0,0.0,0.0,0.0,0.001212,0.0,0.0,0.0,0.0,0.0,0.000915,0.0,0.0,0.0,0.0,0.0,0.000916,0.0,0.0,0.0,0.0,0.0,0.001176,0.0,0.0,0.0,0.0,0.0,0.001175,0.0,0.0,0.0,0.0,0.0,0.001213,0.0,0.0,0.0,0.0,0.0,0.001214,0.0,0.0,0.0,0.0,0.0,0.001173,0.0,0.0,0.0,0.0,0.0
28,27-Oct-94,24:00:00,250.669456,0.00122,0.0,0.0,0.0,0.0,0.0,0.001344,0.0,0.0,0.0,0.0,0.0,0.001346,0.0,0.0,0.0,0.0,0.023097,0.001347,0.0,0.0,0.0,0.0,0.0,0.001344,0.0,0.0,0.0,0.0,0.0,0.001346,0.0,0.0,0.0,0.0,0.0,0.001217,0.0,0.0,0.0,0.0,0.0,0.001217,0.0,0.0,0.0,0.0,0.0,0.001564,0.0,0.0,0.0,0.0,0.0,0.001563,0.0,0.0,0.0,0.0,0.0,0.001346,0.0,0.0,0.0,0.0,0.0,0.001348,0.0,0.0,0.0,0.0,0.0,0.001562,0.0,0.0,0.0,0.0,0.0
29,28-Oct-94,24:00:00,254.922719,0.001277,0.0,0.0,0.0,0.0,0.0,0.001254,0.0,0.0,0.0,0.0,0.0,0.001255,0.0,0.0,0.0,0.0,0.017712,0.001256,0.0,0.0,0.0,0.0,0.0,0.001254,0.0,0.0,0.0,0.0,0.0,0.001255,0.0,0.0,0.0,0.0,0.0,0.001274,0.0,0.0,0.0,0.0,0.0,0.001275,0.0,0.0,0.0,0.0,0.0,0.001637,0.0,0.0,0.0,0.0,0.0,0.001636,0.0,0.0,0.0,0.0,0.0,0.001255,0.0,0.0,0.0,0.0,0.0,0.001256,0.0,0.0,0.0,0.0,0.0,0.001635,0.0,0.0,0.0,0.0,0.0
30,29-Oct-94,24:00:00,256.620983,0.001251,0.0,0.0,0.0,0.0,0.0,0.001267,0.0,0.0,0.0,0.0,0.0,0.001268,0.0,0.0,0.0,0.0,0.012741,0.001269,0.0,0.0,0.0,0.0,0.0,0.001268,0.0,0.0,0.0,0.0,0.0,0.001268,0.0,0.0,0.0,0.0,0.0,0.001247,0.0,0.0,0.0,0.0,0.0,0.001247,0.0,0.0,0.0,0.0,0.0,0.001602,0.0,0.0,0.0,0.0,0.0,0.001601,0.0,0.0,0.0,0.0,0.0,0.001269,0.0,0.0,0.0,0.0,0.0,0.00127,0.0,0.0,0.0,0.0,0.0,0.001599,0.0,0.0,0.0,0.0,0.0
31,30-Oct-94,24:00:00,252.192,0.000979,0.0,0.0,0.0,0.0,0.0,0.001136,0.0,0.0,0.0,0.0,0.0,0.001137,0.0,0.0,0.0,0.0,0.007881,0.001138,0.0,0.0,0.0,0.0,0.0,0.001136,0.0,0.0,0.0,0.0,0.0,0.001137,0.0,0.0,0.0,0.0,0.0,0.000975,0.0,0.0,0.0,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,0.001253,0.0,0.0,0.0,0.0,0.0,0.001251,0.0,0.0,0.0,0.0,0.0,0.001138,0.0,0.0,0.0,0.0,0.0,0.001139,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0
32,31-Oct-94,24:00:00,237.493383,0.000679,0.0,0.0,0.0,0.0,0.0,0.000761,0.0,0.0,0.0,0.0,0.0,0.000762,0.0,0.0,0.0,0.0,0.004487,0.000762,0.0,0.0,0.0,0.0,0.0,0.000761,0.0,0.0,0.0,0.0,0.0,0.000761,0.0,0.0,0.0,0.0,0.0,0.000678,0.0,0.0,0.0,0.0,0.0,0.000678,0.0,0.0,0.0,0.0,0.0,0.000871,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0,0.0,0.0,0.0,0.000762,0.0,0.0,0.0,0.0,0.0,0.000762,0.0,0.0,0.0,0.0,0.0,0.000869,0.0,0.0,0.0,0.0,0.0
33,01-Nov-94,24:00:00,221.036101,0.001286,0.0,0.0,0.0,0.0,0.0,0.001646,0.0,0.0,0.0,0.0,0.0,0.001648,0.0,0.0,0.0,0.0,0.001025,0.001648,0.0,0.0,0.0,0.0,0.0,0.001646,0.0,0.0,0.0,0.0,0.0,0.001648,0.0,0.0,0.0,0.0,0.0,0.001282,0.0,0.0,0.0,0.0,0.0,0.001282,0.0,0.0,0.0,0.0,0.0,0.001647,0.0,0.0,0.0,0.0,0.0,0.001645,0.0,0.0,0.0,0.0,0.0,0.001648,0.0,0.0,0.0,0.0,0.0,0.001649,0.0,0.0,0.0,0.0,0.0,0.001644,0.0,0.0,0.0,0.0,0.0
