Col number,,,1,2,3,4,5,6,7
Ordinate,Date,Time,Capella Gage FLOW,EF Russian 20 ET-POTENTIAL,EF Russian 20 FLOW,EF Russian 20 FLOW-BASE,EF Russian 20 INFILTRATION,EF Russian 20 PERC-SOIL,EF Russian 20 SATURATION FRACTION
Units,, ,CFS,IN,CFS,CFS,IN,IN,IN/IN
Type,,,INST-VAL,PER-CUM,INST-VAL,INST-VAL,PER-CUM,PER-CUM,INST-VAL
2,1-Oct-94, 01:00:00,586.723761,0,489.723761,489.723761,0,0,0.7
3,1-Oct-94, 02:00:00,572.217931,0,475.217931,475.217931,0,0,0.7
4,1-Oct-94, 03:00:00,558.904771,0,461.904771,461.904771,0,0,0.7
5,1-Oct-94, 04:00:00,546.701684,0,449.701684,449.701684,0,0,0.7
6,1-Oct-94, 05:00:00,535.521337,0,438.521337,438.521337,0,0,0.7
7,1-Oct-94, 06:00:00,525.282679,0,428.282679,428.282679,0,0,0.7
8,1-Oct-94, 07:00:00,515.910504,0,418.910504,418.910504,0,0,0.7
9,1-Oct-94, 08:00:00,507.335048,0.001547,410.335048,410.335048,0,0,0.699845
10,1-Oct-94, 09:00:00,499.491614,0.004158,402.491614,402.491614,0,0,0.699429
11,1-Oct-94, 10:00:00,492.32022,0.00657,395.32022,395.32022,0,0,0.698772
12,1-Oct-94, 11:00:00,485.765274,0.008188,388.765274,388.765274,0,0,0.697954
13,1-Oct-94, 12:00:00,479.775267,0.008948,382.775267,382.775267,0,0,0.697059
14,1-Oct-94, 13:00:00,474.302495,0.009832,377.302495,377.302495,0,0,0.696076
15,1-Oct-94, 14:00:00,469.302789,0.008964,372.302789,372.302789,0,0,0.695179
16,1-Oct-94, 15:00:00,464.735271,0.005276,367.735271,367.735271,0,0,0.694652
17,1-Oct-94, 16:00:00,460.562127,0.00614,363.562127,363.562127,0,0,0.694038
18,1-Oct-94, 17:00:00,456.74839,0.00364,359.74839,359.74839,0,0,0.693674
19,1-Oct-94, 18:00:00,453.261743,0.000766,356.261743,356.261743,0,0,0.693597
20,1-Oct-94, 19:00:00,450.072332,0.000389,353.072332,353.072332,0,0,0.693558
21,1-Oct-94, 20:00:00,447.152592,0.001223,350.152592,350.152592,0,0,0.693436
22,1-Oct-94, 21:00:00,444.477089,0.00051,347.477089,347.477089,0,0,0.693385
23,1-Oct-94, 22:00:00,442.022366,0,345.022366,345.022366,0,0,0.693385
24,1-Oct-94, 23:00:00,439.766805,0,342.766805,342.766805,0,0,0.693385
25,1-Oct-94, 24:00:00,437.690496,0,340.690496,340.690496,0,0,0.693385
26,2-Oct-94, 01:00:00,435.775115,0,338.775115,338.775115,0,0,0.693385
27,2-Oct-94, 02:00:00,434.00381,0,337.00381,337.00381,0,0,0.693385
28,2-Oct-94, 03:00:00,432.361094,0,335.361094,335.361094,0,0,0.693385
29,2-Oct-94, 04:00:00,430.832752,0,333.832752,333.832752,0,0,0.693385
30,2-Oct-94, 05:00:00,429.405743,0,332.405743,332.405743,0,0,0.693385
31,2-Oct-94, 06:00:00,428.068116,0,331.068116,331.068116,0,0,0.693385
32,2-Oct-94, 07:00:00,426.808933,0.001134,329.808933,329.808933,0,0,0.693271
33,2-Oct-94, 08:00:00,425.618193,0.00433,328.618193,328.618193,0,0,0.692839
34,2-Oct-94, 09:00:00,424.486761,0.007676,327.486761,327.486761,0,0,0.692071
35,2-Oct-94, 10:00:00,423.406308,0.010997,326.406308,326.406308,0,0,0.690971
36,2-Oct-94, 11:00:00,422.369247,0.013497,325.369247,325.369247,0,0,0.689621
37,2-Oct-94, 12:00:00,421.368679,0.014781,324.368679,324.368679,0,0,0.688143
38,2-Oct-94, 13:00:00,420.398341,0.014699,323.398341,323.398341,0,0,0.686673
39,2-Oct-94, 14:00:00,419.452559,0.015787,322.452559,322.452559,0,0,0.685095
40,2-Oct-94, 15:00:00,418.526201,0.015927,321.526201,321.526201,0,0,0.683502
41,2-Oct-94, 16:00:00,417.614636,0.005537,320.614636,320.614636,0,0,0.682948
42,2-Oct-94, 17:00:00,416.713694,0.002573,319.713694,319.713694,0,0,0.682691
43,2-Oct-94, 18:00:00,415.819634,0.00208,318.819634,318.819634,0,0,0.682483
44,2-Oct-94, 19:00:00,414.929105,0.001733,317.929105,317.929105,0,0,0.68231
45,2-Oct-94, 20:00:00,414.039119,0,317.039119,317.039119,0,0,0.68231
46,2-Oct-94, 21:00:00,413.147019,0,316.147019,316.147019,0,0,0.68231
47,2-Oct-94, 22:00:00,412.250455,0,315.250455,315.250455,0,0,0.68231
48,2-Oct-94, 23:00:00,411.347356,0,314.347356,314.347356,0,0,0.68231
49,2-Oct-94, 24:00:00,410.43591,0,313.43591,313.43591,0,0,0.68231
50,3-Oct-94, 01:00:00,412.514541,0,312.514541,312.514541,0,0,0.68231
51,3-Oct-94, 02:00:00,411.581886,0,311.581886,311.581886,0,0,0.68231
52,3-Oct-94, 03:00:00,410.636785,0,310.636785,310.636785,0,0,0.68231
53,3-Oct-94, 04:00:00,409.678252,0,309.678252,309.678252,0,0,0.68231
54,3-Oct-94, 05:00:00,408.705471,0,308.705471,308.705471,0,0,0.68231
55,3-Oct-94, 06:00:00,407.717773,0,307.717773,307.717773,0,0,0.68231
56,3-Oct-94, 07:00:00,406.714626,0,306.714626,306.714626,0,0,0.68231
57,3-Oct-94, 08:00:00,405.695622,0.00031,305.695622,305.695622,0,0,0.682279
58,3-Oct-94, 09:00:00,404.660464,0.005405,304.660464,304.660464,0,0,0.681738
59,3-Oct-94, 10:00:00,403.608957,0.008355,303.608957,303.608957,0,0,0.680903
60,3-Oct-94, 11:00:00,402.540999,0.01177,302.540999,302.540999,0,0,0.679726
61,3-Oct-94, 12:00:00,401.456568,0.0136,301.456568,301.456568,0,0,0.678366
62,3-Oct-94, 13:00:00,400.355718,0.014481,300.355718,300.355718,0,0,0.676918
63,3-Oct-94, 14:00:00,399.238567,0.014182,299.238567,299.238567,0,0,0.675499
64,3-Oct-94, 15:00:00,398.105293,0.012175,298.105293,298.105293,0,0,0.674282
65,3-Oct-94, 16:00:00,396.956127,0.008442,296.956127,296.956127,0,0,0.673438
66,3-Oct-94, 17:00:00,395.791346,0.003341,295.791346,295.791346,0,0,0.673104
67,3-Oct-94, 18:00:00,394.611267,0.000835,294.611267,294.611267,0,0,0.67302
68,3-Oct-94, 19:00:00,393.416244,0,293.416244,293.416244,0,0,0.67302
69,3-Oct-94, 20:00:00,392.206659,0.000283,292.206659,292.206659,0,0,0.672992
70,3-Oct-94, 21:00:00,390.982926,0.000877,290.982926,290.982926,0,0,0.672904
71,3-Oct-94, 22:00:00,389.745476,0.001212,289.745476,289.745476,0,0,0.672783
72,3-Oct-94, 23:00:00,388.494763,0.001116,288.494763,288.494763,0,0,0.672671
73,3-Oct-94, 24:00:00,387.231256,0.001034,287.231256,287.231256,0,0,0.672568
74,4-Oct-94, 01:00:00,364.955435,0.001111,285.955435,285.955435,0,0,0.672457
75,4-Oct-94, 02:00:00,363.667794,0.00098,284.667794,284.667794,0,0,0.672359
76,4-Oct-94, 03:00:00,362.36883,0.000337,283.36883,283.36883,0,0,0.672325
77,4-Oct-94, 04:00:00,361.059051,0,282.059051,282.059051,0,0,0.672325
78,4-Oct-94, 05:00:00,359.738963,0,280.738963,280.738963,0,0,0.672325
79,4-Oct-94, 06:00:00,358.409077,0,279.409077,279.409077,0,0,0.672325
80,4-Oct-94, 07:00:00,357.069903,0,278.069903,278.069903,0,0,0.672325
81,4-Oct-94, 08:00:00,355.721949,0.001135,276.721949,276.721949,0,0,0.672211
82,4-Oct-94, 09:00:00,354.365722,0.004017,275.365722,275.365722,0,0,0.67181
83,4-Oct-94, 10:00:00,353.001724,0.00378,274.001724,274.001724,0,0,0.671432
84,4-Oct-94, 11:00:00,351.63045,0.003583,272.63045,272.63045,0,0,0.671073
85,4-Oct-94, 12:00:00,350.252392,0.003415,271.252392,271.252392,0,0,0.670732
86,4-Oct-94, 13:00:00,348.868034,0.002139,269.868034,269.868034,0,0,0.670518
87,4-Oct-94, 14:00:00,347.477852,0.001818,268.477852,268.477852,0,0,0.670336
88,4-Oct-94, 15:00:00,346.082314,0.001326,267.082314,267.082314,0,0,0.670204
89,4-Oct-94, 16:00:00,344.681879,0.000712,265.681879,265.681879,0,0,0.670204
90,4-Oct-94, 17:00:00,343.276999,0.001394,264.276999,264.276999,0,0,0.670204
91,4-Oct-94, 18:00:00,341.868114,0.000112,262.868114,262.868114,0,0,0.670204
92,4-Oct-94, 19:00:00,340.455655,0,261.455655,261.455655,0,0,0.670204
93,4-Oct-94, 20:00:00,339.040042,0.000093,260.040042,260.040042,0,0,0.670204
94,4-Oct-94, 21:00:00,337.621687,0.000076,258.621687,258.621687,0,0,0.670204
95,4-Oct-94, 22:00:00,336.200987,0,257.200987,257.200987,0,0,0.670204
96,4-Oct-94, 23:00:00,334.778334,0,255.778334,255.778334,0,0,0.670204
97,4-Oct-94, 24:00:00,333.354105,0.000054,254.354105,254.354105,0,0,0.670204
98,5-Oct-94, 01:00:00,340.928667,0.000049,252.928667,252.928667,0,0,0.670204
99,5-Oct-94, 02:00:00,339.502379,0,251.502379,251.502379,0,0,0.670204
100,5-Oct-94, 03:00:00,338.075584,0,250.075584,250.075584,0,0,0.670204
101,5-Oct-94, 04:00:00,336.64862,0,248.64862,248.64862,0,0,0.670204
102,5-Oct-94, 05:00:00,335.22181,0,247.22181,247.22181,0,0,0.670204
103,5-Oct-94, 06:00:00,333.795469,0,245.795469,245.795469,0,0,0.670204
104,5-Oct-94, 07:00:00,332.3699,0.00044,244.3699,244.3699,0,0,0.670204
105,5-Oct-94, 08:00:00,330.945396,0.001165,242.945396,242.945396,0,0,0.670204
106,5-Oct-94, 09:00:00,329.52224,0.002066,241.52224,241.52224,0,0,0.670204
107,5-Oct-94, 10:00:00,328.100706,0.003125,240.100706,240.100706,0,0,0.670204
108,5-Oct-94, 11:00:00,326.681056,0.00941,238.681056,238.681056,0,0,0.670204
109,5-Oct-94, 12:00:00,325.263545,0.006882,237.263545,237.263545,0,0,0.670204
110,5-Oct-94, 13:00:00,323.848415,0.007545,235.848415,235.848415,0,0,0.670204
111,5-Oct-94, 14:00:00,322.435902,0.007074,234.435902,234.435902,0,0,0.670204
112,5-Oct-94, 15:00:00,321.02623,0.005829,233.02623,233.02623,0,0,0.670204
113,5-Oct-94, 16:00:00,319.619617,0.004785,231.619617,231.619617,0,0,0.670204
114,5-Oct-94, 17:00:00,318.21627,0.002893,230.21627,230.21627,0,0,0.670204
115,5-Oct-94, 18:00:00,316.816389,0.001766,228.816389,228.816389,0,0,0.670204
116,5-Oct-94, 19:00:00,315.420164,0.000348,227.420164,227.420164,0,0,0.670204
117,5-Oct-94, 20:00:00,314.027778,0.000041,226.027778,226.027778,0,0,0.670204
118,5-Oct-94, 21:00:00,312.639407,0,224.639407,224.639407,0,0,0.670204
119,5-Oct-94, 22:00:00,311.255217,0,223.255217,223.255217,0,0,0.670204
120,5-Oct-94, 23:00:00,309.875368,0,221.875368,221.875368,0,0,0.670204
121,5-Oct-94, 24:00:00,308.500014,0,220.500014,220.500014,0,0,0.670204
122,6-Oct-94, 01:00:00,307.129299,0,219.129299,219.129299,0,0,0.670204
123,6-Oct-94, 02:00:00,305.763361,0,217.763361,217.763361,0,0,0.670204
124,6-Oct-94, 03:00:00,304.402334,0,216.402334,216.402334,0,0,0.670204
125,6-Oct-94, 04:00:00,303.046343,0,215.046343,215.046343,0,0,0.670204
126,6-Oct-94, 05:00:00,301.695506,0,213.695506,213.695506,0,0,0.670204
127,6-Oct-94, 06:00:00,300.349938,0,212.349938,212.349938,0,0,0.670204
128,6-Oct-94, 07:00:00,299.009746,0.000857,211.009746,211.009746,0,0,0.670204
129,6-Oct-94, 08:00:00,297.67503,0.003692,209.67503,209.67503,0,0,0.670204
130,6-Oct-94, 09:00:00,296.345888,0.006108,208.345888,208.345888,0,0,0.670204
131,6-Oct-94, 10:00:00,295.022411,0.008855,207.022411,207.022411,0,0,0.670204
132,6-Oct-94, 11:00:00,293.704663,0.01123,205.704663,205.704663,0,0,0.669469
133,6-Oct-94, 12:00:00,292.392804,0.012489,204.392804,204.392804,0,0,0.66822
134,6-Oct-94, 13:00:00,291.086815,0.012692,203.086815,203.086815,0,0,0.666951
135,6-Oct-94, 14:00:00,289.786804,0.012038,201.786804,201.786804,0,0,0.665747
136,6-Oct-94, 15:00:00,288.492839,0.009959,200.492839,200.492839,0,0,0.664751
137,6-Oct-94, 16:00:00,287.204982,0.007041,199.204982,199.204982,0,0,0.664047
138,6-Oct-94, 17:00:00,285.923291,0.001286,197.923291,197.923291,0,0,0.663919
139,6-Oct-94, 18:00:00,284.647822,0,196.647822,196.647822,0,0,0.663919
140,6-Oct-94, 19:00:00,283.378624,0,195.378624,195.378624,0,0,0.663919
141,6-Oct-94, 20:00:00,282.115745,0,194.115745,194.115745,0,0,0.663919
142,6-Oct-94, 21:00:00,280.859228,0,192.859228,192.859228,0,0,0.663919
143,6-Oct-94, 22:00:00,279.609113,0,191.609113,191.609113,0,0,0.663919
144,6-Oct-94, 23:00:00,278.365436,0,190.365436,190.365436,0,0,0.663919
145,6-Oct-94, 24:00:00,277.128231,0,189.128231,189.128231,0,0,0.663919
146,7-Oct-94, 01:00:00,275.897528,0,187.897528,187.897528,0,0,0.663919
147,7-Oct-94, 02:00:00,274.673354,0,186.673354,186.673354,0,0,0.663919
148,7-Oct-94, 03:00:00,273.455734,0,185.455734,185.455734,0,0,0.663919
149,7-Oct-94, 04:00:00,272.24469,0,184.24469,184.24469,0,0,0.663919
150,7-Oct-94, 05:00:00,271.04024,0,183.04024,183.04024,0,0,0.663919
151,7-Oct-94, 06:00:00,269.842403,0,181.842403,181.842403,0,0,0.663919
152,7-Oct-94, 07:00:00,268.65119,0.000064,180.65119,180.65119,0,0,0.663912
153,7-Oct-94, 08:00:00,267.466616,0.002961,179.466616,179.466616,0,0,0.663616
154,7-Oct-94, 09:00:00,266.288689,0.006292,178.288689,178.288689,0,0,0.662987
155,7-Oct-94, 10:00:00,265.117416,0.009454,177.117416,177.117416,0,0,0.662042
156,7-Oct-94, 11:00:00,263.952805,0.011922,175.952805,175.952805,0,0,0.660849
157,7-Oct-94, 12:00:00,262.794857,0.013251,174.794857,174.794857,0,0,0.659524
158,7-Oct-94, 13:00:00,261.643575,0.013927,173.643575,173.643575,0,0,0.658132
159,7-Oct-94, 14:00:00,260.498959,0.012662,172.498959,172.498959,0,0,0.656866
160,7-Oct-94, 15:00:00,259.361007,0.009122,171.361007,171.361007,0,0,0.655953
161,7-Oct-94, 16:00:00,258.229715,0.008423,170.229715,170.229715,0,0,0.655111
162,7-Oct-94, 17:00:00,257.105078,0.003712,169.105078,169.105078,0,0,0.65474
163,7-Oct-94, 18:00:00,255.987091,0,167.987091,167.987091,0,0,0.65474
164,7-Oct-94, 19:00:00,254.875744,0,166.875744,166.875744,0,0,0.65474
165,7-Oct-94, 20:00:00,253.771029,0,165.771029,165.771029,0,0,0.65474
166,7-Oct-94, 21:00:00,252.672935,0,164.672935,164.672935,0,0,0.65474
167,7-Oct-94, 22:00:00,251.581451,0,163.581451,163.581451,0,0,0.65474
168,7-Oct-94, 23:00:00,250.496562,0,162.496562,162.496562,0,0,0.65474
169,7-Oct-94, 24:00:00,249.418256,0,161.418256,161.418256,0,0,0.65474
170,8-Oct-94, 01:00:00,248.346516,0,160.346516,160.346516,0,0,0.65474
171,8-Oct-94, 02:00:00,247.281326,0,159.281326,159.281326,0,0,0.65474
172,8-Oct-94, 03:00:00,246.22267,0,158.22267,158.22267,0,0,0.65474
173,8-Oct-94, 04:00:00,245.170528,0,157.170528,157.170528,0,0,0.65474
174,8-Oct-94, 05:00:00,244.124882,0,156.124882,156.124882,0,0,0.65474
175,8-Oct-94, 06:00:00,243.085712,0,155.085712,155.085712,0,0,0.65474
176,8-Oct-94, 07:00:00,242.052997,0.000014,154.052997,154.052997,0,0,0.654738
177,8-Oct-94, 08:00:00,241.026716,0.002918,153.026716,153.026716,0,0,0.654447
178,8-Oct-94, 09:00:00,240.006846,0.006259,152.006846,152.006846,0,0,0.653821
179,8-Oct-94, 10:00:00,238.993364,0.009492,150.993364,150.993364,0,0,0.652871
180,8-Oct-94, 11:00:00,237.986248,0.011702,149.986248,149.986248,0,0,0.651701
181,8-Oct-94, 12:00:00,236.985472,0.012892,148.985472,148.985472,0,0,0.650412
182,8-Oct-94, 13:00:00,235.991012,0.013808,147.991012,147.991012,0,0,0.649031
183,8-Oct-94, 14:00:00,235.002843,0.010291,147.002843,147.002843,0,0,0.648002
184,8-Oct-94, 15:00:00,234.020939,0.008723,146.020939,146.020939,0,0,0.64713
185,8-Oct-94, 16:00:00,233.045273,0.006674,145.045273,145.045273,0,0,0.646462
186,8-Oct-94, 17:00:00,232.07582,0.001907,144.07582,144.07582,0,0,0.646272
187,8-Oct-94, 18:00:00,231.112551,0,143.112551,143.112551,0,0,0.646272
188,8-Oct-94, 19:00:00,230.155439,0,142.155439,142.155439,0,0,0.646272
189,8-Oct-94, 20:00:00,229.204457,0.00024,141.204457,141.204457,0,0,0.646248
190,8-Oct-94, 21:00:00,228.259576,0.000177,140.259576,140.259576,0,0,0.64623
191,8-Oct-94, 22:00:00,227.320767,0,139.320767,139.320767,0,0,0.64623
192,8-Oct-94, 23:00:00,226.388002,0,138.388002,138.388002,0,0,0.64623
193,8-Oct-94, 24:00:00,225.461251,0,137.461251,137.461251,0,0,0.64623
194,9-Oct-94, 01:00:00,222.540485,0,136.540485,136.540485,0,0,0.64623
195,9-Oct-94, 02:00:00,221.625675,0,135.625675,135.625675,0,0,0.64623
196,9-Oct-94, 03:00:00,220.716789,0,134.716789,134.716789,0,0,0.64623
197,9-Oct-94, 04:00:00,219.813799,0,133.813799,133.813799,0,0,0.64623
198,9-Oct-94, 05:00:00,218.916673,0,132.916673,132.916673,0,0,0.64623
199,9-Oct-94, 06:00:00,218.025382,0,132.025382,132.025382,0,0,0.64623
200,9-Oct-94, 07:00:00,217.139894,0.000032,131.139894,131.139894,0,0,0.646227
201,9-Oct-94, 08:00:00,216.260179,0.001533,130.260179,130.260179,0,0,0.646074
202,9-Oct-94, 09:00:00,215.386206,0.003098,129.386206,129.386206,0,0,0.645764
203,9-Oct-94, 10:00:00,214.517944,0.005221,128.517944,128.517944,0,0,0.645242
204,9-Oct-94, 11:00:00,213.655362,0.011535,127.655362,127.655362,0,0,0.644088
205,9-Oct-94, 12:00:00,212.798429,0.013821,126.798429,126.798429,0,0,0.642706
206,9-Oct-94, 13:00:00,211.947112,0.012105,125.947112,125.947112,0,0,0.641495
207,9-Oct-94, 14:00:00,211.101382,0.0114,125.101382,125.101382,0,0,0.640355
208,9-Oct-94, 15:00:00,210.261206,0.010002,124.261206,124.261206,0,0,0.639355
209,9-Oct-94, 16:00:00,209.426554,0.006026,123.426554,123.426554,0,0,0.638753
210,9-Oct-94, 17:00:00,208.597393,0.003675,122.597393,122.597393,0,0,0.638385
211,9-Oct-94, 18:00:00,207.773692,0.002441,121.773692,121.773692,0,0,0.638141
212,9-Oct-94, 19:00:00,206.95542,0.000367,120.95542,120.95542,0,0,0.638104
213,9-Oct-94, 20:00:00,206.142545,0,120.142545,120.142545,0,0,0.638104
214,9-Oct-94, 21:00:00,205.335036,0,119.335036,119.335036,0,0,0.638104
215,9-Oct-94, 22:00:00,204.532861,0,118.532861,118.532861,0,0,0.638104
216,9-Oct-94, 23:00:00,203.735989,0,117.735989,117.735989,0,0,0.638104
217,9-Oct-94, 24:00:00,202.944388,0,116.944388,116.944388,0,0,0.638104
218,10-Oct-94, 01:00:00,202.158027,0,116.158027,116.158027,0,0,0.638104
219,10-Oct-94, 02:00:00,201.376874,0,115.376874,115.376874,0,0,0.638104
220,10-Oct-94, 03:00:00,200.600899,0,114.600899,114.600899,0,0,0.638104
221,10-Oct-94, 04:00:00,199.83007,0,113.83007,113.83007,0,0,0.638104
222,10-Oct-94, 05:00:00,199.064356,0,113.064356,113.064356,0,0,0.638104
223,10-Oct-94, 06:00:00,198.303726,0,112.303726,112.303726,0,0,0.638104
224,10-Oct-94, 07:00:00,197.548148,0.000367,111.548148,111.548148,0,0,0.638068
225,10-Oct-94, 08:00:00,196.797592,0.003215,110.797592,110.797592,0,0,0.637746
226,10-Oct-94, 09:00:00,196.052028,0.006409,110.052028,110.052028,0,0,0.637105
227,10-Oct-94, 10:00:00,195.311423,0.009067,109.311423,109.311423,0,0,0.636199
228,10-Oct-94, 11:00:00,194.575748,0.011587,108.575748,108.575748,0,0,0.63504
229,10-Oct-94, 12:00:00,193.844972,0.01266,107.844972,107.844972,0,0,0.633774
230,10-Oct-94, 13:00:00,193.119064,0.013479,107.119064,107.119064,0,0,0.632426
231,10-Oct-94, 14:00:00,192.397994,0.013194,106.397994,106.397994,0,0,0.631107
232,10-Oct-94, 15:00:00,191.681731,0.010746,105.681731,105.681731,0,0,0.630032
233,10-Oct-94, 16:00:00,190.970247,0.002165,104.970247,104.970247,0,0,0.629816
234,10-Oct-94, 17:00:00,190.263509,0,104.263509,104.263509,0,0,0.629816
235,10-Oct-94, 18:00:00,189.56149,0,103.56149,103.56149,0,0,0.629816
236,10-Oct-94, 19:00:00,188.864157,0,102.864157,102.864157,0,0,0.629816
237,10-Oct-94, 20:00:00,188.171483,0,102.171483,102.171483,0,0,0.629816
238,10-Oct-94, 21:00:00,187.483437,0,101.483437,101.483437,0,0,0.629816
239,10-Oct-94, 22:00:00,186.79999,0,100.79999,100.79999,0,0,0.629816
240,10-Oct-94, 23:00:00,186.121113,0,100.121113,100.121113,0,0,0.629816
241,10-Oct-94, 24:00:00,185.446776,0,99.446776,99.446776,0,0,0.629816
242,11-Oct-94, 01:00:00,186.77695,0,98.77695,98.77695,0,0,0.629816
243,11-Oct-94, 02:00:00,186.111607,0,98.111607,98.111607,0,0,0.629816
244,11-Oct-94, 03:00:00,185.450717,0,97.450717,97.450717,0,0,0.629816
245,11-Oct-94, 04:00:00,184.794252,0,96.794252,96.794252,0,0,0.629816
246,11-Oct-94, 05:00:00,184.142184,0,96.142184,96.142184,0,0,0.629816
247,11-Oct-94, 06:00:00,183.494483,0,95.494483,95.494483,0,0,0.629816
248,11-Oct-94, 07:00:00,182.851122,0,94.851122,94.851122,0,0,0.629816
249,11-Oct-94, 08:00:00,182.212073,0.002625,94.212073,94.212073,0,0,0.629553
250,11-Oct-94, 09:00:00,181.577307,0.00525,93.577307,93.577307,0,0,0.629028
251,11-Oct-94, 10:00:00,180.946797,0.008002,92.946797,92.946797,0,0,0.628228
252,11-Oct-94, 11:00:00,180.320515,0.010779,92.320515,92.320515,0,0,0.62715
253,11-Oct-94, 12:00:00,179.698434,0.007603,91.698434,91.698434,0,0,0.62639
254,11-Oct-94, 13:00:00,179.080526,0.011024,91.080526,91.080526,0,0,0.625287
255,11-Oct-94, 14:00:00,178.466764,0.009922,90.466764,90.466764,0,0,0.624295
256,11-Oct-94, 15:00:00,177.857121,0.008507,89.857121,89.857121,0,0,0.623444
257,11-Oct-94, 16:00:00,177.25157,0.004853,89.25157,89.25157,0,0,0.622959
258,11-Oct-94, 17:00:00,176.650084,0.002339,88.650084,88.650084,0,0,0.622725
259,11-Oct-94, 18:00:00,176.052636,0.001607,88.052636,88.052636,0,0,0.622564
260,11-Oct-94, 19:00:00,175.459201,0.000194,87.459201,87.459201,0,0,0.622545
261,11-Oct-94, 20:00:00,174.869751,0.000112,86.869751,86.869751,0,0,0.622534
262,11-Oct-94, 21:00:00,174.28426,0.000452,86.28426,86.28426,0,0,0.622489
263,11-Oct-94, 22:00:00,173.702703,0,85.702703,85.702703,0,0,0.622489
264,11-Oct-94, 23:00:00,173.125054,0,85.125054,85.125054,0,0,0.622489
265,11-Oct-94, 24:00:00,172.551286,0,84.551286,84.551286,0,0,0.622489
266,12-Oct-94, 01:00:00,169.981374,0,83.981374,83.981374,0,0,0.622489
267,12-Oct-94, 02:00:00,169.415292,0.000637,83.415292,83.415292,0,0,0.622425
268,12-Oct-94, 03:00:00,168.853016,0.00061,82.853016,82.853016,0,0,0.622364
269,12-Oct-94, 04:00:00,168.294521,0,82.294521,82.294521,0,0,0.622364
270,12-Oct-94, 05:00:00,167.73978,0.000562,81.73978,81.73978,0,0,0.622308
271,12-Oct-94, 06:00:00,167.18877,0.001132,81.18877,81.18877,0,0,0.622194
272,12-Oct-94, 07:00:00,166.641465,0.000495,80.641465,80.641465,0,0,0.622145
273,12-Oct-94, 08:00:00,166.097842,0.002308,80.097842,80.097842,0,0,0.621914
274,12-Oct-94, 09:00:00,165.557875,0.004909,79.557875,79.557875,0,0,0.621423
275,12-Oct-94, 10:00:00,165.02154,0.008544,79.02154,79.02154,0,0,0.620569
276,12-Oct-94, 11:00:00,164.488814,0.010855,78.488814,78.488814,0,0,0.619483
277,12-Oct-94, 12:00:00,163.959671,0.012013,77.959671,77.959671,0,0,0.618282
278,12-Oct-94, 13:00:00,163.43409,0.011745,77.43409,77.43409,0,0,0.617108
279,12-Oct-94, 14:00:00,162.912045,0.011856,76.912045,76.912045,0,0,0.615922
280,12-Oct-94, 15:00:00,162.393513,0.009311,76.393513,76.393513,0,0,0.614991
281,12-Oct-94, 16:00:00,161.878471,0.004978,75.878471,75.878471,0,0,0.614493
282,12-Oct-94, 17:00:00,161.366896,0.002778,75.366896,75.366896,0,0,0.614215
283,12-Oct-94, 18:00:00,160.858764,0.002835,74.858764,74.858764,0,0,0.613932
284,12-Oct-94, 19:00:00,160.354053,0.001746,74.354053,74.354053,0,0,0.613757
285,12-Oct-94, 20:00:00,159.852739,0.000079,73.852739,73.852739,0,0,0.613749
286,12-Oct-94, 21:00:00,159.354801,0.000107,73.354801,73.354801,0,0,0.613739
287,12-Oct-94, 22:00:00,158.860215,0.000078,72.860215,72.860215,0,0,0.613731
288,12-Oct-94, 23:00:00,158.368959,0,72.368959,72.368959,0,0,0.613731
289,12-Oct-94, 24:00:00,157.881012,0,71.881012,71.881012,0,0,0.613731
290,13-Oct-94, 01:00:00,159.39635,0,71.39635,71.39635,0,0,0.613731
291,13-Oct-94, 02:00:00,158.914952,0,70.914952,70.914952,0,0,0.613731
292,13-Oct-94, 03:00:00,158.436796,0,70.436796,70.436796,0,0,0.613731
293,13-Oct-94, 04:00:00,157.96186,0,69.96186,69.96186,0,0,0.613731
294,13-Oct-94, 05:00:00,157.490123,0,69.490123,69.490123,0,0,0.613731
295,13-Oct-94, 06:00:00,157.021564,0,69.021564,69.021564,0,0,0.613731
296,13-Oct-94, 07:00:00,156.556161,0,68.556161,68.556161,0,0,0.613731
297,13-Oct-94, 08:00:00,156.093893,0.002442,68.093893,68.093893,0,0,0.613487
298,13-Oct-94, 09:00:00,155.634739,0.00541,67.634739,67.634739,0,0,0.612945
299,13-Oct-94, 10:00:00,155.178678,0.008253,67.178678,67.178678,0,0,0.61212
300,13-Oct-94, 11:00:00,154.72569,0.010914,66.72569,66.72569,0,0,0.611029
301,13-Oct-94, 12:00:00,154.275753,0.012496,66.275753,66.275753,0,0,0.609779
302,13-Oct-94, 13:00:00,153.828848,0.012657,65.828848,65.828848,0,0,0.608513
303,13-Oct-94, 14:00:00,153.384954,0.010135,65.384954,65.384954,0,0,0.6075
304,13-Oct-94, 15:00:00,152.944051,0.010249,64.944051,64.944051,0,0,0.606475
305,13-Oct-94, 16:00:00,152.506119,0.007034,64.506119,64.506119,0,0,0.605772
306,13-Oct-94, 17:00:00,152.071138,0.004191,64.071138,64.071138,0,0,0.605353
307,13-Oct-94, 18:00:00,151.639088,0.003144,63.639088,63.639088,0,0,0.605038
308,13-Oct-94, 19:00:00,151.209949,0.00253,63.209949,63.209949,0,0,0.604785
