Col number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
   Ordinate,Date,Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION
Units, ,,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type, ,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1,1-Oct-94,24:00:00,153,0.042553,0,0,0,0,0,0.04253,0,0,0,0,0,0.04249,0,0,0,0,0
2,2-Oct-94,24:00:00,153,0.07121,0,0,0,0,0,0.071192,0,0,0,0,0,0.071186,0,0,0,0,0
3,3-Oct-94,24:00:00,153,0.062642,0,0,0,0,0,0.062619,0,0,0,0,0,0.062601,0,0,0,0,0
4,4-Oct-94,24:00:00,147.170299,0.016779,0.271435,0,0.108304,0,0.005993,0.01677,0.583148,0,0.014952,0,0.000756,0.016759,0,0,0,0,0
5,5-Oct-94,24:00:00,133.834602,0.034353,0.337323,0,0,0,0.015472,0.03434,0.674703,0,0,0,0.002136,0.034317,0,0,0,0,0
6,6-Oct-94,24:00:00,122.214307,0.055455,0.021995,0,0,0,0.015472,0.055441,0.029484,0,0,0,0.002136,0.055418,0,0,0,0,0
7,7-Oct-94,24:00:00,119.258855,0.059022,0,0,0,0,0.01213,0.059002,0,0,0,0,0.000943,0.05897,0,0,0,0,0
8,8-Oct-94,24:00:00,119.013385,0.054722,0,0,0,0,0.004416,0.054702,0,0,0,0,0,0.054669,0,0,0,0,0
9,9-Oct-94,24:00:00,119.000596,0.052259,0,0,0,0,0.000182,0.052237,0,0,0,0,0,0.0522,0,0,0,0,0
10,10-Oct-94,24:00:00,127.092712,0.05329,0,0,0,0,0,0.053278,0,0,0,0,0,0.053259,0,0,0,0,0
11,11-Oct-94,24:00:00,145.958682,0.047133,0,0,0,0,0,0.047104,0,0,0,0,0,0.047055,0,0,0,0,0
12,12-Oct-94,24:00:00,147.91931,0.056322,0,0,0,0,0,0.056295,0,0,0,0,0,0.056249,0,0,0,0,0
13,13-Oct-94,24:00:00,127.285888,0.057615,0,0,0,0,0,0.05759,0,0,0,0,0,0.05755,0,0,0,0,0
14,14-Oct-94,24:00:00,114.301485,0.052379,0,0,0,0,0,0.052349,0,0,0,0,0,0.052298,0,0,0,0,0
15,15-Oct-94,24:00:00,113.069385,0.057942,0,0,0,0,0,0.057911,0,0,0,0,0,0.057861,0,0,0,0,0
16,16-Oct-94,24:00:00,113.003131,0.050179,0,0,0,0,0,0.050173,0,0,0,0,0,0.050162,0,0,0,0,0
17,17-Oct-94,24:00:00,113.00013,0.034394,0,0,0,0,0,0.034386,0,0,0,0,0,0.034371,0,0,0,0,0
18,18-Oct-94,24:00:00,113.000005,0.051241,0,0,0,0,0,0.051241,0,0,0,0,0,0.051241,0,0,0,0,0
19,19-Oct-94,24:00:00,113,0.049121,0,0,0,0,0,0.049121,0,0,0,0,0,0.049121,0,0,0,0,0
20,20-Oct-94,24:00:00,116.59675,0.043699,0,0,0,0,0,0.043698,0,0,0,0,0,0.043697,0,0,0,0,0
21,21-Oct-94,24:00:00,125.531139,0.045401,0,0,0,0,0,0.045401,0,0,0,0,0,0.045401,0,0,0,0,0
22,22-Oct-94,24:00:00,133.655935,0.04256,0,0,0,0,0,0.042559,0,0,0,0,0,0.042559,0,0,0,0,0
23,23-Oct-94,24:00:00,136.709411,0.050557,0,0,0,0,0,0.050541,0,0,0,0,0,0.050514,0,0,0,0,0
24,24-Oct-94,24:00:00,132.488733,0.04103,0,0,0,0,0,0.041003,0,0,0,0,0,0.040958,0,0,0,0,0
25,25-Oct-94,24:00:00,123.920551,0.026342,0,0,0,0,0,0.026318,0,0,0,0,0,0.026279,0,0,0,0,0
26,26-Oct-94,24:00:00,122.139732,0.027441,0,0,0,0,0,0.027421,0,0,0,0,0,0.027389,0,0,0,0,0
27,27-Oct-94,24:00:00,127.410271,0.028218,0,0,0,0,0,0.028194,0,0,0,0,0,0.028155,0,0,0,0,0
28,28-Oct-94,24:00:00,130.673582,0.037537,0,0,0,0,0,0.037516,0,0,0,0,0,0.037482,0,0,0,0,0
29,29-Oct-94,24:00:00,130.982605,0.039295,0,0,0,0,0,0.039276,0,0,0,0,0,0.039246,0,0,0,0,0
30,30-Oct-94,24:00:00,131.448809,0.038449,0,0,0,0,0,0.038423,0,0,0,0,0,0.03838,0,0,0,0,0
31,31-Oct-94,24:00:00,126.553044,0.030066,0,0,0,0,0,0.030037,0,0,0,0,0,0.029991,0,0,0,0,0
32,1-Nov-94,24:00:00,117.471649,0.021686,0,0,0,0,0,0.021675,0,0,0,0,0,0.021656,0,0,0,0,0
33,2-Nov-94,24:00:00,113.395834,0.038723,0,0,0,0,0,0.038697,0,0,0,0,0,0.038656,0,0,0,0,0
34,3-Nov-94,24:00:00,113.02097,0.032618,0,0,0,0,0,0.032596,0,0,0,0,0,0.032561,0,0,0,0,0
35,4-Nov-94,24:00:00,114.789809,0.015906,0.181363,0,0.597829,0,0.009689,0.015898,7.528745,0,0.858499,0,0.017021,0.015888,14.703797,0,1.162646,0,0.024676
36,5-Nov-94,24:00:00,256.977652,0.010498,6.515524,0,0.904324,0,0.172511,0.010491,102.614207,0,0.608856,0,0.187352,0.010479,56.274038,0,0.426563,0,0.213142
37,6-Nov-94,24:00:00,144.739595,0.011107,2.622044,0,0.136745,0,0.232608,0.011096,23.842332,0,0.105017,0,0.223441,0.01108,3.615271,0,0.021847,0,0.229956
38,7-Nov-94,24:00:00,88.500144,0.027503,0.221157,0,0,0,0.234128,0.027477,1.390283,0,0,0,0.224625,0.027436,0,0,0,0,0.230151
39,8-Nov-94,24:00:00,83.161724,0.027591,0.004679,0,0,0,0.234128,0.027555,0.005804,0,0,0,0.224625,0.027505,0,0,0,0,0.230151
40,9-Nov-94,24:00:00,213.006572,0.009175,7.32004,0,1.686204,0,0.402707,0.009161,114.6635,0,1.665045,0,0.391934,0.009139,78.413123,0,1.719183,0,0.40309
41,10-Nov-94,24:00:00,173.805434,0.021677,2.372174,0,0,0,0.475015,0.021653,27.879574,0,0,0,0.462488,0.021615,1.186394,0,0,0,0.475748
42,11-Nov-94,24:00:00,83.91492,0.013989,0.128055,0,0,0,0.475015,0.01397,0.817497,0,0,0,0.462488,0.013943,0,0,0,0,0.475748
43,12-Nov-94,24:00:00,75.383569,0.031127,0,0,0,0,0.475015,0.031104,0,0,0,0,0.462488,0.031068,0,0,0,0,0.475748
44,13-Nov-94,24:00:00,75.015026,0.026389,0,0,0,0,0.475015,0.026361,0,0,0,0,0.462488,0.026319,0,0,0,0,0.475748
45,14-Nov-94,24:00:00,76.798946,0.030919,0,0,0,0,0.473633,0.030892,0,0,0,0,0.461116,0.030852,0,0,0,0,0.474425
46,15-Nov-94,24:00:00,114.112926,0.01702,2.022669,0,0.48099,0,0.516183,0.017,33.900767,0,0.500829,0,0.506415,0.016969,23.331556,0,0.509269,0,0.521786
47,16-Nov-94,24:00:00,115.329522,0.023641,0.737506,0,0,0,0.53983,0.023615,8.969457,0,0.065691,0,0.530451,0.023574,0.377403,0,0.13028,0,0.545441
48,17-Nov-94,24:00:00,98.50764,0.029362,0.041058,0,0,0,0.53983,0.029329,9.118136,0,0.045692,0,0.545823,0.02928,10.044848,0,0.089462,0,0.575416
49,18-Nov-94,24:00:00,85.14631,0.028978,0,0,0,0,0.53983,0.028956,0.722661,0,0,0,0.546095,0.028918,0,0,0,0,0.576131
50,19-Nov-94,24:00:00,80.331754,0.019816,0,0,0,0,0.53983,0.019785,0.000583,0,0,0,0.546095,0.019739,0,0,0,0,0.576131
51,20-Nov-94,24:00:00,80.013972,0.004116,0,0,0,0,0.53983,0.004112,0,0,0,0,0.546095,0.004105,0,0,0,0,0.576131
52,21-Nov-94,24:00:00,80.000557,0.017174,0,0,0,0,0.539404,0.017156,0,0,0,0,0.546095,0.017128,0,0,0,0,0.576131
53,22-Nov-94,24:00:00,80.000021,0.021769,0,0,0,0,0.537243,0.021743,0,0,0,0,0.544686,0.021704,0,0,0,0,0.574774
54,23-Nov-94,24:00:00,80.000001,0.016016,0,0,0,0,0.534528,0.015992,0,0,0,0,0.542052,0.015955,0,0,0,0,0.572179
55,24-Nov-94,24:00:00,81.699925,0.01255,0.150438,0,0.630201,0,0.541858,0.012537,4.881565,0,0.692061,0,0.552337,0.012517,12.214458,0,0.859367,0,0.590156
56,25-Nov-94,24:00:00,201.374045,0.011735,5.578986,0,0.665005,0,0.678947,0.01172,91.069048,0,0.704389,0,0.69723,0.011697,52.377143,0,0.607731,0,0.746513
57,26-Nov-94,24:00:00,149.473865,0.020854,1.756499,0,0.012248,0,0.71782,0.020832,27.12762,0,0.056973,0,0.744611,0.0208,7.70694,0,0.097425,0,0.788882
58,27-Nov-94,24:00:00,102.119572,0.002675,0.539898,0,0.109056,0,0.727531,0.002674,12.500672,0,0.165056,0,0.761282,0.002672,11.279186,0,0.24697,0,0.814787
59,28-Nov-94,24:00:00,95.335485,0.015011,0.211334,0,0,0,0.734238,0.014994,3.647166,0,0,0,0.77072,0.014966,0.295821,0,0,0,0.828984
60,29-Nov-94,24:00:00,61.174409,0.014938,0.012435,0,0,0,0.734238,0.014917,0.125174,0,0,0,0.77072,0.014885,0,0,0,0,0.828984
61,30-Nov-94,24:00:00,54.028687,0.020216,0,0,0,0,0.734238,0.02019,0,0,0,0,0.77072,0.020149,0,0,0,0,0.828984
62,1-Dec-94,24:00:00,69.311878,0.007472,0,0,0,0,0.734238,0.00746,0,0,0,0,0.77072,0.007442,0,0,0,0,0.828984
63,2-Dec-94,24:00:00,70.006475,0.009976,0,0,0,0,0.734238,0.009963,0,0,0,0,0.77072,0.009942,0,0,0,0,0.828984
64,3-Dec-94,24:00:00,266.845126,0.005821,6.502925,0,1.60316,0,0.880862,0.005814,102.112604,0,1.592309,0,0.914562,0.005804,397.825048,325.561463,1.617159,0.420046,0.946961
65,4-Dec-94,24:00:00,579.970822,0.017751,2.680296,0,0,0,0.963261,0.017733,33.829574,0,0,0,0.998192,0.017704,223.578773,220.966613,0,0,1
66,5-Dec-94,24:00:00,139.868271,0.008472,0.15341,0,0,0,0.963261,0.008462,1.155808,0,0,0,0.998192,0.00844,27.608766,27.608766,0,0,1
67,6-Dec-94,24:00:00,144.690236,0.009843,0,0,0,0,0.963261,0.009828,8.902417,6.966906,0.024735,0.012081,0.999887,0.0098,94.908386,92.42719,0.053589,0.053589,1
68,7-Dec-94,24:00:00,131.649323,0.018291,0,0,0,0,0.963261,0.018262,5.537914,5.344394,0,0,1,0.018217,28.781791,28.781791,0,0,1
69,8-Dec-94,24:00:00,99.521043,0.01418,0,0,0,0,0.963261,0.014146,1.368479,1.367847,0,0,1,0.014104,25.968424,25.968424,0,0,1
70,9-Dec-94,24:00:00,94.265899,0.014719,0,0,0,0,0.963261,0.014695,0.656827,0.656827,0,0,1,0.014655,24.454817,24.454817,0,0,1
71,10-Dec-94,24:00:00,92.441949,0.00585,0,0,0,0,0.963261,0.005842,0.55153,0.55153,0,0,1,0.005831,23.030677,23.030677,0,0,1
72,11-Dec-94,24:00:00,145.310855,0.005229,1.281243,0.800252,0.281212,0.024036,0.974698,0.005228,44.695441,31.511002,0.381752,0.381752,1,0.005225,283.55432,266.398869,0.462488,0.462488,1
73,12-Dec-94,24:00:00,1042.62,0.005618,48.431048,46.692569,0.182676,0.182676,1,0.005617,352.313527,321.789965,0.211401,0.211401,1,0.005615,573.492166,560.268373,0.209109,0.209109,1
74,13-Dec-94,24:00:00,749.224516,0.004743,112.424578,111.96584,0,0,1,0.004743,254.636833,247.520863,0,0,1,0.004743,137.443646,136.727426,0,0,1
75,14-Dec-94,24:00:00,996.882922,0.007036,174.312307,171.896892,0.651873,0.651873,1,0.007035,310.32551,268.145448,0.694949,0.694949,1,0.007033,838.83455,805.623682,0.74436,0.74436,1
76,15-Dec-94,24:00:00,1572.50,0.007975,379.316839,377.99224,0,0,1,0.007965,494.268801,477.002138,0,0,1,0.007948,288.769853,287.516267,0,0,1
77,16-Dec-94,24:00:00,605.726959,0.006538,143.425367,143.345521,0,0,1,0.006528,179.664325,176.280993,0.035428,0.035428,1,0.006512,188.657475,185.504773,0.068092,0.068092,1
78,17-Dec-94,24:00:00,344.069203,0.007598,53.470869,53.470869,0,0,1,0.007583,86.973423,86.673493,0,0,1,0.007559,101.153606,101.153606,0,0,1
79,18-Dec-94,24:00:00,343.093326,0.011586,38.331659,38.309325,0.004392,0.004392,1,0.011568,83.773245,81.067254,0.034554,0.034554,1,0.011539,177.432892,174.423992,0.064986,0.064986,1
80,19-Dec-94,24:00:00,283.658835,0.011883,34.301387,34.298251,0,0,1,0.01186,70.317967,70.047622,0,0,1,0.011826,93.95,93.95,0,0,1
81,20-Dec-94,24:00:00,235.257742,0.011037,30.906465,30.906358,0,0,1,0.01102,55.207772,55.20689,0,0,1,0.010989,86.967733,86.967733,0,0,1
82,21-Dec-94,24:00:00,226.248262,0.014105,28.794366,28.794366,0,0,1,0.014079,50.163006,50.163006,0,0,1,0.01404,81.901342,81.901342,0,0,1
83,22-Dec-94,24:00:00,216.422768,0.018266,27.072113,27.072113,0,0,1,0.018231,47.048251,47.048251,0,0,1,0.018177,77.131776,77.131776,0,0,1
84,23-Dec-94,24:00:00,205.082942,0.018962,25.49015,25.49015,0,0,1,0.018924,44.291768,44.291768,0,0,1,0.018866,72.639969,72.639969,0,0,1
85,24-Dec-94,24:00:00,948.342088,0.01676,178.862287,176.778142,0.433444,0.433444,1,0.016736,276.569885,243.429208,0.446314,0.446314,1,0.0167,698.757447,674.85272,0.517593,0.517593,1
86,25-Dec-94,24:00:00,916.935657,0.026552,232.056058,231.634756,0,0,1,0.026521,281.396118,276.208924,0,0,1,0.026477,143.545462,143.48521,0,0,1
87,26-Dec-94,24:00:00,363.477082,0.016603,87.440124,87.421239,0,0,1,0.016578,98.87692,98.77707,0,0,1,0.016539,93.44673,93.44673,0,0,1
88,27-Dec-94,24:00:00,279.069171,0.007768,56.936644,56.616591,0.348764,0.348764,1,0.007753,82.830168,76.459147,0.357223,0.357223,1,0.007731,180.243349,173.993369,0.359433,0.359433,1
89,28-Dec-94,24:00:00,1101.63,0.022089,239.014587,237.422858,0,0,1,0.022062,331.687146,308.44869,0,0,1,0.02202,467.676629,457.284587,0,0,1
90,29-Dec-94,24:00:00,532.777215,0.013174,144.410772,144.291646,0,0,1,0.013147,160.700587,159.553126,0,0,1,0.013112,103.555659,103.555659,0,0,1
91,30-Dec-94,24:00:00,304.14045,0.013256,65.468518,65.468266,0,0,1,0.013234,77.396629,77.396629,0,0,1,0.013199,95.5854,95.5854,0,0,1
92,31-Dec-94,24:00:00,260.890305,0.007986,47.375945,47.375945,0,0,1,0.007977,62.410907,62.410907,0,0,1,0.007963,95.556053,95.35898,0.004256,0.004256,1
93,1-Jan-95,24:00:00,273.465311,0.008317,58.043327,57.855856,0.038008,0.038008,1,0.008316,57.739058,57.739058,0,0,1,0.008314,85.134894,85.134894,0,0,1
94,2-Jan-95,24:00:00,282.366643,0.023168,57.223594,57.190768,0.027966,0.027966,1,0.023165,54.290691,54.290691,0,0,1,0.02316,80.103194,80.103194,0,0,1
95,3-Jan-95,24:00:00,449.111709,0.008139,121.538827,120.487492,0.19971,0.19971,1,0.008138,87.064157,81.063745,0.090811,0.090811,1,0.008136,240.463885,233.982767,0.141951,0.141951,1
96,4-Jan-95,24:00:00,638.994187,0.011472,233.668803,231.953278,0.38685,0.38685,1,0.011471,147.69624,138.111257,0.131445,0.131445,1,0.011468,137.736799,135.958852,0.038596,0.038596,1
97,5-Jan-95,24:00:00,1373.27,0.009543,381.0018,378.834458,0.312514,0.312514,1,0.009531,332.411001,301.633409,0.389404,0.389404,1,0.009513,899.052569,867.023169,0.708626,0.708626,1
98,6-Jan-95,24:00:00,1468.51,0.007957,353.915733,351.959366,0.755111,0.755111,1,0.007953,421.000511,389.123365,0.739301,0.739301,1,0.007948,710.136335,686.329667,0.80604,0.80604,1
99,7-Jan-95,24:00:00,6640.84,0.011527,1527.27,842.274682,1.397614,1.397614,1,0.011527,1954.01,1006.28,1.355799,1.355799,1,0.011527,3581.82,1947.13,1.460721,1.460721,1
100,8-Jan-95,24:00:00,16278.46,0.013009,4669.44,1330.65,1.68,1.68,1,0.013007,5858.19,1502.65,1.68,1.68,1,0.013004,9174.68,2158.81,1.68,1.68,1
101,9-Jan-95,24:00:00,23190.13,0.01373,5993.95,1649.25,1.559062,1.559062,1,0.013723,6771.92,1864.90,1.516443,1.516443,1,0.013712,7704.51,2438.26,1.590669,1.590669,1
102,10-Jan-95,24:00:00,7051.58,0.017306,2116.25,1507.22,0.507655,0.507655,1,0.017297,2209.85,1606.84,0.485272,0.485272,1,0.017283,1630.33,1523.46,0.589764,0.589764,1
103,11-Jan-95,24:00:00,3982.38,0.0124,1115.43,1089.48,0.733337,0.733337,1,0.012399,1237.55,1157.50,0.763653,0.763653,1,0.012396,1620.45,1580.36,0.808227,0.808227,1
104,12-Jan-95,24:00:00,3866.43,0.013161,1022.93,1018.86,0.863053,0.863053,1,0.01315,1165.40,1108.34,0.844788,0.844788,1,0.013134,1620.96,1557.68,1.04685,1.04685,1
105,13-Jan-95,24:00:00,10474.36,0.010793,2590.93,1195.24,1.68,1.68,1,0.010787,3539.74,1372.23,1.68,1.68,1,0.010778,6364.66,2286.25,1.68,1.68,1
106,14-Jan-95,24:00:00,10120.73,0.010755,2649.46,1652.95,0.902923,0.902923,1,0.010743,2894.70,1875.96,0.862771,0.862771,1,0.010727,2690.16,2225.50,0.867084,0.867084,1
107,15-Jan-95,24:00:00,3944.08,0.011129,1263.74,1199.78,0,0,1,0.011113,1325.42,1263.33,0.046845,0.046845,1,0.011089,964.104576,956.324275,0.071264,0.071264,1
108,16-Jan-95,24:00:00,2736.96,0.017325,605.579131,605.475184,0,0,1,0.017307,623.550417,622.328381,0,0,1,0.017279,606.905239,606.905239,0,0,1
109,17-Jan-95,24:00:00,3982.07,0.012698,417.186848,417.186655,0,0,1,0.01268,447.324368,447.323798,0,0,1,0.012648,569.34831,569.34831,0,0,1
110,18-Jan-95,24:00:00,4217.67,0.011418,368.000975,368.000975,0,0,1,0.011401,404.043379,404.043379,0,0,1,0.011374,536.189652,536.189652,0,0,1
111,19-Jan-95,24:00:00,5550.24,0.022552,343.425848,343.425848,0,0,1,0.022536,378.904832,378.904832,0,0,1,0.0225,504.96438,504.96438,0,0,1
112,20-Jan-95,24:00:00,6357.76,0.019053,323.650942,323.636449,0.005586,0.005586,1,0.019042,356.709961,356.709961,0,0,1,0.019026,475.557529,475.557529,0,0,1
113,21-Jan-95,24:00:00,4386.72,0.013946,310.558261,310.464677,0.177267,0.177267,1,0.013944,337.034926,336.75019,0.071403,0.071403,1,0.013941,447.8632,447.8632,0,0,0.999701
114,22-Jan-95,24:00:00,3487.86,0.008704,681.456011,646.480916,1.559662,1.559662,1,0.008704,774.781836,697.689673,1.377727,1.377727,1,0.008704,1345.50,1300.68,1.124338,1.119051,0.999921
115,23-Jan-95,24:00:00,4745.97,0.00774,1346.18,1305.60,0.979465,0.979465,1,0.007732,1443.58,1363.82,0.873538,0.873538,1,0.007719,1276.64,1254.93,0.594387,0.594387,1
116,24-Jan-95,24:00:00,4483.03,0.009039,1337.06,1329.10,0.495574,0.495574,1,0.009027,1352.66,1287.82,0.335407,0.335407,1,0.009008,1320.09,1292.75,0.312248,0.312248,1
117,25-Jan-95,24:00:00,3178.77,0.011006,933.844255,932.18499,0.213641,0.213641,1,0.010996,831.529201,815.042668,0.156918,0.156918,1,0.01098,569.316669,566.883505,0.052132,0.052132,1
118,26-Jan-95,24:00:00,3236.84,0.004429,666.368713,663.928276,0.611539,0.611539,1,0.004427,679.381858,641.84894,0.604603,0.604603,1,0.004424,1506.73,987.041413,0.639605,0.639605,1
119,27-Jan-95,24:00:00,4170.21,0.006781,824.972439,822.33457,0.304879,0.304879,1,0.006781,914.376994,880.277619,0.27104,0.27104,1,0.006781,1127.85,1083.47,0.340519,0.340519,1
120,28-Jan-95,24:00:00,3553.30,0.009187,718.410083,716.978633,0.157843,0.157843,1,0.009186,768.970137,747.695326,0.182819,0.182819,1,0.009185,951.543655,936.398014,0.311656,0.311656,1
121,29-Jan-95,24:00:00,2431.27,0.017331,492.903191,492.72793,0.028294,0.028294,1,0.017322,507.027221,504.786547,0.104893,0.104893,1,0.017305,486.749819,485.904394,0.228593,0.228593,1
122,30-Jan-95,24:00:00,3536.41,0.013106,607.786393,604.55777,0.647544,0.647544,1,0.012828,802.58489,745.301165,0.662149,0.662149,1,0.012804,2052.34,1773.78,0.936092,0.936092,1
123,31-Jan-95,24:00:00,3448.70,0.019821,647.401369,646.719906,0,0,1,0.019593,731.568649,722.877266,0.016867,0.016867,1,0.019564,631.439756,628.465238,0.084118,0.084118,1
124,1-Feb-95,24:00:00,3559.66,0.021849,404.499027,404.467752,0,0,1,0.021824,483.122928,475.029052,0.087492,0.087492,1,0.021785,771.630361,760.877385,0.184693,0.184693,1
125,2-Feb-95,24:00:00,2410.40,0.021173,323.216481,323.216481,0,0,1,0.021152,386.004888,385.16589,0,0,1,0.021119,514.459684,512.0544,0.055877,0.055877,1
126,3-Feb-95,24:00:00,1695.98,0.031966,295.351113,295.351113,0,0,0.999797,0.031931,325.407558,325.400347,0,0,1,0.031875,451.204987,450.937681,0,0,1
127,4-Feb-95,24:00:00,1396.13,0.025988,277.034439,277.034439,0,0,0.997757,0.025966,300.42525,300.42525,0,0,0.999977,0.025923,402.836017,402.836017,0,0,1
128,5-Feb-95,24:00:00,1217.55,0.011048,260.78011,260.78011,0,0,0.994941,0.011022,282.301126,282.301126,0,0,0.999165,0.010999,379.32293,379.32293,0,0,1
129,6-Feb-95,24:00:00,1131.16,0.016041,245.581357,245.581357,0,0,0.993074,0.016022,265.807544,265.807544,0,0,0.997301,0.015991,357.232826,357.232826,0,0,1
130,7-Feb-95,24:00:00,1080.15,0.026513,231.278663,231.278663,0,0,0.989946,0.02649,250.324034,250.324034,0,0,0.994177,0.026455,336.429195,336.429195,0,0,0.99918
131,8-Feb-95,24:00:00,1032.46,0.024875,217.809932,217.809932,0,0,0.986328,0.02485,235.746002,235.746002,0,0,0.990562,0.024812,316.837074,316.837074,0,0,0.996298
132,9-Feb-95,24:00:00,987.466443,0.034651,205.125654,205.125654,0,0,0.982114,0.03463,222.017198,222.017198,0,0,0.98635,0.034593,298.38591,298.38591,0,0,0.992092
133,10-Feb-95,24:00:00,958.83223,0.021853,193.180059,193.180059,0,0,0.978112,0.021829,209.087915,209.087915,0,0,0.982352,0.021791,281.009258,281.009258,0,0,0.988099
134,11-Feb-95,24:00:00,930.22647,0.013052,181.930122,181.930122,0,0,0.975533,0.01304,196.911577,196.911577,0,0,0.979776,0.01302,264.644545,264.644545,0,0,0.985527
135,12-Feb-95,24:00:00,878.676069,0.022611,171.335331,171.335331,0,0,0.973082,0.02259,185.444333,185.444333,0,0,0.977327,0.022555,249.232839,249.232839,0,0,0.983081
136,13-Feb-95,24:00:00,851.206001,0.011106,161.357533,161.357533,0,0,0.971285,0.011093,174.644891,174.644891,0,0,0.975532,0.011072,237.972381,234.718641,0.071388,0,0.987804
137,14-Feb-95,24:00:00,829.235989,0.03177,151.960797,151.960797,0,0,0.971277,0.031752,164.474359,164.474359,0,0,0.975524,0.031724,221.101279,221.049684,0,0,0.991522
138,15-Feb-95,24:00:00,760.497731,0.032005,143.111285,143.111285,0,0,0.971277,0.031985,154.896113,154.896113,0,0,0.974204,0.031952,208.176746,208.176746,0,0,0.991522
139,16-Feb-95,24:00:00,676.579937,0.024482,134.777128,134.777128,0,0,0.971259,0.024463,145.875661,145.875661,0,0,0.970835,0.024433,196.05347,196.05347,0,0,0.991522
140,17-Feb-95,24:00:00,619.168386,0.01477,126.928316,126.928316,0,0,0.970112,0.014761,137.38052,137.38052,0,0,0.967912,0.014747,184.636199,184.636199,0,0,0.990607
141,18-Feb-95,24:00:00,560.685783,0.035632,119.536582,119.536582,0,0,0.966646,0.035615,129.380097,129.380097,0,0,0.964448,0.035588,173.883819,173.883819,0,0,0.98725
142,19-Feb-95,24:00:00,519.774353,0.040232,112.57531,112.57531,0,0,0.961211,0.040211,121.845583,121.845583,0,0,0.959015,0.040176,163.757608,163.757608,0,0,0.981822
143,20-Feb-95,24:00:00,495.057071,0.043048,106.019431,106.019431,0,0,0.955252,0.043024,114.749845,114.749845,0,0,0.95306,0.042986,154.221103,154.221103,0,0,0.975872
144,21-Feb-95,24:00:00,471.323059,0.045625,99.845337,99.845337,0,0,0.948984,0.045604,108.067331,108.067331,0,0,0.946795,0.045569,145.23996,145.23996,0,0,0.969612
145,22-Feb-95,24:00:00,449.750321,0.042228,94.030794,94.030794,0,0,0.942665,0.042206,101.773976,101.773976,0,0,0.940479,0.04217,136.781839,136.781839,0,0,0.963301
146,23-Feb-95,24:00:00,430.128212,0.028491,88.554864,88.554864,0,0,0.937721,0.028474,95.847118,95.847118,0,0,0.935537,0.028447,128.816281,128.816281,0,0,0.958364
147,24-Feb-95,24:00:00,422.233985,0.039411,83.397828,83.397828,0,0,0.932772,0.039397,90.265414,90.265414,0,0,0.930591,0.039373,121.314601,121.314601,0,0,0.953422
148,25-Feb-95,24:00:00,429.203076,0.041019,78.541114,78.541114,0,0,0.927131,0.041008,85.008763,85.008763,0,0,0.924952,0.04099,114.249785,114.249785,0,0,0.947785
149,26-Feb-95,24:00:00,421.846483,0.029494,73.967233,73.967233,0,0,0.922068,0.029471,80.058235,80.058235,0,0,0.919891,0.029433,107.596392,107.596392,0,0,0.942727
150,27-Feb-95,24:00:00,391.172663,0.024048,69.659715,69.659715,0,0,0.918258,0.024033,75.396004,75.396004,0,0,0.916084,0.024008,101.330463,101.330463,0,0,0.938925
151,28-Feb-95,24:00:00,351.900792,0.030805,65.603047,65.603047,0,0,0.914183,0.030785,71.00528,71.00528,0,0,0.912011,0.030752,95.429433,95.429433,0,0,0.934857
152,1-Mar-95,24:00:00,329.215546,0.025089,61.782621,61.782621,0,0,0.910111,0.025075,66.870253,66.870253,0,0,0.907942,0.025051,89.872053,89.872053,0,0,0.930792
153,2-Mar-95,24:00:00,341.598058,0.01341,60.175513,58.184679,0.602365,0,0.952713,0.013405,88.919773,62.97603,0.537278,0,0.941457,0.013397,101.010566,84.638309,0.484499,0,0.955944
154,3-Mar-95,24:00:00,795.045285,0.019764,136.670259,134.024926,0.25191,0.212301,0.999778,0.019756,181.019396,139.776238,0.288461,0.168592,0.99862,0.019743,471.699283,450.988447,0.316546,0.303864,0.999962
155,4-Mar-95,24:00:00,619.262112,0.025056,151.750835,151.422323,0,0,1,0.025042,146.350511,142.483676,0,0,1,0.025019,108.378266,108.372344,0,0,1
156,5-Mar-95,24:00:00,362.808845,0.032329,79.714422,79.703899,0,0,1,0.032312,74.972071,74.92959,0,0,1,0.032282,89.789256,89.789256,0,0,1
