Col number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
   Ordinate,Date,Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION
Units, ,,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type, ,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1068,2-Sep-97,24:00:00,243.623959,0.094367,0.001754,0.001754,0,0,0,0.094349,0.002465,0.002465,0,0,0,0.094316,0.003735,0.003735,0,0,0
1069,3-Sep-97,24:00:00,241.513544,0.092103,0.001652,0.001652,0,0,0,0.092081,0.002322,0.002322,0,0,0,0.092044,0.003518,0.003518,0,0,0
1070,4-Sep-97,24:00:00,241.275172,0.097248,0.001556,0.001556,0,0,0,0.097226,0.002187,0.002187,0,0,0,0.09719,0.003313,0.003313,0,0,0
1071,5-Sep-97,24:00:00,241.994871,0.092891,0.001465,0.001465,0,0,0,0.092872,0.002059,0.002059,0,0,0,0.092834,0.00312,0.00312,0,0,0
1072,6-Sep-97,24:00:00,232.676287,0.089054,0.00138,0.00138,0,0,0,0.089039,0.001939,0.001939,0,0,0,0.089012,0.002938,0.002938,0,0,0
1073,7-Sep-97,24:00:00,221.498231,0.08845,0.001299,0.001299,0,0,0,0.088435,0.001826,0.001826,0,0,0,0.088407,0.002767,0.002767,0,0,0
1074,8-Sep-97,24:00:00,218.060398,0.087692,0.001224,0.001224,0,0,0,0.087664,0.00172,0.00172,0,0,0,0.087609,0.002606,0.002606,0,0,0
1075,9-Sep-97,24:00:00,219.871673,0.07823,0.001153,0.001153,0,0,0,0.078207,0.00162,0.00162,0,0,0,0.078163,0.002454,0.002454,0,0,0
1076,10-Sep-97,24:00:00,229.072922,0.058943,0.001085,0.001085,0,0,0,0.058922,0.001525,0.001525,0,0,0,0.058882,0.002311,0.002311,0,0,0
1077,11-Sep-97,24:00:00,242.634341,0.082247,0.001022,0.001022,0,0,0,0.082227,0.001437,0.001437,0,0,0,0.082191,0.002177,0.002177,0,0,0
1078,12-Sep-97,24:00:00,252.895643,0.081805,0.000963,0.000963,0,0,0,0.081787,0.001353,0.001353,0,0,0,0.081754,0.00205,0.00205,0,0,0
1079,13-Sep-97,24:00:00,262.797433,0.079147,0.000907,0.000907,0,0,0,0.079129,0.001274,0.001274,0,0,0,0.079096,0.001931,0.001931,0,0,0
1080,14-Sep-97,24:00:00,282.151735,0.018729,0.711517,0.000854,0.214963,0,0.015126,0.018722,14.093431,0.0012,0.262385,0,0.018216,0.018719,14.05754,0.001818,0.330438,0,0.02283
1081,15-Sep-97,24:00:00,292.259784,0.057078,0.510321,0.000804,0,0,0.030709,0.05706,10.068002,0.00113,0.027151,0,0.040836,0.057025,3.828719,0.001712,0.131137,0,0.05369
1082,16-Sep-97,24:00:00,269.227689,0.076483,0.032501,0.000757,0,0,0.030428,0.076479,0.751455,0.001064,0,0,0.041362,0.07647,3.49013,0.001613,0,0,0.065939
1083,17-Sep-97,24:00:00,263.392655,0.043935,0.000713,0.000713,0,0,0.026501,0.043931,0.02061,0.001002,0,0,0.040215,0.043912,0.001519,0.001519,0,0,0.064794
1084,18-Sep-97,24:00:00,264.251115,0.069108,0.000672,0.000672,0,0,0.018507,0.06908,0.000944,0.000944,0,0,0.033602,0.06905,0.00143,0.00143,0,0,0.058184
1085,19-Sep-97,24:00:00,265.612896,0.078887,0.000633,0.000633,0,0,0.008029,0.078883,0.000889,0.000889,0,0,0.023126,0.078874,0.001347,0.001347,0,0,0.047711
1086,20-Sep-97,24:00:00,264.130644,0.080412,0.000596,0.000596,0,0,0.000803,0.080412,0.000837,0.000837,0,0,0.01178,0.080412,0.001268,0.001268,0,0,0.036366
1087,21-Sep-97,24:00:00,262.398587,0.084002,0.000561,0.000561,0,0,0,0.084002,0.000788,0.000788,0,0,0.002502,0.084002,0.001195,0.001195,0,0,0.024741
1088,22-Sep-97,24:00:00,260.142575,0.082993,0.000528,0.000528,0,0,0,0.082993,0.000743,0.000743,0,0,0,0.082993,0.001125,0.001125,0,0,0.012793
1089,23-Sep-97,24:00:00,257.154383,0.085811,0.000498,0.000498,0,0,0,0.085791,0.000699,0.000699,0,0,0,0.085755,0.00106,0.00106,0,0,0.00287
1090,24-Sep-97,24:00:00,243.580363,0.087379,0.000469,0.000469,0,0,0,0.087346,0.000659,0.000659,0,0,0,0.087288,0.000998,0.000998,0,0,0
1091,25-Sep-97,24:00:00,227.414501,0.078755,0.000441,0.000441,0,0,0,0.07873,0.00062,0.00062,0,0,0,0.078684,0.00094,0.00094,0,0,0
1092,26-Sep-97,24:00:00,222.086972,0.073103,0.000416,0.000416,0,0,0,0.073078,0.000584,0.000584,0,0,0,0.073035,0.000885,0.000885,0,0,0
1093,27-Sep-97,24:00:00,222.002389,0.073235,0.000391,0.000391,0,0,0,0.07323,0.00055,0.00055,0,0,0,0.073221,0.000833,0.000833,0,0,0
1094,28-Sep-97,24:00:00,222.001698,0.073331,0.000369,0.000369,0,0,0,0.073331,0.000518,0.000518,0,0,0,0.073331,0.000785,0.000785,0,0,0
1095,29-Sep-97,24:00:00,222.001596,0.095897,0.000347,0.000347,0,0,0,0.095897,0.000488,0.000488,0,0,0,0.095896,0.000739,0.000739,0,0,0
1096,30-Sep-97,24:00:00,222.001503,0.08392,0.000327,0.000327,0,0,0,0.083898,0.000459,0.000459,0,0,0,0.08386,0.000696,0.000696,0,0,0
1097,1-Oct-97,24:00:00,228.267603,0.048532,0.024063,0.000308,0.037986,0,0.00102,0.048511,0.091936,0.000433,0.013077,0,0.000272,0.048472,0.063367,0.000656,0.00612,0,0.000128
1098,2-Oct-97,24:00:00,239.601315,0.040072,0.183919,0.00029,0,0,0.005427,0.040054,0.982281,0.000408,0,0,0.001868,0.040022,0.221267,0.000617,0,0,0.000874
1099,3-Oct-97,24:00:00,242.082614,0.061722,0.014118,0.000273,0,0,0.005368,0.061697,0.052954,0.000384,0,0,0.001823,0.061654,0.000581,0.000581,0,0,0.000832
1100,4-Oct-97,24:00:00,242.002989,0.069565,0.000257,0.000257,0,0,0.001979,0.069533,0.000361,0.000361,0,0,0.000426,0.069479,0.000548,0.000548,0,0,0.000097
1101,5-Oct-97,24:00:00,242.00112,0.055361,0.000242,0.000242,0,0,0,0.055333,0.00034,0.00034,0,0,0,0.055284,0.000516,0.000516,0,0,0
1102,6-Oct-97,24:00:00,242.001049,0.046009,0.000228,0.000228,0,0,0,0.045987,0.000321,0.000321,0,0,0,0.04595,0.000486,0.000486,0,0,0
1103,7-Oct-97,24:00:00,241.378989,0.060179,0.000215,0.000215,0,0,0,0.06015,0.000302,0.000302,0,0,0,0.060106,0.000457,0.000457,0,0,0
1104,8-Oct-97,24:00:00,258.584877,0.009935,1.205832,0.000202,0.855632,0,0.032404,0.009934,24.819079,0.000284,0.903174,0,0.036128,0.009932,38.736305,0.000431,1.213361,0,0.053185
1105,9-Oct-97,24:00:00,322.491702,0.020771,3.575875,0.000191,0.031086,0,0.123679,0.020768,53.355578,0.000268,0.078356,0,0.132881,0.020764,23.29947,0.000406,0.167491,0,0.181459
1106,10-Oct-97,24:00:00,196.314142,0.036853,0.374411,0.000179,0,0,0.126674,0.036837,6.170296,0.000252,0,0,0.140219,0.036808,1.899941,0.000382,0,0,0.197264
1107,11-Oct-97,24:00:00,167.987528,0.052318,0.008771,0.000169,0,0,0.126674,0.052291,0.165964,0.000237,0,0,0.140219,0.052247,0.00036,0.00036,0,0,0.197264
1108,12-Oct-97,24:00:00,169.210541,0.047251,0.000159,0.000159,0,0,0.124211,0.047226,0.000224,0.000224,0,0,0.13776,0.047186,0.000339,0.000339,0,0,0.194814
1109,13-Oct-97,24:00:00,169.93414,0.049323,0.00015,0.00015,0,0,0.117827,0.049298,0.000211,0.000211,0,0,0.131383,0.049257,0.000319,0.000319,0,0,0.188447
1110,14-Oct-97,24:00:00,169.997169,0.04922,0.000141,0.000141,0,0,0.11073,0.049191,0.000198,0.000198,0,0,0.12429,0.049144,0.000301,0.000301,0,0,0.181361
1111,15-Oct-97,24:00:00,170.00046,0.054384,0.000133,0.000133,0,0,0.103395,0.054358,0.000187,0.000187,0,0,0.116959,0.054316,0.000283,0.000283,0,0,0.174036
1112,16-Oct-97,24:00:00,170.000574,0.054398,0.000125,0.000125,0,0,0.095653,0.054372,0.000176,0.000176,0,0,0.10922,0.054329,0.000267,0.000267,0,0,0.166304
1113,17-Oct-97,24:00:00,170.000546,0.047498,0.000118,0.000118,0,0,0.088301,0.04746,0.000166,0.000166,0,0,0.101873,0.047398,0.000251,0.000251,0,0,0.158964
1114,18-Oct-97,24:00:00,170.000515,0.051471,0.000111,0.000111,0,0,0.081325,0.051466,0.000156,0.000156,0,0,0.0949,0.051457,0.000236,0.000236,0,0,0.151997
1115,19-Oct-97,24:00:00,170.000485,0.047768,0.000105,0.000105,0,0,0.074248,0.04776,0.000147,0.000147,0,0,0.087824,0.047747,0.000223,0.000223,0,0,0.144922
1116,20-Oct-97,24:00:00,172.698019,0.045736,0.000098,0.000098,0,0,0.067499,0.045736,0.000138,0.000138,0,0,0.081075,0.045736,0.00021,0.00021,0,0,0.138174
1117,21-Oct-97,24:00:00,178.836792,0.053495,0.000093,0.000093,0,0,0.060599,0.053494,0.00013,0.00013,0,0,0.074176,0.053494,0.000197,0.000197,0,0,0.131275
1118,22-Oct-97,24:00:00,183.070722,0.045245,0.000087,0.000087,0,0,0.053395,0.045217,0.000123,0.000123,0,0,0.066973,0.045173,0.000186,0.000186,0,0,0.124075
1119,23-Oct-97,24:00:00,183.928363,0.047185,0.000082,0.000082,0,0,0.046848,0.047154,0.000116,0.000116,0,0,0.06043,0.047107,0.000175,0.000175,0,0,0.117539
1120,24-Oct-97,24:00:00,183.996666,0.048438,0.000077,0.000077,0,0,0.040198,0.048425,0.000109,0.000109,0,0,0.053784,0.048408,0.000165,0.000165,0,0,0.110898
1121,25-Oct-97,24:00:00,184.000174,0.041575,0.000073,0.000073,0,0,0.033458,0.041574,0.000103,0.000103,0,0,0.047045,0.041573,0.000155,0.000155,0,0,0.10416
1122,26-Oct-97,24:00:00,184.000312,0.047737,0.000069,0.000069,0,0,0.027326,0.047723,0.000097,0.000097,0,0,0.040914,0.047718,0.000146,0.000146,0,0,0.098029
1123,27-Oct-97,24:00:00,186.697862,0.044045,0.000065,0.000065,0,0,0.020624,0.04404,0.000091,0.000091,0,0,0.034213,0.044039,0.000138,0.000138,0,0,0.091329
1124,28-Oct-97,24:00:00,195.150054,0.040422,0.000061,0.000061,0,0,0.014699,0.040387,0.000086,0.000086,0,0,0.028291,0.040333,0.00013,0.00013,0,0,0.08541
1125,29-Oct-97,24:00:00,201.704816,0.015932,0.000057,0.000057,0,0,0.0105,0.015917,0.000081,0.000081,0,0,0.024096,0.015891,0.000122,0.000122,0,0,0.081221
1126,30-Oct-97,24:00:00,201.998416,0.02092,0.000054,0.000054,0,0,0.007912,0.020901,0.000076,0.000076,0,0,0.02151,0.02087,0.000115,0.000115,0,0,0.07864
1127,31-Oct-97,24:00:00,202.000224,0.03118,0.000051,0.000051,0,0,0.004199,0.031157,0.000072,0.000072,0,0,0.017801,0.031119,0.000108,0.000108,0,0,0.074935
1128,1-Nov-97,24:00:00,202.00022,0.042017,0.000048,0.000048,0,0,0.000752,0.041994,0.000067,0.000067,0,0,0.012481,0.041956,0.000102,0.000102,0,0,0.06962
1129,2-Nov-97,24:00:00,202.000208,0.039345,0.000045,0.000045,0,0,0,0.039317,0.000063,0.000063,0,0,0.006672,0.039271,0.000096,0.000096,0,0,0.063817
1130,3-Nov-97,24:00:00,202.000195,0.031687,0.000043,0.000043,0,0,0,0.031643,0.00006,0.00006,0,0,0.001872,0.031574,0.000091,0.000091,0,0,0.05882
1131,4-Nov-97,24:00:00,199.81382,0.034285,0.00004,0.00004,0,0,0,0.034248,0.000056,0.000056,0,0,0,0.034187,0.000085,0.000085,0,0,0.054073
1132,5-Nov-97,24:00:00,190.96253,0.043235,0.000038,0.000038,0,0,0,0.043199,0.000053,0.000053,0,0,0,0.043142,0.00008,0.00008,0,0,0.048734
1133,6-Nov-97,24:00:00,180.589417,0.010601,0.000036,0.000036,0,0,0,0.010596,0.00005,0.00005,0,0,0,0.010588,0.000076,0.000076,0,0,0.044734
1134,7-Nov-97,24:00:00,176.404836,0.029379,0.000033,0.000033,0,0,0,0.029351,0.000047,0.000047,0,0,0,0.029306,0.000071,0.000071,0,0,0.041895
1135,8-Nov-97,24:00:00,174.670083,0.01977,0.000031,0.000031,0,0,0,0.019741,0.000044,0.000044,0,0,0,0.019706,0.000067,0.000067,0,0,0.038454
1136,9-Nov-97,24:00:00,173.608618,0.02935,0.00003,0.00003,0,0,0,0.029322,0.000042,0.000042,0,0,0,0.029278,0.000063,0.000063,0,0,0.036659
1137,10-Nov-97,24:00:00,180.445902,0.016142,0.854994,0.000028,0.193232,0,0.019545,0.016121,7.229011,0.000039,0.105095,0,0.010276,0.016089,4.230485,0.000059,0.092143,0,0.045635
1138,11-Nov-97,24:00:00,179.482613,0.019946,0.256867,0.000026,0,0,0.027605,0.019925,1.767736,0.000037,0,0,0.015014,0.019891,0.03594,0.000056,0,0,0.049633
1139,12-Nov-97,24:00:00,172.960791,0.020993,0.013583,0.000025,0,0,0.027605,0.02096,2.677681,0.000035,0.033426,0,0.019552,0.020908,3.958051,0.000053,0.085484,0,0.06135
1140,13-Nov-97,24:00:00,172.910911,0.024104,1.479025,0.000023,0.30778,0,0.063853,0.024078,16.090236,0.000033,0.230443,0,0.044558,0.024037,12.877878,0.00005,0.335692,0,0.088272
1141,14-Nov-97,24:00:00,204.311801,0.02413,1.859985,0.000022,0.322925,0,0.110236,0.024096,37.32844,0.000031,0.451123,0,0.105182,0.024043,32.502154,0.000047,0.659378,0,0.17982
1142,15-Nov-97,24:00:00,192.948933,0.013539,2.143361,0.000021,0.655427,0,0.160757,0.013521,27.225904,0.000029,0.513222,0,0.149693,0.013493,16.20583,0.000044,0.552423,0,0.237179
1143,16-Nov-97,24:00:00,233.066086,0.010686,5.465039,0.000019,1.044175,0,0.296732,0.010681,65.249858,0.000027,0.760514,0,0.254447,0.010672,33.599421,0.000041,0.530129,0,0.329095
1144,17-Nov-97,24:00:00,197.495512,0.012684,2.594728,0.000018,0.026206,0,0.364171,0.012671,21.805909,0.000026,0,0,0.299118,0.012652,1.010397,0.000039,0,0,0.358648
1145,18-Nov-97,24:00:00,149.588037,0.016243,0.430388,0.000017,0.460954,0,0.375017,0.016222,3.4631,0.000024,0.294588,0,0.305401,0.016195,1.178911,0.000037,0.158209,0,0.361302
1146,19-Nov-97,24:00:00,178.306599,0.0147,2.437926,0.000016,0.040884,0,0.434359,0.014683,26.862649,0.000023,0.073804,0,0.34889,0.014655,11.838726,0.000035,0.12357,0,0.394121
1147,20-Nov-97,24:00:00,155.513559,0.018739,0.232806,0.000015,0.000784,0,0.435952,0.018716,2.472826,0.000022,0.062191,0,0.352671,0.01868,5.133483,0.000033,0.226024,0,0.407527
1148,21-Nov-97,24:00:00,157.845758,0.010623,0.024444,0.000014,0.017159,0,0.436614,0.010605,4.892216,0.00002,0,0,0.36063,0.010577,5.360686,0.000031,0,0,0.431191
1149,22-Nov-97,24:00:00,153.331939,0.013796,0.171009,0.000014,0.159105,0,0.442513,0.013789,3.836093,0.000019,0.163782,0,0.366811,0.013778,13.31146,0.000029,0.397033,0,0.454766
1150,23-Nov-97,24:00:00,170.701909,0.023686,0.77894,0.000013,0,0,0.461233,0.023664,10.061605,0.000018,0,0,0.384027,0.02363,5.071542,0.000027,0,0,0.48791
1151,24-Nov-97,24:00:00,157.295603,0.008941,1.447394,0.000012,0.448489,0,0.492841,0.008926,11.326813,0.000017,0.307047,0,0.400171,0.008903,11.796721,0.000026,0.424501,0,0.510005
1152,25-Nov-97,24:00:00,170.97545,0.022132,1.165122,0.000011,0.156821,0,0.526764,0.022109,15.104052,0.000016,0.11754,0,0.428899,0.022074,7.904141,0.000024,0.060893,0,0.548843
1153,26-Nov-97,24:00:00,191.416205,0.008876,5.384419,0.000011,1.034384,0,0.656323,0.008867,61.270605,0.000015,0.736775,0,0.523943,0.008852,30.40025,0.000023,0.613507,0,0.621009
1154,27-Nov-97,24:00:00,143.712838,0.016856,1.532591,0.00001,0,0,0.695475,0.016834,12.44465,0.000014,0,0,0.549936,0.0168,0.778947,0.000021,0,0,0.644896
1155,28-Nov-97,24:00:00,92.048357,0.016861,0.080305,0.000009,0,0,0.695475,0.016832,0.337907,0.000013,0,0,0.549936,0.016787,0.00002,0.00002,0,0,0.644896
1156,29-Nov-97,24:00:00,90.361615,0.00865,0.5764,0.000009,0.494035,0,0.712783,0.008642,9.426348,0.000013,0.416561,0,0.564792,0.008629,13.821757,0.000019,0.433269,0,0.663073
1157,30-Nov-97,24:00:00,133.131489,0.019523,2.146231,0.000008,0,0,0.766052,0.019503,25.232166,0.000012,0,0,0.609445,0.019471,6.238983,0.000018,0,0,0.706791
1158,1-Dec-97,24:00:00,92.812605,0.020585,0.154388,0.000008,0,0,0.766052,0.020547,1.207497,0.000011,0,0,0.609445,0.020489,0.000017,0.000017,0,0,0.706791
1159,2-Dec-97,24:00:00,85.425242,0.013601,0.000218,0.000007,0,0,0.766052,0.01357,0.00001,0.00001,0,0,0.609445,0.01353,0.000016,0.000016,0,0,0.706791
1160,3-Dec-97,24:00:00,85.655011,0.016272,0.244044,0.000007,0.138236,0,0.772167,0.01626,2.918735,0.00001,0.08,0,0.613303,0.01624,3.39453,0.000015,0.090321,0,0.71131
1161,4-Dec-97,24:00:00,89.050293,0.040061,0.525464,0.000007,0,0,0.7858,0.040049,3.801552,0.000009,0,0,0.620873,0.040029,0.787413,0.000014,0,0,0.719694
1162,5-Dec-97,24:00:00,83.150631,0.025399,0.977082,0.000006,0.183838,0,0.810909,0.025388,9.197667,0.000009,0.11497,0,0.636476,0.025371,2.921137,0.000013,0.06309,0,0.728144
1163,6-Dec-97,24:00:00,76.592541,0.023224,0.223739,0.000006,0.030476,0,0.814163,0.023205,7.481949,0.000008,0.122562,0,0.645839,0.023177,13.98639,0.000012,0.347802,0,0.751102
1164,7-Dec-97,24:00:00,121.021007,0.012003,2.27018,0.000006,0.507827,0,0.866824,0.011979,37.268503,0.000008,0.494959,0,0.703141,0.011942,30.33481,0.000012,0.619117,0,0.839872
1165,8-Dec-97,24:00:00,107.266173,0.00963,0.730829,0.000005,0,0,0.888963,0.009605,11.456363,0.000007,0.035227,0,0.729031,0.009577,3.263815,0.000011,0.061341,0,0.872997
1166,9-Dec-97,24:00:00,73.895841,0.01713,0.039446,0.000005,0,0,0.888963,0.0171,0.847498,0.000007,0,0,0.730548,0.017059,0.024265,0.00001,0,0,0.875601
1167,10-Dec-97,24:00:00,67.020229,0.018323,0.000005,0.000005,0,0,0.888963,0.018296,0.016498,0.000006,0,0,0.730548,0.018255,0.00001,0.00001,0,0,0.875601
1168,11-Dec-97,24:00:00,63.822214,0.018809,0.000004,0.000004,0,0,0.888963,0.018774,0.000006,0.000006,0,0,0.730548,0.018719,0.000009,0.000009,0,0,0.875601
1169,12-Dec-97,24:00:00,61.762394,0.011794,0.000004,0.000004,0,0,0.888963,0.011763,0.107425,0.000006,0.015352,0,0.730867,0.011727,1.207452,0.000009,0.08525,0,0.877678
1170,13-Dec-97,24:00:00,81.242847,0.03094,0.000862,0.000004,0.08916,0,0.889228,0.030912,12.684251,0.000005,0.25115,0,0.750636,0.030868,15.654469,0.000008,0.334987,0,0.919194
1171,14-Dec-97,24:00:00,108.331642,0.010514,2.613093,0.000004,0.492717,0,0.952641,0.010493,34.311746,0.000005,0.356915,0,0.805837,0.010461,16.470216,0.000008,0.302867,0,0.967339
1172,15-Dec-97,24:00:00,86.937468,0.009274,0.78134,0.000003,0.017185,0,0.97306,0.009255,6.762959,0.000005,0.008011,0,0.82006,0.009231,0.148176,0.000007,0,0,0.978902
1173,16-Dec-97,24:00:00,65.482785,0.008551,0.090211,0.000003,0,0,0.974543,0.008536,0.486074,0.000005,0,0,0.820752,0.008512,0.000007,0.000007,0,0,0.978902
1174,17-Dec-97,24:00:00,63.140854,0.007599,0.003388,0.000003,0,0,0.974543,0.007587,0.013582,0.000004,0,0,0.820752,0.007569,0.000006,0.000006,0,0,0.978902
1175,18-Dec-97,24:00:00,63.005478,0.028047,0.000003,0.000003,0,0,0.974543,0.028001,0.000004,0.000004,0,0,0.820752,0.027931,0.000006,0.000006,0,0,0.978902
1176,19-Dec-97,24:00:00,63.000203,0.019694,0.000003,0.000003,0,0,0.974543,0.019653,0.000004,0.000004,0,0,0.820752,0.01959,0.000006,0.000006,0,0,0.978902
1177,20-Dec-97,24:00:00,63.000018,0.015147,0.000003,0.000003,0,0,0.974543,0.015125,0.000004,0.000004,0,0,0.820752,0.015086,0.000005,0.000005,0,0,0.978902
1178,21-Dec-97,24:00:00,63.000011,0.026791,0.000002,0.000002,0,0,0.974349,0.026754,0.000003,0.000003,0,0,0.820565,0.026699,0.000005,0.000005,0,0,0.977689
1179,22-Dec-97,24:00:00,63.00001,0.023078,0.000002,0.000002,0,0,0.972104,0.023034,0.000003,0.000003,0,0,0.81834,0.022968,0.000005,0.000005,0,0,0.974237
1180,23-Dec-97,24:00:00,63.00001,0.025734,0.000002,0.000002,0,0,0.968647,0.025697,0.000003,0.000003,0,0,0.814889,0.025644,0.000005,0.000005,0,0,0.970794
1181,24-Dec-97,24:00:00,83.231727,0.02542,0.000002,0.000002,0,0,0.965104,0.02538,0.000003,0.000003,0,0,0.811351,0.025319,0.000004,0.000004,0,0,0.967265
1182,25-Dec-97,24:00:00,118.707274,0.017291,0.000002,0.000002,0,0,0.961815,0.017252,0.000003,0.000003,0,0,0.808068,0.017193,0.000004,0.000004,0,0,0.963991
1183,26-Dec-97,24:00:00,135.372711,0.017204,0.000002,0.000002,0,0,0.959359,0.017167,0.000002,0.000002,0,0,0.805617,0.01711,0.000004,0.000004,0,0,0.961548
1184,27-Dec-97,24:00:00,136.913706,0.016371,0.000002,0.000002,0,0,0.956988,0.016341,0.000002,0.000002,0,0,0.803251,0.016294,0.000004,0.000004,0,0,0.959189
1185,28-Dec-97,24:00:00,136.996121,0.018278,0.000002,0.000002,0,0,0.954493,0.018241,0.000002,0.000002,0,0,0.800761,0.018184,0.000003,0.000003,0,0,0.956706
1186,29-Dec-97,24:00:00,136.999846,0.018464,0.000001,0.000001,0,0,0.951873,0.018429,0.000002,0.000002,0,0,0.798146,0.018376,0.000003,0.000003,0,0,0.954099
1187,30-Dec-97,24:00:00,137,0.017144,0.000001,0.000001,0,0,0.949325,0.017113,0.000002,0.000002,0,0,0.795603,0.017065,0.000003,0.000003,0,0,0.951564
1188,31-Dec-97,24:00:00,137.000006,0.015685,0.000001,0.000001,0,0,0.947071,0.015658,0.000002,0.000002,0,0,0.793353,0.015615,0.000003,0.000003,0,0,0.94932
1189,1-Jan-98,24:00:00,142.153465,0.010673,1.293007,0.886872,0.588213,0.202053,0.957728,0.010653,10.081215,0.000002,0.696313,0,0.809616,0.010629,32.356221,19.116447,0.657371,0.286349,0.962675
1190,2-Jan-98,24:00:00,1737.21,0.010489,347.944643,341.743113,0.77469,0.77469,1,0.010472,113.763894,9.830962,0.81933,0.053489,0.972545,0.010446,1514.09,1451.58,0.992573,0.992573,1
1191,3-Jan-98,24:00:00,1479.39,0.01121,538.02828,535.18386,0.901679,0.901679,1,0.011203,145.492118,106.95621,0.83609,0.83609,1,0.011193,651.572354,627.768099,0.851464,0.851464,1
1192,4-Jan-98,24:00:00,2921.91,0.010632,775.597852,770.536489,0.370718,0.370718,1,0.010623,783.416328,713.531459,0.341087,0.341087,1,0.010609,1137.39,1107.69,0.296259,0.296259,1
1193,5-Jan-98,24:00:00,2280.26,0.012623,510.701753,509.898606,0,0,1,0.012603,457.626631,448.435106,0,0,1,0.012571,196.36254,196.083092,0,0,1
1194,6-Jan-98,24:00:00,2064.22,0.005093,214.434567,213.775803,0.419165,0.419165,1,0.00509,224.411954,204.959386,0.399718,0.399718,1,0.005085,498.545469,482.991485,0.359853,0.359853,1
1195,7-Jan-98,24:00:00,1578.32,0.012307,345.05795,343.373333,0,0,1,0.012292,351.266954,336.688457,0,0,1,0.01227,265.705468,264.597957,0,0,1
1196,8-Jan-98,24:00:00,684.959455,0.013694,210.768107,210.63994,0,0,1,0.01367,144.381993,143.77161,0,0,1,0.013634,149.569964,149.569964,0,0,1
1197,9-Jan-98,24:00:00,491.415504,0.015616,118.548932,118.548205,0,0,1,0.015595,79.783915,79.783915,0,0,1,0.01557,140.627383,140.627383,0,0,1
1198,10-Jan-98,24:00:00,486.424476,0.008657,133.511714,132.996179,0.374074,0.374074,1,0.008646,77.530443,75.225884,0.34857,0.34857,1,0.008623,161.265638,158.72738,0.315994,0.315994,1
1199,11-Jan-98,24:00:00,2714.64,0.005972,503.600067,497.810953,1.414945,1.414945,1,0.005965,790.413495,682.717138,1.59944,1.59944,1,0.005955,1921.24,1829.10,1.68,1.68,1
1200,12-Jan-98,24:00:00,5605.75,0.012876,1232.14,1224.04,0.969884,0.969884,1,0.012863,1668.89,1545.40,0.973521,0.973521,1,0.012842,2620.11,2185.93,1.093147,1.093147,1
1201,13-Jan-98,24:00:00,4236.11,0.011697,1002.99,1000.90,0.434618,0.434618,1,0.011681,1112.20,1078.95,0.568125,0.568125,1,0.011656,841.954767,816.884777,0.616527,0.616527,1
1202,14-Jan-98,24:00:00,5346.45,0.010993,858.257196,852.11939,1.474007,1.474007,1,0.010987,1247.90,1110.53,1.624255,1.624255,1,0.010978,2701.53,2105.94,1.68,1.68,1
1203,15-Jan-98,24:00:00,6537.17,0.011475,1300.39,1294.20,0.562837,0.562837,1,0.011465,1813.99,1619.23,0.782917,0.782917,1,0.011449,2212.22,1862.84,0.884066,0.884066,1
1204,16-Jan-98,24:00:00,5860.04,0.008356,1025.89,1021.59,0.866752,0.866752,1,0.00835,1443.95,1342.30,1.2514,1.2514,1,0.008342,2329.50,2000.65,1.461596,1.461596,1
1205,17-Jan-98,24:00:00,5225.70,0.016128,976.044294,972.842007,0.352028,0.352028,1,0.016108,1474.88,1412.27,0.542285,0.542285,1,0.01608,1794.28,1707.05,0.653022,0.653022,1
1206,18-Jan-98,24:00:00,4264.23,0.009938,984.666142,800.927714,0.925771,0.925771,1,0.009926,1247.59,1160.32,1.044496,1.044496,1,0.009906,1922.00,1865.04,1.109464,1.109464,1
1207,19-Jan-98,24:00:00,5079.20,0.008795,1041.25,932.630551,0.102293,0.102293,1,0.008788,1221.89,1189.37,0.062074,0.062074,1,0.008775,1056.95,1049.85,0.044534,0.044534,1
1208,20-Jan-98,24:00:00,4764.65,0.012592,575.229852,568.439056,0,0,1,0.012584,628.856835,626.197864,0,0,1,0.012571,570.059204,570.036343,0,0,1
1209,21-Jan-98,24:00:00,5043.35,0.011597,355.585453,355.57296,0,0,1,0.011589,411.83625,411.777831,0,0,1,0.011576,530.256824,530.256824,0,0,1
