hidden_size,seq_length,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,"{'1D': 120, '1H': 336}",1,48,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5,0.8584601097629724,271551.5727889832,521.106105115823,0.7728876759962565,0.7815214806280255,0.984157513202953,-0.008630247060859,0.9400320093758634,-21.283372051349467,-5.269648554595492,97.263154441844,0.2,37.22470868291033,no_physics
128,"{'1D': 120, '1H': 336}",1,32,64,"{0: 0.01, 30: 0.005, 40: 0.001}",0.5,0.8776075717747248,234816.18027524473,484.578353081568,0.8185997733250481,0.8283521339960248,0.9826013548234476,-0.0094779694830396,0.9439612680369572,-17.244390948351043,2.8109166679656825,97.57447439464738,0.0,30.301895531840294,physics
