hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,model_type
128,0.4,120,168,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.29006874061637233,104388.59206617206,323.09223461137543,0.2382795333724146,0.3712233599431435,0.8937939099453716,-0.07244069793599382,0.5833727413701009,-75.34895866449581,-6.798727950711306,50.942146770506845,0.3333333333333333,78.14793582075002,0.5728697143917226,83873.86769250427,289.6098542738217,0.46937095489969916,0.5420172888262244,0.8095985315509379,-0.113770460114976,0.8114097017807759,-47.98115649150179,-19.223669684280896,7.791029212366875,,64.80390285701333,no_physics
256,0.4,120,168,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.5925996400390147,59904.3209063682,244.75359222362437,0.5384790681352826,0.5936744922371842,1.0862463524935446,0.05882662628717907,0.7988465288091545,-51.63024159258097,-13.606971934837794,56.133027821517864,0.0,44.737774882119666,0.6658824821479384,65609.32209750259,256.14316718878644,0.7241906392281119,0.8014522335579405,1.0556938859802885,0.033278729860550346,0.8168394720615777,-24.47603284307105,-8.663211983673232,0.2512694844814045,,48.621359699916496,physics
