hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,model_type
64,0.4,120,168,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.7637983113527298,40447.609375,201.11591029801696,0.7705832429411931,0.8069667269278858,0.9860894680023193,-0.010644436142159052,0.8768062460755914,-17.486220598220825,-21.918263120971773,-2122.0353372896957,0.4,53.507204055786126,0.7964892387390137,44452.2734375,210.83707794764183,0.8555599758808922,0.9045808290722478,1.0149476528167725,0.010128267445289333,0.8926004187053874,-9.055713564157486,-18.225947391264405,-1403.958841097524,,41.81389808654785,no_physics
64,0.4,90,168,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8424488753080368,26979.341796875,164.25389431266157,0.8729158894097667,0.9029833949539575,1.0031912326812744,0.0024419141976012426,0.9179758234187944,-8.300256729125977,-9.030668199173263,64.02843866839248,0.2,35.538697242736816,0.7771376818418503,48679.1796875,220.6335869433754,0.8457582036248324,0.9010923850003173,1.0055136680603027,0.003735920918153465,0.8817738822906124,-9.023743867874146,-11.626811909889511,-1396.3584293826555,,39.826467633247375,physics
