_queue_iter_idx,hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,NSE_1D,NSE_1H,_rank_score,model_type
0,64,0.3022816793194741,120,168,1,300,128,0.8075089491903782,0.7898827411052931,0.7951706035308186,no_physics
1,64,0.3778241556069065,60,336,1,300,128,0.7655795477330685,0.6913937291461085,0.7136494747221964,no_physics
10,128,0.4634451364559276,90,168,2,300,128,0.7658762484788895,0.6918516357159963,0.7140590195448642,no_physics
7,128,0.2331626639248663,60,240,2,300,128,0.7451130375266075,0.6963307877534712,0.710965462685412,no_physics
3,128,0.5459697745177379,90,168,2,300,64,0.7833245769143105,0.684884089866094,0.7144162359805588,no_physics
16,64,0.3795016938720619,60,168,1,300,128,0.7776891551911831,0.6727414362473576,0.7042257519305052,no_physics
14,128,0.237588486814914,90,336,2,300,128,0.7395237814635038,0.6978021372310699,0.7103186305008,no_physics
18,128,0.3867969250076094,120,336,2,300,128,0.7982173599302769,0.7325391492801319,0.7522426124751753,no_physics
9,256,0.5098928007984731,60,240,1,300,128,0.7654041312634945,0.6913303055057038,0.7135524532330411,no_physics
2,256,0.5472670125018898,120,240,2,300,64,0.8241955693811178,0.7160350512985109,0.7484832067232929,no_physics
13,256,0.5361348336227576,60,168,2,300,128,0.7639599964022636,0.7063615236921832,0.7236410655052072,no_physics
15,256,0.3084035661121613,90,168,1,300,64,0.7459340021014214,0.6290831571441045,0.6641384106312995,no_physics
11,256,0.3016285266302922,60,336,2,300,64,0.7655506581068039,0.7146640721683353,0.7299300479498758,no_physics
27,128,0.2105372733478385,120,168,1,300,128,0.8078939896076918,0.766988194074171,0.7792599327342271,no_physics
28,128,0.0659039074920773,90,168,1,300,64,0.7590174153447151,0.661813210726682,0.6909744721120918,no_physics
20,256,0.0963451000270643,90,336,2,300,64,0.7492692302912474,0.6402437183015229,0.6729513718984402,no_physics
32,64,0.1459843748926498,60,240,1,300,64,0.793941792100668,0.6954986567788282,0.72503159737538,no_physics
6,384,0.3566898045227873,60,240,1,300,64,0.7460179142653942,0.6834538945278378,0.7022231004491046,no_physics
34,64,0.2263364776898382,90,240,2,300,128,0.7298226542770863,0.6562947744066954,0.6783531383678126,no_physics
17,384,0.4937918021713037,120,168,1,300,64,0.795297022908926,0.7473094194373981,0.7617057004788564,no_physics
19,256,0.4078654280322494,120,240,1,300,128,0.7779501192271709,0.7341579399966085,0.7472955937657773,no_physics
5,384,0.4266887264595349,60,240,2,300,128,0.7915195282548666,0.7117237393378364,0.7356624760129454,no_physics
31,128,0.2268040157901392,90,240,2,300,64,0.7666205260902643,0.6830992888589824,0.7081556600283669,no_physics
36,128,0.3207197513998229,60,168,2,300,128,0.7939545996487141,0.6858430098397494,0.7182764867824387,no_physics
29,256,0.5048902390654937,90,168,1,300,128,0.7621644325554371,0.6286399055219352,0.6686972636319857,no_physics
38,128,0.4276939402719399,120,168,2,300,128,0.8311084136366844,0.7659094712753719,0.7854691539837657,no_physics
12,384,0.2136349250513006,120,336,1,300,128,0.7779283039271832,0.699791478182811,0.7232325259061225,no_physics
4,384,0.0890946695777612,120,336,1,300,128,0.7831570021808147,0.755159489784405,0.7635587435033279,no_physics
8,384,0.3160237766921471,90,336,1,300,64,0.7677234522998333,0.6453692224895788,0.6820754914326552,no_physics
33,256,0.3896731818927167,90,168,1,300,64,0.6855264119803905,0.6423156765108591,0.6552788971517185,no_physics
30,256,0.574144622910307,60,336,2,300,128,0.7660935074090958,0.6899831143587213,0.7128162322738336,no_physics
22,384,0.358909143768681,120,240,1,300,64,0.7956021577119827,0.7140406548072495,0.7385091056786695,no_physics
37,256,0.5868796784025777,60,240,1,300,128,0.7680983487516642,0.7052259325940808,0.7240876574413558,no_physics
26,384,0.1735945908090799,90,240,2,300,128,0.7386167626827955,0.6763892135047092,0.695057478258135,no_physics
21,384,0.1751304632717182,120,336,2,300,64,0.8098355531692505,0.7339963797199361,0.7567481317547304,no_physics
25,384,0.513143074435278,120,240,1,300,64,0.7905843816697598,0.7482859297785951,0.7609754653459444,no_physics
23,384,0.2161656902050208,90,336,2,300,64,0.7096728347241879,0.66426216387993,0.6778853651332073,no_physics
24,384,0.323859130175721,90,336,2,300,64,0.7602040562778711,0.6643207735239036,0.6930857583500938,no_physics
42,384,0.0928540431118691,120,168,1,300,128,0.7919520605355501,0.7746065872365873,0.7798102292262761,no_physics
35,384,0.5633085905761953,90,240,1,300,128,0.7237409744411707,0.624030680606391,0.6539437687568248,no_physics
41,384,0.0783348926740678,120,168,1,300,128,0.8122989945113659,0.7352758188262005,0.7583827715317502,no_physics
39,384,0.0718993308906899,120,168,1,300,64,0.7429086565971375,0.7188214363059424,0.7260476023933009,no_physics
43,384,0.0737255944144243,120,168,1,300,128,0.8107071332633495,0.7977892997743838,0.8016646498210734,no_physics
45,384,0.1257742080767251,120,168,1,300,128,0.7747588232159615,0.7330134847588379,0.7455370862959749,no_physics
44,384,0.1282149333736043,120,168,1,300,128,0.776956707239151,0.7463716902747952,0.755547195364102,no_physics
46,384,0.1647134226080221,120,168,1,300,128,0.7979911379516125,0.7009361650493755,0.7300526569200465,no_physics
47,384,0.2040739529007709,120,168,1,300,128,0.7017496973276138,0.7033261694900326,0.7028532278413069,no_physics
40,384,0.117113651039513,120,336,1,300,128,0.7878258712589741,0.7386622878891133,0.7534113629000715,no_physics
