hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H
128,0.4,90,168,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8342594057321548,28381.724609375,168.46876449174488,0.863367316852767,0.8942418554064078,1.004088282585144,0.0031284260140264047,0.913588247896267,-8.588887751102448,-14.446548573105822,59.51923347132828,0.2,36.40229940414429,0.7724081426858902,49712.23828125,222.9624145035436,0.8549588482213212,0.9195076007387478,1.0103998184204102,0.007046690979906447,0.8797928739746457,-7.187703251838684,-15.214159173715236,-39.187101706718266,,40.49115777015686
128,0.4,90,336,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8399358987808228,27409.669921875,165.5586600630574,0.8487347061616503,0.8735768836449124,0.9898308515548706,-0.007781499712312537,0.9175683726293652,-10.788767784833908,-16.974209198069712,70.49359952243019,0.2,39.34577941894531,0.7719273567199707,49817.25390625,223.19779099769335,0.82750685083049,0.8781395931350053,1.0132544040679932,0.008980928219699888,0.8786400044416812,-12.30592355132103,-19.761293234747644,-1402.7467451096347,,43.42799782752991
64,0.4,90,168,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8407279253005981,27274.04296875,165.14854818844154,0.8674604431354638,0.8970383456931026,0.9897913336753845,-0.007811736026066357,0.9171663413333249,-7.939162850379944,-15.077404040517978,62.57161048726516,0.2,35.12857437133789,0.7703393399715424,50164.12109375,223.97348301473102,0.819528709122061,0.8694058805722448,1.0245740413665771,0.01665088212762701,0.877888660260594,-12.095313519239426,-20.605067301196588,-96.3869630749832,,43.09641718864441
256,0.4,90,336,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8422471880912781,27013.880859375,164.35899993421413,0.8649426667128843,0.8928573272249096,1.007354974746704,0.005628084196186773,0.9181047297353974,-9.981349110603333,-17.1029235447413,61.010088522216535,0.0,35.428643226623535,0.7696362882852554,50317.6875,224.31604378643985,0.8441572328383833,0.9037629801279358,0.9918347001075745,-0.005532642000124849,0.8776941049646398,-11.6547591984272,-14.220549645527521,-1394.7282147048074,,44.05278563499451
128,0.4,120,336,1,48,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 24: 0.005, 36: 0.001}",0.8320119380950928,28766.58203125,169.60714027201215,0.8624102228664972,0.9022462926223247,0.9579657316207886,-0.03216494808867411,0.9127745464477758,-8.985289186239243,-11.858599222988197,26.03725510209131,0.2,33.48973989486694,0.7682717740535736,50615.734375,224.9794087800037,0.8492803534760898,0.9161946758654049,0.9735791683197021,-0.01790223998541519,0.87754584879103,-7.915269583463669,-10.967154131839576,-1390.3230813859054,,42.09859371185303
64,0.4,90,168,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8375278562307358,27822.02734375,166.79936253999892,0.8343315082154605,0.8565473492561203,0.9973183870315552,-0.0020520132443903895,0.9171737051619117,-12.786747515201569,-17.868094571205937,50.62017287888093,0.2,36.56468868255615,0.7676051110029221,50761.3515625,225.302799721841,0.8479820395589656,0.9167377536833565,1.0335341691970825,0.022722096430561133,0.8773121109024206,-6.427323073148727,-16.354473843167185,-35.689069442144344,,39.681100845336914
64,0.4,90,168,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8405014425516129,27312.826171875,165.26592562254024,0.8484473048614916,0.8821807373442221,1.0490552186965942,0.03753742481298102,0.9182661253235611,-9.179504960775375,-16.846100387871733,56.212138647489816,0.2,37.34072208404541,0.7675270289182663,50778.40625,225.34064491342878,0.8434005264112928,0.9055214369798579,1.0196233987808228,0.013296428158189813,0.8766625828136569,-8.706796914339066,-23.97665150011848,-1402.4757363262888,,42.5847589969635
128,0.4,90,336,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8318575471639633,28793.0234375,169.68507134541917,0.8738765403416909,0.9155733535184081,0.9666880965232849,-0.02549053994239171,0.9124238301430609,-7.061479240655899,-13.80751836329994,58.75337314418947,0.0,36.66712284088135,0.7673451006412506,50818.14453125,225.42880146789142,0.8498518514546042,0.9173016613466762,1.0243217945098877,0.016479999038823436,0.8770613909001358,-7.990489900112152,-17.109835443530265,-182.01313262198383,,41.26555919647217
256,0.4,90,168,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8335028141736984,28511.28125,168.8528390344681,0.8670195290476761,0.908880361101233,1.0437521934509277,0.03347956401300486,0.9135895687437404,-6.885907799005508,-19.733865984485192,74.90613949765394,0.0,34.55380916595459,0.7672536373138428,50838.12109375,225.47310503417032,0.8479519797591863,0.9123064815949053,1.015126347541809,0.010249328678243795,0.8767131762963674,-7.8509412705898285,-16.101375980408438,73.99983971625558,,42.774730920791626
128,0.4,90,168,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8310520648956299,28930.955078125,170.0910199808473,0.8350978075022037,0.8709474305549307,0.9445579648017883,-0.04242471932219919,0.9136035409100228,-11.42815500497818,-12.729436364097666,54.59040802678087,0.2,40.13031005859375,0.7667058855295181,50957.765625,225.73826796757345,0.8254896329312349,0.8795650989476422,1.0226677656173706,0.015359235822841577,0.8757604120060765,-12.800879776477814,-21.84707921143123,-1404.4622803317968,,42.371666431427
