hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H
128,0.4,90,168,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7870792597532272,36460.9375,190.94747314379418,0.741286422928105,0.76789713222576,0.9496485590934753,-0.03852932339831978,0.8974051359426517,-22.395041584968567,-17.721214130326064,30.258338335449427,0.4,49.714393615722656,0.7958240360021591,44597.57421875,211.18137753776966,0.7965467292662078,0.8280056160919762,0.9728216528892517,-0.018415542225034942,0.894774039682668,-19.301490485668182,-15.309633948188782,8.829755899099084,,44.41231191158295
64,0.4,90,336,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.7848729491233826,36838.75,191.9342335280499,0.7972145446355138,0.8376990637214825,0.9524523019790649,-0.03638387256971941,0.8881091451305845,-15.064707398414612,-11.71062124724991,-2091.5771522538075,0.4,49.32901859283447,0.7915763407945633,45525.38671875,213.36678916539472,0.8262883230007151,0.8655214735463576,1.0009527206420898,0.0006455293144486516,0.8900438043030816,-15.547698736190796,-17.51376130866605,-1400.8389585296475,,41.27278029918671
128,0.4,120,336,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7932847291231155,35398.30078125,188.1443615451975,0.7364960331622892,0.7552751674169943,1.010205864906311,0.007809597359971575,0.9028406608815018,-25.238952040672302,-15.803366580316405,78.28016495191432,0.4,55.56722640991211,0.7907008081674576,45716.625,213.8144639635027,0.8027807017318016,0.8435527123070562,1.0507060289382935,0.03435742604229543,0.8911487417976678,-16.321498155593872,-19.32339194007109,-1408.3884660548501,,40.27351140975952
128,0.4,90,336,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8044484555721283,33486.60546875,182.9934574479372,0.8199361601915747,0.8518665466457087,0.9898325800895691,-0.007780172264391637,0.8981369057202206,-13.924986124038696,-23.756255548524198,-119.62260599344465,0.4,43.66785526275635,0.7851479649543762,46929.515625,216.63221280548282,0.8218575753967718,0.8628568857722623,0.9952552318572998,-0.003214978891988045,0.8864043273768472,-13.669495284557343,-21.32465926394203,-1402.8597588137354,,42.728060483932495
256,0.4,90,336,1,32,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.7900918275117874,35945.05859375,189.5918210096364,0.8501697162896695,0.8994616756198113,1.002408504486084,0.0018430139439554439,0.8889353415632021,-8.41505154967308,-16.35205831746569,-38.499134676511815,0.4,29.587740898132324,0.7822152972221375,47570.08984375,218.10568503308207,0.8142220578481194,0.8541358408897569,1.0021555423736572,0.0014605704739619097,0.8849676371001424,-14.536333084106445,-21.816195927725072,-1399.458462518084,,44.755104184150696
128,0.4,90,336,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.8049313127994537,33403.91796875,182.76738759622845,0.7987061007688903,0.827439661223491,1.0287059545516968,0.021966018218190254,0.9004101836417171,-18.300069868564606,-15.617012730563124,-2114.0886176145477,0.4,41.20482921600342,0.7773774564266205,48626.8046875,220.51486273605232,0.865693610418467,0.9366927455460045,1.020923376083374,0.014177289017173456,0.883412650132198,-7.397874444723129,-11.87399270345857,-14.212573813620866,,40.39585888385773
128,0.4,90,168,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7675172239542007,39810.77734375,199.52638257571354,0.6951830434407016,0.7269968393465004,0.9151275753974915,-0.0649450945415784,0.8942676831741392,-26.04219913482666,-21.29724762125577,13.788949734881056,0.4,56.50259017944336,0.7755545377731323,49024.98046875,221.415854149494,0.7637090263280183,0.8042683422133337,0.93349689245224,-0.04506122407402522,0.885545296883756,-19.736860692501068,-14.081517606889912,-1395.6249608384785,,45.96906304359436
128,0.4,120,168,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7540716975927353,42113.2109375,205.21503584654803,0.6835688442977736,0.7151559301449706,0.9205867052078247,-0.06076768968161456,0.8873675855815885,-26.973015069961548,-18.290153493311664,72.0873914142913,0.4,61.677799224853516,0.7754276394844055,49052.69921875,221.47843962505695,0.7694021612931286,0.8035987181874717,0.9640263915061951,-0.024375032811903754,0.884640565142635,-19.936363399028778,-16.915717399468697,-151.76645940596882,,44.72920000553131
256,0.4,90,336,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7780779153108597,38002.34375,194.9418983953937,0.7811802539111316,0.8139252089292407,0.9953590631484985,-0.003551291923939594,0.884949076007576,-20.411568880081177,-14.89453202548795,83.12343950675395,0.4,42.138543128967285,0.7722578942775726,49745.0546875,223.03599415228925,0.8011415045291972,0.8609724703883179,0.9228751063346863,-0.05225836008129255,0.8805521117470123,-13.242378830909729,-11.170014168445904,-3.0928497218711253,,48.91107380390167
256,0.4,90,336,1,32,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 16: 0.005, 24: 0.001}",0.7771929204463959,38153.890625,195.33020919714392,0.7323307718848653,0.7704349176620928,0.9141528010368347,-0.06569097277891045,0.8924037775703969,-23.022863268852234,-18.122192813944267,10.487025660859208,0.4,54.123029708862305,0.771533653140068,49903.25,223.39035341750994,0.7806594106361888,0.8254240865100697,0.9409992098808289,-0.03997782764171412,0.881035924174842,-19.07225400209427,-20.199538101183595,-1399.7437180714937,,46.39508128166199
