hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H
256,0.4,120,168,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.5925996400390147,59904.3209063682,244.75359222362437,0.5384790681352826,0.5936744922371842,1.0862463524935446,0.05882662628717907,0.7988465288091545,-51.63024159258097,-13.606971934837794,56.133027821517864,0.0,44.737774882119666,0.6658824821479384,65609.32209750259,256.14316718878644,0.7241906392281119,0.8014522335579405,1.0556938859802885,0.033278729860550346,0.8168394720615777,-24.47603284307105,-8.663211983673232,0.2512694844814045,,48.621359699916496
256,0.4,120,336,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.6191306567956509,56003.189002817664,236.6499292263103,0.5968263908179429,0.6493729638882674,1.0139934751080144,0.00954462312710235,0.8014708501433876,-49.55652424249967,12.929110339804565,77.72166700453114,0.0,42.22516415941058,0.6597483624637517,67110.36017542957,259.05667367475706,0.6861103047349089,0.7467736312456305,1.0156172778529717,0.009345846299564897,0.8151777946415775,-23.943436556812806,-39.52417661810526,93.70084581732551,,51.00035422881827
128,0.4,120,168,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.5894050056589162,60374.06129418294,245.71133733343063,0.5305086112643653,0.5897664635915236,0.89124983718032,-0.07417595065648744,0.7992414091765853,-55.09393535565293,1.7405972061287331,-1885.180247759586,0.0,48.19618305485329,0.6558215960644564,67584.938101958,259.9710331978507,0.6878247354280167,0.7530204514056488,0.9652567647811913,-0.02076010174146417,0.8122570747185162,-27.59304976788147,-33.86310607739059,1.449967527680748,,49.70143925083102
64,0.4,120,168,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.5326056081306083,68725.86868372471,262.15619138926456,0.4722349955116938,0.5649026199069656,1.1888273704503507,0.12879474706022967,0.768547210067527,-54.87733175581187,-20.707626165508643,62.51822516464243,0.0,49.48009551127947,0.6445183579800067,69804.50980533629,264.20543106707004,0.627668381788778,0.6775262065241608,0.9852752803218479,-0.008798451747737364,0.8144611386488296,-36.50040919081567,-34.565534767817766,89.41699223324373,,55.65468544653339
256,0.4,120,168,1,2,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.3916239055868307,89455.87773898762,299.091754715819,0.4182399850744519,0.5502655507746954,0.9962124687557015,-0.0025833867591796202,0.6309887606681074,-63.26667697696414,25.188117366486296,-1838.6068092964265,0.0,68.20342085683086,0.6412077281405304,70454.60496011947,265.4328633762584,0.6793162734546758,0.7514754632726653,0.9528332554184676,-0.028183512852486724,0.8028987434818325,-27.256246181739936,-15.669505261812928,0.7960191634093016,,53.0597887735507
128,0.4,120,168,1,1,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},0.39938268472168814,88315.02357975065,297.1784372725428,0.3577337050369085,0.4500584373151968,1.0224184240296381,0.015291084367165,0.6689899011488609,-65.90201449738527,-16.796364999689143,11.801675022797403,0.0,70.10439042481558,0.6323479947975746,72194.35539982356,268.6900731322681,0.6611827343501244,0.7348965282750434,0.9369725891357163,-0.03766072600329522,0.7986425212176655,-29.387065611394803,-19.43695288554517,4.252040808194562,,54.708114044170244
128,0.4,120,336,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.4719190713413156,77649.24267109686,278.65613697009593,0.41442399014750775,0.4876968429227718,0.9079924838767035,-0.06275618168318339,0.7317103141373259,-63.596003909172424,1.8315156345106085,-49.77303718495332,0.0,64.76872467951374,0.6290145200422608,73172.22441630752,270.50364954341654,0.6705156526120993,0.7438229775349549,1.0298000967900995,0.01783326946824048,0.7949506826008064,-30.09481248628122,-20.497453244868925,-1.9979720802108452,,51.16373297089213
64,0.4,120,336,1,2,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.4826860206841259,76066.06589463037,275.80077210666104,0.44337418550987684,0.5221556173323058,1.0807774426333332,0.05509641037376973,0.7261897590093794,-59.04582688679285,-18.958556615310396,68.61688547567626,0.3333333333333333,53.78623996206302,0.6147128393314849,75993.05123308343,275.66837184030277,0.6598147936258958,0.7424425815344222,0.9397780947682606,-0.03603858978891799,0.7860760112577401,-37.12009562213548,-8.161308964273593,12.237171059415564,,53.95486549214977
256,0.4,120,168,1,1,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",{0: 0.001},0.31801122474881005,100279.91740385475,316.6700450056095,0.39621992571257314,0.6201750422878163,1.2178457828986078,0.1485875296555125,0.5842758192277466,-61.42113085637973,0.14729050001392194,-1639.5500443154592,0.0,61.936627058900044,0.6101300329238203,76557.2078066543,276.68973202244837,0.651162494121533,0.7348820138671658,0.9321312626703366,-0.04055356051775385,0.7836810377482895,-32.03135971466445,-18.51688589666724,-0.4862432631635833,,55.33384791793158
128,0.4,120,168,1,2,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 1: 0.001}",0.4181391643450406,85557.0628981777,292.50138956623385,0.3541602250243606,0.4266372272152121,1.0233332443984484,0.015915062012595637,0.7036561027607173,-67.00896194479245,-26.173917974189298,11.501721878399037,0.0,66.4207423205887,0.6007267909809526,78403.68485867024,280.0065800274526,0.6312475477214714,0.7052150225628467,1.0057153467231863,0.003415087245440495,0.7785332463988346,-34.110597779563825,-26.827914152647768,0.056952968326083236,,54.015007641044555
