hidden_size,output_dropout,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,schedule_pairs,learning_rate,NSE_1D,MSE_1D,RMSE_1D,KGE_1D,Alpha-NSE_1D,Beta-KGE_1D,Beta-NSE_1D,Pearson-r_1D,FHV_1D,FMS_1D,FLV_1D,Peak-Timing_1D,Peak-MAPE_1D,NSE_1H,MSE_1H,RMSE_1H,KGE_1H,Alpha-NSE_1H,Beta-KGE_1H,Beta-NSE_1H,Pearson-r_1H,FHV_1H,FMS_1H,FLV_1H,Peak-Timing_1H,Peak-MAPE_1H,model_type
128,0.4,90,168,1,16,64,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.7870792597532272,36460.9375,190.94747314379418,0.741286422928105,0.76789713222576,0.9496485590934753,-0.03852932339831978,0.8974051359426517,-22.395041584968567,-17.721214130326064,30.258338335449427,0.4,49.714393615722656,0.7958240360021591,44597.57421875,211.18137753776966,0.7965467292662078,0.8280056160919762,0.9728216528892517,-0.018415542225034942,0.894774039682668,-19.301490485668182,-15.309633948188782,8.829755899099084,,44.41231191158295,no_physics
128,0.4,90,168,1,16,128,"((0.5, 0.25), (0.01, 0.005, 0.001))","{0: 0.01, 8: 0.005, 12: 0.001}",0.8342594057321548,28381.724609375,168.46876449174488,0.863367316852767,0.8942418554064078,1.004088282585144,0.0031284260140264047,0.913588247896267,-8.588887751102448,-14.446548573105822,59.51923347132828,0.2,36.40229940414429,0.7724081426858902,49712.23828125,222.9624145035436,0.8549588482213212,0.9195076007387478,1.0103998184204102,0.007046690979906447,0.8797928739746457,-7.187703251838684,-15.214159173715236,-39.187101706718266,,40.49115777015686,physics
