,climatic_year,mav
0,1995,81.06764285714287
1,1996,166.8926428571439
2,1997,167.87657142857248
3,1998,81.92172857142961
4,1999,193.22080000000102
5,2000,170.95610000000104
6,2001,118.4836285714296
7,2002,85.47410000000104
8,2003,68.75167142857246
9,2004,196.45728571428677
10,2005,149.37230000000076
11,2006,148.7465000000008
12,2007,169.4566000000005
13,2008,79.7667285714291
14,2009,82.03282857142908
15,2010,106.20865714285766
