,climatic_year,mav
0,1995,71.78509957142845
1,1996,17.3238094285713
2,1997,123.2666974285713
3,1998,18.30059514285688
4,1999,122.56905371428545
5,2000,47.59623671428545
6,2001,39.4821428571426
7,2002,70.40238342857114
8,2003,47.84490799999974
9,2004,93.43154799999975
10,2005,85.02857214285689
11,2006,83.6748755714283
12,2007,6.835265000000065
13,2008,41.90178571428584
14,2009,3.0988494285715587
15,2010,63.63262014285727
