,climatic_year,mav
0,1995,64.69707814285714
1,1996,73.27797057142857
2,1997,73.82727385714313
3,1998,63.40798571428598
4,1999,65.33277671428597
5,2000,68.12107200000021
6,2001,58.53470828571428
7,2002,47.043643714285714
8,2003,43.48036514285714
9,2004,48.627016857143374
10,2005,54.874072000000396
11,2006,53.44722257142896
12,2007,72.35576971428624
13,2008,59.65251714285779
14,2009,44.40514642857234
15,2010,40.114512142857855
